setting,seed,method,onmi,modularity,f1,acc_all,acc_clean,acc_bad,auroc_agree,dprime,ovl,agree_mean,agree_sd,agree_gt08,alpha_mean,conf_mean,n_both,n_bad,eff_rank,n_comp,cv_corr,train_corr,cv_cos,train_cos,cv_cos_sd,cv_cos_gt08,note,error,secs
sweep~fakeddit@r1.0,2,nf|r2|c8,0.006842953984246947,0.00382082702264514,0.13949996416657454,0.30083333333333334,,,,,,0.9536531596913459,0.06557381425583818,0.9676290463692039,0.6388690520510096,0.6983843600728709,1143,,384,8,,,,,,,,,5.94
sweep~fakeddit@r1.0,2,nf|r2|c16,0.0040613582801838355,0.029233940237276837,0.14228414359897562,0.23416666666666666,,,,,,0.9484096019932958,0.06757551950197509,0.9606299212598425,0.6368120041136137,0.6954457201623053,1143,,384,16,,,,,,,,,9.78
sweep~fakeddit@r1.0,2,nf|r4|c4,0.04621733904505043,-0.0003846569434395504,0.16133985045124546,0.38083333333333336,,,,,,0.8470649253154425,0.19369602516728796,0.7716535433070866,0.5821886289052273,0.6174123270074674,1143,,285,4,,,,,,,,,1.34
sweep~fakeddit@r1.0,2,nf|r4|c8,0.008853226538583892,-0.0011024860068179695,0.16010087642030796,0.305,,,,,,0.8493474204425676,0.12508759366712888,0.7646544181977253,0.5840503028762597,0.6200718612517995,1143,,285,8,,,,,,,,,1.91
sweep~fakeddit@r1.0,2,nf|r4|c16,0.0,0.13045997289707015,0.13365599774456804,0.16416666666666666,,,,,,0.8293424349491622,0.12195852039084895,0.7270341207349081,0.5734400755006713,0.6049143935723876,1143,,285,16,,,,,,,,,4.12
sweep~fakeddit@r1.0,2,nf|r8|c4,0.087156760537769,0.0019745031534329177,0.13674883507984512,0.45916666666666667,,,,,,0.6837763274324543,0.32825759842327695,0.49606299212598426,0.4996204558691057,0.49945779409872254,1143,,142,4,,,,,,,,,0.67
sweep~fakeddit@r1.0,2,nf|r8|c8,0.03332311426822954,0.04439882195152165,0.2107130919079708,0.37583333333333335,,,,,,0.6804684274900739,0.22671500007726272,0.36220472440944884,0.48128992706465945,0.4732713243780849,1143,,142,8,,,,,,,,,0.84
sweep~fakeddit@r1.0,2,nf|r8|c16,0.0,0.140051415625491,0.1276892284721169,0.14833333333333334,,,,,,0.6553349667916841,0.17589518901533818,0.20909886264216973,0.4586959739345882,0.44099424847798324,1143,,142,16,,,,,,,,,1.31
sweep~fakeddit@r1.0,2,nf|r16|c4,0.09135475831570994,-0.0019133406372751451,0.14748626525203473,0.4683333333333333,,,,,,0.6105625873171734,0.36269835758294,0.4006999125109361,0.4652783930154023,0.4503977043077175,1143,,71,4,,,,,,,,,0.47
sweep~fakeddit@r1.0,2,nf|r16|c8,0.008651534812324169,0.10397944904356662,0.1648520853559302,0.23416666666666666,,,,,,0.5758404479657764,0.283810563067179,0.24671916010498687,0.42786275660852513,0.39694679515503584,1143,,71,8,,,,,,,,,0.58
sweep~fakeddit@r1.0,2,nf|r16|c16,0.0,0.1354607858169854,0.11808443452494181,0.13916666666666666,,,,,,0.5203212779350684,0.23138556677719457,0.10061242344706911,0.38518353021701335,0.3359764717385905,1143,,71,16,,,,,,,,,0.73
sweep~fakeddit@r1.0,2,nf|r32|c4,0.13207527380356265,0.004518200678001339,0.12427378561826645,0.4683333333333333,,,,,,0.5527303686660574,0.4019321598237053,0.3455818022747157,0.4420051582381842,0.417150226054549,1143,,35,4,,,,,,,,,0.44
sweep~fakeddit@r1.0,2,nf|r32|c8,0.0,0.13884726056832086,0.13658961484982018,0.15916666666666668,,,,,,0.4991895205343259,0.31987307826953043,0.18985126859142606,0.3953920725354428,0.3505601036220612,1143,,35,8,,,,,,,,,0.44
sweep~fakeddit@r1.0,2,nf|r32|c16,0.0,0.14747650309186924,0.12204756911995933,0.15083333333333335,,,,,,0.4177422939238781,0.26011747483840725,0.04461942257217848,0.3403910792609726,0.2719872560871038,1143,,35,16,,,,,,,,,0.52
sweep~fakeddit@r1.0,2,nf|r64|c4,0.0757250927361619,0.0015553130184816914,0.1519234009751858,0.44916666666666666,,,,,,0.5103212594405618,0.4221847825376684,0.2992125984251969,0.42720920135796614,0.3960131447970944,1143,,17,4,,,,,,,,,0.41
sweep~fakeddit@r1.0,2,nf|r64|c8,0.0,0.1428344323354126,0.13110251528105146,0.17333333333333334,,,,,,0.4364109972354523,0.3356436943333644,0.12773403324584426,0.3687799937312166,0.31254284818745237,1143,,17,8,,,,,,,,,0.42
sweep~fakeddit@r1.0,2,nf|r64|c16,0.0,0.14225343544143168,0.12903581900701186,0.15916666666666668,,,,,,0.29290743072966463,0.2665373025780185,0.010498687664041995,0.292745640516728,0.2039223435953258,1143,,17,16,,,,,,,,,0.44
sweep~fakeddit@r1.0,2,rob|r4|c8,0.057893011352458945,0.011993256127450851,0.3416748462548317,0.36583333333333334,,,,,,0.8493474204425676,0.12508759366712888,0.7646544181977253,0.5840503028762597,0.6200718612517995,1143,,285,8,,,,,,,,,2.36
sweep~fakeddit@r1.0,2,rob|r16|c8,0.026324728774399953,0.13416373995335315,0.2030247751821197,0.22083333333333333,,,,,,0.5758404479657764,0.283810563067179,0.24671916010498687,0.42786275660852513,0.39694679515503584,1143,,71,8,,,,,,,,,0.72
sweep~fakeddit@r1.0,2,rob|r64|c8,0.02294259568181145,0.1440216012869476,0.1849612171162705,0.19416666666666665,,,,,,0.4364109972354523,0.3356436943333644,0.12773403324584426,0.3687799937312166,0.31254284818745237,1143,,17,8,,,,,,,,,0.61
sweep~fakeddit@r1.0,2,ac_self|r2,0.015439605542550527,0.0056227268978762375,0.12789897869066316,0.32083333333333336,,,,,,0.9536531596913459,0.06557381425583818,0.9676290463692039,0.6388690520510096,0.6983843600728709,1143,,384,8,,,,,,,alpha=0.639,,5.81
sweep~fakeddit@r1.0,2,ac_self|r4,0.027273300131761324,0.004599373578749513,0.21700671148435008,0.37916666666666665,,,,,,0.8493474204425676,0.12508759366712888,0.7646544181977253,0.5840503028762597,0.6200718612517995,1143,,285,8,,,,,,,alpha=0.584,,2.25
sweep~fakeddit@r1.0,2,ac_self|r16,0.0,0.13145142555766184,0.14088053947846874,0.18666666666666668,,,,,,0.5758404479657764,0.283810563067179,0.24671916010498687,0.4278627566085253,0.39694679515503584,1143,,71,8,,,,,,,alpha=0.428,,0.56
sweep~fakeddit@r1.0,2,ac_self|r64,0.0,0.14446476940976125,0.13292014904209482,0.16166666666666665,,,,,,0.4364109972354523,0.3356436943333644,0.12773403324584426,0.36877999373121656,0.31254284818745237,1143,,17,8,,,,,,,alpha=0.369,,0.42
sweep~fakeddit@r1.0,2,ac_fixed|r2,0.007532377523509659,0.01031278183576817,0.14685191798816175,0.29833333333333334,,,,,,0.9536531596913459,0.06557381425583818,0.9676290463692039,0.5840503028762597,0.6983843600728709,1143,,384,8,,,,,,,alpha=0.584,,5.03
sweep~fakeddit@r1.0,2,ac_fixed|r4,0.027273300131761324,0.004599373578749513,0.21700671148435008,0.37916666666666665,,,,,,0.8493474204425676,0.12508759366712888,0.7646544181977253,0.5840503028762597,0.6200718612517995,1143,,285,8,,,,,,,alpha=0.584,,0.03
sweep~fakeddit@r1.0,2,ac_fixed|r16,0.09316372063895173,0.0019400013015995294,0.14385627814347396,0.4666666666666667,,,,,,0.5758404479657764,0.283810563067179,0.24671916010498687,0.5840503028762597,0.39694679515503584,1143,,71,8,,,,,,,alpha=0.584,,0.53
sweep~fakeddit@r1.0,2,ac_fixed|r64,0.058715391867509736,0.004463020906429899,0.2208183526488976,0.49833333333333335,,,,,,0.4364109972354523,0.3356436943333644,0.12773403324584426,0.5840503028762597,0.31254284818745237,1143,,17,8,,,,,,,alpha=0.584,,0.42
sweep~fakeddit@r1.0,2,ref:alpha05,0.008109694183012217,0.03545152870281105,0.17479913539065436,0.31416666666666665,,,,,,,,,,,,,,,,,,,,,,,2.25
sweep~fakeddit@r1.0,2,ref:concat05,0.040571975764842505,0.029294958590914414,0.2297978407526034,0.4116666666666667,,,,,,,,,,,,,,,,,,,,,,,2.39
sweep~fakeddit@r1.0,2,ref:spectral,0.059066597392566034,0.044858506084795975,0.2536840736098872,0.3491666666666667,,,,,,,,,,,,,,,,,,,,,,,0.3
sweep~fakeddit@r1.0,2,ref:kmeans_content,0.08074720016748604,-0.0015014369775272164,0.27483072454287527,0.4241666666666667,,,,,,,,,,,,,,,,,,,,,,,0.58
sweep~fakeddit@r1.0,2,ref:louvain,0.0,0.1987246869496772,0.15822644834088262,0.17416666666666666,,,,,,,,,,,,,,,,,,,,,,,0.25
sweep~fakeddit@r1.0,2,ref:structure_only,0.0,0.14812456376343053,0.12370472046310996,0.16416666666666666,,,,,,,,,,,,,,,,,,,,,,,0.14
miss~crisismmd|both@p0.0,1,nf|r2|c4,0.03856931593208568,0.0454079543153989,0.32084331920466297,0.35,,,,,,0.996995215406838,0.012079485453630719,0.99875,0.6805598953393541,0.7579427076276488,800,,384,4,,,,,,,,,1.75
miss~crisismmd|both@p0.0,1,nf|r2|c8,0.20919136179377706,0.3380083465534582,0.34284628835728725,0.66125,,,,,,0.9976174825253704,0.0044907591153439475,1.0,0.6808790188114603,0.7583985983020861,800,,384,8,,,,,,,,,3.03
miss~crisismmd|both@p0.0,1,nf|r2|c16,0.42495974935811565,0.46702813923384257,0.364249175497749,0.74125,,,,,,0.9969799772752694,0.0047136176169214165,1.0,0.6807194783908588,0.7581706834155127,800,,384,16,,,,,,,,,5.84
miss~crisismmd|both@p0.0,1,nf|r4|c4,0.4169821906978213,0.28167927708777735,0.5975991508481248,0.68375,,,,,,0.8355396091215898,0.233189686073172,0.75875,0.5996199970735305,0.6423142815336153,800,,200,4,,,,,,,,,0.75
miss~crisismmd|both@p0.0,1,nf|r4|c8,0.6290563695197424,0.5267513351527662,0.506950028298826,0.8425,,,,,,0.8465798549402025,0.14057504107119848,0.75875,0.6029959740553547,0.6471371057933639,800,,200,8,,,,,,,,,0.94
miss~crisismmd|both@p0.0,1,nf|r4|c16,0.5029500882051018,0.5192970381411914,0.5867296164394782,0.865,,,,,,0.8328863451395574,0.11147882467704635,0.69875,0.5952267274121261,0.6360381820173231,800,,200,16,,,,,,,,,1.5
miss~crisismmd|both@p0.0,1,nf|r8|c4,0.5493007524440897,0.36085416140131327,0.6388016806576531,0.73,,,,,,0.7209147428949985,0.3012651539476099,0.55375,0.5344024454904965,0.5491463507007094,800,,100,4,,,,,,,,,0.39
miss~crisismmd|both@p0.0,1,nf|r8|c8,0.6811041178950346,0.5126408644583094,0.7558161828568621,0.90875,,,,,,0.7006905076665808,0.23293381120649367,0.4375,0.5120847656797691,0.5172639509710989,800,,100,8,,,,,,,,,0.52
miss~crisismmd|both@p0.0,1,nf|r8|c16,0.6923164972375533,0.49039779442339515,0.7030857908862209,0.87375,,,,,,0.6701570688575452,0.17855743704343716,0.2675,0.48438832904024226,0.47769761291463175,800,,100,16,,,,,,,,,0.66
miss~crisismmd|both@p0.0,1,nf|r16|c4,0.554933526983566,0.38631334170434745,0.6410028423955713,0.735,,,,,,0.6358618536525253,0.3753262384695749,0.47,0.4986388079313259,0.4980554399018942,800,,50,4,,,,,,,,,0.3
miss~crisismmd|both@p0.0,1,nf|r16|c8,0.6957404851982161,0.4551391264471764,0.7011065207021936,0.81,,,,,,0.6131852084471169,0.282526178464697,0.3175,0.46439298431571685,0.4491328347367386,800,,50,8,,,,,,,,,0.38
miss~crisismmd|both@p0.0,1,nf|r16|c16,0.7275649606996561,0.4462190094426395,0.6299177273975661,0.795,,,,,,0.549410441621902,0.22143619448164015,0.1125,0.411948272955946,0.3742118185084942,800,,50,16,,,,,,,,,0.38
miss~crisismmd|both@p0.0,1,nf|r32|c4,0.5543257950517497,0.3862033314672663,0.6151202254470288,0.70125,,,,,,0.6016824805081074,0.39033752674052474,0.41375,0.4814854602722203,0.4735506575317433,800,,25,4,,,,,,,,,0.28
miss~crisismmd|both@p0.0,1,nf|r32|c8,0.6962576785286774,0.45343209556929637,0.6988508051591379,0.82875,,,,,,0.549120814986925,0.30265339465267865,0.225,0.43028737490085683,0.40041053557265266,800,,25,8,,,,,,,,,0.28
miss~crisismmd|both@p0.0,1,nf|r32|c16,0.7261274536278284,0.4387618675190581,0.6346834270020558,0.77125,,,,,,0.4456941443129886,0.24765685443340965,0.05125,0.3601731123792986,0.30024730339899797,800,,25,16,,,,,,,,,0.3
miss~crisismmd|both@p0.0,1,nf|r64|c4,0.5801920411914524,0.37911448013772386,0.6220518493340721,0.6825,,,,,,0.5020658792017556,0.4569568477794907,0.3525,0.44630342839495024,0.4232906119927861,800,,12,4,,,,,,,,,0.28
miss~crisismmd|both@p0.0,1,nf|r64|c8,0.7474493502684604,0.37819929704734534,0.6439932140765102,0.67125,,,,,,0.4420369258744587,0.3425360288798264,0.14875,0.38520810694391533,0.33601158134845055,800,,12,8,,,,,,,,,0.23
miss~crisismmd|both@p0.0,1,nf|r64|c16,,,,,,,,,,,,,,,,,12,,,,,,,,skip:eff_rank<common_dim,,0.0
miss~crisismmd|both@p0.0,1,rob|r4|c8,0.6742702079428772,0.518028772184927,0.7628441945680992,0.92875,,,,,,0.8465798549402025,0.14057504107119848,0.75875,0.6029959740553547,0.6471371057933639,800,,200,8,,,,,,,,,0.95
miss~crisismmd|both@p0.0,1,rob|r16|c8,0.7097932583825237,0.4577152988615624,0.7067227870812722,0.82,,,,,,0.6131852084471169,0.282526178464697,0.3175,0.46439298431571685,0.4491328347367386,800,,50,8,,,,,,,,,0.41
miss~crisismmd|both@p0.0,1,rob|r64|c8,0.7056086724682991,0.4565361246717421,0.6988995631247549,0.835,,,,,,0.4420369258744587,0.3425360288798264,0.14875,0.38520810694391533,0.33601158134845055,800,,12,8,,,,,,,,,0.38
miss~crisismmd|both@p0.0,1,ac_self|r2,0.18985640717212893,0.3378240548271442,0.34530648203651565,0.66125,,,,,,0.9976174825253704,0.0044907591153439475,1.0,0.6808790188114601,0.7583985983020861,800,,384,8,,,,,,,alpha=0.681,,3.42
miss~crisismmd|both@p0.0,1,ac_self|r4,0.5746839843259287,0.5167055952432402,0.7275437442610023,0.905,,,,,,0.8465798549402025,0.14057504107119848,0.75875,0.6029959740553547,0.6471371057933639,800,,200,8,,,,,,,alpha=0.603,,0.97
miss~crisismmd|both@p0.0,1,ac_self|r16,0.6610381864529667,0.4470854943333745,0.688102469692927,0.80625,,,,,,0.6131852084471169,0.282526178464697,0.3175,0.464392984315717,0.4491328347367386,800,,50,8,,,,,,,alpha=0.464,,0.33
miss~crisismmd|both@p0.0,1,ac_self|r64,0.7021724922687945,0.44146177268726333,0.7285361663399466,0.805,,,,,,0.4420369258744587,0.3425360288798264,0.14875,0.38520810694391544,0.33601158134845055,800,,12,8,,,,,,,alpha=0.385,,0.27
miss~crisismmd|both@p0.0,1,ac_fixed|r2,0.2358740286453005,0.3300324893134855,0.2997072381466944,0.61375,,,,,,0.9976174825253704,0.0044907591153439475,1.0,0.6029959740553547,0.7583985983020861,800,,384,8,,,,,,,alpha=0.603,,2.31
miss~crisismmd|both@p0.0,1,ac_fixed|r4,0.5746839843259287,0.5167055952432402,0.7275437442610023,0.905,,,,,,0.8465798549402025,0.14057504107119848,0.75875,0.6029959740553547,0.6471371057933639,800,,200,8,,,,,,,alpha=0.603,,0.03
miss~crisismmd|both@p0.0,1,ac_fixed|r16,0.6801526303254057,0.43768642802512775,0.6913343757334679,0.83625,,,,,,0.6131852084471169,0.282526178464697,0.3175,0.6029959740553547,0.4491328347367386,800,,50,8,,,,,,,alpha=0.603,,0.31
miss~crisismmd|both@p0.0,1,ac_fixed|r64,0.6752401350585744,0.519706977410269,0.7600215379683496,0.9225,,,,,,0.4420369258744587,0.3425360288798264,0.14875,0.6029959740553547,0.33601158134845055,800,,12,8,,,,,,,alpha=0.603,,0.22
miss~crisismmd|both@p0.0,1,ref:alpha05,0.681917049938922,0.41602279962686467,0.6254190534356524,0.785,,,,,,,,,,,,,,,,,,,,,,,0.86
miss~crisismmd|both@p0.0,1,ref:concat05,0.7052118547228354,0.4415394429687393,0.7022576189160485,0.79125,,,,,,,,,,,,,,,,,,,,,,,0.83
miss~crisismmd|both@p0.0,1,ref:spectral,0.8788156780705653,0.5166905339443814,0.9560991920649711,0.96875,,,,,,,,,,,,,,,,,,,,,,,0.12
miss~crisismmd|both@p0.0,1,ref:kmeans_content,0.4064742121714391,0.1989244266278576,0.5603964460777323,0.58125,,,,,,,,,,,,,,,,,,,,,,,0.22
miss~crisismmd|both@p0.0,1,ref:louvain,0.5336043897656694,0.5348812150920406,0.6909389872845079,0.8925,,,,,,,,,,,,,,,,,,,,,,,0.06
miss~crisismmd|both@p0.0,1,ref:structure_only,0.5491887431801526,0.516106322896425,0.7565386255900963,0.89375,,,,,,,,,,,,,,,,,,,,,,,0.05
miss~crisismmd|both@p0.4,0,nf|r2|c4,0.592904549008211,0.510076239039715,0.7114094029073019,0.89625,,,,,,0.9976280924218546,0.005166702313476413,1.0,0.3384602544981166,0.2692289349973096,284,,142,4,,,,,,,,,0.27
miss~crisismmd|both@p0.4,0,nf|r2|c8,0.5959550039875584,0.5135843084025187,0.7121893287200555,0.9,,,,,,0.9973557315023539,0.006633254323054511,1.0,0.33842852492069897,0.2691836070295699,284,,142,8,,,,,,,,,0.36
miss~crisismmd|both@p0.4,0,nf|r2|c16,0.5968182118396265,0.514814230802105,0.7131888030882948,0.89625,,,,,,0.9935706708090797,0.009175494768556074,1.0,0.33807382360594274,0.2686768908656325,284,,142,16,,,,,,,,,0.55
miss~crisismmd|both@p0.4,0,nf|r4|c4,0.6027684017194841,0.521073518341587,0.7145847241650477,0.90625,,,,,,0.827272626269589,0.23077082176002098,0.7464788732394366,0.30776256527217655,0.22537509324596655,284,,71,4,,,,,,,,,0.2
miss~crisismmd|both@p0.4,0,nf|r4|c8,0.598121927702744,0.5202113217373325,0.7117655637946992,0.90375,,,,,,0.8175961870729493,0.1757071591101499,0.6549295774647887,0.3048756039249449,0.22125086274992128,284,,71,8,,,,,,,,,0.2
miss~crisismmd|both@p0.4,0,nf|r4|c16,0.6010325308889247,0.5212072292059001,0.7128782591130466,0.90875,,,,,,0.7876670899274649,0.1283704391847692,0.5387323943661971,0.297000418630131,0.21000059804304427,284,,71,16,,,,,,,,,0.34
miss~crisismmd|both@p0.4,0,nf|r8|c4,0.5937070498244771,0.5150825729434393,0.7386267444183044,0.89625,,,,,,0.6778962052572285,0.3411844370573115,0.4859154929577465,0.2787133380011828,0.1838761971445469,284,,35,4,,,,,,,,,0.14
miss~crisismmd|both@p0.4,0,nf|r8|c8,0.5925156317917086,0.5116912495652619,0.7614339147770373,0.89875,,,,,,0.647599992773928,0.25503668545020963,0.323943661971831,0.2676611002054645,0.16808728600780648,284,,35,8,,,,,,,,,0.17
miss~crisismmd|both@p0.4,0,nf|r8|c16,0.6393078026141457,0.45741235756979415,0.7086811505605415,0.8275,,,,,,0.5757250914116028,0.20008290201155476,0.11971830985915492,0.24732745562621575,0.1390392223231654,284,,35,16,,,,,,,,,0.16
miss~crisismmd|both@p0.4,0,nf|r16|c4,0.5936903837654638,0.5096044020160218,0.7681273845219746,0.8975,,,,,,0.5859511325588437,0.3978769481916688,0.38380281690140844,0.2649139775312001,0.16416282504457158,284,,17,4,,,,,,,,,0.16
miss~crisismmd|both@p0.4,0,nf|r16|c8,0.5530040917922989,0.5124533722059879,0.7678200257804617,0.89375,,,,,,0.5248697897003041,0.3127760118341929,0.1795774647887324,0.24579881570234485,0.13685545100334987,284,,17,8,,,,,,,,,0.14
miss~crisismmd|both@p0.4,0,nf|r16|c16,0.6436698379407955,0.4734140253576211,0.7199209147921916,0.82625,,,,,,0.3752960264094327,0.26681828570515886,0.014084507042253521,0.21457276718950957,0.09224681027072801,284,,17,16,,,,,,,,,0.14
miss~crisismmd|both@p0.4,0,nf|r32|c4,0.5564450756699053,0.5140632786246992,0.7676486426365047,0.89625,,,,,,0.4776052468807053,0.4433749771701595,0.2711267605633803,0.24929999532724265,0.14185713618177526,284,,8,4,,,,,,,,,0.12
miss~crisismmd|both@p0.4,0,nf|r32|c8,0.5502688975211975,0.5151218996682373,0.7605835059218818,0.89625,,,,,,0.33687443903996284,0.3734295641119882,0.08450704225352113,0.21933139327593928,0.09904484753705615,284,,8,8,,,,,,,,,0.12
miss~crisismmd|both@p0.4,0,nf|r32|c16,,,,,,,,,,,,,,,,,8,,,,,,,,skip:eff_rank<common_dim,,0.0
miss~crisismmd|both@p0.4,0,nf|r64|c4,0.6391335169921086,0.4606504531505538,0.7186792639400126,0.83625,,,,,,0.33730534046571503,0.478870963310284,0.2007042253521127,0.23096575119208582,0.11566535884583697,284,,4,4,,,,,,,,,0.11
miss~crisismmd|both@p0.4,0,nf|r64|c8,,,,,,,,,,,,,,,,,4,,,,,,,,skip:eff_rank<common_dim,,0.0
miss~crisismmd|both@p0.4,0,nf|r64|c16,,,,,,,,,,,,,,,,,4,,,,,,,,skip:eff_rank<common_dim,,0.0
miss~crisismmd|both@p0.4,0,rob|r4|c8,0.6118230977401696,0.5217511721978798,0.7224549847662518,0.91125,,,,,,0.8175961870729493,0.1757071591101499,0.6549295774647887,0.3048756039249449,0.22125086274992128,284,,71,8,,,,,,,,,0.2
miss~crisismmd|both@p0.4,0,rob|r16|c8,0.6155034340522674,0.5224364194590141,0.7221664592316699,0.91375,,,,,,0.5248697897003041,0.3127760118341929,0.1795774647887324,0.24579881570234485,0.13685545100334987,284,,17,8,,,,,,,,,0.17
miss~crisismmd|both@p0.4,0,rob|r64|c8,,,,,,,,,,,,,,,,,4,,,,,,,,skip:eff_rank<common_dim,,0.0
miss~crisismmd|both@p0.4,0,ac_self|r2,0.6266980361541218,0.4421730216073995,0.6253901702107589,0.75125,,,,,,0.9973557315023539,0.006633254323054511,1.0,0.33842852492069897,0.2691836070295699,284,,142,8,,,,,,,alpha=0.338,,0.34
miss~crisismmd|both@p0.4,0,ac_self|r4,0.6294253647150172,0.43486076101145155,0.6248337901666333,0.7425,,,,,,0.8175961870729493,0.1757071591101499,0.6549295774647887,0.30487560392494484,0.22125086274992128,284,,71,8,,,,,,,alpha=0.305,,0.17
miss~crisismmd|both@p0.4,0,ac_self|r16,0.5479862216486073,0.5147547595900833,0.7595688991431501,0.89375,,,,,,0.5248697897003041,0.3127760118341929,0.1795774647887324,0.2457988157023449,0.13685545100334987,284,,17,8,,,,,,,alpha=0.246,,0.19
miss~crisismmd|both@p0.4,0,ac_self|r64,0.5808158709027047,0.512240359419489,0.7355320954713144,0.87,,,,,,0.33730534046571503,0.478870963310284,0.2007042253521127,0.23096575119208576,0.11566535884583697,284,,4,4,,,,,,,alpha=0.231,,0.22
miss~crisismmd|both@p0.4,0,ac_fixed|r2,0.6238735449890911,0.44125248338853784,0.6242038231929238,0.74625,,,,,,0.9973557315023539,0.006633254323054511,1.0,0.30487560392494484,0.2691836070295699,284,,142,8,,,,,,,alpha=0.305,,0.34
miss~crisismmd|both@p0.4,0,ac_fixed|r4,0.6294253647150172,0.43486076101145155,0.6248337901666333,0.7425,,,,,,0.8175961870729493,0.1757071591101499,0.6549295774647887,0.30487560392494484,0.22125086274992128,284,,71,8,,,,,,,alpha=0.305,,0.02
miss~crisismmd|both@p0.4,0,ac_fixed|r16,0.6665266264000753,0.4689868193134884,0.7205534287507029,0.82125,,,,,,0.5248697897003041,0.3127760118341929,0.1795774647887324,0.30487560392494484,0.13685545100334987,284,,17,8,,,,,,,alpha=0.305,,0.16
miss~crisismmd|both@p0.4,0,ac_fixed|r64,0.6579903675595072,0.4675740276435916,0.721031338834509,0.8175,,,,,,0.33730534046571503,0.478870963310284,0.2007042253521127,0.30487560392494484,0.11566535884583697,284,,4,4,,,,,,,alpha=0.305,,0.16
miss~crisismmd|both@p0.4,0,ref:alpha05,0.654999879573421,0.47562376892185493,0.7072096211409465,0.83375,,,,,,,,,,,,,,,,,,,,,,,0.19
miss~crisismmd|both@p0.4,0,ref:concat05,0.4857283621023136,0.4858963278085003,0.6193016497175149,0.8125,,,,,,,,,,,,,,,,,,,,,,,0.22
miss~crisismmd|both@p0.4,0,ref:spectral,0.7498122959120173,0.5102146147229802,0.88305375334456,0.94,,,,,,,,,,,,,,,,,,,,,,,0.09
miss~crisismmd|both@p0.4,0,ref:kmeans_content,0.09447758742778722,0.023976813799797925,0.28379406160961795,0.2675,,,,,,,,,,,,,,,,,,,,,,,0.2
miss~crisismmd|both@p0.4,0,ref:louvain,0.5763871869900328,0.5373657018496237,0.7152286011426329,0.875,,,,,,,,,,,,,,,,,,,,,,,0.09
miss~crisismmd|both@p0.4,0,ref:structure_only,0.5992508767181561,0.4831182712339944,0.7111104559420166,0.8425,,,,,,,,,,,,,,,,,,,,,,,0.05
miss~crisismmd|both@p0.4,1,nf|r2|c4,0.5891015605019555,0.5141525586573789,0.7118469818176194,0.905,,,,,,0.9983812505668573,0.004118441057880936,1.0,0.3318915226928178,0.25984503241831114,274,,137,4,,,,,,,,,0.25
miss~crisismmd|both@p0.4,1,nf|r2|c8,0.5968484472871451,0.5204276814791333,0.7163557023255149,0.91,,,,,,0.9981659354889512,0.003357915862840272,1.0,0.3318759444551718,0.2598227777931026,274,,137,8,,,,,,,,,0.36
miss~crisismmd|both@p0.4,1,nf|r2|c16,0.5922198247413334,0.5191468853589574,0.7144424934192258,0.90875,,,,,,0.993721059128228,0.00986220768480866,1.0,0.331458594516596,0.2592265635951372,274,,137,16,,,,,,,,,0.5
miss~crisismmd|both@p0.4,1,nf|r4|c4,0.6064617013405197,0.5209706622214637,0.7186277954107976,0.9175,,,,,,0.8494400166349584,0.22138339463026344,0.8029197080291971,0.3073922216113491,0.22484603087335597,274,,68,4,,,,,,,,,0.16
miss~crisismmd|both@p0.4,1,nf|r4|c8,0.6058754714520878,0.5227041968016412,0.717252679752664,0.91,,,,,,0.8356523411057789,0.17002605598935355,0.7627737226277372,0.3039225491417164,0.21988935591673775,274,,68,8,,,,,,,,,0.17
miss~crisismmd|both@p0.4,1,nf|r4|c16,0.6068018167129369,0.5229063529018793,0.7152596666585526,0.915,,,,,,0.787130181316243,0.1400211670917068,0.5145985401459854,0.29231779850476264,0.20331114072108958,274,,68,16,,,,,,,,,0.2
miss~crisismmd|both@p0.4,1,nf|r8|c4,0.6298203999634688,0.5185779447945662,0.7542814033576721,0.90875,,,,,,0.7009038585929858,0.334774150471594,0.5036496350364964,0.28054476219002394,0.18649251741431996,274,,34,4,,,,,,,,,0.17
miss~crisismmd|both@p0.4,1,nf|r8|c8,0.6107229148580662,0.5142621086881061,0.7691836514560062,0.905,,,,,,0.6794718749730264,0.2287790056260779,0.354014598540146,0.26884833859666313,0.169783340852376,274,,34,8,,,,,,,,,0.16
miss~crisismmd|both@p0.4,1,nf|r8|c16,0.5550097321418467,0.5103462128217591,0.7629931011080601,0.8925,,,,,,0.5939817917063336,0.1949989671046798,0.13138686131386862,0.2475815066623228,0.13940215237474693,274,,34,16,,,,,,,,,0.16
miss~crisismmd|both@p0.4,1,nf|r16|c4,0.609724972966367,0.5135884711781755,0.7700899457453186,0.90375,,,,,,0.6104051782984755,0.3957720588430767,0.4343065693430657,0.2662989683372837,0.16614138333897682,274,,17,4,,,,,,,,,0.17
miss~crisismmd|both@p0.4,1,nf|r16|c8,0.5550097321418467,0.5100924090175176,0.7622920387737159,0.89625,,,,,,0.5696507269106594,0.27961690885048396,0.20802919708029197,0.2485977738420606,0.14085396263151528,274,,17,8,,,,,,,,,0.14
miss~crisismmd|both@p0.4,1,nf|r16|c16,0.6358495976986932,0.47268899116533497,0.7129309779426596,0.79,,,,,,0.3884643445207182,0.24897836067383733,0.014598540145985401,0.21277563122342605,0.08967947317632302,274,,17,16,,,,,,,,,0.16
