exp,dataset,variant,seed,cond,metric,value
B,fakeddit,robust,4,all,flip_rate_seed_noise,0.11
B,fakeddit,robust,4,content_sensitivity,auc_flip,0.5597757828903427
B,fakeddit,robust,4,content_sensitivity,spearman_flip,0.09652620143060943
B,fakeddit,robust,4,content_flip_margin,auc_flip,0.9536321829529801
B,fakeddit,robust,4,content_flip_margin,spearman_flip,0.7325272769317545
B,fakeddit,robust,4,alpha,auc_flip,0.6171914697789467
B,fakeddit,robust,4,alpha,spearman_flip,0.18925144897503288
B,fakeddit,robust,4,normshare,auc_flip,0.6169358060279121
B,fakeddit,robust,4,normshare,spearman_flip,0.18882846231905231
B,fakeddit,robust,4,structure_sensitivity_neg,auc_flip,0.5638376407349055
B,fakeddit,robust,4,structure_sensitivity_neg,spearman_flip,0.10308530763597737
B,fakeddit,robust,4,intervention_flip,agreement,0.9433333333333334
B,fakeddit,robust,4,intervention_flip,precision,0.9701492537313433
B,fakeddit,robust,4,intervention_flip,recall,0.8485639686684073
B,fakeddit,robust,4,all,mean_content_sensitivity,0.21547944413866552
B,fakeddit,robust,4,all,mean_structure_sensitivity,0.4653185643053077
_,fakeddit,robust,4,core|fakeddit|robust|4,_done,4.8
A,fakeddit_real_lcc,default,3,nbr,n_rules,2.0
A,fakeddit_real_lcc,default,3,nbr,coverage,0.9966216216216216
A,fakeddit_real_lcc,default,3,nbr,fidelity,0.9425675675675675
A,fakeddit_real_lcc,default,3,nbr,precision_covered,0.9457627118644067
A,fakeddit_real_lcc,default,3,nbr,majority,0.5101351351351351
A,fakeddit_real_lcc,default,3,nbr,fidelity_with_fallback,0.9425675675675675
A,fakeddit_real_lcc,default,3,old,fidelity,0.535472972972973
A,fakeddit_real_lcc,default,3,old,n_rules,5.0
A,fakeddit_real_lcc,default,3,curve|r1,fidelity,0.5067567567567568
A,fakeddit_real_lcc,default,3,curve|r1,coverage,0.5574324324324325
A,fakeddit_real_lcc,default,3,curve|r2,fidelity,0.9425675675675675
A,fakeddit_real_lcc,default,3,curve|r2,coverage,0.9966216216216216
A,fakeddit_real_lcc,default,3,tree|L2,train,0.9476351351351351
A,fakeddit_real_lcc,default,3,tree|L2,cv,0.9459478706736931
A,fakeddit_real_lcc,default,3,tree|L3,train,0.9476351351351351
A,fakeddit_real_lcc,default,3,tree|L3,cv,0.9459478706736931
A,fakeddit_real_lcc,default,3,tree|L4,train,0.9577702702702703
A,fakeddit_real_lcc,default,3,tree|L4,cv,0.9510183734510754
A,fakeddit_real_lcc,default,3,tree|L6,train,0.9763513513513513
A,fakeddit_real_lcc,default,3,tree|L6,cv,0.9644922375729955
A,fakeddit_real_lcc,default,3,tree|L8,train,0.981418918918919
A,fakeddit_real_lcc,default,3,tree|L8,cv,0.9678820680814699
A,fakeddit_real_lcc,default,3,tree|L12,train,0.9847972972972973
A,fakeddit_real_lcc,default,3,tree|L12,cv,0.9729525708588522
A,fakeddit_real_lcc,default,3,tree|L16,train,0.9915540540540541
A,fakeddit_real_lcc,default,3,tree|L16,cv,0.9729525708588522
A,fakeddit_real_lcc,default,3,tree|L24,train,0.9949324324324325
A,fakeddit_real_lcc,default,3,tree|L24,cv,0.9763139153966673
B,fakeddit_real_lcc,default,3,all,n_with_content,592
B,fakeddit_real_lcc,default,3,all,n_nodes,592
B,fakeddit_real_lcc,default,3,all,refit_fallback,0
B,fakeddit_real_lcc,default,3,all,flip_rate_refit,0.38344594594594594
B,fakeddit_real_lcc,default,3,all,flip_rate_seed_noise,0.20101351351351351
B,fakeddit_real_lcc,default,3,content_sensitivity,auc_flip,0.2496047311568403
B,fakeddit_real_lcc,default,3,content_sensitivity,spearman_flip,-0.4217499263831529
B,fakeddit_real_lcc,default,3,content_flip_margin,auc_flip,0.8271679439985518
B,fakeddit_real_lcc,default,3,content_flip_margin,spearman_flip,0.5510609562784718
B,fakeddit_real_lcc,default,3,alpha,auc_flip,0.46725604972542395
B,fakeddit_real_lcc,default,3,alpha,spearman_flip,-0.05515186397183457
B,fakeddit_real_lcc,default,3,normshare,auc_flip,0.46723794580894334
B,fakeddit_real_lcc,default,3,normshare,spearman_flip,-0.0551823283525929
B,fakeddit_real_lcc,default,3,structure_sensitivity_neg,auc_flip,0.7369018164262868
B,fakeddit_real_lcc,default,3,structure_sensitivity_neg,spearman_flip,0.3990224100456326
B,fakeddit_real_lcc,default,3,intervention_flip,agreement,0.6672297297297297
B,fakeddit_real_lcc,default,3,intervention_flip,precision,1.0
B,fakeddit_real_lcc,default,3,intervention_flip,recall,0.13215859030837004
B,fakeddit_real_lcc,default,3,all,mean_content_sensitivity,0.0018532397171640846
B,fakeddit_real_lcc,default,3,all,mean_structure_sensitivity,0.001458877007047184
_,fakeddit_real_lcc,default,3,core|fakeddit_real_lcc|default|3,_done,1.17
A,fakeddit_real_lcc,default,2,nbr,n_rules,4.0
A,fakeddit_real_lcc,default,2,nbr,coverage,0.9932432432432432
A,fakeddit_real_lcc,default,2,nbr,fidelity,0.9442567567567568
A,fakeddit_real_lcc,default,2,nbr,precision_covered,0.9506802721088435
A,fakeddit_real_lcc,default,2,nbr,majority,0.4560810810810811
A,fakeddit_real_lcc,default,2,nbr,fidelity_with_fallback,0.9442567567567568
A,fakeddit_real_lcc,default,2,old,fidelity,0.46114864864864863
A,fakeddit_real_lcc,default,2,old,n_rules,5.0
A,fakeddit_real_lcc,default,2,curve|r1,fidelity,0.4527027027027027
A,fakeddit_real_lcc,default,2,curve|r1,coverage,0.48986486486486486
A,fakeddit_real_lcc,default,2,curve|r2,fidelity,0.8547297297297297
A,fakeddit_real_lcc,default,2,curve|r2,coverage,0.9037162162162162
A,fakeddit_real_lcc,default,2,curve|r3,fidelity,0.9442567567567568
A,fakeddit_real_lcc,default,2,curve|r3,coverage,0.9932432432432432
A,fakeddit_real_lcc,default,2,curve|r4,fidelity,0.9442567567567568
A,fakeddit_real_lcc,default,2,curve|r4,coverage,0.9932432432432432
A,fakeddit_real_lcc,default,2,tree|L2,train,0.8614864864864865
A,fakeddit_real_lcc,default,2,tree|L2,cv,0.8599202392821536
A,fakeddit_real_lcc,default,2,tree|L3,train,0.9510135135135135
A,fakeddit_real_lcc,default,2,tree|L3,cv,0.949380430138157
A,fakeddit_real_lcc,default,2,tree|L4,train,0.9510135135135135
A,fakeddit_real_lcc,default,2,tree|L4,cv,0.949380430138157
A,fakeddit_real_lcc,default,2,tree|L6,train,0.9712837837837838
A,fakeddit_real_lcc,default,2,tree|L6,cv,0.9679532830081184
A,fakeddit_real_lcc,default,2,tree|L8,train,0.9780405405405406
A,fakeddit_real_lcc,default,2,tree|L8,cv,0.9729952998148412
A,fakeddit_real_lcc,default,2,tree|L12,train,0.9847972972972973
A,fakeddit_real_lcc,default,2,tree|L12,cv,0.9746759720837488
A,fakeddit_real_lcc,default,2,tree|L16,train,0.9932432432432432
A,fakeddit_real_lcc,default,2,tree|L16,cv,0.9814556331006978
A,fakeddit_real_lcc,default,2,tree|L24,train,0.9966216216216216
A,fakeddit_real_lcc,default,2,tree|L24,cv,0.9848312206238428
B,fakeddit_real_lcc,default,2,all,n_with_content,592
B,fakeddit_real_lcc,default,2,all,n_nodes,592
B,fakeddit_real_lcc,default,2,all,refit_fallback,0
B,fakeddit_real_lcc,default,2,all,flip_rate_refit,0.46452702702702703
B,fakeddit_real_lcc,default,2,all,flip_rate_seed_noise,0.1875
B,fakeddit_real_lcc,default,2,content_sensitivity,auc_flip,0.4777516489819329
B,fakeddit_real_lcc,default,2,content_sensitivity,spearman_flip,-0.03843822652234009
B,fakeddit_real_lcc,default,2,content_flip_margin,auc_flip,0.6303183252079152
B,fakeddit_real_lcc,default,2,content_flip_margin,spearman_flip,0.22514950884611734
B,fakeddit_real_lcc,default,2,alpha,auc_flip,0.41557786062517926
B,fakeddit_real_lcc,default,2,alpha,spearman_flip,-0.14585525926619092
B,fakeddit_real_lcc,default,2,normshare,auc_flip,0.41557786062517926
B,fakeddit_real_lcc,default,2,normshare,spearman_flip,-0.14585518334166633
B,fakeddit_real_lcc,default,2,structure_sensitivity_neg,auc_flip,0.7305305420131918
B,fakeddit_real_lcc,default,2,structure_sensitivity_neg,spearman_flip,0.3982850318670831
B,fakeddit_real_lcc,default,2,intervention_flip,agreement,0.5320945945945946
B,fakeddit_real_lcc,default,2,intervention_flip,precision,0.4666666666666667
B,fakeddit_real_lcc,default,2,intervention_flip,recall,0.05090909090909091
B,fakeddit_real_lcc,default,2,all,mean_content_sensitivity,0.0477687653850718
B,fakeddit_real_lcc,default,2,all,mean_structure_sensitivity,0.08606009628250098
_,fakeddit_real_lcc,default,2,core|fakeddit_real_lcc|default|2,_done,1.25
A,fakeddit,robust,3,nbr,n_rules,10.0
A,fakeddit,robust,3,nbr,coverage,0.9266666666666666
A,fakeddit,robust,3,nbr,fidelity,0.7266666666666667
A,fakeddit,robust,3,nbr,precision_covered,0.7841726618705036
A,fakeddit,robust,3,nbr,majority,0.175
A,fakeddit,robust,3,nbr,fidelity_with_fallback,0.7633333333333333
A,fakeddit,robust,3,old,fidelity,0.22583333333333333
A,fakeddit,robust,3,old,n_rules,5.0
A,fakeddit,robust,3,curve|r1,fidelity,0.1725
A,fakeddit,robust,3,curve|r1,coverage,0.3425
A,fakeddit,robust,3,curve|r2,fidelity,0.14583333333333334
A,fakeddit,robust,3,curve|r2,coverage,0.33
A,fakeddit,robust,3,curve|r3,fidelity,0.31083333333333335
A,fakeddit,robust,3,curve|r3,coverage,0.5066666666666667
A,fakeddit,robust,3,curve|r4,fidelity,0.4091666666666667
A,fakeddit,robust,3,curve|r4,coverage,0.6066666666666667
A,fakeddit,robust,3,curve|r5,fidelity,0.495
A,fakeddit,robust,3,curve|r5,coverage,0.6983333333333334
A,fakeddit,robust,3,curve|r6,fidelity,0.5808333333333333
A,fakeddit,robust,3,curve|r6,coverage,0.785
A,fakeddit,robust,3,curve|r7,fidelity,0.6641666666666667
A,fakeddit,robust,3,curve|r7,coverage,0.8675
A,fakeddit,robust,3,curve|r8,fidelity,0.705
A,fakeddit,robust,3,curve|r8,coverage,0.9058333333333334
A,fakeddit,robust,3,curve|r9,fidelity,0.7233333333333334
A,fakeddit,robust,3,curve|r9,coverage,0.9241666666666667
A,fakeddit,robust,3,curve|r10,fidelity,0.7266666666666667
A,fakeddit,robust,3,curve|r10,coverage,0.9266666666666666
A,fakeddit,robust,3,tree|L2,train,0.33916666666666667
A,fakeddit,robust,3,tree|L2,cv,0.33916666666666667
A,fakeddit,robust,3,tree|L3,train,0.4425
A,fakeddit,robust,3,tree|L3,cv,0.4408333333333333
A,fakeddit,robust,3,tree|L4,train,0.535
A,fakeddit,robust,3,tree|L4,cv,0.5208333333333333
A,fakeddit,robust,3,tree|L6,train,0.7025
A,fakeddit,robust,3,tree|L6,cv,0.6991666666666667
A,fakeddit,robust,3,tree|L8,train,0.765
A,fakeddit,robust,3,tree|L8,cv,0.7533333333333333
A,fakeddit,robust,3,tree|L12,train,0.7933333333333333
A,fakeddit,robust,3,tree|L12,cv,0.7666666666666666
A,fakeddit,robust,3,tree|L16,train,0.8033333333333333
A,fakeddit,robust,3,tree|L16,cv,0.7649999999999999
A,fakeddit,robust,3,tree|L24,train,0.8233333333333334
A,fakeddit,robust,3,tree|L24,cv,0.7533333333333334
B,fakeddit,robust,3,all,n_with_content,1200
B,fakeddit,robust,3,all,n_nodes,1200
B,fakeddit,robust,3,all,refit_fallback,0
B,fakeddit,robust,3,all,flip_rate_refit,0.22666666666666666
B,fakeddit,robust,3,all,flip_rate_seed_noise,0.1175
B,fakeddit,robust,3,content_sensitivity,auc_flip,0.4355547984279919
B,fakeddit,robust,3,content_sensitivity,spearman_flip,-0.09346705399851558
B,fakeddit,robust,3,content_flip_margin,auc_flip,0.9871323529411764
B,fakeddit,robust,3,content_flip_margin,spearman_flip,0.7065045158700115
B,fakeddit,robust,3,alpha,auc_flip,0.5728242266734279
B,fakeddit,robust,3,alpha,spearman_flip,0.10562509646933592
B,fakeddit,robust,3,normshare,auc_flip,0.5725072895537525
B,fakeddit,robust,3,normshare,spearman_flip,0.10515977268585677
B,fakeddit,robust,3,structure_sensitivity_neg,auc_flip,0.5495729272312373
B,fakeddit,robust,3,structure_sensitivity_neg,spearman_flip,0.07189729185980362
B,fakeddit,robust,3,intervention_flip,agreement,0.9575
B,fakeddit,robust,3,intervention_flip,precision,0.9367588932806324
B,fakeddit,robust,3,intervention_flip,recall,0.8713235294117647
B,fakeddit,robust,3,all,mean_content_sensitivity,0.1837002617337017
B,fakeddit,robust,3,all,mean_structure_sensitivity,0.46949253605026553
_,fakeddit,robust,3,core|fakeddit|robust|3,_done,5.16
A,fakeddit_real_lcc,default,4,nbr,n_rules,3.0
A,fakeddit_real_lcc,default,4,nbr,coverage,1.0
A,fakeddit_real_lcc,default,4,nbr,fidelity,0.9476351351351351
A,fakeddit_real_lcc,default,4,nbr,precision_covered,0.9476351351351351
A,fakeddit_real_lcc,default,4,nbr,majority,0.4375
A,fakeddit_real_lcc,default,4,nbr,fidelity_with_fallback,0.9476351351351351
A,fakeddit_real_lcc,default,4,old,fidelity,0.44594594594594594
A,fakeddit_real_lcc,default,4,old,n_rules,5.0
A,fakeddit_real_lcc,default,4,curve|r1,fidelity,0.43243243243243246
A,fakeddit_real_lcc,default,4,curve|r1,coverage,0.44425675675675674
A,fakeddit_real_lcc,default,4,curve|r2,fidelity,0.8023648648648649
A,fakeddit_real_lcc,default,4,curve|r2,coverage,0.8513513513513513
A,fakeddit_real_lcc,default,4,curve|r3,fidelity,0.9476351351351351
A,fakeddit_real_lcc,default,4,curve|r3,coverage,1.0
A,fakeddit_real_lcc,default,4,tree|L2,train,0.8057432432432432
A,fakeddit_real_lcc,default,4,tree|L2,cv,0.8057826520438685
A,fakeddit_real_lcc,default,4,tree|L3,train,0.9476351351351351
A,fakeddit_real_lcc,default,4,tree|L3,cv,0.947614299957271
A,fakeddit_real_lcc,default,4,tree|L4,train,0.9476351351351351
A,fakeddit_real_lcc,default,4,tree|L4,cv,0.947614299957271
A,fakeddit_real_lcc,default,4,tree|L6,train,0.9679054054054054
A,fakeddit_real_lcc,default,4,tree|L6,cv,0.9644922375729953
A,fakeddit_real_lcc,default,4,tree|L8,train,0.9746621621621622
A,fakeddit_real_lcc,default,4,tree|L8,cv,0.9611308930351802
A,fakeddit_real_lcc,default,4,tree|L12,train,0.9780405405405406
A,fakeddit_real_lcc,default,4,tree|L12,cv,0.9628115653040877
A,fakeddit_real_lcc,default,4,tree|L16,train,0.981418918918919
A,fakeddit_real_lcc,default,4,tree|L16,cv,0.9662013958125624
A,fakeddit_real_lcc,default,4,tree|L24,train,0.9881756756756757
A,fakeddit_real_lcc,default,4,tree|L24,cv,0.9696054693063667
B,fakeddit_real_lcc,default,4,all,n_with_content,592
B,fakeddit_real_lcc,default,4,all,n_nodes,592
B,fakeddit_real_lcc,default,4,all,refit_fallback,0
B,fakeddit_real_lcc,default,4,all,flip_rate_refit,0.5084459459459459
B,fakeddit_real_lcc,default,4,all,flip_rate_seed_noise,0.1554054054054054
B,fakeddit_real_lcc,default,4,content_sensitivity,auc_flip,0.3480152070418193
B,fakeddit_real_lcc,default,4,content_sensitivity,spearman_flip,-0.2632081995222166
B,fakeddit_real_lcc,default,4,content_flip_margin,auc_flip,0.5914077930380975
B,fakeddit_real_lcc,default,4,content_flip_margin,spearman_flip,0.1583005783642912
B,fakeddit_real_lcc,default,4,alpha,auc_flip,0.4925506045141625
B,fakeddit_real_lcc,default,4,alpha,spearman_flip,-0.012900915649861913
B,fakeddit_real_lcc,default,4,normshare,auc_flip,0.4925506045141625
B,fakeddit_real_lcc,default,4,normshare,spearman_flip,-0.01290090893432836
B,fakeddit_real_lcc,default,4,structure_sensitivity_neg,auc_flip,0.5850829423114245
B,fakeddit_real_lcc,default,4,structure_sensitivity_neg,spearman_flip,0.14734716296257794
B,fakeddit_real_lcc,default,4,intervention_flip,agreement,0.48986486486486486
B,fakeddit_real_lcc,default,4,intervention_flip,precision,0.48484848484848486
B,fakeddit_real_lcc,default,4,intervention_flip,recall,0.053156146179401995
B,fakeddit_real_lcc,default,4,all,mean_content_sensitivity,0.13855343879609183
B,fakeddit_real_lcc,default,4,all,mean_structure_sensitivity,0.10527132947085431
_,fakeddit_real_lcc,default,4,core|fakeddit_real_lcc|default|4,_done,1.12
A,fakeddit_real_lcc,robust,0,nbr,n_rules,6.0
A,fakeddit_real_lcc,robust,0,nbr,coverage,0.9983108108108109
A,fakeddit_real_lcc,robust,0,nbr,fidelity,0.9493243243243243
A,fakeddit_real_lcc,robust,0,nbr,precision_covered,0.9509306260575296
A,fakeddit_real_lcc,robust,0,nbr,majority,0.28716216216216217
A,fakeddit_real_lcc,robust,0,nbr,fidelity_with_fallback,0.9493243243243243
A,fakeddit_real_lcc,robust,0,old,fidelity,0.31756756756756754
A,fakeddit_real_lcc,robust,0,old,n_rules,5.0
A,fakeddit_real_lcc,robust,0,curve|r1,fidelity,0.28547297297297297
A,fakeddit_real_lcc,robust,0,curve|r1,coverage,0.32432432432432434
A,fakeddit_real_lcc,robust,0,curve|r2,fidelity,0.5422297297297297
A,fakeddit_real_lcc,robust,0,curve|r2,coverage,0.5912162162162162
A,fakeddit_real_lcc,robust,0,curve|r3,fidelity,0.6908783783783784
A,fakeddit_real_lcc,robust,0,curve|r3,coverage,0.7398648648648649
A,fakeddit_real_lcc,robust,0,curve|r4,fidelity,0.7618243243243243
A,fakeddit_real_lcc,robust,0,curve|r4,coverage,0.8108108108108109
A,fakeddit_real_lcc,robust,0,curve|r5,fidelity,0.8597972972972973
A,fakeddit_real_lcc,robust,0,curve|r5,coverage,0.9087837837837838
A,fakeddit_real_lcc,robust,0,curve|r6,fidelity,0.9493243243243243
A,fakeddit_real_lcc,robust,0,curve|r6,coverage,0.9983108108108109
A,fakeddit_real_lcc,robust,0,tree|L2,train,0.543918918918919
A,fakeddit_real_lcc,robust,0,tree|L2,cv,0.5438399088448939
A,fakeddit_real_lcc,robust,0,tree|L3,train,0.6908783783783784
A,fakeddit_real_lcc,robust,0,tree|L3,cv,0.6890898732374305
A,fakeddit_real_lcc,robust,0,tree|L4,train,0.7888513513513513
A,fakeddit_real_lcc,robust,0,tree|L4,cv,0.7753026634382566
A,fakeddit_real_lcc,robust,0,tree|L6,train,0.956081081081081
A,fakeddit_real_lcc,robust,0,tree|L6,cv,0.9544651759008689
A,fakeddit_real_lcc,robust,0,tree|L8,train,0.9712837837837838
A,fakeddit_real_lcc,robust,0,tree|L8,cv,0.9662583677538812
A,fakeddit_real_lcc,robust,0,tree|L12,train,0.981418918918919
A,fakeddit_real_lcc,robust,0,tree|L12,cv,0.9628970232160661
A,fakeddit_real_lcc,robust,0,tree|L16,train,0.9932432432432432
A,fakeddit_real_lcc,robust,0,tree|L16,cv,0.9763851303233156
A,fakeddit_real_lcc,robust,0,tree|L24,train,0.9966216216216216
A,fakeddit_real_lcc,robust,0,tree|L24,cv,0.9746902150690785
B,fakeddit_real_lcc,robust,0,all,n_with_content,592
B,fakeddit_real_lcc,robust,0,all,n_nodes,592
B,fakeddit_real_lcc,robust,0,all,refit_fallback,0
B,fakeddit_real_lcc,robust,0,all,flip_rate_refit,0.27364864864864863
B,fakeddit_real_lcc,robust,0,all,flip_rate_seed_noise,0.0033783783783783786
B,fakeddit_real_lcc,robust,0,content_sensitivity,auc_flip,0.7284094171691071
B,fakeddit_real_lcc,robust,0,content_sensitivity,spearman_flip,0.3527567043911133
B,fakeddit_real_lcc,robust,0,content_flip_margin,auc_flip,0.878409417169107
B,fakeddit_real_lcc,robust,0,content_flip_margin,spearman_flip,0.5844174927879923
B,fakeddit_real_lcc,robust,0,alpha,auc_flip,0.6078739592305484
B,fakeddit_real_lcc,robust,0,alpha,spearman_flip,0.16660119634270504
B,fakeddit_real_lcc,robust,0,normshare,auc_flip,0.6078380706287683
B,fakeddit_real_lcc,robust,0,normshare,spearman_flip,0.16654568307372528
B,fakeddit_real_lcc,robust,0,structure_sensitivity_neg,auc_flip,0.8584840654608096
B,fakeddit_real_lcc,robust,0,structure_sensitivity_neg,spearman_flip,0.5536446748824638
B,fakeddit_real_lcc,robust,0,intervention_flip,agreement,0.8226351351351351
B,fakeddit_real_lcc,robust,0,intervention_flip,precision,0.9253731343283582
B,fakeddit_real_lcc,robust,0,intervention_flip,recall,0.38271604938271603
B,fakeddit_real_lcc,robust,0,all,mean_content_sensitivity,0.27430134900767833
B,fakeddit_real_lcc,robust,0,all,mean_structure_sensitivity,0.3972730459309316
_,fakeddit_real_lcc,robust,0,core|fakeddit_real_lcc|robust|0,_done,1.2
A,fakeddit_real_lcc,robust,1,nbr,n_rules,6.0
A,fakeddit_real_lcc,robust,1,nbr,coverage,0.9983108108108109
A,fakeddit_real_lcc,robust,1,nbr,fidelity,0.9493243243243243
A,fakeddit_real_lcc,robust,1,nbr,precision_covered,0.9509306260575296
A,fakeddit_real_lcc,robust,1,nbr,majority,0.28716216216216217
A,fakeddit_real_lcc,robust,1,nbr,fidelity_with_fallback,0.9493243243243243
A,fakeddit_real_lcc,robust,1,old,fidelity,0.30743243243243246
A,fakeddit_real_lcc,robust,1,old,n_rules,5.0
A,fakeddit_real_lcc,robust,1,curve|r1,fidelity,0.28547297297297297
A,fakeddit_real_lcc,robust,1,curve|r1,coverage,0.32432432432432434
A,fakeddit_real_lcc,robust,1,curve|r2,fidelity,0.5422297297297297
A,fakeddit_real_lcc,robust,1,curve|r2,coverage,0.5912162162162162
A,fakeddit_real_lcc,robust,1,curve|r3,fidelity,0.6908783783783784
A,fakeddit_real_lcc,robust,1,curve|r3,coverage,0.7398648648648649
A,fakeddit_real_lcc,robust,1,curve|r4,fidelity,0.7618243243243243
A,fakeddit_real_lcc,robust,1,curve|r4,coverage,0.8108108108108109
A,fakeddit_real_lcc,robust,1,curve|r5,fidelity,0.8597972972972973
A,fakeddit_real_lcc,robust,1,curve|r5,coverage,0.9087837837837838
A,fakeddit_real_lcc,robust,1,curve|r6,fidelity,0.9493243243243243
A,fakeddit_real_lcc,robust,1,curve|r6,coverage,0.9983108108108109
A,fakeddit_real_lcc,robust,1,tree|L2,train,0.543918918918919
A,fakeddit_real_lcc,robust,1,tree|L2,cv,0.543882637800883
A,fakeddit_real_lcc,robust,1,tree|L3,train,0.6908783783783784
A,fakeddit_real_lcc,robust,1,tree|L3,cv,0.6875231448511607
A,fakeddit_real_lcc,robust,1,tree|L4,train,0.7888513513513513
A,fakeddit_real_lcc,robust,1,tree|L4,cv,0.7634809856145848
A,fakeddit_real_lcc,robust,1,tree|L6,train,0.956081081081081
A,fakeddit_real_lcc,robust,1,tree|L6,cv,0.9526848027346532
A,fakeddit_real_lcc,robust,1,tree|L8,train,0.9712837837837838
A,fakeddit_real_lcc,robust,1,tree|L8,cv,0.9594074918102834
A,fakeddit_real_lcc,robust,1,tree|L12,train,0.9831081081081081
A,fakeddit_real_lcc,robust,1,tree|L12,cv,0.9678535821108104
A,fakeddit_real_lcc,robust,1,tree|L16,train,0.9915540540540541
A,fakeddit_real_lcc,robust,1,tree|L16,cv,0.9712576556046149
A,fakeddit_real_lcc,robust,1,tree|L24,train,0.9983108108108109
A,fakeddit_real_lcc,robust,1,tree|L24,cv,0.9780230736362341
B,fakeddit_real_lcc,robust,1,all,n_with_content,592
B,fakeddit_real_lcc,robust,1,all,n_nodes,592
B,fakeddit_real_lcc,robust,1,all,refit_fallback,0
B,fakeddit_real_lcc,robust,1,all,flip_rate_refit,0.27364864864864863
B,fakeddit_real_lcc,robust,1,all,flip_rate_seed_noise,0.0033783783783783786
B,fakeddit_real_lcc,robust,1,content_sensitivity,auc_flip,0.7439707149009475
B,fakeddit_real_lcc,robust,1,content_sensitivity,spearman_flip,0.3767896543980247
B,fakeddit_real_lcc,robust,1,content_flip_margin,auc_flip,0.8579242032730405
B,fakeddit_real_lcc,robust,1,content_flip_margin,spearman_flip,0.5527800207770491
B,fakeddit_real_lcc,robust,1,alpha,auc_flip,0.5852210737869653
B,fakeddit_real_lcc,robust,1,alpha,spearman_flip,0.13161594278907027
B,fakeddit_real_lcc,robust,1,normshare,auc_flip,0.5851851851851853
B,fakeddit_real_lcc,robust,1,normshare,spearman_flip,0.13156044773156098
B,fakeddit_real_lcc,robust,1,structure_sensitivity_neg,auc_flip,0.8508613264427218
B,fakeddit_real_lcc,robust,1,structure_sensitivity_neg,spearman_flip,0.5418720766779712
B,fakeddit_real_lcc,robust,1,intervention_flip,agreement,0.8243243243243243
B,fakeddit_real_lcc,robust,1,intervention_flip,precision,0.9142857142857143
B,fakeddit_real_lcc,robust,1,intervention_flip,recall,0.3950617283950617
B,fakeddit_real_lcc,robust,1,all,mean_content_sensitivity,0.27412112241504655
B,fakeddit_real_lcc,robust,1,all,mean_structure_sensitivity,0.39863352351584297
_,fakeddit_real_lcc,robust,1,core|fakeddit_real_lcc|robust|1,_done,1.19
A,fakeddit_real_lcc,robust,2,nbr,n_rules,6.0
A,fakeddit_real_lcc,robust,2,nbr,coverage,0.9983108108108109
A,fakeddit_real_lcc,robust,2,nbr,fidelity,0.9493243243243243
A,fakeddit_real_lcc,robust,2,nbr,precision_covered,0.9509306260575296
A,fakeddit_real_lcc,robust,2,nbr,majority,0.28716216216216217
A,fakeddit_real_lcc,robust,2,nbr,fidelity_with_fallback,0.9493243243243243
A,fakeddit_real_lcc,robust,2,old,fidelity,0.3158783783783784
A,fakeddit_real_lcc,robust,2,old,n_rules,5.0
A,fakeddit_real_lcc,robust,2,curve|r1,fidelity,0.28547297297297297
A,fakeddit_real_lcc,robust,2,curve|r1,coverage,0.32432432432432434
A,fakeddit_real_lcc,robust,2,curve|r2,fidelity,0.5405405405405406
A,fakeddit_real_lcc,robust,2,curve|r2,coverage,0.5793918918918919
A,fakeddit_real_lcc,robust,2,curve|r3,fidelity,0.6891891891891891
A,fakeddit_real_lcc,robust,2,curve|r3,coverage,0.7280405405405406
A,fakeddit_real_lcc,robust,2,curve|r4,fidelity,0.7618243243243243
A,fakeddit_real_lcc,robust,2,curve|r4,coverage,0.8108108108108109
A,fakeddit_real_lcc,robust,2,curve|r5,fidelity,0.8597972972972973
A,fakeddit_real_lcc,robust,2,curve|r5,coverage,0.9087837837837838
A,fakeddit_real_lcc,robust,2,curve|r6,fidelity,0.9493243243243243
A,fakeddit_real_lcc,robust,2,curve|r6,coverage,0.9983108108108109
A,fakeddit_real_lcc,robust,2,tree|L2,train,0.5422297297297297
A,fakeddit_real_lcc,robust,2,tree|L2,cv,0.5424583392679105
A,fakeddit_real_lcc,robust,2,tree|L3,train,0.6891891891891891
A,fakeddit_real_lcc,robust,2,tree|L3,cv,0.6876798176897878
A,fakeddit_real_lcc,robust,2,tree|L4,train,0.7871621621621622
A,fakeddit_real_lcc,robust,2,tree|L4,cv,0.7754593362768836
A,fakeddit_real_lcc,robust,2,tree|L6,train,0.956081081081081
A,fakeddit_real_lcc,robust,2,tree|L6,cv,0.9544224469448797
A,fakeddit_real_lcc,robust,2,tree|L8,train,0.9712837837837838
A,fakeddit_real_lcc,robust,2,tree|L8,cv,0.9577695484973651
A,fakeddit_real_lcc,robust,2,tree|L12,train,0.981418918918919
A,fakeddit_real_lcc,robust,2,tree|L12,cv,0.9695912263210369
A,fakeddit_real_lcc,robust,2,tree|L16,train,0.9881756756756757
A,fakeddit_real_lcc,robust,2,tree|L16,cv,0.9678963110667995
A,fakeddit_real_lcc,robust,2,tree|L24,train,0.9966216216216216
A,fakeddit_real_lcc,robust,2,tree|L24,cv,0.9713003845606039
B,fakeddit_real_lcc,robust,2,all,n_with_content,592
B,fakeddit_real_lcc,robust,2,all,n_nodes,592
B,fakeddit_real_lcc,robust,2,all,refit_fallback,0
