part,dataset,method,seed,threshold,precision,recall,f1
B,amazon,nfmcd_default,0,0.3,0.5,0.014705882352941176,0.028571428571428574
B,amazon,nfmcd_default,0,0.4,0.0,0.0,0.0
B,amazon,nfmcd_default,0,0.5,0.0,0.0,0.0
B,amazon,nfmcd_robust,0,0.05,0.85,0.25,0.3863636363636363
B,amazon,nfmcd_robust,0,0.1,0.8888888888888888,0.23529411764705882,0.3720930232558139
B,amazon,nfmcd_robust,0,0.15,0.9333333333333333,0.20588235294117646,0.3373493975903614
B,amazon,nfmcd_robust,0,0.2,0.9166666666666666,0.16176470588235295,0.275
B,amazon,nfmcd_robust,0,0.25,0.8,0.058823529411764705,0.1095890410958904
B,amazon,nfmcd_robust,0,0.3,0.5,0.014705882352941176,0.028571428571428574
B,amazon,nfmcd_robust,0,0.4,0.0,0.0,0.0
B,amazon,nfmcd_robust,0,0.5,0.0,0.0,0.0
A,r0.4,nfmcd_default,3,0.05,0.3582089552238806,0.7422680412371134,0.48322147651006714
A,r0.4,nfmcd_default,3,0.1,0.34328358208955223,0.23711340206185566,0.2804878048780488
A,r0.4,nfmcd_default,3,0.15,0.42857142857142855,0.061855670103092786,0.10810810810810811
A,r0.4,nfmcd_default,3,0.2,0.3333333333333333,0.010309278350515464,0.02
A,r0.4,nfmcd_default,3,0.25,0.0,0.0,0.0
A,r0.4,nfmcd_default,3,0.3,0.0,0.0,0.0
A,r0.4,nfmcd_default,3,0.4,0.0,0.0,0.0
A,r0.4,nfmcd_default,3,0.5,0.0,0.0,0.0
A,r0.4,nfmcd_robust,3,0.05,0.37037037037037035,0.20618556701030927,0.2649006622516556
A,r0.4,nfmcd_robust,3,0.1,0.4375,0.07216494845360824,0.12389380530973451
A,r0.4,nfmcd_robust,3,0.15,0.3333333333333333,0.020618556701030927,0.03883495145631068
A,r0.4,nfmcd_robust,3,0.2,0.0,0.0,0.0
A,r0.4,nfmcd_robust,3,0.25,0.0,0.0,0.0
A,r0.4,nfmcd_robust,3,0.3,0.0,0.0,0.0
A,r0.4,nfmcd_robust,3,0.4,0.0,0.0,0.0
A,r0.4,nfmcd_robust,3,0.5,0.0,0.0,0.0
B,amazon,nfmcd_default,1,0.05,0.85,0.25,0.3863636363636363
B,amazon,nfmcd_default,1,0.1,0.8888888888888888,0.23529411764705882,0.3720930232558139
B,amazon,nfmcd_default,1,0.15,0.9333333333333333,0.20588235294117646,0.3373493975903614
B,amazon,nfmcd_default,1,0.2,0.9166666666666666,0.16176470588235295,0.275
B,amazon,nfmcd_default,1,0.25,0.8,0.058823529411764705,0.1095890410958904
B,amazon,nfmcd_default,1,0.3,0.5,0.014705882352941176,0.028571428571428574
B,amazon,nfmcd_default,1,0.4,0.0,0.0,0.0
B,amazon,nfmcd_default,1,0.5,0.0,0.0,0.0
B,amazon,nfmcd_robust,1,0.05,0.85,0.25,0.3863636363636363
B,amazon,nfmcd_robust,1,0.1,0.8888888888888888,0.23529411764705882,0.3720930232558139
B,amazon,nfmcd_robust,1,0.15,0.9333333333333333,0.20588235294117646,0.3373493975903614
B,amazon,nfmcd_robust,1,0.2,0.9166666666666666,0.16176470588235295,0.275
B,amazon,nfmcd_robust,1,0.25,0.8,0.058823529411764705,0.1095890410958904
B,amazon,nfmcd_robust,1,0.3,0.5,0.014705882352941176,0.028571428571428574
B,amazon,nfmcd_robust,1,0.4,0.0,0.0,0.0
B,amazon,nfmcd_robust,1,0.5,0.0,0.0,0.0
B,amazon,nfmcd_default,2,0.05,0.85,0.25,0.3863636363636363
B,amazon,nfmcd_default,2,0.1,0.8888888888888888,0.23529411764705882,0.3720930232558139
B,amazon,nfmcd_default,2,0.15,0.9333333333333333,0.20588235294117646,0.3373493975903614
B,amazon,nfmcd_default,2,0.2,0.9166666666666666,0.16176470588235295,0.275
B,amazon,nfmcd_default,2,0.25,0.8333333333333334,0.07352941176470588,0.13513513513513514
B,amazon,nfmcd_default,2,0.3,0.5,0.014705882352941176,0.028571428571428574
B,amazon,nfmcd_default,2,0.4,0.0,0.0,0.0
B,amazon,nfmcd_default,2,0.5,0.0,0.0,0.0
B,amazon,nfmcd_robust,2,0.05,0.85,0.25,0.3863636363636363
B,amazon,nfmcd_robust,2,0.1,0.8888888888888888,0.23529411764705882,0.3720930232558139
B,amazon,nfmcd_robust,2,0.15,0.9333333333333333,0.20588235294117646,0.3373493975903614
B,amazon,nfmcd_robust,2,0.2,0.9166666666666666,0.16176470588235295,0.275
B,amazon,nfmcd_robust,2,0.25,0.8,0.058823529411764705,0.1095890410958904
B,amazon,nfmcd_robust,2,0.3,0.5,0.014705882352941176,0.028571428571428574
B,amazon,nfmcd_robust,2,0.4,0.0,0.0,0.0
B,amazon,nfmcd_robust,2,0.5,0.0,0.0,0.0
A,r0.4,nfmcd_default,4,0.05,0.310126582278481,0.5157894736842106,0.38735177865612647
A,r0.4,nfmcd_default,4,0.1,0.26,0.1368421052631579,0.17931034482758623
A,r0.4,nfmcd_default,4,0.15,0.15384615384615385,0.021052631578947368,0.037037037037037035
A,r0.4,nfmcd_default,4,0.2,0.0,0.0,0.0
A,r0.4,nfmcd_default,4,0.25,0.0,0.0,0.0
A,r0.4,nfmcd_default,4,0.3,0.0,0.0,0.0
A,r0.4,nfmcd_default,4,0.4,0.0,0.0,0.0
A,r0.4,nfmcd_default,4,0.5,0.0,0.0,0.0
A,r0.4,nfmcd_robust,4,0.05,0.32653061224489793,0.16842105263157894,0.2222222222222222
A,r0.4,nfmcd_robust,4,0.1,0.09090909090909091,0.010526315789473684,0.018867924528301886
A,r0.4,nfmcd_robust,4,0.15,0.0,0.0,0.0
A,r0.4,nfmcd_robust,4,0.2,0.0,0.0,0.0
A,r0.4,nfmcd_robust,4,0.25,0.0,0.0,0.0
A,r0.4,nfmcd_robust,4,0.3,0.0,0.0,0.0
A,r0.4,nfmcd_robust,4,0.4,0.0,0.0,0.0
A,r0.4,nfmcd_robust,4,0.5,0.0,0.0,0.0
B,dblp,nfmcd_default,0,0.05,0.034482758620689655,0.45454545454545453,0.0641025641025641
B,dblp,nfmcd_default,0,0.1,0.039603960396039604,0.36363636363636365,0.07142857142857144
B,dblp,nfmcd_default,0,0.15,0.08163265306122448,0.36363636363636365,0.13333333333333333
B,dblp,nfmcd_default,0,0.2,0.1111111111111111,0.36363636363636365,0.1702127659574468
B,dblp,nfmcd_default,0,0.25,0.10344827586206896,0.2727272727272727,0.15
B,dblp,nfmcd_default,0,0.3,0.25,0.18181818181818182,0.2105263157894737
B,dblp,nfmcd_default,0,0.4,0.0,0.0,0.0
B,dblp,nfmcd_default,0,0.5,0.0,0.0,0.0
B,dblp,nfmcd_robust,0,0.05,0.034482758620689655,0.45454545454545453,0.0641025641025641
B,dblp,nfmcd_robust,0,0.1,0.04,0.36363636363636365,0.07207207207207207
B,dblp,nfmcd_robust,0,0.15,0.08163265306122448,0.36363636363636365,0.13333333333333333
B,dblp,nfmcd_robust,0,0.2,0.1111111111111111,0.36363636363636365,0.1702127659574468
B,dblp,nfmcd_robust,0,0.25,0.10344827586206896,0.2727272727272727,0.15
B,dblp,nfmcd_robust,0,0.3,0.25,0.18181818181818182,0.2105263157894737
B,dblp,nfmcd_robust,0,0.4,0.0,0.0,0.0
B,dblp,nfmcd_robust,0,0.5,0.0,0.0,0.0
B,dblp,nfmcd_default,1,0.05,0.034482758620689655,0.45454545454545453,0.0641025641025641
B,dblp,nfmcd_default,1,0.1,0.039603960396039604,0.36363636363636365,0.07142857142857144
B,dblp,nfmcd_default,1,0.15,0.08163265306122448,0.36363636363636365,0.13333333333333333
B,dblp,nfmcd_default,1,0.2,0.1111111111111111,0.36363636363636365,0.1702127659574468
B,dblp,nfmcd_default,1,0.25,0.10344827586206896,0.2727272727272727,0.15
B,dblp,nfmcd_default,1,0.3,0.25,0.18181818181818182,0.2105263157894737
B,dblp,nfmcd_default,1,0.4,0.0,0.0,0.0
B,dblp,nfmcd_default,1,0.5,0.0,0.0,0.0
B,dblp,nfmcd_robust,1,0.05,0.034482758620689655,0.45454545454545453,0.0641025641025641
B,dblp,nfmcd_robust,1,0.1,0.04,0.36363636363636365,0.07207207207207207
B,dblp,nfmcd_robust,1,0.15,0.08163265306122448,0.36363636363636365,0.13333333333333333
B,dblp,nfmcd_robust,1,0.2,0.1111111111111111,0.36363636363636365,0.1702127659574468
B,dblp,nfmcd_robust,1,0.25,0.10344827586206896,0.2727272727272727,0.15
B,dblp,nfmcd_robust,1,0.3,0.25,0.18181818181818182,0.2105263157894737
B,dblp,nfmcd_robust,1,0.4,0.0,0.0,0.0
B,dblp,nfmcd_robust,1,0.5,0.0,0.0,0.0
B,dblp,nfmcd_default,2,0.05,0.034482758620689655,0.45454545454545453,0.0641025641025641
B,dblp,nfmcd_default,2,0.1,0.039603960396039604,0.36363636363636365,0.07142857142857144
B,dblp,nfmcd_default,2,0.15,0.08163265306122448,0.36363636363636365,0.13333333333333333
B,dblp,nfmcd_default,2,0.2,0.1111111111111111,0.36363636363636365,0.1702127659574468
B,dblp,nfmcd_default,2,0.25,0.10344827586206896,0.2727272727272727,0.15
B,dblp,nfmcd_default,2,0.3,0.25,0.18181818181818182,0.2105263157894737
B,dblp,nfmcd_default,2,0.4,0.0,0.0,0.0
B,dblp,nfmcd_default,2,0.5,0.0,0.0,0.0
B,dblp,nfmcd_robust,2,0.05,0.034482758620689655,0.45454545454545453,0.0641025641025641
B,dblp,nfmcd_robust,2,0.1,0.04,0.36363636363636365,0.07207207207207207
B,dblp,nfmcd_robust,2,0.15,0.08163265306122448,0.36363636363636365,0.13333333333333333
B,dblp,nfmcd_robust,2,0.2,0.1111111111111111,0.36363636363636365,0.1702127659574468
B,dblp,nfmcd_robust,2,0.25,0.10344827586206896,0.2727272727272727,0.15
B,dblp,nfmcd_robust,2,0.3,0.25,0.18181818181818182,0.2105263157894737
B,dblp,nfmcd_robust,2,0.4,0.0,0.0,0.0
B,dblp,nfmcd_robust,2,0.5,0.0,0.0,0.0
C,crisismmd,nfmcd_default,2,0.05,,,0.98125
C,crisismmd,nfmcd_default,2,0.1,,,0.8775
C,crisismmd,nfmcd_default,2,0.15,,,0.46875
C,crisismmd,nfmcd_default,2,0.2,,,0.0575
C,crisismmd,nfmcd_default,2,0.25,,,0.00125
C,crisismmd,nfmcd_default,2,0.3,,,0.0
C,crisismmd,nfmcd_default,2,0.4,,,0.0
C,crisismmd,nfmcd_default,2,0.5,,,0.0
C,crisismmd,nfmcd_structure_only,2,0.05,,,0.44625
C,crisismmd,nfmcd_structure_only,2,0.1,,,0.34125
C,crisismmd,nfmcd_structure_only,2,0.15,,,0.27375
C,crisismmd,nfmcd_structure_only,2,0.2,,,0.19375
C,crisismmd,nfmcd_structure_only,2,0.25,,,0.1475
C,crisismmd,nfmcd_structure_only,2,0.3,,,0.09
C,crisismmd,nfmcd_structure_only,2,0.4,,,0.03
C,crisismmd,nfmcd_structure_only,2,0.5,,,0.0
C,crisismmd,nfmcd_text_only,2,0.05,,,0.38125
C,crisismmd,nfmcd_text_only,2,0.1,,,0.2425
C,crisismmd,nfmcd_text_only,2,0.15,,,0.17
C,crisismmd,nfmcd_text_only,2,0.2,,,0.1075
C,crisismmd,nfmcd_text_only,2,0.25,,,0.06625
C,crisismmd,nfmcd_text_only,2,0.3,,,0.035
C,crisismmd,nfmcd_text_only,2,0.4,,,0.0
C,crisismmd,nfmcd_text_only,2,0.5,,,0.0
C,crisismmd,nfmcd_image_only,2,0.05,,,0.73125
C,crisismmd,nfmcd_image_only,2,0.1,,,0.6625
C,crisismmd,nfmcd_image_only,2,0.15,,,0.61375
C,crisismmd,nfmcd_image_only,2,0.2,,,0.54375
C,crisismmd,nfmcd_image_only,2,0.25,,,0.5225
C,crisismmd,nfmcd_image_only,2,0.3,,,0.49875
C,crisismmd,nfmcd_image_only,2,0.4,,,0.45625
C,crisismmd,nfmcd_image_only,2,0.5,,,0.0
C,crisismmd,nfmcd_default,1,0.05,,,0.99875
C,crisismmd,nfmcd_default,1,0.1,,,0.93375
C,crisismmd,nfmcd_default,1,0.15,,,0.49125
C,crisismmd,nfmcd_default,1,0.2,,,0.0
C,crisismmd,nfmcd_default,1,0.25,,,0.0
C,crisismmd,nfmcd_default,1,0.3,,,0.0
C,crisismmd,nfmcd_default,1,0.4,,,0.0
C,crisismmd,nfmcd_default,1,0.5,,,0.0
C,crisismmd,nfmcd_structure_only,1,0.05,,,0.29125
C,crisismmd,nfmcd_structure_only,1,0.1,,,0.20625
C,crisismmd,nfmcd_structure_only,1,0.15,,,0.1375
C,crisismmd,nfmcd_structure_only,1,0.2,,,0.09625
C,crisismmd,nfmcd_structure_only,1,0.25,,,0.05875
C,crisismmd,nfmcd_structure_only,1,0.3,,,0.03125
C,crisismmd,nfmcd_structure_only,1,0.4,,,0.00125
C,crisismmd,nfmcd_structure_only,1,0.5,,,0.0
C,crisismmd,nfmcd_text_only,1,0.05,,,0.7375
C,crisismmd,nfmcd_text_only,1,0.1,,,0.665
C,crisismmd,nfmcd_text_only,1,0.15,,,0.6125
C,crisismmd,nfmcd_text_only,1,0.2,,,0.5425
C,crisismmd,nfmcd_text_only,1,0.25,,,0.52125
C,crisismmd,nfmcd_text_only,1,0.3,,,0.5
C,crisismmd,nfmcd_text_only,1,0.4,,,0.4575
C,crisismmd,nfmcd_text_only,1,0.5,,,0.0
C,crisismmd,nfmcd_image_only,1,0.05,,,0.73125
C,crisismmd,nfmcd_image_only,1,0.1,,,0.6625
C,crisismmd,nfmcd_image_only,1,0.15,,,0.61375
C,crisismmd,nfmcd_image_only,1,0.2,,,0.54375
C,crisismmd,nfmcd_image_only,1,0.25,,,0.5225
C,crisismmd,nfmcd_image_only,1,0.3,,,0.49875
C,crisismmd,nfmcd_image_only,1,0.4,,,0.45625
C,crisismmd,nfmcd_image_only,1,0.5,,,0.0
C,crisismmd,nfmcd_default,0,0.05,,,0.9825
C,crisismmd,nfmcd_default,0,0.1,,,0.88375
C,crisismmd,nfmcd_default,0,0.15,,,0.48125
C,crisismmd,nfmcd_default,0,0.2,,,0.0425
C,crisismmd,nfmcd_default,0,0.25,,,0.0
C,crisismmd,nfmcd_default,0,0.3,,,0.0
C,crisismmd,nfmcd_default,0,0.4,,,0.0
C,crisismmd,nfmcd_default,0,0.5,,,0.0
C,crisismmd,nfmcd_structure_only,0,0.05,,,0.4
C,crisismmd,nfmcd_structure_only,0,0.1,,,0.29
C,crisismmd,nfmcd_structure_only,0,0.15,,,0.215
C,crisismmd,nfmcd_structure_only,0,0.2,,,0.1475
C,crisismmd,nfmcd_structure_only,0,0.25,,,0.095
C,crisismmd,nfmcd_structure_only,0,0.3,,,0.05375
C,crisismmd,nfmcd_structure_only,0,0.4,,,0.0125
C,crisismmd,nfmcd_structure_only,0,0.5,,,0.0
C,crisismmd,nfmcd_text_only,0,0.05,,,0.7375
C,crisismmd,nfmcd_text_only,0,0.1,,,0.665
C,crisismmd,nfmcd_text_only,0,0.15,,,0.61375
C,crisismmd,nfmcd_text_only,0,0.2,,,0.5425
C,crisismmd,nfmcd_text_only,0,0.25,,,0.52125
C,crisismmd,nfmcd_text_only,0,0.3,,,0.5
C,crisismmd,nfmcd_text_only,0,0.4,,,0.45875
C,crisismmd,nfmcd_text_only,0,0.5,,,0.0
C,crisismmd,nfmcd_image_only,0,0.05,,,0.73
C,crisismmd,nfmcd_image_only,0,0.1,,,0.65
C,crisismmd,nfmcd_image_only,0,0.15,,,0.5925
C,crisismmd,nfmcd_image_only,0,0.2,,,0.53
C,crisismmd,nfmcd_image_only,0,0.25,,,0.505
C,crisismmd,nfmcd_image_only,0,0.3,,,0.485
C,crisismmd,nfmcd_image_only,0,0.4,,,0.43875
C,crisismmd,nfmcd_image_only,0,0.5,,,0.0
C,fakeddit,nfmcd_default,1,0.05,,,1.0
C,fakeddit,nfmcd_default,1,0.1,,,1.0
C,fakeddit,nfmcd_default,1,0.15,,,0.31083333333333335
C,fakeddit,nfmcd_default,1,0.2,,,0.18583333333333332
C,fakeddit,nfmcd_default,1,0.25,,,0.04416666666666667
C,fakeddit,nfmcd_default,1,0.3,,,0.0
C,fakeddit,nfmcd_default,1,0.4,,,0.0
C,fakeddit,nfmcd_default,1,0.5,,,0.0
C,fakeddit,nfmcd_structure_only,1,0.05,,,0.20916666666666667
C,fakeddit,nfmcd_structure_only,1,0.1,,,0.115
C,fakeddit,nfmcd_structure_only,1,0.15,,,0.07583333333333334
C,fakeddit,nfmcd_structure_only,1,0.2,,,0.041666666666666664
C,fakeddit,nfmcd_structure_only,1,0.25,,,0.020833333333333332
C,fakeddit,nfmcd_structure_only,1,0.3,,,0.010833333333333334
C,fakeddit,nfmcd_structure_only,1,0.4,,,0.0
C,fakeddit,nfmcd_structure_only,1,0.5,,,0.0
C,fakeddit,nfmcd_text_only,1,0.05,,,0.7833333333333333
C,fakeddit,nfmcd_text_only,1,0.1,,,0.5958333333333333
C,fakeddit,nfmcd_text_only,1,0.15,,,0.5233333333333333
C,fakeddit,nfmcd_text_only,1,0.2,,,0.5033333333333333
C,fakeddit,nfmcd_text_only,1,0.25,,,0.48333333333333334
C,fakeddit,nfmcd_text_only,1,0.3,,,0.4325
C,fakeddit,nfmcd_text_only,1,0.4,,,0.14666666666666667
C,fakeddit,nfmcd_text_only,1,0.5,,,0.0
C,fakeddit,nfmcd_image_only,1,0.05,,,0.5291666666666667
C,fakeddit,nfmcd_image_only,1,0.1,,,0.42333333333333334
C,fakeddit,nfmcd_image_only,1,0.15,,,0.3641666666666667
C,fakeddit,nfmcd_image_only,1,0.2,,,0.3433333333333333
C,fakeddit,nfmcd_image_only,1,0.25,,,0.33166666666666667
C,fakeddit,nfmcd_image_only,1,0.3,,,0.31833333333333336
C,fakeddit,nfmcd_image_only,1,0.4,,,0.285
C,fakeddit,nfmcd_image_only,1,0.5,,,0.0
C,fakeddit,nfmcd_default,0,0.05,,,1.0
C,fakeddit,nfmcd_default,0,0.1,,,0.8758333333333334
C,fakeddit,nfmcd_default,0,0.15,,,0.3075
C,fakeddit,nfmcd_default,0,0.2,,,0.24083333333333334
C,fakeddit,nfmcd_default,0,0.25,,,0.14916666666666667
C,fakeddit,nfmcd_default,0,0.3,,,0.08
C,fakeddit,nfmcd_default,0,0.4,,,0.0025
C,fakeddit,nfmcd_default,0,0.5,,,0.0
C,fakeddit,nfmcd_structure_only,0,0.05,,,0.4775
C,fakeddit,nfmcd_structure_only,0,0.1,,,0.4125
C,fakeddit,nfmcd_structure_only,0,0.15,,,0.36
C,fakeddit,nfmcd_structure_only,0,0.2,,,0.3375
C,fakeddit,nfmcd_structure_only,0,0.25,,,0.31583333333333335
C,fakeddit,nfmcd_structure_only,0,0.3,,,0.2758333333333333
C,fakeddit,nfmcd_structure_only,0,0.4,,,0.1175
C,fakeddit,nfmcd_structure_only,0,0.5,,,0.0
C,fakeddit,nfmcd_text_only,0,0.05,,,0.7208333333333333
C,fakeddit,nfmcd_text_only,0,0.1,,,0.615
C,fakeddit,nfmcd_text_only,0,0.15,,,0.5416666666666666
C,fakeddit,nfmcd_text_only,0,0.2,,,0.5058333333333334
C,fakeddit,nfmcd_text_only,0,0.25,,,0.49166666666666664
C,fakeddit,nfmcd_text_only,0,0.3,,,0.4825
C,fakeddit,nfmcd_text_only,0,0.4,,,0.42833333333333334
C,fakeddit,nfmcd_text_only,0,0.5,,,0.0
C,fakeddit,nfmcd_image_only,0,0.05,,,0.6941666666666667
C,fakeddit,nfmcd_image_only,0,0.1,,,0.6125
C,fakeddit,nfmcd_image_only,0,0.15,,,0.5191666666666667
C,fakeddit,nfmcd_image_only,0,0.2,,,0.5016666666666667
C,fakeddit,nfmcd_image_only,0,0.25,,,0.48833333333333334
C,fakeddit,nfmcd_image_only,0,0.3,,,0.45
C,fakeddit,nfmcd_image_only,0,0.4,,,0.155
C,fakeddit,nfmcd_image_only,0,0.5,,,0.0
C,fakeddit,nfmcd_default,2,0.05,,,1.0
C,fakeddit,nfmcd_default,2,0.1,,,0.9016666666666666
C,fakeddit,nfmcd_default,2,0.15,,,0.31333333333333335
C,fakeddit,nfmcd_default,2,0.2,,,0.18166666666666667
C,fakeddit,nfmcd_default,2,0.25,,,0.045
C,fakeddit,nfmcd_default,2,0.3,,,0.0
C,fakeddit,nfmcd_default,2,0.4,,,0.0
C,fakeddit,nfmcd_default,2,0.5,,,0.0
C,fakeddit,nfmcd_structure_only,2,0.05,,,0.4775
C,fakeddit,nfmcd_structure_only,2,0.1,,,0.4116666666666667
C,fakeddit,nfmcd_structure_only,2,0.15,,,0.3591666666666667
C,fakeddit,nfmcd_structure_only,2,0.2,,,0.3375
C,fakeddit,nfmcd_structure_only,2,0.25,,,0.315
C,fakeddit,nfmcd_structure_only,2,0.3,,,0.27416666666666667
C,fakeddit,nfmcd_structure_only,2,0.4,,,0.1175
C,fakeddit,nfmcd_structure_only,2,0.5,,,0.0
C,fakeddit,nfmcd_text_only,2,0.05,,,0.6041666666666666
C,fakeddit,nfmcd_text_only,2,0.1,,,0.4658333333333333
C,fakeddit,nfmcd_text_only,2,0.15,,,0.3858333333333333
C,fakeddit,nfmcd_text_only,2,0.2,,,0.3375
C,fakeddit,nfmcd_text_only,2,0.25,,,0.31833333333333336
C,fakeddit,nfmcd_text_only,2,0.3,,,0.2633333333333333
C,fakeddit,nfmcd_text_only,2,0.4,,,0.0
C,fakeddit,nfmcd_text_only,2,0.5,,,0.0
C,fakeddit,nfmcd_image_only,2,0.05,,,0.695
C,fakeddit,nfmcd_image_only,2,0.1,,,0.6125
C,fakeddit,nfmcd_image_only,2,0.15,,,0.52
C,fakeddit,nfmcd_image_only,2,0.2,,,0.5016666666666667
C,fakeddit,nfmcd_image_only,2,0.25,,,0.48833333333333334
C,fakeddit,nfmcd_image_only,2,0.3,,,0.4508333333333333
C,fakeddit,nfmcd_image_only,2,0.4,,,0.155
C,fakeddit,nfmcd_image_only,2,0.5,,,0.0
