method,dataset,seed,k_used,modularity,onmi,f1,mean_umax,frac_multi,rule_fidelity,m_used,error,secs
default,fakeddit@r0.5,0,10,0.03738812180510845,0.03987877971278597,0.23830553383857955,0.10000703013810293,0.0,0.415,1.5,,2.41
fcm+rawpca+m1.2,fakeddit@r0.5,0,10,0.055873765199834925,0.09544098201419815,0.18352933345121394,0.1446008356510382,0.0,0.4425,1.2,,2.61
kmsoft|cca,fakeddit@r0.5,0,10,0.020995373453067165,0.02276025527868475,0.2472925062135199,0.27230163345135416,0.125,0.14583333333333334,,,2.33
fcm+rawpca+m1.2,fakeddit@r0.5,2,10,0.05540677145800387,0.08643163133435283,0.18721314430868063,0.14369223960510027,0.0,0.4633333333333333,1.2,,2.62
fcm+rawpca+m1.2,fakeddit@r0.5,1,10,0.06571667307055018,0.11167548746601852,0.18682961767823272,0.14882133984792337,0.0,0.44166666666666665,1.2,,2.78
kmsoft|cca,fakeddit@r0.5,1,10,0.020551159713933627,0.015999478027594605,0.24521086296138428,0.27461205008631057,0.11666666666666667,0.165,,,2.2
kmsoft|cca,fakeddit@r0.5,2,10,0.03269165390333574,0.02258484161646157,0.24454185753228225,0.27301634497413374,0.11583333333333333,0.1575,,,2.17
kmsoft|raw,fakeddit@r0.5,0,10,0.040985380210631514,0.09544507110086498,0.3713055116866343,0.2540477280392478,0.085,0.15916666666666668,,,2.34
kmsoft|raw,fakeddit@r0.5,2,10,0.040876877075148275,0.08924982092935485,0.37620344817426277,0.2554958737876447,0.0675,0.19333333333333333,,,2.23
kmsoft|raw,fakeddit@r0.5,1,10,0.04339378313668391,0.06590807926186026,0.3483061439766979,0.2615136830579014,0.08083333333333333,0.1875,,,2.36
gmm|cca,fakeddit@r0.5,0,10,0.019095909067934923,0.04189260963219743,0.2799625034468402,0.7138187540576978,0.36333333333333334,0.19416666666666665,,,2.16
gmm|cca,fakeddit@r0.5,1,10,0.021594112651192352,0.02914485768067765,0.2630597422942576,0.718066091200475,0.3575,0.2275,,,2.28
gmm|cca,fakeddit@r0.5,2,10,0.01945907695862078,0.03731053920207661,0.28052265546797217,0.7218012502878831,0.34,0.20833333333333334,,,2.19
gmm|raw,fakeddit@r0.5,0,10,0.043368039858913354,0.06955144204155594,0.35982020523767977,0.8267725354718507,0.24833333333333332,0.2375,,,2.36
gmm|raw,fakeddit@r0.5,1,10,0.04157866646898358,0.12481174106510906,0.3556890348990822,0.8247382953462367,0.2708333333333333,0.23666666666666666,,,2.17
gmm|raw,fakeddit@r0.5,2,10,0.03948017134481277,0.08201073780454071,0.38627360826499346,0.805594461051118,0.295,0.2758333333333333,,,2.34
fcmad|cca,fakeddit@r0.5,0,10,0.020234906549886696,0.0400079331575427,0.24764753644472037,0.7150994611100536,0.2925,0.14166666666666666,1.1,,2.45
fcmad|cca,fakeddit@r0.5,1,10,0.015263215161813878,0.01780272550934292,0.24757726506495414,0.7170299256930758,0.2975,0.15166666666666667,1.1,,2.3
fcmad|cca,fakeddit@r0.5,2,10,0.0224185480159386,0.039034304222798855,0.24605363329744737,0.7139987247544768,0.2966666666666667,0.15333333333333332,1.1,,2.0
fcmad|raw,fakeddit@r0.5,0,10,0.03432473050774218,0.09595265970442313,0.3627079937251608,0.6794942464370706,0.31333333333333335,0.16,1.1,,2.5
fcmad|raw,fakeddit@r0.5,2,10,0.042456374607035004,0.0869455154304295,0.3614995929485805,0.6785419320289612,0.31833333333333336,0.19,1.1,,2.41
fcmad|raw,fakeddit@r0.5,1,10,0.044032551238674236,0.06723476760371994,0.33935264368877477,0.6882339443652205,0.30416666666666664,0.17916666666666667,1.1,,2.55
specsoft|cca,fakeddit@r0.5,0,10,0.022896570530911035,0.013274658988929211,0.24710467353411772,0.7549482258868818,0.2891666666666667,0.1625,,,2.27
specsoft|cca,fakeddit@r0.5,2,10,0.024664504217608504,0.033072093743795494,0.23623048931170837,0.7387777624395045,0.30416666666666664,0.18416666666666667,,,2.31
specsoft|cca,fakeddit@r0.5,1,10,0.025469371329613338,0.03248258897060419,0.24231934575834316,0.7533020771747125,0.29583333333333334,0.17416666666666666,,,2.48
specsoft|raw,fakeddit@r0.5,0,10,0.03218000849157541,0.05546673710455963,0.33722327431810006,0.9430954130094312,0.10916666666666666,0.22916666666666666,,,2.53
base:spectral_graph+content,fakeddit@r0.5,0,10,0.05493369151356174,0.10342361763456143,0.31827839743734854,,,,,,0.3
base:spectral_graph+content,fakeddit@r0.5,1,10,0.0683592452740313,0.09679329696798766,0.3245361304473218,,,,,,0.3
base:spectral_graph+content,fakeddit@r0.5,2,10,0.058344303479386656,0.1049606672310468,0.30929796341522336,,,,,,0.31
specsoft|raw,fakeddit@r0.5,1,10,0.037898387649870656,0.06039653661202138,0.35171763004383216,0.9421956620357878,0.09916666666666667,0.19916666666666666,,,2.3
base:kmeans_content,fakeddit@r0.5,1,10,0.033466924065954376,0.05281184324661137,0.3080640691677653,,,,,,0.58
base:kmeans_content,fakeddit@r0.5,0,10,0.03156613931975651,0.08148429537517676,0.27069755766412107,,,,,,0.69
base:kmeans_content,fakeddit@r0.5,2,10,0.02794681136054405,0.08074720016748604,0.27483072454287527,,,,,,0.59
base:louvain,fakeddit@r0.5,0,10,0.19653736930702229,0.0,0.12473483529086557,,,,,,0.3
base:louvain,fakeddit@r0.5,1,9,0.1946139346954571,0.0,0.13984337304646785,,,,,,0.39
base:louvain,fakeddit@r0.5,2,10,0.19728465143538576,1.1102230246251565e-16,0.12521673372795528,,,,,,0.26
specsoft|raw,fakeddit@r0.5,2,10,0.02983303143762727,0.11097382207787221,0.33541111552729397,0.944991419055098,0.09166666666666666,0.215,,,2.16
default,fakeddit@r1.0,0,10,0.006530563349267972,0.01681997271593927,0.2329386334635517,0.10000812378738914,0.0,0.2608333333333333,1.5,,2.27
default,fakeddit@r1.0,2,10,-0.0011024860068179695,0.008853226538583892,0.16010087642030796,0.10000906567744136,0.0,0.36333333333333334,1.5,,2.27
default,fakeddit@r1.0,1,10,0.0005117083056510951,0.034363630900981046,0.19806540863559477,0.10000514200744562,0.0,0.3641666666666667,1.5,,2.42
fcm+rawpca+m1.2,fakeddit@r1.0,0,10,0.0030349070584110628,0.0864849539061765,0.17720241861152786,0.14179339572841973,0.0,0.45166666666666666,1.2,,2.45
fcm+rawpca+m1.2,fakeddit@r1.0,1,10,0.0022250571363042803,0.08687242892960256,0.17618866438572114,0.1419913933385621,0.0,0.4658333333333333,1.2,,2.38
fcm+rawpca+m1.2,fakeddit@r1.0,2,10,0.0013130290995619898,0.08262000086257948,0.17446110476703852,0.1410480112883222,0.0,0.45916666666666667,1.2,,2.34
kmsoft|cca,fakeddit@r1.0,0,10,0.020797753824044994,0.03182933586680192,0.26008444528189034,0.2705613559322059,0.1075,0.14166666666666666,,,2.23
kmsoft|cca,fakeddit@r1.0,1,10,0.009985833321889504,0.029559862314010532,0.22679139060380687,0.2659097660878036,0.09083333333333334,0.155,,,2.19
kmsoft|cca,fakeddit@r1.0,2,10,0.0192904933762305,0.010532136276892423,0.2451897379667302,0.2679930278120475,0.125,0.17166666666666666,,,2.3
kmsoft|raw,fakeddit@r1.0,0,10,0.019362608175755212,0.055849089496042614,0.3415462989029833,0.25463154292119006,0.07166666666666667,0.16416666666666666,,,2.36
kmsoft|raw,fakeddit@r1.0,1,10,0.02059923075332475,0.05693249807657308,0.3406654132460594,0.2538616917036124,0.07,0.16,,,2.44
kmsoft|raw,fakeddit@r1.0,2,10,0.012259784421498467,0.09452327239843039,0.36188060087555224,0.2542972282453867,0.09083333333333334,0.1825,,,2.2
gmm|cca,fakeddit@r1.0,0,10,0.007748610357045552,0.019262052900710813,0.27718371349248644,0.7133223053754121,0.38333333333333336,0.19416666666666665,,,2.38
gmm|cca,fakeddit@r1.0,1,10,0.002656087196653544,0.03557530291695743,0.2826019595978308,0.7043891567834157,0.37416666666666665,0.195,,,2.36
gmm|cca,fakeddit@r1.0,2,10,0.015926677212301264,0.019870359574476026,0.26018510166185654,0.7184327755622825,0.355,0.20583333333333334,,,2.27
gmm|raw,fakeddit@r1.0,0,10,0.015608428397979962,0.10255100391518424,0.361210064834334,0.8154445473792988,0.2758333333333333,0.24333333333333335,,,2.42
gmm|raw,fakeddit@r1.0,2,10,0.013858725406132616,0.09924518244073444,0.35727293655376524,0.8005728808153457,0.27666666666666667,0.20166666666666666,,,2.3
gmm|raw,fakeddit@r1.0,1,10,0.020821667330409084,0.1176102091357154,0.34003121440400286,0.8168656129424003,0.25583333333333336,0.2125,,,2.56
fcmad|cca,fakeddit@r1.0,0,10,0.01444621970045292,0.0354853529951189,0.2746786035026522,0.7076121735884442,0.3125,0.13333333333333333,1.1,,2.7
fcmad|cca,fakeddit@r1.0,1,10,0.008652463999669159,0.026918903822364948,0.23769046593213056,0.7099680405472191,0.31833333333333336,0.155,1.1,,2.36
fcmad|cca,fakeddit@r1.0,2,10,0.018314168378351103,0.017649736371058378,0.2465089839888733,0.7161359046689192,0.2816666666666667,0.15666666666666668,1.1,,2.24
fcmad|raw,fakeddit@r1.0,0,10,0.013423057045429135,0.06151605968662455,0.34660969022927574,0.6799420001270154,0.30916666666666665,0.17666666666666667,1.1,,2.55
fcmad|raw,fakeddit@r1.0,1,10,0.018331829850224673,0.062126768335477145,0.3502487562922286,0.6677078251772796,0.3325,0.15333333333333332,1.1,,2.38
fcmad|raw,fakeddit@r1.0,2,10,0.011993256127450851,0.057893011352458945,0.3416748462548317,0.6764692253652853,0.3025,0.18416666666666667,1.1,,2.45
specsoft|cca,fakeddit@r1.0,0,10,0.016127401814115504,0.011856042063192018,0.2559920247434747,0.7228449420907517,0.30833333333333335,0.17333333333333334,,,2.33
specsoft|cca,fakeddit@r1.0,1,10,0.013085395157190151,0.005406194291527111,0.21701809011540166,0.7283487475154385,0.32,0.1675,,,2.41
specsoft|cca,fakeddit@r1.0,2,10,0.015895168299744918,0.02990784603738106,0.23233009751510245,0.7327027560769426,0.2991666666666667,0.18583333333333332,,,2.36
specsoft|raw,fakeddit@r1.0,0,10,0.005746853036102215,0.06397399982044472,0.3434989463264022,0.935123354425536,0.11833333333333333,0.20166666666666666,,,2.5
base:spectral_graph+content,fakeddit@r1.0,0,10,0.04041422463701203,0.05597741125083999,0.28782469782034037,,,,,,0.33
base:spectral_graph+content,fakeddit@r1.0,1,10,0.037402199015703956,0.04720311750828554,0.2272569514706957,,,,,,0.34
base:spectral_graph+content,fakeddit@r1.0,2,10,0.044858506084795975,0.059066597392566034,0.2536840736098872,,,,,,0.31
base:kmeans_content,fakeddit@r1.0,1,10,0.009037743976636281,0.05281184324661137,0.3080640691677653,,,,,,0.56
base:kmeans_content,fakeddit@r1.0,0,10,0.004879120688593626,0.08148429537517676,0.27069755766412107,,,,,,0.73
base:louvain,fakeddit@r1.0,0,9,0.19401670912401853,0.0,0.13161026186906571,,,,,,0.33
base:kmeans_content,fakeddit@r1.0,2,10,-0.0015014369775272164,0.08074720016748604,0.27483072454287527,,,,,,0.55
specsoft|raw,fakeddit@r1.0,1,10,0.013623848888345905,0.0648700630189254,0.3207292565511759,0.9263283003659569,0.13333333333333333,0.19583333333333333,,,2.34
base:louvain,fakeddit@r1.0,1,8,0.19864113854948054,0.0,0.1495860730385643,,,,,,0.28
default,crisismmd|both@p0.4,0,7,0.5202113217373325,0.598121927702744,0.7117655637946992,0.6164067619200896,0.18,0.2625,1.5,,0.2
base:louvain,fakeddit@r1.0,2,7,0.1987246869496772,0.0,0.15822644834088262,,,,,,0.3
default,crisismmd|both@p0.4,1,7,0.5227041968016412,0.6058754714520878,0.717252679752664,0.6180420631321201,0.17375,0.2625,1.5,,0.16
specsoft|raw,fakeddit@r1.0,2,10,0.007325251787206267,0.02923326654171554,0.31893844422010825,0.9539194615615092,0.08,0.26,,,2.25
default,crisismmd|both@p0.4,2,7,0.5158977448257013,0.5967208149908462,0.711923841489044,0.6275466375711493,0.18,0.27125,1.5,,0.16
fcm+rawpca+m1.2,crisismmd|both@p0.4,1,7,0.4476627604490794,0.623118288939521,0.7210074956728973,0.9095455514207279,0.1075,0.25625,1.2,,0.19
fcm+rawpca+m1.2,crisismmd|both@p0.4,0,7,0.45133181836190717,0.6171271719869149,0.7196072132889351,0.9123948477712663,0.09,0.2675,1.2,,0.22
kmsoft|cca,crisismmd|both@p0.4,0,7,0.5154444834039339,0.5578005052958164,0.7730848138676443,0.9533943559935991,0.065,0.26,,,0.17
fcm+rawpca+m1.2,crisismmd|both@p0.4,2,7,0.4644841603457672,0.625162278563385,0.7234590061578637,0.9148000240753958,0.0925,0.27,1.2,,0.19
kmsoft|cca,crisismmd|both@p0.4,1,7,0.5181829413135235,0.565257062793556,0.779162950751276,0.9506729978502126,0.075,0.2625,,,0.17
kmsoft|cca,crisismmd|both@p0.4,2,7,0.5194025927440268,0.5585846216750582,0.7713095748053709,0.9580589250647162,0.06125,0.27,,,0.19
kmsoft|raw,crisismmd|both@p0.4,0,7,0.5214575187070746,0.5677248658852952,0.7757556982731634,0.930629846468659,0.07875,0.265,,,0.2
kmsoft|raw,crisismmd|both@p0.4,1,7,0.5193062004313305,0.5693367232804328,0.7804421132355683,0.92689782741301,0.085,0.2625,,,0.2
gmm|cca,crisismmd|both@p0.4,0,7,0.2748821129128004,0.40152069555293257,0.44211289634646306,0.9750657676388416,0.03875,0.33125,,,0.19
kmsoft|raw,crisismmd|both@p0.4,2,7,0.5191184362388908,0.5693175552328849,0.7849882935441753,0.9345597005701123,0.085,0.27125,,,0.23
gmm|cca,crisismmd|both@p0.4,1,7,0.2762635896321533,0.4249258409654535,0.564002226756484,0.9766120168005642,0.045,0.34875,,,0.17
gmm|cca,crisismmd|both@p0.4,2,7,0.25850096314914356,0.43228017565710974,0.5731373409597479,0.9706076912589193,0.0625,0.36375,,,0.22
gmm|raw,crisismmd|both@p0.4,1,7,0.4367509958551724,0.600885295085501,0.7021641691539227,0.9890845238541135,0.02125,0.2575,,,0.2
gmm|raw,crisismmd|both@p0.4,0,7,0.4392407540673561,0.5280941405355027,0.6620497204550821,0.9826465886354637,0.03,0.25875,,,0.22
gmm|raw,crisismmd|both@p0.4,2,7,0.4331077094981696,0.5957281247825729,0.7053903988557783,0.9850176344413222,0.03125,0.2675,,,0.22
fcmad|cca,crisismmd|both@p0.4,0,7,0.5202113217373325,0.598121927702744,0.711765563794699,0.6164066042346279,0.18,0.2625,1.5,,0.2
fcmad|cca,crisismmd|both@p0.4,1,7,0.522769880799442,0.6057191317970185,0.71704454496896,0.6180522406654942,0.175,0.2625,1.5,,0.16
fcmad|cca,crisismmd|both@p0.4,2,7,0.5158977448257013,0.5970467646872533,0.7123165759023967,0.62755077631521,0.18,0.27125,1.5,,0.16
fcmad|raw,crisismmd|both@p0.4,0,7,0.5217511721978798,0.6118230977401696,0.7224549847662518,0.566677842883357,0.17,0.26375,1.5,,0.2
fcmad|raw,crisismmd|both@p0.4,1,7,0.5200886976624571,0.6078163527528349,0.7261922196493144,0.5663329047645921,0.15625,0.26375,1.5,,0.19
fcmad|raw,crisismmd|both@p0.4,2,7,0.5125764564872173,0.5786685041183441,0.7170221078629869,0.5771947451572266,0.1725,0.27,1.5,,0.19
specsoft|cca,crisismmd|both@p0.4,0,7,0.5093049541088499,0.6013270833346933,0.7072278068789005,0.9999999188251119,0.0,0.2675,,,0.2
specsoft|cca,crisismmd|both@p0.4,1,7,0.5029223103480202,0.6226851434647789,0.7230975888130903,0.9999975519981763,0.0,0.26125,,,0.17
specsoft|cca,crisismmd|both@p0.4,2,7,0.503939993944521,0.6266820576046208,0.7208775929460792,0.9999972348956863,0.0,0.275,,,0.2
specsoft|raw,crisismmd|both@p0.4,1,7,0.5034483680476051,0.6315235844908239,0.7271558007347843,0.999762459898243,0.0,0.26125,,,0.19
base:spectral_graph+content,crisismmd|both@p0.4,0,7,0.5102146147229802,0.7498122959120173,0.88305375334456,,,,,,0.11
specsoft|raw,crisismmd|both@p0.4,0,7,0.4587874332371321,0.6165317451425493,0.7236675289909584,0.9999837901845564,0.0,0.265,,,0.27
specsoft|raw,crisismmd|both@p0.4,2,7,0.5086622550169918,0.638057889589547,0.730705432613788,0.9999999996272928,0.0,0.2775,,,0.2
base:spectral_graph+content,crisismmd|both@p0.4,1,7,0.5086286599531484,0.7528331114401393,0.8866793045680023,,,,,,0.09
base:spectral_graph+content,crisismmd|both@p0.4,2,7,0.50751159270265,0.7771735812501459,0.893217237277533,,,,,,0.11
base:louvain,crisismmd|both@p0.4,0,6,0.5373657018496237,0.5763871869900328,0.7152286011426329,,,,,,0.09
base:kmeans_content,crisismmd|both@p0.4,0,7,0.023976813799797925,0.09447758742778722,0.28379406160961795,,,,,,0.22
base:kmeans_content,crisismmd|both@p0.4,1,7,0.02992569215349421,0.12250728380182108,0.3178178912591611,,,,,,0.23
base:louvain,crisismmd|both@p0.4,1,7,0.5348812150920406,0.5336043897656694,0.6909389872845079,,,,,,0.08
base:kmeans_content,crisismmd|both@p0.4,2,7,0.0059917612185025945,0.05880204109643228,0.2787545598278136,,,,,,0.25
base:louvain,crisismmd|both@p0.4,2,6,0.5352797328761504,0.5590786906111336,0.7232748244613503,,,,,,0.08
default,crisismmd|both@p0.8,1,7,0.48258865739440115,0.6002469099488047,0.7109112174056994,0.8237496135303465,0.15125,0.2625,1.5,,0.06
default,crisismmd|both@p0.8,0,7,0.47632805199126893,0.6077729293057934,0.7043142923601559,0.8040120632319018,0.20875,0.2543859649122807,1.5,,0.06
default,crisismmd|both@p0.8,2,7,0.47428172351965314,0.5983832124245163,0.7024490816901583,0.8084322506573791,0.1925,0.2531328320802005,1.5,,0.05
fcm+rawpca+m1.2,crisismmd|both@p0.8,0,7,0.516444574566629,0.5418124499617687,0.7644830091008036,0.9604531075227775,0.05125,0.2518796992481203,1.2,,0.06
fcm+rawpca+m1.2,crisismmd|both@p0.8,1,7,0.5166492199648729,0.5465426408719792,0.7670998318404928,0.9597536771888613,0.0475,0.2625,1.2,,0.08
fcm+rawpca+m1.2,crisismmd|both@p0.8,2,7,0.5160049729061876,0.5624287408540672,0.7193247958079502,0.9531477020421951,0.0575,0.2543859649122807,1.2,,0.08
kmsoft|cca,crisismmd|both@p0.8,0,7,0.5163659211170329,0.543810580381094,0.7632797580972179,0.9867465994796184,0.02625,0.2518796992481203,,,0.06
kmsoft|cca,crisismmd|both@p0.8,1,7,0.5163659211170329,0.542214363710308,0.763272755443212,0.9865291400543285,0.02625,0.2625,,,0.06
kmsoft|cca,crisismmd|both@p0.8,2,7,0.5165958569462773,0.5420947869883772,0.7623460512811582,0.9866842614056065,0.025,0.2543859649122807,,,0.05
kmsoft|raw,crisismmd|both@p0.8,0,7,0.5133701241816643,0.5451514420960684,0.7724120568523346,0.9769649585568076,0.0475,0.2518796992481203,,,0.06
kmsoft|raw,crisismmd|both@p0.8,1,7,0.5162188851869239,0.5413555005490681,0.7582347036949607,0.9787162418056375,0.03625,0.2625,,,0.06
gmm|cca,crisismmd|both@p0.8,0,7,0.42695238675775454,0.5140066180680347,0.6169357104014209,0.9887084647461694,0.0225,0.23934837092731828,,,0.06
kmsoft|raw,crisismmd|both@p0.8,2,7,0.5155490548386493,0.5407768352996293,0.7577706168522902,0.977704374337846,0.03625,0.2518796992481203,,,0.06
gmm|cca,crisismmd|both@p0.8,1,7,0.4372458850335078,0.49841638867520444,0.6506013610921346,0.984751807499168,0.0325,0.2525,,,0.08
gmm|cca,crisismmd|both@p0.8,2,7,0.44845753682247,0.47896390427770497,0.6955555472698866,0.9802911051091627,0.0325,0.22807017543859648,,,0.06
gmm|raw,crisismmd|both@p0.8,0,7,0.45404477665579,0.4748892110600553,0.7183539889858129,0.9909148163469496,0.01625,0.24686716791979949,,,0.09
gmm|raw,crisismmd|both@p0.8,1,7,0.3934017955829478,0.512504387002767,0.6501315436042294,0.9859800201271676,0.02875,0.2325,,,0.08
fcmad|cca,crisismmd|both@p0.8,0,7,0.516106322896425,0.5463763993911531,0.7551383458341713,0.8540678719058279,0.095,0.2518796992481203,1.5,,0.06
gmm|raw,crisismmd|both@p0.8,2,7,0.46931580410120005,0.4778680768673136,0.7154342314507984,0.9915230384074711,0.015,0.24310776942355888,,,0.06
fcmad|cca,crisismmd|both@p0.8,1,7,0.5160603859349057,0.5510234728839553,0.7568594420016085,0.8537617030771201,0.09875,0.2625,1.5,,0.06
fcmad|cca,crisismmd|both@p0.8,2,7,0.5153616253417398,0.5466752440989522,0.7525973527101996,0.8562533727164845,0.095,0.2531328320802005,1.5,,0.08
fcmad|raw,crisismmd|both@p0.8,0,7,0.5153616253417398,0.5463763993911531,0.7572946800659773,0.8270215063950929,0.09625,0.2506265664160401,1.5,,0.11
fcmad|raw,crisismmd|both@p0.8,1,7,0.5154285853662496,0.5516103972266733,0.7592117796135689,0.8196357808879776,0.10625,0.2625,1.5,,0.11
specsoft|cca,crisismmd|both@p0.8,0,7,0.5103321137725495,0.5543410138341118,0.6972854310315173,0.999866904278099,0.0,0.2593984962406015,,,0.06
fcmad|raw,crisismmd|both@p0.8,2,7,0.5143623081624583,0.5456615425832129,0.7547803631801123,0.8245093165523022,0.1,0.2518796992481203,1.5,,0.09
specsoft|cca,crisismmd|both@p0.8,1,7,0.5085889357774084,0.547486616654028,0.694095921376957,0.9998188873315778,0.0,0.27,,,0.06
specsoft|cca,crisismmd|both@p0.8,2,7,0.5142442024772406,0.5935348608223022,0.7147407963032878,0.9999630646686544,0.0,0.2593984962406015,,,0.08
specsoft|raw,crisismmd|both@p0.8,0,7,0.5108630663942636,0.5653614891268202,0.7545130376316574,0.9999135037846025,0.0,0.2581453634085213,,,0.09
specsoft|raw,crisismmd|both@p0.8,1,7,0.5118028705245822,0.576280557992493,0.7422796493374096,0.9999981397316372,0.0,0.2675,,,0.09
specsoft|raw,crisismmd|both@p0.8,2,7,0.5134739425514367,0.5573755557060718,0.6898380619972543,0.9999901162981516,0.0,0.2581453634085213,,,0.09
base:spectral_graph+content,crisismmd|both@p0.8,0,7,0.4980083733291005,0.5060388724976359,0.6834676300598523,,,,,,0.08
base:spectral_graph+content,crisismmd|both@p0.8,1,7,0.39229196612328987,0.42476012717570577,0.6768605577846779,,,,,,0.08
base:spectral_graph+content,crisismmd|both@p0.8,2,7,0.5072964880690874,0.4703288381617059,0.7088784119468874,,,,,,0.09
base:kmeans_content,crisismmd|both@p0.8,1,7,0.0031185674395385545,0.000627671668639973,0.15237059842248418,,,,,,0.17
base:louvain,crisismmd|both@p0.8,0,6,0.5373657018496237,0.5763871869900328,0.7152286011426329,,,,,,0.09
base:kmeans_content,crisismmd|both@p0.8,0,7,0.00702423417374401,0.002004683250499517,0.15883494223085334,,,,,,0.19
base:kmeans_content,crisismmd|both@p0.8,2,7,-0.011507229779066201,0.0010246688808930315,0.18818822567499982,,,,,,0.14
base:louvain,crisismmd|both@p0.8,1,7,0.5348812150920406,0.5336043897656694,0.6909389872845079,,,,,,0.06
base:louvain,crisismmd|both@p0.8,2,6,0.5352797328761504,0.5590786906111336,0.7232748244613503,,,,,,0.06
default,fakeddit_real_lcc|both@p0.4,0,6,0.7405539595290779,0.19267484139348778,0.3332099705812434,0.7722815916167576,0.03547297297297297,0.38513513513513514,1.5,,0.14
default,fakeddit_real_lcc|both@p0.4,1,6,0.7860432151292001,0.2206167714627838,0.3565018268488667,0.748826548363898,0.11148648648648649,0.33952702702702703,1.5,,0.14
default,fakeddit_real_lcc|both@p0.4,2,6,0.7411986021846552,0.1960507504384108,0.3364966982589042,0.7806269823369753,0.02195945945945946,0.3885135135135135,1.5,,0.16
fcm+rawpca+m1.2,fakeddit_real_lcc|both@p0.4,0,6,0.787952214837838,0.15672220076976218,0.3040987877007561,0.9552016010741113,0.008445945945945946,0.32432432432432434,1.2,,0.17
fcm+rawpca+m1.2,fakeddit_real_lcc|both@p0.4,2,6,0.7665146474328716,0.21193325720552536,0.37901560959815406,0.9599654807283415,0.02027027027027027,0.38513513513513514,1.2,,0.17
fcm+rawpca+m1.2,fakeddit_real_lcc|both@p0.4,1,6,0.7844758887952972,0.18273718102177816,0.26868758374735596,0.9531712883634813,0.015202702702702704,0.35135135135135137,1.2,,0.17
kmsoft|cca,fakeddit_real_lcc|both@p0.4,0,6,0.7674279451206614,0.21090957734894522,0.3772226668742402,0.9834720649868527,0.018581081081081082,0.375,,,0.14
kmsoft|cca,fakeddit_real_lcc|both@p0.4,1,6,0.7683001310039427,0.2105948863430167,0.37285635163362363,0.9861663854170288,0.018581081081081082,0.3935810810810811,,,0.14
kmsoft|cca,fakeddit_real_lcc|both@p0.4,2,6,0.7683001310039427,0.21554770836172188,0.3733811715919943,0.9858775383847074,0.018581081081081082,0.3885135135135135,,,0.12
kmsoft|raw,fakeddit_real_lcc|both@p0.4,0,6,0.7679716796332668,0.21153427770908229,0.3779249621808521,0.9766698997674694,0.016891891891891893,0.3885135135135135,,,0.16
kmsoft|raw,fakeddit_real_lcc|both@p0.4,1,6,0.7681450289677902,0.2149456492901325,0.34079865579865576,0.9772059555356912,0.03547297297297297,0.3918918918918919,,,0.17
kmsoft|raw,fakeddit_real_lcc|both@p0.4,2,6,0.7683001310039427,0.21492300800158493,0.3726788762853824,0.9758396393675128,0.02027027027027027,0.3885135135135135,,,0.17
gmm|cca,fakeddit_real_lcc|both@p0.4,0,6,0.3044606506105132,0.12484979131326779,0.36510052777861146,0.9999746883565411,0.0,0.5506756756756757,,,0.16
gmm|cca,fakeddit_real_lcc|both@p0.4,1,6,0.37715243062001136,0.12262549843105908,0.3594889747683918,0.9999968140976561,0.0,0.535472972972973,,,0.14
gmm|cca,fakeddit_real_lcc|both@p0.4,2,6,0.3330665963078825,0.10242759987822936,0.24768950202333995,0.9997101837053335,0.0,0.5456081081081081,,,0.14
gmm|raw,fakeddit_real_lcc|both@p0.4,0,6,0.7586259147711717,0.22331940577163034,0.3565674949853011,0.9943518907538704,0.008445945945945946,0.38682432432432434,,,0.16
gmm|raw,fakeddit_real_lcc|both@p0.4,1,6,0.4944151024388756,0.0819243011226316,0.27145149340969776,0.9979448350689829,0.0,0.49324324324324326,,,0.16
gmm|raw,fakeddit_real_lcc|both@p0.4,2,6,0.36536964286865675,0.1310020361959241,0.3450640335155413,0.9976548598697892,0.005067567567567568,0.527027027027027,,,0.17
fcmad|cca,fakeddit_real_lcc|both@p0.4,0,6,0.7405539595290779,0.19267484139348778,0.3332099705812434,0.7722815368627702,0.03547297297297297,0.38513513513513514,1.5,,0.16
fcmad|cca,fakeddit_real_lcc|both@p0.4,1,6,0.7681450289677902,0.198756676431185,0.3371449793000787,0.777351284097054,0.030405405405405407,0.3918918918918919,1.5,,0.14
fcmad|cca,fakeddit_real_lcc|both@p0.4,2,6,0.7411986021846552,0.1960507504384108,0.3364966982589042,0.7806243968897892,0.02195945945945946,0.3885135135135135,1.5,,0.12
fcmad|raw,fakeddit_real_lcc|both@p0.4,0,6,0.7562081593966457,0.20184065671507379,0.34161118517323813,0.7364141462532069,0.03209459459459459,0.38682432432432434,1.5,,0.16
fcmad|raw,fakeddit_real_lcc|both@p0.4,1,6,0.7681450289677902,0.19205725071388258,0.330990887416121,0.7424922269544445,0.04222972972972973,0.3918918918918919,1.5,,0.17
fcmad|raw,fakeddit_real_lcc|both@p0.4,2,6,0.7570430753187497,0.19985913548509227,0.3438138883797634,0.7464261006785005,0.02364864864864865,0.3885135135135135,1.5,,0.16
specsoft|cca,fakeddit_real_lcc|both@p0.4,0,6,0.6553797740252237,0.15327156117512097,0.2495749316274973,1.0,0.0,0.5371621621621622,,,0.16
specsoft|cca,fakeddit_real_lcc|both@p0.4,1,6,0.6553797740252237,0.15327156117512097,0.2495749316274973,0.9999999999996374,0.0,0.5371621621621622,,,0.16
