method,dataset,seed,k_used,modularity,onmi,onmi_hard,ari,f1,extra,error,secs
var:default,fakeddit@r0.02,0,10,0.31678816717331965,0.3197439068732103,0.23945441370047615,0.4401356073098797,0.30081760138924757,,,2.17
var:default,fakeddit@r0.02,2,10,0.3631865439659848,0.476610516362616,0.34967350704471445,0.4694132151113023,0.30163993719446414,,,2.5
var:default,fakeddit@r0.02,1,10,0.29054984294563785,0.2945286623048132,0.2004206119965214,0.498377128648915,0.3755289557546337,,,2.75
rem:raw_pca,fakeddit@r0.02,0,10,0.37631652246135583,0.4329845134290138,0.3086475695358353,0.5659813387445012,0.3400172020162619,,,2.64
rem:raw_pca,fakeddit@r0.02,1,10,0.36946783914263936,0.45625628226292125,0.3240899410334033,0.5045477468643098,0.3117566014856107,,,2.45
rem:raw_pca,fakeddit@r0.02,2,10,0.39208449776605386,0.4394334102265336,0.3571553265704134,0.5433171813864446,0.30925769520779883,,,2.45
rem:std_blocks,fakeddit@r0.02,0,10,0.3270981381859551,0.34871007173977986,0.26639199453005746,0.41360447133081046,0.2810689841912706,,,2.8
rem:std_blocks,fakeddit@r0.02,1,10,0.31906856231387654,0.30310929865578373,0.23035096336748273,0.34354190909755206,0.304906542149918,,,2.64
rem:std_blocks,fakeddit@r0.02,2,10,0.3369984674900782,0.33070443746625566,0.24170132460769345,0.35957681739625436,0.26283563596952136,,,2.31
rem:raw_pca+std,fakeddit@r0.02,0,10,0.31714732645487315,0.3794594385750344,0.27738007959008826,0.5058324814759035,0.34595498070208547,,,2.41
rem:raw_pca+std,fakeddit@r0.02,2,10,0.3436528463846014,0.4451018383752965,0.3334318521933486,0.4430272064995668,0.31038883110003335,,,2.25
rem:raw_pca+std,fakeddit@r0.02,1,10,0.3675303483119351,0.419642473723135,0.29917842447817855,0.49515017896307695,0.3081602611300167,,,2.59
ceil:content_cca,fakeddit@r0.02,0,10,0.11529030077719524,0.052529579247821534,0.052529579247821534,0.11761855870428535,0.1074325919990832,,,2.42
ceil:content_cca,fakeddit@r0.02,2,10,0.11912955048447048,0.045582100931599534,0.045582100931599534,0.10335499826478697,0.11171549586497413,,,2.34
ceil:content_cca,fakeddit@r0.02,1,10,0.11227395509825089,0.03828882727695282,0.03828882727695282,0.09937109750003113,0.1074104616665958,,,2.72
ceil:raw_text,fakeddit@r0.02,0,10,0.1594200117349594,0.039631946214632174,0.039631946214632174,0.19171558935709807,0.20182540103250948,,,0.3
ceil:content_cca_weighted,fakeddit@r0.02,0,10,0.11472928163236613,0.06168516402695845,0.06168516402695845,0.1204293898746153,0.10798480099069292,,,2.67
ceil:raw_text,fakeddit@r0.02,1,10,0.06910972927864177,0.013019004715216997,0.013019004715216997,0.13710771080561354,0.21409706233925468,,,0.34
ceil:raw_text,fakeddit@r0.02,2,10,0.12485749895630004,0.022750467616354908,0.022750467616354908,0.27179667492922494,0.25457510194161237,,,0.28
ceil:raw_image,fakeddit@r0.02,0,10,0.04845951408858184,0.011772120560252786,0.011772120560252786,0.0481232690131788,0.1258122989814303,,,0.42
ceil:content_cca_weighted,fakeddit@r0.02,1,10,0.11522570619106,0.02994609390803027,0.02994609390803027,0.10397891005750286,0.1154733769929647,,,2.97
ceil:raw_image,fakeddit@r0.02,1,10,0.15290904650523912,0.05179033895568286,0.05179033895568286,0.2198924913278644,0.20153597054952707,,,0.58
ceil:raw_concat_pca16,fakeddit@r0.02,1,10,0.2357074070000957,0.12066182949762094,0.12066182949762094,0.23508189162163434,0.13332627110931522,,,0.19
ceil:raw_concat_pca16,fakeddit@r0.02,0,10,0.2411949097098228,0.12184020694756725,0.12184020694756725,0.23870815133715861,0.133834131473141,,,0.3
ceil:raw_image,fakeddit@r0.02,2,10,0.14692342117159077,0.056606325794578916,0.056606325794578916,0.17042802500790308,0.1540451594154017,,,0.64
ceil:raw_concat_pca16,fakeddit@r0.02,2,10,0.23668636436215498,0.10241217916898904,0.10241217916898904,0.24251111666993821,0.14354359838324185,,,0.2
ceil:structure,fakeddit@r0.02,0,10,0.5136095800760656,0.9633203583267674,0.968739173869411,0.9954358839048507,0.9850788743741544,,,0.17
ceil:structure,fakeddit@r0.02,1,10,0.5085396228751436,0.9428756900425057,0.9599442601205983,0.9952971621115816,0.9770779016966216,,,0.14
ceil:structure,fakeddit@r0.02,2,10,0.509852903304227,0.9372653345278409,0.9502873364277694,0.9879737873390755,0.9735510659683906,,,0.12
base:louvain,fakeddit@r0.02,0,9,0.5141357672297695,0.8871096653038846,0.8871096653038846,0.9782614528648146,0.9725144909420155,,,0.19
base:louvain,fakeddit@r0.02,1,6,0.5085415584559037,0.6698911228429015,0.6698911228429015,0.9024240039407923,0.8886919228655067,,,0.17
base:louvain,fakeddit@r0.02,2,8,0.5114601951986397,0.8051911976919354,0.8051911976919354,0.9668865344519759,0.9431009515510316,,,0.24
ceil:content_cca_weighted,fakeddit@r0.02,2,10,0.11655151079543143,0.03633536282495742,0.03633536282495742,0.1074067269584332,0.11924296802495486,,,2.5
base:spectral_graph+content,fakeddit@r0.02,0,10,0.4631576532419865,0.7098674228440214,0.7098674228440214,0.8856142288196797,0.840437480610898,,,0.42
base:spectral_graph+content,fakeddit@r0.02,2,10,0.4751768653687355,0.7422167550807666,0.7422167550807666,0.8888515425729246,0.8423698922486833,,,0.3
base:spectral_graph+content,fakeddit@r0.02,1,10,0.470920615908303,0.697042236926537,0.697042236926537,0.886795230475839,0.8163414510328881,,,0.45
base:nfmcd_structure_only,fakeddit@r0.02,0,10,0.5136095800760656,0.9633203583267674,0.968739173869411,0.9954358839048507,0.9850788743741544,,,0.23
base:nfmcd_structure_only,fakeddit@r0.02,1,10,0.5085396228751436,0.9428756900425057,0.9599442601205983,0.9952971621115816,0.9770779016966216,,,0.22
base:kmeans_content,fakeddit@r0.02,0,10,0.1491189185316166,0.08148429537517676,0.08148429537517676,0.24440980048921568,0.27069755766412107,,,0.61
base:kmeans_content,fakeddit@r0.02,2,10,0.14725371300732876,0.08074720016748604,0.08074720016748604,0.24196555843292858,0.27483072454287527,,,0.59
base:nfmcd_structure_only,fakeddit@r0.02,2,10,0.509852903304227,0.9372653345278409,0.9502873364277694,0.9879737873390755,0.9735510659683906,,,0.17
base:kmeans_content,fakeddit@r0.02,1,10,0.13161956821510834,0.05281184324661137,0.05281184324661137,0.2524321241732041,0.3080640691677653,,,0.69
diag,fakeddit@r0.02,0,10,nan,nan,nan,nan,nan,"{""n_nodes"": 1200, ""k"": 10, ""max_cluster_frac"": 0.32083333333333336, ""min_cluster_frac"": 0.0, ""n_empty"": 3, ""sizes_top3"": [385, 202, 198], ""umax_mean"": 0.2248017525130839, ""umax_q10"": 0.12065061130703207, ""umax_q90"": 0.4110123107714407, ""frac_umax_lt_0p3"": 0.7516666666666667, ""one_over_k"": 0.1, ""comms_per_node"": 1.285, ""frac_in_half_or_more"": 0.0, ""pred_comm_frac_top"": 0.32083333333333336, ""pred_comm_frac_med"": 0.08499999999999999, ""fcm_obj"": 347.17887356836474, ""fcm_iters"": 63, ""center_min_dist"": 6.030896340217024e-13, ""center_mean_dist"": 0.3781537997686232, ""within_rms"": 0.8375070298237145, ""center_sep_ratio"": 7.201009812991369e-13, ""alpha_mean"": 0.5795769030158964, ""conf_mean"": 0.6136812900227092, ""frac_both"": 0.9525, ""var_content_w"": 0.5330536929435283, ""var_struct_w"": 0.4139929308576452, ""var_share_content"": 0.5628589760485506, ""pdist_content_w"": 1.0144763155554153, ""pdist_struct_w"": 0.8563050512286957, ""cca_dim"": 8, ""eta2_content_w"": 0.152801792763522, ""eta2_struct_w"": 0.9158662397774319, ""eta2_fused"": 0.48636856647167553, ""eta2_content_raw"": 0.1530747234888604, ""eta2_struct_raw"": 0.9321268048025393}",,2.25
var:default,fakeddit@r0.1,0,10,0.29348531844103126,0.2118160900309961,0.2118160900309961,0.3538558404229935,0.18229511084428018,,,2.34
diag,fakeddit@r0.02,2,10,nan,nan,nan,nan,nan,"{""n_nodes"": 1200, ""k"": 10, ""max_cluster_frac"": 0.3233333333333333, ""min_cluster_frac"": 0.0, ""n_empty"": 4, ""sizes_top3"": [388, 238, 212], ""umax_mean"": 0.20814402682610247, ""umax_q10"": 0.12599923841168031, ""umax_q90"": 0.33626467629676726, ""frac_umax_lt_0p3"": 0.865, ""one_over_k"": 0.1, ""comms_per_node"": 1.5, ""frac_in_half_or_more"": 0.0, ""pred_comm_frac_top"": 0.3233333333333333, ""pred_comm_frac_med"": 0.17083333333333334, ""fcm_obj"": 350.11785357494796, ""fcm_iters"": 51, ""center_min_dist"": 4.2966532945365764e-11, ""center_mean_dist"": 0.4221615040784343, ""within_rms"": 0.8422321662232884, ""center_sep_ratio"": 5.101507003464847e-11, ""alpha_mean"": 0.5840503028762597, ""conf_mean"": 0.6200718612517995, ""frac_both"": 0.9525, ""var_content_w"": 0.5382690886699999, ""var_struct_w"": 0.40976344803853504, ""var_share_content"": 0.5677749104880339, ""pdist_content_w"": 1.0095843551595451, ""pdist_struct_w"": 0.8538424997429931, ""cca_dim"": 8, ""eta2_content_w"": 0.1453511194349077, ""eta2_struct_w"": 0.895831279990844, ""eta2_fused"": 0.4697274740077025, ""eta2_content_raw"": 0.14598715197905524, ""eta2_struct_raw"": 0.9126260441488889}",,2.48
diag,fakeddit@r0.02,1,10,nan,nan,nan,nan,nan,"{""n_nodes"": 1200, ""k"": 10, ""max_cluster_frac"": 0.23416666666666666, ""min_cluster_frac"": 0.005, ""n_empty"": 0, ""sizes_top3"": [281, 220, 198], ""umax_mean"": 0.21223874774525478, ""umax_q10"": 0.12693859594689028, ""umax_q90"": 0.33069543516457256, ""frac_umax_lt_0p3"": 0.8533333333333334, ""one_over_k"": 0.1, ""comms_per_node"": 1.5333333333333334, ""frac_in_half_or_more"": 0.0, ""pred_comm_frac_top"": 0.31666666666666665, ""pred_comm_frac_med"": 0.14250000000000002, ""fcm_obj"": 348.48913947632326, ""fcm_iters"": 91, ""center_min_dist"": 5.657889228342617e-17, ""center_mean_dist"": 0.43220362186983746, ""within_rms"": 0.8384800250296913, ""center_sep_ratio"": 6.747792504819084e-17, ""alpha_mean"": 0.5813879962783927, ""conf_mean"": 0.6162685661119895, ""frac_both"": 0.9525, ""var_content_w"": 0.5350085086777767, ""var_struct_w"": 0.41232800267223535, ""var_share_content"": 0.5647502257828028, ""pdist_content_w"": 1.0249263411187959, ""pdist_struct_w"": 0.8326494643886136, ""cca_dim"": 8, ""eta2_content_w"": 0.1427680285089579, ""eta2_struct_w"": 0.9099633299183375, ""eta2_fused"": 0.4766896102274277, ""eta2_content_raw"": 0.1430631816113034, ""eta2_struct_raw"": 0.9259270509244656}",,2.64
var:default,fakeddit@r0.1,1,10,0.29407726888932467,0.21630253048218828,0.21630253048218828,0.370905424381512,0.1815667511771441,,,2.44
var:default,fakeddit@r0.1,2,10,0.29097554427233113,0.17739385290408238,0.17739385290408238,0.35008058359116545,0.1738325439088338,,,2.56
rem:raw_pca,fakeddit@r0.1,1,10,0.2851904400475432,0.24383155200134388,0.2085995557857485,0.4178960289204939,0.18769631188194874,,,2.47
rem:raw_pca,fakeddit@r0.1,0,10,0.3014137637606657,0.14396903641797787,0.14396903641797787,0.390213151685915,0.19747515511403438,,,2.56
rem:std_blocks,fakeddit@r0.1,1,10,0.2926767760679929,0.25410883310826327,0.25410883310826327,0.3644072062797443,0.17498259171357924,,,2.24
rem:std_blocks,fakeddit@r0.1,2,10,0.28910471107050095,0.20074116467415226,0.20074116467415226,0.3525257944474251,0.17015319672849036,,,2.3
rem:raw_pca,fakeddit@r0.1,2,10,0.2870669582563593,0.217558576999056,0.217558576999056,0.42045043682516725,0.1861082403239912,,,2.83
rem:std_blocks,fakeddit@r0.1,0,10,0.29145020649506315,0.2118350574725214,0.2118350574725214,0.3578027376780717,0.18082857234051672,,,2.75
rem:raw_pca+std,fakeddit@r0.1,0,10,0.30179152170762963,0.14387064455652643,0.14387064455652643,0.3894290396755425,0.19501029116247354,,,2.48
rem:raw_pca+std,fakeddit@r0.1,1,10,0.28513866468689925,0.24431198282135058,0.20807835721594126,0.41739515990268106,0.1874147691539077,,,2.55
rem:raw_pca+std,fakeddit@r0.1,2,10,0.28776027981722546,0.21781488859420062,0.21781488859420062,0.42190438373995803,0.186561193152896,,,2.69
ceil:content_cca,fakeddit@r0.1,0,10,0.08389131215024936,0.052529579247821534,0.052529579247821534,0.11761855870428535,0.1074325919990832,,,2.56
ceil:content_cca,fakeddit@r0.1,2,10,0.09102710626914011,0.045582100931599534,0.045582100931599534,0.10335499826478697,0.11171549586497413,,,2.36
ceil:content_cca,fakeddit@r0.1,1,10,0.08399709582538531,0.03828882727695282,0.03828882727695282,0.09937109750003113,0.1074104616665958,,,2.59
ceil:raw_text,fakeddit@r0.1,0,10,0.1159091630960083,0.039631946214632174,0.039631946214632174,0.19171558935709807,0.20182540103250948,,,0.28
ceil:content_cca_weighted,fakeddit@r0.1,1,10,0.08789391036747753,0.02994609390803027,0.02994609390803027,0.10397891005750286,0.1154733769929647,,,2.5
ceil:raw_text,fakeddit@r0.1,1,10,0.048341152327930036,0.013019004715216997,0.013019004715216997,0.13710771080561354,0.21409706233925468,,,0.31
ceil:content_cca_weighted,fakeddit@r0.1,0,10,0.0838859211667891,0.06168516402695845,0.06168516402695845,0.1204293898746153,0.10798480099069292,,,2.98
ceil:raw_text,fakeddit@r0.1,2,10,0.09097756597346388,0.022750467616354908,0.022750467616354908,0.27179667492922494,0.25457510194161237,,,0.36
ceil:raw_image,fakeddit@r0.1,0,10,0.03269067580584176,0.011772120560252786,0.011772120560252786,0.0481232690131788,0.1258122989814303,,,0.56
ceil:raw_image,fakeddit@r0.1,1,10,0.11068743312322336,0.05179033895568286,0.05179033895568286,0.2198924913278644,0.20153597054952707,,,0.59
ceil:raw_image,fakeddit@r0.1,2,10,0.10423475464987428,0.056606325794578916,0.056606325794578916,0.17042802500790308,0.1540451594154017,,,0.61
ceil:raw_concat_pca16,fakeddit@r0.1,1,10,0.17307058004243372,0.12066182949762094,0.12066182949762094,0.23508189162163434,0.13332627110931522,,,0.19
ceil:raw_concat_pca16,fakeddit@r0.1,0,10,0.17412859945657505,0.12184020694756725,0.12184020694756725,0.23870815133715861,0.133834131473141,,,0.38
ceil:raw_concat_pca16,fakeddit@r0.1,2,10,0.17271056678005053,0.10241217916898904,0.10241217916898904,0.24251111666993821,0.14354359838324185,,,0.28
ceil:structure,fakeddit@r0.1,0,10,0.30809407089158314,0.6134732781496995,0.5680896681904513,0.6962546166128188,0.7064683168926766,,,0.19
ceil:structure,fakeddit@r0.1,1,10,0.3042331237711346,0.6383367106960912,0.5584115262274744,0.6811440037837957,0.6702573480184196,,,0.2
ceil:structure,fakeddit@r0.1,2,10,0.31214589269487053,0.5530112076565898,0.5497771809005632,0.6691739004680566,0.6055211497405832,,,0.14
base:louvain,fakeddit@r0.1,0,5,0.37523264776571136,0.5197647770993059,0.5197647770993059,0.8092698161195543,0.8206804310002696,,,0.19
base:louvain,fakeddit@r0.1,1,5,0.36741754203739396,0.5012782128421144,0.5012782128421144,0.743087922157203,0.8355439609631026,,,0.22
base:louvain,fakeddit@r0.1,2,4,0.3672037535642457,0.48508196168362705,0.48508196168362705,0.6594889505914293,0.8005012041161863,,,0.19
ceil:content_cca_weighted,fakeddit@r0.1,2,10,0.08793772414901131,0.03633536282495742,0.03633536282495742,0.1074067269584332,0.11924296802495486,,,2.27
base:spectral_graph+content,fakeddit@r0.1,2,10,0.2933225496931202,0.5279695425917831,0.5279695425917831,0.7828179030960278,0.6961720921555745,,,0.3
base:spectral_graph+content,fakeddit@r0.1,0,10,0.29149704654751474,0.5485186436598007,0.5485186436598007,0.7749656031273982,0.6989487958802828,,,0.39
base:spectral_graph+content,fakeddit@r0.1,1,10,0.3020808546511948,0.5397015336881973,0.5397015336881973,0.792741395748033,0.7033719877541091,,,0.42
base:nfmcd_structure_only,fakeddit@r0.1,0,10,0.30809407089158314,0.6134732781496995,0.5680896681904513,0.6962546166128188,0.7064683168926766,,,0.25
base:nfmcd_structure_only,fakeddit@r0.1,1,10,0.3042331237711346,0.6383367106960912,0.5584115262274744,0.6811440037837957,0.6702573480184196,,,0.22
base:kmeans_content,fakeddit@r0.1,1,10,0.09406611473895361,0.05281184324661137,0.05281184324661137,0.2524321241732041,0.3080640691677653,,,0.62
base:kmeans_content,fakeddit@r0.1,2,10,0.1071229880403132,0.08074720016748604,0.08074720016748604,0.24196555843292858,0.27483072454287527,,,0.67
base:kmeans_content,fakeddit@r0.1,0,10,0.10664300704814919,0.08148429537517676,0.08148429537517676,0.24440980048921568,0.27069755766412107,,,0.88
base:nfmcd_structure_only,fakeddit@r0.1,2,10,0.31214589269487053,0.5530112076565898,0.5497771809005632,0.6691739004680566,0.6055211497405832,,,0.23
diag,fakeddit@r0.1,2,10,nan,nan,nan,nan,nan,"{""n_nodes"": 1200, ""k"": 10, ""max_cluster_frac"": 0.5675, ""min_cluster_frac"": 0.0, ""n_empty"": 5, ""sizes_top3"": [681, 391, 125], ""umax_mean"": 0.13656631978577566, ""umax_q10"": 0.10348983064962067, ""umax_q90"": 0.22810551065231024, ""frac_umax_lt_0p3"": 0.97, ""one_over_k"": 0.1, ""comms_per_node"": 1.0, ""frac_in_half_or_more"": 0.0, ""pred_comm_frac_top"": 0.5675, ""pred_comm_frac_med"": 0.0004166666666666667, ""fcm_obj"": 360.3951077824663, ""fcm_iters"": 60, ""center_min_dist"": 7.456454335134866e-08, ""center_mean_dist"": 0.08749372036639817, ""within_rms"": 0.9264734275109354, ""center_sep_ratio"": 8.048211760545941e-08, ""alpha_mean"": 0.5840503028762597, ""conf_mean"": 0.6200718612517995, ""frac_both"": 0.9525, ""var_content_w"": 0.5382690886699999, ""var_struct_w"": 0.412061024768513, ""var_share_content"": 0.5664022228253424, ""pdist_content_w"": 1.0095843551595451, ""pdist_struct_w"": 0.8867555740185104, ""cca_dim"": 8, ""eta2_content_w"": 0.1453511194349077, ""eta2_struct_w"": 0.531860044359492, ""eta2_fused"": 0.31294053014014367, ""eta2_content_raw"": 0.14598715197905524, ""eta2_struct_raw"": 0.5394587436473427}",,2.41
diag,fakeddit@r0.1,0,10,nan,nan,nan,nan,nan,"{""n_nodes"": 1200, ""k"": 10, ""max_cluster_frac"": 0.5691666666666667, ""min_cluster_frac"": 0.0, ""n_empty"": 6, ""sizes_top3"": [683, 391, 123], ""umax_mean"": 0.1392002693045342, ""umax_q10"": 0.10374609483110092, ""umax_q90"": 0.22972214730321253, ""frac_umax_lt_0p3"": 0.9616666666666667, ""one_over_k"": 0.1, ""comms_per_node"": 1.0, ""frac_in_half_or_more"": 0.0, ""pred_comm_frac_top"": 0.5691666666666667, ""pred_comm_frac_med"": 0.0, ""fcm_obj"": 359.86934486722623, ""fcm_iters"": 104, ""center_min_dist"": 1.8007483989346882e-11, ""center_mean_dist"": 0.09241850193165373, ""within_rms"": 0.9238331943957122, ""center_sep_ratio"": 1.9492137864894812e-11, ""alpha_mean"": 0.5795769030158964, ""conf_mean"": 0.6136812900227092, ""frac_both"": 0.9525, ""var_content_w"": 0.5330536929435283, ""var_struct_w"": 0.4162422034133536, ""var_share_content"": 0.5615253315522272, ""pdist_content_w"": 1.0144763155554153, ""pdist_struct_w"": 0.8863170057402496, ""cca_dim"": 8, ""eta2_content_w"": 0.152801792763522, ""eta2_struct_w"": 0.5347529391365475, ""eta2_fused"": 0.3202776950324552, ""eta2_content_raw"": 0.1530747234888604, ""eta2_struct_raw"": 0.541918396932822}",,2.69
diag,fakeddit@r0.1,1,10,nan,nan,nan,nan,nan,"{""n_nodes"": 1200, ""k"": 10, ""max_cluster_frac"": 0.5658333333333333, ""min_cluster_frac"": 0.0, ""n_empty"": 6, ""sizes_top3"": [679, 400, 117], ""umax_mean"": 0.13304536958258661, ""umax_q10"": 0.10306415418346977, ""umax_q90"": 0.21828006548008033, ""frac_umax_lt_0p3"": 0.9883333333333333, ""one_over_k"": 0.1, ""comms_per_node"": 1.0, ""frac_in_half_or_more"": 0.0, ""pred_comm_frac_top"": 0.5658333333333333, ""pred_comm_frac_med"": 0.0, ""fcm_obj"": 360.21839930793305, ""fcm_iters"": 74, ""center_min_dist"": 3.6563695848037336e-09, ""center_mean_dist"": 0.07951588289087573, ""within_rms"": 0.9284979794163049, ""center_sep_ratio"": 3.937940271122994e-09, ""alpha_mean"": 0.5813879962783927, ""conf_mean"": 0.6162685661119895, ""frac_both"": 0.9525, ""var_content_w"": 0.5350085086777767, ""var_struct_w"": 0.41461093638261026, ""var_share_content"": 0.5633925373581538, ""pdist_content_w"": 1.0249263411187959, ""pdist_struct_w"": 0.8715020295087051, ""cca_dim"": 8, ""eta2_content_w"": 0.1427680285089579, ""eta2_struct_w"": 0.533775647081059, ""eta2_fused"": 0.31348487272712183, ""eta2_content_raw"": 0.1430631816113034, ""eta2_struct_raw"": 0.5428789550460539}",,2.86
var:default,fakeddit@r0.25,0,10,0.1597085846240807,0.11662928474680934,0.11662928474680934,0.2728618603875485,0.13621999577677413,,,2.91
var:default,fakeddit@r0.25,1,10,0.15293420507737737,0.10501871252790895,0.10501871252790895,0.26438418634180283,0.1390845708223233,,,2.17
rem:raw_pca,fakeddit@r0.25,0,10,0.1670655824169217,0.1721396252066698,0.1721396252066698,0.2917273050972653,0.1324266210485208,,,2.38
var:default,fakeddit@r0.25,2,10,0.15383360251833245,0.16861789361802804,0.16861789361802804,0.428033534145411,0.1952924142640618,,,2.69
rem:raw_pca,fakeddit@r0.25,1,10,0.1664329329571619,0.23276763610196616,0.23276763610196616,0.29629045780204727,0.1308874976755718,,,2.56
rem:raw_pca,fakeddit@r0.25,2,10,0.1593565365551822,0.23854549109724843,0.23854549109724843,0.29591943259324444,0.13128087784076134,,,2.17
rem:std_blocks,fakeddit@r0.25,1,10,0.1467150456906588,0.09966639307994174,0.09966639307994174,0.2554421481894885,0.14069300132969534,,,2.42
rem:std_blocks,fakeddit@r0.25,0,10,0.1541988868314712,0.1115066878058506,0.1115066878058506,0.2678422715301099,0.138835646708362,,,2.56
rem:std_blocks,fakeddit@r0.25,2,10,0.1439940359738888,0.12775483842305824,0.12775483842305824,0.3065612031476704,0.15694163519534285,,,2.39
rem:raw_pca+std,fakeddit@r0.25,0,10,0.1670655824169217,0.1721396252066698,0.1721396252066698,0.2917273050972653,0.1324266210485208,,,2.3
rem:raw_pca+std,fakeddit@r0.25,2,10,0.1593565365551822,0.23854549109724843,0.23854549109724843,0.29591943259324444,0.13128087784076134,,,2.47
rem:raw_pca+std,fakeddit@r0.25,1,10,0.1664329329571619,0.23276763610196616,0.23276763610196616,0.29629045780204727,0.1308874976755718,,,2.64
ceil:content_cca,fakeddit@r0.25,0,10,0.049719013571184724,0.052529579247821534,0.052529579247821534,0.11761855870428535,0.1074325919990832,,,2.42
ceil:content_cca,fakeddit@r0.25,1,10,0.05667573801281596,0.03828882727695282,0.03828882727695282,0.09937109750003113,0.1074104616665958,,,2.64
ceil:content_cca,fakeddit@r0.25,2,10,0.05273635175275243,0.045582100931599534,0.045582100931599534,0.10335499826478697,0.11171549586497413,,,2.41
ceil:content_cca_weighted,fakeddit@r0.25,1,10,0.06102714288850802,0.02994609390803027,0.02994609390803027,0.10397891005750286,0.1154733769929647,,,2.42
ceil:content_cca_weighted,fakeddit@r0.25,0,10,0.051159610441556626,0.06168516402695845,0.06168516402695845,0.1204293898746153,0.10798480099069292,,,2.49
ceil:raw_text,fakeddit@r0.25,0,10,0.07342674482886388,0.039631946214632174,0.039631946214632174,0.19171558935709807,0.20182540103250948,,,0.39
ceil:raw_text,fakeddit@r0.25,1,10,0.02588426004646433,0.013019004715216997,0.013019004715216997,0.13710771080561354,0.21409706233925468,,,0.31
ceil:raw_text,fakeddit@r0.25,2,10,0.05361492754867343,0.022750467616354908,0.022750467616354908,0.27179667492922494,0.25457510194161237,,,0.42
ceil:raw_image,fakeddit@r0.25,0,10,0.01523918466899031,0.011772120560252786,0.011772120560252786,0.0481232690131788,0.1258122989814303,,,0.56
ceil:raw_image,fakeddit@r0.25,1,10,0.06629226395592736,0.05179033895568286,0.05179033895568286,0.2198924913278644,0.20153597054952707,,,0.58
ceil:raw_image,fakeddit@r0.25,2,10,0.05801476257817749,0.056606325794578916,0.056606325794578916,0.17042802500790308,0.1540451594154017,,,0.58
ceil:raw_concat_pca16,fakeddit@r0.25,0,10,0.10554449586400541,0.12184020694756725,0.12184020694756725,0.23870815133715861,0.133834131473141,,,0.23
ceil:raw_concat_pca16,fakeddit@r0.25,1,10,0.10510313324465716,0.12066182949762094,0.12066182949762094,0.23508189162163434,0.13332627110931522,,,0.16
ceil:structure,fakeddit@r0.25,0,10,0.21016001781037336,0.19511081654698792,0.19511081654698792,0.27994307966845866,0.13491414579245947,,,0.12
ceil:structure,fakeddit@r0.25,1,10,0.20406892857627554,0.17598747955305782,0.17598747955305782,0.26939312961928996,0.13300178270773497,,,0.11
ceil:content_cca_weighted,fakeddit@r0.25,2,10,0.052201659196591324,0.03633536282495742,0.03633536282495742,0.1074067269584332,0.11924296802495486,,,2.22
ceil:raw_concat_pca16,fakeddit@r0.25,2,10,0.10294778929008751,0.10241217916898904,0.10241217916898904,0.24251111666993821,0.14354359838324185,,,0.17
ceil:structure,fakeddit@r0.25,2,10,0.20536380662284293,0.19356650716759516,0.19356650716759516,0.2719834785451402,0.1348657179054223,,,0.11
base:louvain,fakeddit@r0.25,2,8,0.22067372386349826,0.057939111662093756,0.057939111662093756,0.3392844734037019,0.29083552819944625,,,0.28
base:louvain,fakeddit@r0.25,0,9,0.21670854993895525,0.026228191380809562,0.026228191380809562,0.1802070175608178,0.24892566799599944,,,0.33
base:spectral_graph+content,fakeddit@r0.25,0,10,0.15026800585029598,0.29706218701122056,0.29706218701122056,0.5771699700221075,0.505092291934884,,,0.28
base:louvain,fakeddit@r0.25,1,9,0.21309665064354197,0.04049604607298507,0.04049604607298507,0.1427908741127824,0.2461193095010189,,,0.45
base:spectral_graph+content,fakeddit@r0.25,2,10,0.15116109442789688,0.2986240644866036,0.2986240644866036,0.5652484123336892,0.5047485489260474,,,0.38
base:spectral_graph+content,fakeddit@r0.25,1,10,0.14559016393013763,0.31981012987381785,0.31981012987381785,0.5569462543045791,0.5335418754256771,,,0.39
base:nfmcd_structure_only,fakeddit@r0.25,0,10,0.21016001781037336,0.19511081654698792,0.19511081654698792,0.27994307966845866,0.13491414579245947,,,0.12
base:nfmcd_structure_only,fakeddit@r0.25,1,10,0.20406892857627554,0.17598747955305782,0.17598747955305782,0.26939312961928996,0.13300178270773497,,,0.27
base:kmeans_content,fakeddit@r0.25,1,10,0.059931133289908324,0.05281184324661137,0.05281184324661137,0.2524321241732041,0.3080640691677653,,,0.64
base:kmeans_content,fakeddit@r0.25,0,10,0.06406249289158421,0.08148429537517676,0.08148429537517676,0.24440980048921568,0.27069755766412107,,,0.72
base:nfmcd_structure_only,fakeddit@r0.25,2,10,0.20536380662284293,0.19356650716759516,0.19356650716759516,0.2719834785451402,0.1348657179054223,,,0.19
base:kmeans_content,fakeddit@r0.25,2,10,0.06542818139448657,0.08074720016748604,0.08074720016748604,0.24196555843292858,0.27483072454287527,,,0.69
