exp,dataset,variant,seed,cond,metric,value
E1,fakeddit,default,0,tree_A_L4,cv_acc,0.3816666666666667
E1,fakeddit,default,0,tree_A_L6,fit_acc,0.3925
E1,fakeddit,default,0,tree_A_L6,cv_acc,0.3816666666666667
E1,fakeddit,default,0,tree_A_L8,fit_acc,0.3958333333333333
E1,fakeddit,default,0,tree_A_L8,cv_acc,0.38166666666666665
E1,fakeddit,default,0,tree_A_L12,fit_acc,0.4058333333333333
E1,fakeddit,default,0,tree_A_L12,cv_acc,0.38
E1,fakeddit,default,0,tree_A_L16,fit_acc,0.4091666666666667
E1,fakeddit,default,0,tree_A_L16,cv_acc,0.37666666666666665
E1,fakeddit,default,0,tree_A_L24,fit_acc,0.4216666666666667
E1,fakeddit,default,0,tree_A_L24,cv_acc,0.37
E1,fakeddit,default,0,tree_A_L32,fit_acc,0.4325
E1,fakeddit,default,0,tree_A_L32,cv_acc,0.37333333333333335
E1,fakeddit,default,0,tree_B_L2,fit_acc,0.5266666666666666
E1,fakeddit,default,0,tree_B_L2,cv_acc,0.5266666666666666
E1,fakeddit,default,0,tree_B_L3,fit_acc,0.6925
E1,fakeddit,default,0,tree_B_L3,cv_acc,0.6891666666666666
E1,fakeddit,default,0,tree_B_L4,fit_acc,0.7091666666666666
E1,fakeddit,default,0,tree_B_L4,cv_acc,0.7033333333333334
E1,fakeddit,default,0,tree_B_L6,fit_acc,0.735
E1,fakeddit,default,0,tree_B_L6,cv_acc,0.7241666666666666
E1,fakeddit,default,0,tree_B_L8,fit_acc,0.7525
E1,fakeddit,default,0,tree_B_L8,cv_acc,0.7166666666666667
E1,fakeddit,default,0,tree_B_L12,fit_acc,0.7658333333333334
E1,fakeddit,default,0,tree_B_L12,cv_acc,0.7233333333333334
E1,fakeddit,default,0,tree_B_L16,fit_acc,0.7783333333333333
E1,fakeddit,default,0,tree_B_L16,cv_acc,0.7291666666666667
E1,fakeddit,default,0,tree_B_L24,fit_acc,0.8033333333333333
E1,fakeddit,default,0,tree_B_L24,cv_acc,0.7291666666666666
E1,fakeddit,default,0,tree_B_L32,fit_acc,0.8175
E1,fakeddit,default,0,tree_B_L32,cv_acc,0.7241666666666667
E1,fakeddit,default,0,tree_C_L2,fit_acc,0.5266666666666666
E1,fakeddit,default,0,tree_C_L2,cv_acc,0.5266666666666666
E1,fakeddit,default,0,tree_C_L3,fit_acc,0.6925
E1,fakeddit,default,0,tree_C_L3,cv_acc,0.6891666666666666
E1,fakeddit,default,0,tree_C_L4,fit_acc,0.7091666666666666
E1,fakeddit,default,0,tree_C_L4,cv_acc,0.7033333333333334
E1,fakeddit,default,0,tree_C_L6,fit_acc,0.7333333333333333
E1,fakeddit,default,0,tree_C_L6,cv_acc,0.7058333333333333
E1,fakeddit,default,0,tree_C_L8,fit_acc,0.7458333333333333
E1,fakeddit,default,0,tree_C_L8,cv_acc,0.7125
E1,fakeddit,default,0,tree_C_L12,fit_acc,0.7525
E1,fakeddit,default,0,tree_C_L12,cv_acc,0.7249999999999999
E1,fakeddit,default,0,tree_C_L16,fit_acc,0.7566666666666667
E1,fakeddit,default,0,tree_C_L16,cv_acc,0.7183333333333334
E1,fakeddit,default,0,tree_C_L24,fit_acc,0.7658333333333334
E1,fakeddit,default,0,tree_C_L24,cv_acc,0.7083333333333334
E1,fakeddit,default,0,tree_C_L32,fit_acc,0.7883333333333333
E1,fakeddit,default,0,tree_C_L32,cv_acc,0.7025
E1,fakeddit,default,0,tree,majority_all,0.3616666666666667
_,fakeddit,default,0,core|fakeddit|default|0,_done,2.81
E2,fakeddit,default,1,all,recon_maxabs,4.996003610813204e-16
E2,fakeddit,default,1,all,n_with_content,1200
E2,fakeddit,default,1,all,n_nodes,1200
E2,fakeddit,default,1,all,flip_content_mean,0.24583333333333332
E2,fakeddit,default,1,all,flip_structure_mean,0.42333333333333334
E2,fakeddit,default,1,all,spearman_alpha_delta_mean,0.5466696203893764
E2,fakeddit,default,1,all,spearman_alpha_delta,0.4968422216989652
E2,fakeddit,default,1,all,spearman_posthoc_delta,0.2251686077559776
E2,fakeddit,default,1,all,spearman_normshare_delta,0.4968573311509244
E2,fakeddit,default,1,all,spearman_alpha_tvc,0.32127647112516633
E2,fakeddit,default,1,all,spearman_alpha_tvs,-0.301779822720049
E2,fakeddit,default,1,all,mean_tv_content,0.11648332597086636
E2,fakeddit,default,1,all,mean_tv_structure,0.14021291304664849
E2,fakeddit,default,1,all,flip_content,0.2575
E2,fakeddit,default,1,all,flip_structure,0.415
E2,fakeddit,default,1,all,alpha_std,0.12829520518373322
E2,fakeddit,default,1,all,flip_content_T1,0.19
E2,fakeddit,default,1,all,flip_structure_T1,0.5425
E2,fakeddit,default,1,all,alpha_mean_T1,0.4489059778775231
E2,fakeddit,default,1,all,flip_content_T2,0.3
E2,fakeddit,default,1,all,flip_structure_T2,0.365
E2,fakeddit,default,1,all,alpha_mean_T2,0.6302969030956913
E2,fakeddit,default,1,all,flip_content_T3,0.2825
E2,fakeddit,default,1,all,flip_structure_T3,0.3375
E2,fakeddit,default,1,all,alpha_mean_T3,0.6649611078619635
E1,fakeddit,default,1,rules,n_rules,5.0
E1,fakeddit,default,1,rules,fidelity,0.3975
E1,fakeddit,default,1,rules,coverage,1.0
E1,fakeddit,default,1,rules,majority_covered,0.385
E1,fakeddit,default,1,rules,majority_all,0.385
E1,fakeddit,default,1,rules,lift_pts,0.012500000000000011
E1,fakeddit,default,1,tree_A_L2,fit_acc,0.4175
E1,fakeddit,default,1,tree_A_L2,cv_acc,0.41
E1,fakeddit,default,1,tree_A_L3,fit_acc,0.4375
E1,fakeddit,default,1,tree_A_L3,cv_acc,0.43
E1,fakeddit,default,1,tree_A_L4,fit_acc,0.4375
E1,fakeddit,default,1,tree_A_L4,cv_acc,0.43
E1,fakeddit,default,1,tree_A_L6,fit_acc,0.4375
E1,fakeddit,default,1,tree_A_L6,cv_acc,0.43
E1,fakeddit,default,1,tree_A_L8,fit_acc,0.445
E1,fakeddit,default,1,tree_A_L8,cv_acc,0.42250000000000004
E1,fakeddit,default,1,tree_A_L12,fit_acc,0.45
E1,fakeddit,default,1,tree_A_L12,cv_acc,0.4083333333333333
E1,fakeddit,default,1,tree_A_L16,fit_acc,0.4558333333333333
E1,fakeddit,default,1,tree_A_L16,cv_acc,0.41083333333333333
E1,fakeddit,default,1,tree_A_L24,fit_acc,0.46416666666666667
E1,fakeddit,default,1,tree_A_L24,cv_acc,0.40249999999999997
E1,fakeddit,default,1,tree_A_L32,fit_acc,0.47583333333333333
E1,fakeddit,default,1,tree_A_L32,cv_acc,0.3875
E1,fakeddit,default,1,tree_B_L2,fit_acc,0.6241666666666666
E1,fakeddit,default,1,tree_B_L2,cv_acc,0.6241666666666668
E1,fakeddit,default,1,tree_B_L3,fit_acc,0.8216666666666667
E1,fakeddit,default,1,tree_B_L3,cv_acc,0.8166666666666667
E1,fakeddit,default,1,tree_B_L4,fit_acc,0.8216666666666667
E1,fakeddit,default,1,tree_B_L4,cv_acc,0.8183333333333334
E1,fakeddit,default,1,tree_B_L6,fit_acc,0.8275
E1,fakeddit,default,1,tree_B_L6,cv_acc,0.8083333333333333
E1,fakeddit,default,1,tree_B_L8,fit_acc,0.8308333333333333
E1,fakeddit,default,1,tree_B_L8,cv_acc,0.8083333333333333
E1,fakeddit,default,1,tree_B_L12,fit_acc,0.8466666666666667
E1,fakeddit,default,1,tree_B_L12,cv_acc,0.8074999999999999
E1,fakeddit,default,1,tree_B_L16,fit_acc,0.8508333333333333
E1,fakeddit,default,1,tree_B_L16,cv_acc,0.8016666666666665
E1,fakeddit,default,1,tree_B_L24,fit_acc,0.8658333333333333
E1,fakeddit,default,1,tree_B_L24,cv_acc,0.8125
E1,fakeddit,default,1,tree_B_L32,fit_acc,0.8733333333333333
E1,fakeddit,default,1,tree_B_L32,cv_acc,0.7983333333333332
E1,fakeddit,default,1,tree_C_L2,fit_acc,0.6241666666666666
E1,fakeddit,default,1,tree_C_L2,cv_acc,0.6241666666666668
E1,fakeddit,default,1,tree_C_L3,fit_acc,0.8216666666666667
E1,fakeddit,default,1,tree_C_L3,cv_acc,0.8166666666666667
E1,fakeddit,default,1,tree_C_L4,fit_acc,0.8216666666666667
E1,fakeddit,default,1,tree_C_L4,cv_acc,0.8183333333333334
E1,fakeddit,default,1,tree_C_L6,fit_acc,0.8333333333333334
E1,fakeddit,default,1,tree_C_L6,cv_acc,0.8100000000000002
E1,fakeddit,default,1,tree_C_L8,fit_acc,0.8366666666666667
E1,fakeddit,default,1,tree_C_L8,cv_acc,0.8041666666666668
E1,fakeddit,default,1,tree_C_L12,fit_acc,0.8466666666666667
E1,fakeddit,default,1,tree_C_L12,cv_acc,0.8074999999999999
E1,fakeddit,default,1,tree_C_L16,fit_acc,0.8541666666666666
E1,fakeddit,default,1,tree_C_L16,cv_acc,0.8083333333333333
E1,fakeddit,default,1,tree_C_L24,fit_acc,0.8641666666666666
E1,fakeddit,default,1,tree_C_L24,cv_acc,0.7991666666666667
E1,fakeddit,default,1,tree_C_L32,fit_acc,0.8716666666666667
E1,fakeddit,default,1,tree_C_L32,cv_acc,0.8025
E1,fakeddit,default,1,tree,majority_all,0.385
_,fakeddit,default,1,core|fakeddit|default|1,_done,2.69
E2,fakeddit,default,2,all,recon_maxabs,5.551115123125783e-16
E2,fakeddit,default,2,all,n_with_content,1200
E2,fakeddit,default,2,all,n_nodes,1200
E2,fakeddit,default,2,all,flip_content_mean,0.34833333333333333
E2,fakeddit,default,2,all,flip_structure_mean,0.6866666666666666
E2,fakeddit,default,2,all,spearman_alpha_delta_mean,0.5397088328894251
E2,fakeddit,default,2,all,spearman_alpha_delta,0.5030823311971975
E2,fakeddit,default,2,all,spearman_posthoc_delta,0.11990348769735572
E2,fakeddit,default,2,all,spearman_normshare_delta,0.5030825854740176
E2,fakeddit,default,2,all,spearman_alpha_tvc,0.35672284626924883
E2,fakeddit,default,2,all,spearman_alpha_tvs,-0.3788817919410564
E2,fakeddit,default,2,all,mean_tv_content,0.15711259484854176
E2,fakeddit,default,2,all,mean_tv_structure,0.17498601857293997
E2,fakeddit,default,2,all,flip_content,0.365
E2,fakeddit,default,2,all,flip_structure,0.67
E2,fakeddit,default,2,all,alpha_std,0.12656469330961911
E2,fakeddit,default,2,all,flip_content_T1,0.2775
E2,fakeddit,default,2,all,flip_structure_T1,0.7975
E2,fakeddit,default,2,all,alpha_mean_T1,0.4552037033799526
E2,fakeddit,default,2,all,flip_content_T2,0.4075
E2,fakeddit,default,2,all,flip_structure_T2,0.615
E2,fakeddit,default,2,all,alpha_mean_T2,0.6322450691976751
E2,fakeddit,default,2,all,flip_content_T3,0.41
E2,fakeddit,default,2,all,flip_structure_T3,0.5975
E2,fakeddit,default,2,all,alpha_mean_T3,0.664702136051151
E1,fakeddit,default,2,rules,n_rules,5.0
E1,fakeddit,default,2,rules,fidelity,0.3625
E1,fakeddit,default,2,rules,coverage,1.0
E1,fakeddit,default,2,rules,majority_covered,0.3283333333333333
E1,fakeddit,default,2,rules,majority_all,0.3283333333333333
E1,fakeddit,default,2,rules,lift_pts,0.03416666666666668
E1,fakeddit,default,2,tree_A_L2,fit_acc,0.37
E1,fakeddit,default,2,tree_A_L2,cv_acc,0.355
E1,fakeddit,default,2,tree_A_L3,fit_acc,0.3875
E1,fakeddit,default,2,tree_A_L3,cv_acc,0.3725
E1,fakeddit,default,2,tree_A_L4,fit_acc,0.3875
E1,fakeddit,default,2,tree_A_L4,cv_acc,0.3725
E1,fakeddit,default,2,tree_A_L6,fit_acc,0.3875
E1,fakeddit,default,2,tree_A_L6,cv_acc,0.37416666666666665
E1,fakeddit,default,2,tree_A_L8,fit_acc,0.4041666666666667
E1,fakeddit,default,2,tree_A_L8,cv_acc,0.3825
E1,fakeddit,default,2,tree_A_L12,fit_acc,0.4091666666666667
E1,fakeddit,default,2,tree_A_L12,cv_acc,0.37833333333333335
E1,fakeddit,default,2,tree_A_L16,fit_acc,0.4166666666666667
E1,fakeddit,default,2,tree_A_L16,cv_acc,0.37666666666666665
E1,fakeddit,default,2,tree_A_L24,fit_acc,0.42333333333333334
E1,fakeddit,default,2,tree_A_L24,cv_acc,0.37249999999999994
E1,fakeddit,default,2,tree_A_L32,fit_acc,0.42833333333333334
E1,fakeddit,default,2,tree_A_L32,cv_acc,0.3675
E1,fakeddit,default,2,tree_B_L2,fit_acc,0.5808333333333333
E1,fakeddit,default,2,tree_B_L2,cv_acc,0.5808333333333333
E1,fakeddit,default,2,tree_B_L3,fit_acc,0.7466666666666667
E1,fakeddit,default,2,tree_B_L3,cv_acc,0.7466666666666667
E1,fakeddit,default,2,tree_B_L4,fit_acc,0.7466666666666667
E1,fakeddit,default,2,tree_B_L4,cv_acc,0.7466666666666667
E1,fakeddit,default,2,tree_B_L6,fit_acc,0.7508333333333334
E1,fakeddit,default,2,tree_B_L6,cv_acc,0.745
E1,fakeddit,default,2,tree_B_L8,fit_acc,0.76
E1,fakeddit,default,2,tree_B_L8,cv_acc,0.7433333333333334
E1,fakeddit,default,2,tree_B_L12,fit_acc,0.7683333333333333
E1,fakeddit,default,2,tree_B_L12,cv_acc,0.7391666666666666
E1,fakeddit,default,2,tree_B_L16,fit_acc,0.7733333333333333
E1,fakeddit,default,2,tree_B_L16,cv_acc,0.7341666666666666
E1,fakeddit,default,2,tree_B_L24,fit_acc,0.7783333333333333
E1,fakeddit,default,2,tree_B_L24,cv_acc,0.7175
E1,fakeddit,default,2,tree_B_L32,fit_acc,0.795
E1,fakeddit,default,2,tree_B_L32,cv_acc,0.7075
E1,fakeddit,default,2,tree_C_L2,fit_acc,0.5808333333333333
E1,fakeddit,default,2,tree_C_L2,cv_acc,0.5808333333333333
E1,fakeddit,default,2,tree_C_L3,fit_acc,0.7466666666666667
E1,fakeddit,default,2,tree_C_L3,cv_acc,0.7466666666666667
E1,fakeddit,default,2,tree_C_L4,fit_acc,0.7466666666666667
E1,fakeddit,default,2,tree_C_L4,cv_acc,0.7441666666666666
E1,fakeddit,default,2,tree_C_L6,fit_acc,0.7525
E1,fakeddit,default,2,tree_C_L6,cv_acc,0.7416666666666666
E1,fakeddit,default,2,tree_C_L8,fit_acc,0.7566666666666667
E1,fakeddit,default,2,tree_C_L8,cv_acc,0.7425
E1,fakeddit,default,2,tree_C_L12,fit_acc,0.7641666666666667
E1,fakeddit,default,2,tree_C_L12,cv_acc,0.7399999999999999
E1,fakeddit,default,2,tree_C_L16,fit_acc,0.7666666666666667
E1,fakeddit,default,2,tree_C_L16,cv_acc,0.7316666666666667
E1,fakeddit,default,2,tree_C_L24,fit_acc,0.78
E1,fakeddit,default,2,tree_C_L24,cv_acc,0.7166666666666667
E1,fakeddit,default,2,tree_C_L32,fit_acc,0.7916666666666666
E1,fakeddit,default,2,tree_C_L32,cv_acc,0.7033333333333334
E1,fakeddit,default,2,tree,majority_all,0.3283333333333333
_,fakeddit,default,2,core|fakeddit|default|2,_done,2.61
E2,fakeddit,default,3,all,recon_maxabs,6.106226635438361e-16
E2,fakeddit,default,3,all,n_with_content,1200
E2,fakeddit,default,3,all,n_nodes,1200
E2,fakeddit,default,3,all,flip_content_mean,0.24083333333333334
E2,fakeddit,default,3,all,flip_structure_mean,0.53
E2,fakeddit,default,3,all,spearman_alpha_delta_mean,0.5508887313145423
E2,fakeddit,default,3,all,spearman_alpha_delta,0.5025102654276682
E2,fakeddit,default,3,all,spearman_posthoc_delta,0.11293453348393737
E2,fakeddit,default,3,all,spearman_normshare_delta,0.5025104045211143
E2,fakeddit,default,3,all,spearman_alpha_tvc,0.3819780849839041
E2,fakeddit,default,3,all,spearman_alpha_tvs,-0.3676858857027144
E2,fakeddit,default,3,all,mean_tv_content,0.1557065115320465
E2,fakeddit,default,3,all,mean_tv_structure,0.178340183514846
E2,fakeddit,default,3,all,flip_content,0.255
E2,fakeddit,default,3,all,flip_structure,0.5316666666666666
E2,fakeddit,default,3,all,alpha_std,0.12873833417270766
E2,fakeddit,default,3,all,flip_content_T1,0.1875
E2,fakeddit,default,3,all,flip_structure_T1,0.61
E2,fakeddit,default,3,all,alpha_mean_T1,0.44757078829587277
E2,fakeddit,default,3,all,flip_content_T2,0.26
E2,fakeddit,default,3,all,flip_structure_T2,0.52
E2,fakeddit,default,3,all,alpha_mean_T2,0.6313659205100605
E2,fakeddit,default,3,all,flip_content_T3,0.3175
E2,fakeddit,default,3,all,flip_structure_T3,0.465
E2,fakeddit,default,3,all,alpha_mean_T3,0.6649766833523557
E1,fakeddit,default,3,rules,n_rules,5.0
E1,fakeddit,default,3,rules,fidelity,0.3516666666666667
E1,fakeddit,default,3,rules,coverage,1.0
E1,fakeddit,default,3,rules,majority_covered,0.32166666666666666
E1,fakeddit,default,3,rules,majority_all,0.32166666666666666
E1,fakeddit,default,3,rules,lift_pts,0.030000000000000027
E1,fakeddit,default,3,tree_A_L2,fit_acc,0.36666666666666664
E1,fakeddit,default,3,tree_A_L2,cv_acc,0.36083333333333334
E1,fakeddit,default,3,tree_A_L3,fit_acc,0.38416666666666666
E1,fakeddit,default,3,tree_A_L3,cv_acc,0.37833333333333335
E1,fakeddit,default,3,tree_A_L4,fit_acc,0.38416666666666666
E1,fakeddit,default,3,tree_A_L4,cv_acc,0.37833333333333335
E1,fakeddit,default,3,tree_A_L6,fit_acc,0.38416666666666666
E1,fakeddit,default,3,tree_A_L6,cv_acc,0.37833333333333335
E1,fakeddit,default,3,tree_A_L8,fit_acc,0.3883333333333333
E1,fakeddit,default,3,tree_A_L8,cv_acc,0.3808333333333333
E1,fakeddit,default,3,tree_A_L12,fit_acc,0.4
E1,fakeddit,default,3,tree_A_L12,cv_acc,0.3791666666666667
E1,fakeddit,default,3,tree_A_L16,fit_acc,0.41
E1,fakeddit,default,3,tree_A_L16,cv_acc,0.37333333333333335
E1,fakeddit,default,3,tree_A_L24,fit_acc,0.42
E1,fakeddit,default,3,tree_A_L24,cv_acc,0.3575
E1,fakeddit,default,3,tree_A_L32,fit_acc,0.43333333333333335
E1,fakeddit,default,3,tree_A_L32,cv_acc,0.35083333333333333
E1,fakeddit,default,3,tree_B_L2,fit_acc,0.5633333333333334
E1,fakeddit,default,3,tree_B_L2,cv_acc,0.5591666666666667
E1,fakeddit,default,3,tree_B_L3,fit_acc,0.7291666666666666
E1,fakeddit,default,3,tree_B_L3,cv_acc,0.725
E1,fakeddit,default,3,tree_B_L4,fit_acc,0.795
E1,fakeddit,default,3,tree_B_L4,cv_acc,0.7825
E1,fakeddit,default,3,tree_B_L6,fit_acc,0.8
E1,fakeddit,default,3,tree_B_L6,cv_acc,0.7883333333333333
E1,fakeddit,default,3,tree_B_L8,fit_acc,0.8
E1,fakeddit,default,3,tree_B_L8,cv_acc,0.7816666666666667
E1,fakeddit,default,3,tree_B_L12,fit_acc,0.8091666666666667
E1,fakeddit,default,3,tree_B_L12,cv_acc,0.775
E1,fakeddit,default,3,tree_B_L16,fit_acc,0.82
E1,fakeddit,default,3,tree_B_L16,cv_acc,0.7666666666666667
E1,fakeddit,default,3,tree_B_L24,fit_acc,0.8358333333333333
E1,fakeddit,default,3,tree_B_L24,cv_acc,0.7583333333333334
E1,fakeddit,default,3,tree_B_L32,fit_acc,0.855
E1,fakeddit,default,3,tree_B_L32,cv_acc,0.7541666666666667
E1,fakeddit,default,3,tree_C_L2,fit_acc,0.5633333333333334
E1,fakeddit,default,3,tree_C_L2,cv_acc,0.5591666666666667
E1,fakeddit,default,3,tree_C_L3,fit_acc,0.7291666666666666
E1,fakeddit,default,3,tree_C_L3,cv_acc,0.725
E1,fakeddit,default,3,tree_C_L4,fit_acc,0.795
E1,fakeddit,default,3,tree_C_L4,cv_acc,0.7825
E1,fakeddit,default,3,tree_C_L6,fit_acc,0.8025
E1,fakeddit,default,3,tree_C_L6,cv_acc,0.7791666666666666
E1,fakeddit,default,3,tree_C_L8,fit_acc,0.8025
E1,fakeddit,default,3,tree_C_L8,cv_acc,0.7825
E1,fakeddit,default,3,tree_C_L12,fit_acc,0.8158333333333333
E1,fakeddit,default,3,tree_C_L12,cv_acc,0.7783333333333333
E1,fakeddit,default,3,tree_C_L16,fit_acc,0.8208333333333333
E1,fakeddit,default,3,tree_C_L16,cv_acc,0.7783333333333333
E1,fakeddit,default,3,tree_C_L24,fit_acc,0.8366666666666667
E1,fakeddit,default,3,tree_C_L24,cv_acc,0.7675000000000001
E1,fakeddit,default,3,tree_C_L32,fit_acc,0.8458333333333333
E1,fakeddit,default,3,tree_C_L32,cv_acc,0.7641666666666668
E1,fakeddit,default,3,tree,majority_all,0.32166666666666666
_,fakeddit,default,3,core|fakeddit|default|3,_done,2.59
E2,fakeddit,default,4,all,recon_maxabs,8.326672684688674e-16
E2,fakeddit,default,4,all,n_with_content,1200
E2,fakeddit,default,4,all,n_nodes,1200
E2,fakeddit,default,4,all,flip_content_mean,0.2941666666666667
E2,fakeddit,default,4,all,flip_structure_mean,0.37833333333333335
E2,fakeddit,default,4,all,spearman_alpha_delta_mean,0.4527017774858085
E2,fakeddit,default,4,all,spearman_alpha_delta,0.46611630413371336
E2,fakeddit,default,4,all,spearman_posthoc_delta,-0.03056561150389688
E2,fakeddit,default,4,all,spearman_normshare_delta,0.4661350181493182
E2,fakeddit,default,4,all,spearman_alpha_tvc,0.24658466743153212
E2,fakeddit,default,4,all,spearman_alpha_tvs,-0.3558521531814264
E2,fakeddit,default,4,all,mean_tv_content,0.09997553645435306
E2,fakeddit,default,4,all,mean_tv_structure,0.128772149930552
E2,fakeddit,default,4,all,flip_content,0.2991666666666667
E2,fakeddit,default,4,all,flip_structure,0.38916666666666666
E2,fakeddit,default,4,all,alpha_std,0.1283427467719286
E2,fakeddit,default,4,all,flip_content_T1,0.35
E2,fakeddit,default,4,all,flip_structure_T1,0.5
E2,fakeddit,default,4,all,alpha_mean_T1,0.44875029115237175
E2,fakeddit,default,4,all,flip_content_T2,0.3125
E2,fakeddit,default,4,all,flip_structure_T2,0.3675
E2,fakeddit,default,4,all,alpha_mean_T2,0.6304836824515868
E2,fakeddit,default,4,all,flip_content_T3,0.235
E2,fakeddit,default,4,all,flip_structure_T3,0.3
E2,fakeddit,default,4,all,alpha_mean_T3,0.6646695874183649
E1,fakeddit,default,4,rules,n_rules,5.0
E1,fakeddit,default,4,rules,fidelity,0.36333333333333334
E1,fakeddit,default,4,rules,coverage,1.0
E1,fakeddit,default,4,rules,majority_covered,0.3475
E1,fakeddit,default,4,rules,majority_all,0.3475
E1,fakeddit,default,4,rules,lift_pts,0.015833333333333366
E1,fakeddit,default,4,tree_A_L2,fit_acc,0.3616666666666667
E1,fakeddit,default,4,tree_A_L2,cv_acc,0.35416666666666663
E1,fakeddit,default,4,tree_A_L3,fit_acc,0.385
E1,fakeddit,default,4,tree_A_L3,cv_acc,0.38166666666666665
E1,fakeddit,default,4,tree_A_L4,fit_acc,0.39166666666666666
E1,fakeddit,default,4,tree_A_L4,cv_acc,0.3833333333333333
E1,fakeddit,default,4,tree_A_L6,fit_acc,0.3925
E1,fakeddit,default,4,tree_A_L6,cv_acc,0.37333333333333335
E1,fakeddit,default,4,tree_A_L8,fit_acc,0.41333333333333333
E1,fakeddit,default,4,tree_A_L8,cv_acc,0.37333333333333335
E1,fakeddit,default,4,tree_A_L12,fit_acc,0.42083333333333334
E1,fakeddit,default,4,tree_A_L12,cv_acc,0.38
E1,fakeddit,default,4,tree_A_L16,fit_acc,0.4225
E1,fakeddit,default,4,tree_A_L16,cv_acc,0.3758333333333333
E1,fakeddit,default,4,tree_A_L24,fit_acc,0.43583333333333335
E1,fakeddit,default,4,tree_A_L24,cv_acc,0.37
E1,fakeddit,default,4,tree_A_L32,fit_acc,0.44416666666666665
E1,fakeddit,default,4,tree_A_L32,cv_acc,0.36833333333333335
E1,fakeddit,default,4,tree_B_L2,fit_acc,0.505
E1,fakeddit,default,4,tree_B_L2,cv_acc,0.49333333333333335
E1,fakeddit,default,4,tree_B_L3,fit_acc,0.7016666666666667
E1,fakeddit,default,4,tree_B_L3,cv_acc,0.6849999999999999
E1,fakeddit,default,4,tree_B_L4,fit_acc,0.7125
E1,fakeddit,default,4,tree_B_L4,cv_acc,0.6891666666666667
E1,fakeddit,default,4,tree_B_L6,fit_acc,0.7516666666666667
E1,fakeddit,default,4,tree_B_L6,cv_acc,0.73
E1,fakeddit,default,4,tree_B_L8,fit_acc,0.76
E1,fakeddit,default,4,tree_B_L8,cv_acc,0.7266666666666666
E1,fakeddit,default,4,tree_B_L12,fit_acc,0.7691666666666667
E1,fakeddit,default,4,tree_B_L12,cv_acc,0.7208333333333333
E1,fakeddit,default,4,tree_B_L16,fit_acc,0.78
E1,fakeddit,default,4,tree_B_L16,cv_acc,0.7166666666666666
E1,fakeddit,default,4,tree_B_L24,fit_acc,0.8008333333333333
E1,fakeddit,default,4,tree_B_L24,cv_acc,0.71
E1,fakeddit,default,4,tree_B_L32,fit_acc,0.8208333333333333
E1,fakeddit,default,4,tree_B_L32,cv_acc,0.7066666666666668
E1,fakeddit,default,4,tree_C_L2,fit_acc,0.505
E1,fakeddit,default,4,tree_C_L2,cv_acc,0.49333333333333335
E1,fakeddit,default,4,tree_C_L3,fit_acc,0.7016666666666667
E1,fakeddit,default,4,tree_C_L3,cv_acc,0.6849999999999999
E1,fakeddit,default,4,tree_C_L4,fit_acc,0.7125
E1,fakeddit,default,4,tree_C_L4,cv_acc,0.6958333333333333
E1,fakeddit,default,4,tree_C_L6,fit_acc,0.74
E1,fakeddit,default,4,tree_C_L6,cv_acc,0.7158333333333334
E1,fakeddit,default,4,tree_C_L8,fit_acc,0.74
E1,fakeddit,default,4,tree_C_L8,cv_acc,0.7175
E1,fakeddit,default,4,tree_C_L12,fit_acc,0.7483333333333333
E1,fakeddit,default,4,tree_C_L12,cv_acc,0.7133333333333333
E1,fakeddit,default,4,tree_C_L16,fit_acc,0.7625
E1,fakeddit,default,4,tree_C_L16,cv_acc,0.7125
E1,fakeddit,default,4,tree_C_L24,fit_acc,0.7783333333333333
E1,fakeddit,default,4,tree_C_L24,cv_acc,0.7016666666666667
E1,fakeddit,default,4,tree_C_L32,fit_acc,0.7983333333333333
E1,fakeddit,default,4,tree_C_L32,cv_acc,0.6900000000000001
E1,fakeddit,default,4,tree,majority_all,0.3475
_,fakeddit,default,4,core|fakeddit|default|4,_done,2.58
E2,fakeddit,robust,0,all,recon_maxabs,0.0
E2,fakeddit,robust,0,all,n_with_content,1200
E2,fakeddit,robust,0,all,n_nodes,1200
E2,fakeddit,robust,0,all,flip_content_mean,0.2125
E2,fakeddit,robust,0,all,flip_structure_mean,0.6708333333333333
E2,fakeddit,robust,0,all,spearman_alpha_delta_mean,0.4564903233765666
E2,fakeddit,robust,0,all,spearman_alpha_delta,0.4530871039539056
E2,fakeddit,robust,0,all,spearman_posthoc_delta,-0.010824979739569265
E2,fakeddit,robust,0,all,spearman_normshare_delta,0.45256274483523945
E2,fakeddit,robust,0,all,spearman_alpha_tvc,0.34665273029676524
E2,fakeddit,robust,0,all,spearman_alpha_tvs,-0.46068614137090563
E2,fakeddit,robust,0,all,mean_tv_content,0.18373121259385045
E2,fakeddit,robust,0,all,mean_tv_structure,0.4718854057745023
E2,fakeddit,robust,0,all,flip_content,0.21
E2,fakeddit,robust,0,all,flip_structure,0.7075
E2,fakeddit,robust,0,all,alpha_std,0.13009454779299062
E2,fakeddit,robust,0,all,flip_content_T1,0.1325
E2,fakeddit,robust,0,all,flip_structure_T1,0.8525
E2,fakeddit,robust,0,all,alpha_mean_T1,0.44356947854232937
E2,fakeddit,robust,0,all,flip_content_T2,0.235
E2,fakeddit,robust,0,all,flip_structure_T2,0.68
E2,fakeddit,robust,0,all,alpha_mean_T2,0.6299986088845057
