dataset,seed,phase,param,cfg,m,alpha_min,alpha_max,sd_mult,common_dim,anfis,modularity,onmi,f1,error,secs
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale1.5"", ""cd"": 32, ""m"": 1.5, ""sd"": 1.5}",1.5,0.15,0.85,1.5,32,scale1.5,0.810932613731349,0.0,0.22860684736010548,,12.48
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.5505945066224961,0.02187868767072121,0.10877351524226457,,5.39
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale1.5"", ""cd"": 32, ""m"": 1.5, ""sd"": 1.5}",1.5,0.15,0.85,1.5,32,scale1.5,0.3873640403047753,0.2812705619634137,0.15173074340129483,,14.09
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale1.5"", ""cd"": 32, ""m"": 1.5, ""sd"": 1.5}",1.5,0.15,0.85,1.5,32,scale1.5,0.38765438116047424,0.23641285763319364,0.1590292114938165,,14.62
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale1.5"", ""cd"": 32, ""m"": 1.5, ""sd"": 1.5}",1.5,0.15,0.85,1.5,32,scale1.5,0.38769693229418656,0.23604030283560884,0.15344501246411277,,15.69
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.8305830168940167,0.4839522142158226,0.6778238194366842,,0.14
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.8374802437824446,0.40294155931823095,0.6050428912480803,,0.14
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.8320926716261765,0.49792585676348544,0.6513010274264571,,0.14
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.7038724523339908,0.37195414604318566,0.7288910239611245,,0.02
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.7038724523339908,0.37195414604318566,0.7288910239611245,,0.02
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.7038724523339908,0.37195414604318566,0.7288910239611245,,0.03
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.4951672640893452,0.014647820591344729,0.08641338651741842,,8.08
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.5253522659996073,0.6208430741704491,0.5029114951361051,,2.17
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.5239735923553198,0.5513717609674892,0.5194116479331773,,2.34
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.6276123165945815,0.002915016254837699,0.12931418361807115,,7.44
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.5224895314559619,0.5505976833449582,0.5107064286074495,,2.19
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.3885249960215215,0.3790282792746107,0.13963450314333298,,6.73
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.3887714001799806,0.3731728635502566,0.139466363397778,,7.11
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8716605380315176,0.014640460157382629,0.24594719271036672,,4.41
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.3885366857184094,0.28882247363819147,0.1432073120066473,,11.03
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8082237232503559,0.37834245108425135,0.48119098024070656,,0.17
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8024853360896622,0.3698444436306796,0.5275922105187902,,0.17
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.7961125018233491,0.32084620665500285,0.4977990427779154,,0.23
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.6800756081525312,0.3697594948122036,0.6472139660159615,,0.03
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.6800756081525312,0.3697594948122036,0.6472139660159615,,0.02
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.6800756081525312,0.3697594948122036,0.6472139660159615,,0.02
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.2757984077307794,0.23515978456468178,0.20128834307649712,,7.83
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8623337811175881,0.019089593726778986,0.23754277745248611,,9.31
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.47414847286169404,0.4296215007097235,0.36491929149948205,,3.83
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.2631091398325428,0.28681429376832634,0.20186237680788316,,7.62
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.273233796530512,0.29326227559885476,0.21011182251079813,,7.27
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.4684249491921726,0.42945129904237844,0.36460255738756536,,3.36
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.47098053783145155,0.4256318927319078,0.3636109572247,,3.42
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8509011203261104,0.009935265187873799,0.24105483654645335,,13.11
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.5505945066224961,0.02187868767072121,0.10877351524226457,,5.16
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.8305830168940167,0.4839522142158226,0.6778238194366842,,0.12
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.8374802437824446,0.40294155931823095,0.6050428912480803,,0.14
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.8320926716261765,0.49792585676348544,0.6513010274264571,,0.14
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.7038724523339908,0.37195414604318566,0.7288910239611245,,0.02
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.7038724523339908,0.37195414604318566,0.7288910239611245,,0.03
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.7038724523339908,0.37195414604318566,0.7288910239611245,,0.03
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.12666983260746936,0.21387031153853342,0.4545491069632166,,1.12
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.6276123165945815,0.002915016254837699,0.12931418361807115,,5.12
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.12394156199308008,0.22367796425672026,0.4650042845046122,,0.84
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.05438536701101119,0.12257527148816305,0.3673008013705092,,1.02
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.4951672640893452,0.014647820591344729,0.08641338651741842,,8.3
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8699499982444654,0.01398898655495473,0.2443906276835264,,3.45
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8668904997844675,0.01531787138624785,0.24412471835845015,,4.11
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.09306360397202777,0.0684035596584831,0.28179317101041956,,3.12
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.09468547456292972,0.07421049988429651,0.3001854111148835,,2.78
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8424452433197451,0.28594871215023077,0.5031241809591468,,0.12
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8031812150328673,0.3179208162649827,0.4844518678399843,,0.09
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8443658378335421,0.29160280391025484,0.5325336938321648,,0.16
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.6800756081525312,0.36823858819261024,0.6428420434079185,,0.02
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.6800756081525312,0.36823858819261024,0.6428420434079185,,0.02
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.6800756081525312,0.36823858819261024,0.6428420434079185,,0.02
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.3887973946258393,0.3790282792746107,0.13963450314333298,,13.25
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.3724492905939971,0.5741060121237981,0.6169181815492183,,1.38
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.08901408911706356,0.0672483578546701,0.28555426932058914,,2.64
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.3887973946258393,0.3790282792746107,0.13963450314333298,,14.22
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.37366203892919014,0.5772056253962509,0.618928758368811,,1.06
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.36614402425605447,0.5722191490227421,0.6181146133129615,,1.36
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.3887973946258393,0.3790282792746107,0.13963450314333298,,13.78
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8683090897449931,0.012057574432937979,0.256682998527171,,9.7
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8738967055254492,0.0,0.244892062802347,,2.55
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8476222480497352,0.6747589549181847,0.7336848796640583,,0.06
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8476222480497352,0.6747589549181847,0.7336848796640583,,0.08
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8316578779927107,0.580829091827785,0.6842486186638308,,0.06
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.7180900723208414,0.535887821000959,0.7513584402324021,,0.02
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.7180900723208414,0.535887821000959,0.7513584402324021,,0.02
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.7021729125575279,0.4745067193291904,0.7222430977112624,,0.02
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.3184332182636155,0.45392409321450655,0.5995789939519396,,0.97
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8793817921854222,0.012546497684847724,0.2494193273775462,,3.69
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.33213161600498964,0.49131478158664754,0.6201687406984997,,1.16
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.3449087143288501,0.7730188483930474,0.8197852273905927,,3.83
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.2612331377794625,0.564487328019359,0.5849840355677226,,4.16
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.34114894114257777,0.4807563251343242,0.5995589120880856,,0.97
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.2624780554607763,0.5678784347979913,0.5905259834110498,,4.59
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.8810108987717453,0.0,0.24594806153393486,,1.61
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8584900455288305,0.01185108396776724,0.25245677131685296,,6.45
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.8278851135757042,0.5529702135395057,0.7065509004408654,,0.14
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.8147450395751741,0.4340044783928725,0.6270919264151359,,0.12
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.827936219636334,0.6149038190959741,0.7144154758937545,,0.14
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.5604700854700855,0.6417306370287595,0.6370431893687708,,0.03
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.5604700854700855,0.6417306370287595,0.6370431893687708,,0.03
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.7179717291255754,0.6373282179935608,0.8352363258193753,,0.03
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.2257843007829466,0.3878882976040525,0.49604957339191663,,2.5
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.23310512157090466,0.3723227979339103,0.5082389052595759,,2.22
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.22092710750312208,0.35270015632189433,0.5027390659516822,,2.23
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.869023695586173,0.0,0.2527802641132884,,3.81
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.48025294279999,0.6257394471067522,0.728743909083071,,2.0
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.8713663753462755,0.0,0.26831899756477634,,4.09
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.4784110296234412,0.6327325105842846,0.7291662285690464,,1.92
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.47693136160291716,0.6297320265938943,0.7281580546553433,,2.17
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8699395240465456,0.026210939200164485,0.2584064021447418,,2.5
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8370789762475761,0.5063439012634242,0.6644975877847271,,0.12
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8212983135261405,0.40510215625448587,0.5438787921750078,,0.12
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8390024462941963,0.5236539929347943,0.6449107611837825,,0.11
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.7045036160420776,0.40382433512082494,0.6819415647109099,,0.03
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.7045036160420776,0.40382433512082494,0.6819415647109099,,0.02
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.6831525312294543,0.3137291254770478,0.6586112814706484,,0.02
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8756287838039986,0.02168298042831096,0.2639796006596018,,3.52
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8720368715370606,0.039866799171532685,0.2702034348302884,,5.47
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 32, ""m"": 1.3, ""sd"": 1.5}",1.3,0.15,0.85,1.5,32,shift+0.1,0.4933352079072153,0.5975187338058225,0.6037359113983201,,3.77
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.29693374281715107,0.33117487061787787,0.3702834056143084,,6.84
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.28338997718763614,0.4006463698267029,0.32342767385441923,,6.88
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 32, ""m"": 1.3, ""sd"": 1.5}",1.3,0.15,0.85,1.5,32,shift+0.1,0.4443213694603131,0.6719223784526134,0.588582811699662,,4.61
