diagnostic,dataset,seed,variant,metric,value
d1_alpha_conf,crisismmd,0,image_only,conf_q75,0.000000
d1_alpha_conf,crisismmd,0,image_only,conf_q95,0.000000
d1_alpha_conf,crisismmd,0,image_only,n_flag_both,0.000000
d1_alpha_conf,crisismmd,0,image_only,n_flag_single,800.000000
d1_alpha_conf,crisismmd,1,image_only,onmi,0.654747
d1_alpha_conf,crisismmd,1,image_only,alpha_n,800.000000
d1_alpha_conf,crisismmd,1,image_only,alpha_mean,0.150000
d1_alpha_conf,crisismmd,1,image_only,alpha_sd,0.000000
d1_alpha_conf,crisismmd,1,image_only,alpha_q05,0.150000
d1_alpha_conf,crisismmd,1,image_only,alpha_q25,0.150000
d1_alpha_conf,crisismmd,1,image_only,alpha_q50,0.150000
d1_alpha_conf,crisismmd,1,image_only,alpha_q75,0.150000
d1_alpha_conf,crisismmd,1,image_only,alpha_q95,0.150000
d1_alpha_conf,crisismmd,1,image_only,conf_n,800.000000
d1_alpha_conf,crisismmd,1,image_only,conf_mean,0.000000
d1_alpha_conf,crisismmd,1,image_only,conf_sd,0.000000
d1_alpha_conf,crisismmd,1,image_only,conf_q05,0.000000
d1_alpha_conf,crisismmd,1,image_only,conf_q25,0.000000
d1_alpha_conf,crisismmd,1,image_only,conf_q50,0.000000
d1_alpha_conf,crisismmd,1,image_only,conf_q75,0.000000
d1_alpha_conf,crisismmd,1,image_only,conf_q95,0.000000
d1_alpha_conf,crisismmd,1,image_only,n_flag_both,0.000000
d1_alpha_conf,crisismmd,1,image_only,n_flag_single,800.000000
d1_alpha_conf,crisismmd,2,image_only,onmi,0.654216
d1_alpha_conf,crisismmd,2,image_only,alpha_n,800.000000
d1_alpha_conf,crisismmd,2,image_only,alpha_mean,0.150000
d1_alpha_conf,crisismmd,2,image_only,alpha_sd,0.000000
d1_alpha_conf,crisismmd,2,image_only,alpha_q05,0.150000
d1_alpha_conf,crisismmd,2,image_only,alpha_q25,0.150000
d1_alpha_conf,crisismmd,2,image_only,alpha_q50,0.150000
d1_alpha_conf,crisismmd,2,image_only,alpha_q75,0.150000
d1_alpha_conf,crisismmd,2,image_only,alpha_q95,0.150000
d1_alpha_conf,crisismmd,2,image_only,conf_n,800.000000
d1_alpha_conf,crisismmd,2,image_only,conf_mean,0.000000
d1_alpha_conf,crisismmd,2,image_only,conf_sd,0.000000
d1_alpha_conf,crisismmd,2,image_only,conf_q05,0.000000
d1_alpha_conf,crisismmd,2,image_only,conf_q25,0.000000
d1_alpha_conf,crisismmd,2,image_only,conf_q50,0.000000
d1_alpha_conf,crisismmd,2,image_only,conf_q75,0.000000
d1_alpha_conf,crisismmd,2,image_only,conf_q95,0.000000
d1_alpha_conf,crisismmd,2,image_only,n_flag_both,0.000000
d1_alpha_conf,crisismmd,2,image_only,n_flag_single,800.000000
d2_alpha_sweep,crisismmd,0,a=0.02,onmi,0.604266
d2_alpha_sweep,crisismmd,0,a=0.15,onmi,0.692087
d2_alpha_sweep,crisismmd,0,a=0.3,onmi,0.727217
d2_alpha_sweep,crisismmd,0,a=0.5,onmi,0.663226
d2_alpha_sweep,crisismmd,0,a=0.7,onmi,0.348149
d2_alpha_sweep,crisismmd,0,a=0.85,onmi,0.043781
d2_alpha_sweep,crisismmd,0,a=0.98,onmi,0.147714
d2_alpha_sweep,crisismmd,1,a=0.02,onmi,0.607245
d2_alpha_sweep,crisismmd,1,a=0.15,onmi,0.702945
d2_alpha_sweep,crisismmd,1,a=0.3,onmi,0.644625
d2_alpha_sweep,crisismmd,1,a=0.5,onmi,0.681917
d2_alpha_sweep,crisismmd,1,a=0.7,onmi,0.127423
d2_alpha_sweep,crisismmd,1,a=0.85,onmi,0.173086
d2_alpha_sweep,crisismmd,1,a=0.98,onmi,0.099111
d2_alpha_sweep,crisismmd,2,a=0.02,onmi,0.604012
d2_alpha_sweep,crisismmd,2,a=0.15,onmi,0.558783
d2_alpha_sweep,crisismmd,2,a=0.3,onmi,0.699898
d2_alpha_sweep,crisismmd,2,a=0.5,onmi,0.696652
d2_alpha_sweep,crisismmd,2,a=0.7,onmi,0.179244
d2_alpha_sweep,crisismmd,2,a=0.85,onmi,0.056524
d2_alpha_sweep,crisismmd,2,a=0.98,onmi,0.117288
d3_content_only,crisismmd,0,all,cca_fused_kmeans,0.173412
d3_content_only,crisismmd,0,all,cca_fused_fcm,0.087816
d3_content_only,crisismmd,0,all,raw_text_kmeans,0.457162
d3_content_only,crisismmd,0,all,raw_text_fcm,0.145537
d3_content_only,crisismmd,0,all,raw_image_kmeans,0.000000
d3_content_only,crisismmd,0,all,raw_image_fcm,0.002366
d3_content_only,crisismmd,0,all,raw_text+image_kmeans,0.394373
d3_content_only,crisismmd,0,all,raw_text+image_fcm,0.135795
d3_content_only,crisismmd,1,all,cca_fused_kmeans,0.144510
d3_content_only,crisismmd,1,all,cca_fused_fcm,0.097821
d3_content_only,crisismmd,1,all,raw_text_kmeans,0.456238
d3_content_only,crisismmd,1,all,raw_text_fcm,0.147302
d3_content_only,crisismmd,1,all,raw_image_kmeans,0.073214
d3_content_only,crisismmd,1,all,raw_image_fcm,0.002366
d3_content_only,crisismmd,1,all,raw_text+image_kmeans,0.406474
d3_content_only,crisismmd,1,all,raw_text+image_fcm,0.065738
d3_content_only,crisismmd,2,all,cca_fused_kmeans,0.166662
d3_content_only,crisismmd,2,all,cca_fused_fcm,0.116102
d3_content_only,crisismmd,2,all,raw_text_kmeans,0.450329
d3_content_only,crisismmd,2,all,raw_text_fcm,0.246467
d3_content_only,crisismmd,2,all,raw_image_kmeans,0.072001
d3_content_only,crisismmd,2,all,raw_image_fcm,0.002240
d3_content_only,crisismmd,2,all,raw_text+image_kmeans,0.420978
d3_content_only,crisismmd,2,all,raw_text+image_fcm,0.005359
d4_confidence,crisismmd,0,all,cca_fused_acc_overall,0.362500
d4_confidence,crisismmd,0,all,cca_fused_spearman_agreement,0.050318
d4_confidence,crisismmd,0,all,cca_fused_spearman_conf,0.050318
d4_confidence,crisismmd,0,all,cca_fused_acc_agq1,0.325000
d4_confidence,crisismmd,0,all,agq1_mean_agreement,0.640075
d4_confidence,crisismmd,0,all,cca_fused_acc_agq2,0.355000
d4_confidence,crisismmd,0,all,agq2_mean_agreement,0.846593
d4_confidence,crisismmd,0,all,cca_fused_acc_agq3,0.385000
d4_confidence,crisismmd,0,all,agq3_mean_agreement,0.916669
d4_confidence,crisismmd,0,all,cca_fused_acc_agq4,0.385000
d4_confidence,crisismmd,0,all,agq4_mean_agreement,0.965763
d4_confidence,crisismmd,0,all,raw_text_acc_overall,0.637500
d4_confidence,crisismmd,0,all,raw_text_spearman_agreement,0.055295
d4_confidence,crisismmd,0,all,raw_text_spearman_conf,0.055295
d4_confidence,crisismmd,0,all,raw_text_acc_agq1,0.620000
d4_confidence,crisismmd,0,all,raw_text_acc_agq2,0.620000
d4_confidence,crisismmd,0,all,raw_text_acc_agq3,0.620000
d4_confidence,crisismmd,0,all,raw_text_acc_agq4,0.690000
d4_confidence,crisismmd,1,all,cca_fused_acc_overall,0.391250
d4_confidence,crisismmd,1,all,cca_fused_spearman_agreement,0.032424
d4_confidence,crisismmd,1,all,cca_fused_spearman_conf,0.032424
d4_confidence,crisismmd,1,all,cca_fused_acc_agq1,0.360000
d4_confidence,crisismmd,1,all,agq1_mean_agreement,0.654571
d4_confidence,crisismmd,1,all,cca_fused_acc_agq2,0.365000
d4_confidence,crisismmd,1,all,agq2_mean_agreement,0.852024
d4_confidence,crisismmd,1,all,cca_fused_acc_agq3,0.455000
d4_confidence,crisismmd,1,all,agq3_mean_agreement,0.915176
d4_confidence,crisismmd,1,all,cca_fused_acc_agq4,0.385000
d4_confidence,crisismmd,1,all,agq4_mean_agreement,0.964549
d4_confidence,crisismmd,1,all,raw_text_acc_overall,0.658750
d4_confidence,crisismmd,1,all,raw_text_spearman_agreement,0.016879
d4_confidence,crisismmd,1,all,raw_text_spearman_conf,0.016879
d4_confidence,crisismmd,1,all,raw_text_acc_agq1,0.640000
d4_confidence,crisismmd,1,all,raw_text_acc_agq2,0.665000
d4_confidence,crisismmd,1,all,raw_text_acc_agq3,0.670000
d4_confidence,crisismmd,1,all,raw_text_acc_agq4,0.660000
d4_confidence,crisismmd,2,all,cca_fused_acc_overall,0.356250
d4_confidence,crisismmd,2,all,cca_fused_spearman_agreement,0.071517
d4_confidence,crisismmd,2,all,cca_fused_spearman_conf,0.071517
d4_confidence,crisismmd,2,all,cca_fused_acc_agq1,0.285000
d4_confidence,crisismmd,2,all,agq1_mean_agreement,0.641973
d4_confidence,crisismmd,2,all,cca_fused_acc_agq2,0.350000
d4_confidence,crisismmd,2,all,agq2_mean_agreement,0.848094
d4_confidence,crisismmd,2,all,cca_fused_acc_agq3,0.415000
d4_confidence,crisismmd,2,all,agq3_mean_agreement,0.920068
d4_confidence,crisismmd,2,all,cca_fused_acc_agq4,0.375000
d4_confidence,crisismmd,2,all,agq4_mean_agreement,0.964653
d4_confidence,crisismmd,2,all,raw_text_acc_overall,0.636250
d4_confidence,crisismmd,2,all,raw_text_spearman_agreement,0.074949
d4_confidence,crisismmd,2,all,raw_text_spearman_conf,0.074949
d4_confidence,crisismmd,2,all,raw_text_acc_agq1,0.590000
d4_confidence,crisismmd,2,all,raw_text_acc_agq2,0.610000
d4_confidence,crisismmd,2,all,raw_text_acc_agq3,0.670000
d4_confidence,crisismmd,2,all,raw_text_acc_agq4,0.675000
d6_agreement,crisismmd,0,full,n,800.000000
d6_agreement,crisismmd,0,full,mean,0.842275
d6_agreement,crisismmd,0,full,sd,0.148750
d6_agreement,crisismmd,0,full,q05,0.557436
d6_agreement,crisismmd,0,full,q25,0.795138
d6_agreement,crisismmd,0,full,q50,0.883969
d6_agreement,crisismmd,0,full,q75,0.940374
d6_agreement,crisismmd,0,full,q95,0.977842
d6_agreement,crisismmd,0,full,bimodality_coef,0.628327
d6_agreement,crisismmd,0,full,bic_gain_2_vs_1,437.465574
d7_mixed_space,crisismmd,0,all,n_single,0.000000
d7_mixed_space,crisismmd,1,all,n_single,0.000000
d7_mixed_space,crisismmd,2,all,n_single,0.000000
d5_cca,crisismmd,0,"cd=2,div=16",onmi,0.526607
d5_cca,crisismmd,0,"cd=2,div=16",alpha_mean,0.514611
d5_cca,crisismmd,0,"cd=2,div=16",conf_mean,0.520872
d5_cca,crisismmd,0,"cd=2,div=16",agr_n,800.000000
d5_cca,crisismmd,0,"cd=2,div=16",agr_mean,0.584489
d5_cca,crisismmd,0,"cd=2,div=16",agr_sd,0.562569
d5_cca,crisismmd,0,"cd=2,div=16",agr_q05,-0.794475
d5_cca,crisismmd,0,"cd=2,div=16",agr_q25,0.429982
d5_cca,crisismmd,0,"cd=2,div=16",agr_q50,0.868478
d5_cca,crisismmd,0,"cd=2,div=16",agr_q75,0.977712
d5_cca,crisismmd,0,"cd=2,div=16",agr_q95,0.999409
d5_cca,crisismmd,0,"cd=2,div=8",onmi,0.447727
d5_cca,crisismmd,0,"cd=2,div=8",alpha_mean,0.542215
d5_cca,crisismmd,0,"cd=2,div=8",conf_mean,0.560307
d5_cca,crisismmd,0,"cd=2,div=8",agr_n,800.000000
d5_cca,crisismmd,0,"cd=2,div=8",agr_mean,0.669129
d5_cca,crisismmd,0,"cd=2,div=8",agr_sd,0.494832
d5_cca,crisismmd,0,"cd=2,div=8",agr_q05,-0.617457
d5_cca,crisismmd,0,"cd=2,div=8",agr_q25,0.591648
d5_cca,crisismmd,0,"cd=2,div=8",agr_q50,0.901898
d5_cca,crisismmd,0,"cd=2,div=8",agr_q75,0.981939
d5_cca,crisismmd,0,"cd=2,div=8",agr_q95,0.999365
d5_cca,crisismmd,0,"cd=2,div=4",onmi,0.312385
d5_cca,crisismmd,0,"cd=2,div=4",alpha_mean,0.597566
d5_cca,crisismmd,0,"cd=2,div=4",conf_mean,0.639380
d5_cca,crisismmd,0,"cd=2,div=4",agr_n,800.000000
d5_cca,crisismmd,0,"cd=2,div=4",agr_mean,0.797903
d5_cca,crisismmd,0,"cd=2,div=4",agr_sd,0.401188
d5_cca,crisismmd,0,"cd=2,div=4",agr_q05,-0.258796
d5_cca,crisismmd,0,"cd=2,div=4",agr_q25,0.841196
d5_cca,crisismmd,0,"cd=2,div=4",agr_q50,0.963413
d5_cca,crisismmd,0,"cd=2,div=4",agr_q75,0.993175
d5_cca,crisismmd,0,"cd=2,div=4",agr_q95,0.999874
d5_cca,crisismmd,0,"cd=4,div=16",onmi,0.548633
d5_cca,crisismmd,0,"cd=4,div=16",alpha_mean,0.500203
d5_cca,crisismmd,0,"cd=4,div=16",conf_mean,0.500290
d5_cca,crisismmd,0,"cd=4,div=16",agr_n,800.000000
d5_cca,crisismmd,0,"cd=4,div=16",agr_mean,0.639155
d5_cca,crisismmd,0,"cd=4,div=16",agr_sd,0.373047
d5_cca,crisismmd,0,"cd=4,div=16",agr_q05,-0.197012
d5_cca,crisismmd,0,"cd=4,div=16",agr_q25,0.477256
d5_cca,crisismmd,0,"cd=4,div=16",agr_q50,0.774158
d5_cca,crisismmd,0,"cd=4,div=16",agr_q75,0.912832
d5_cca,crisismmd,0,"cd=4,div=16",agr_q95,0.980284
d5_cca,crisismmd,0,"cd=4,div=8",onmi,0.545042
d5_cca,crisismmd,0,"cd=4,div=8",alpha_mean,0.534574
d5_cca,crisismmd,0,"cd=4,div=8",conf_mean,0.549391
d5_cca,crisismmd,0,"cd=4,div=8",agr_n,800.000000
d5_cca,crisismmd,0,"cd=4,div=8",agr_mean,0.720007
d5_cca,crisismmd,0,"cd=4,div=8",agr_sd,0.302420
d5_cca,crisismmd,0,"cd=4,div=8",agr_q05,0.064561
d5_cca,crisismmd,0,"cd=4,div=8",agr_q25,0.613556
d5_cca,crisismmd,0,"cd=4,div=8",agr_q50,0.824889
d5_cca,crisismmd,0,"cd=4,div=8",agr_q75,0.930416
d5_cca,crisismmd,0,"cd=4,div=8",agr_q95,0.981330
d5_cca,crisismmd,0,"cd=4,div=4",onmi,0.410476
d5_cca,crisismmd,0,"cd=4,div=4",alpha_mean,0.600629
d5_cca,crisismmd,0,"cd=4,div=4",conf_mean,0.643756
d5_cca,crisismmd,0,"cd=4,div=4",agr_n,800.000000
d5_cca,crisismmd,0,"cd=4,div=4",agr_mean,0.840589
d5_cca,crisismmd,0,"cd=4,div=4",agr_sd,0.215030
d5_cca,crisismmd,0,"cd=4,div=4",agr_q05,0.337145
d5_cca,crisismmd,0,"cd=4,div=4",agr_q25,0.816956
d5_cca,crisismmd,0,"cd=4,div=4",agr_q50,0.922382
d5_cca,crisismmd,0,"cd=4,div=4",agr_q75,0.967196
d5_cca,crisismmd,0,"cd=4,div=4",agr_q95,0.992795
d5_cca,crisismmd,0,"cd=8,div=16",onmi,0.758787
d5_cca,crisismmd,0,"cd=8,div=16",alpha_mean,0.464802
d5_cca,crisismmd,0,"cd=8,div=16",conf_mean,0.449717
d5_cca,crisismmd,0,"cd=8,div=16",agr_n,800.000000
d5_cca,crisismmd,0,"cd=8,div=16",agr_mean,0.615005
d5_cca,crisismmd,0,"cd=8,div=16",agr_sd,0.279279
d5_cca,crisismmd,0,"cd=8,div=16",agr_q05,0.073811
d5_cca,crisismmd,0,"cd=8,div=16",agr_q25,0.446034
d5_cca,crisismmd,0,"cd=8,div=16",agr_q50,0.682026
d5_cca,crisismmd,0,"cd=8,div=16",agr_q75,0.835725
d5_cca,crisismmd,0,"cd=8,div=16",agr_q95,0.932608
d5_cca,crisismmd,0,"cd=8,div=8",onmi,0.704083
d5_cca,crisismmd,0,"cd=8,div=8",alpha_mean,0.512660
d5_cca,crisismmd,0,"cd=8,div=8",conf_mean,0.518085
d5_cca,crisismmd,0,"cd=8,div=8",agr_n,800.000000
d5_cca,crisismmd,0,"cd=8,div=8",agr_mean,0.702114
d5_cca,crisismmd,0,"cd=8,div=8",agr_sd,0.231641
d5_cca,crisismmd,0,"cd=8,div=8",agr_q05,0.263959
d5_cca,crisismmd,0,"cd=8,div=8",agr_q25,0.591329
d5_cca,crisismmd,0,"cd=8,div=8",agr_q50,0.762445
d5_cca,crisismmd,0,"cd=8,div=8",agr_q75,0.875799
d5_cca,crisismmd,0,"cd=8,div=8",agr_q95,0.950086
d5_cca,crisismmd,0,"cd=8,div=4",onmi,0.590905
d5_cca,crisismmd,0,"cd=8,div=4",alpha_mean,0.600169
d5_cca,crisismmd,0,"cd=8,div=4",conf_mean,0.643099
d5_cca,crisismmd,0,"cd=8,div=4",agr_n,800.000000
d5_cca,crisismmd,0,"cd=8,div=4",agr_mean,0.842275
d5_cca,crisismmd,0,"cd=8,div=4",agr_sd,0.148750
d5_cca,crisismmd,0,"cd=8,div=4",agr_q05,0.557436
d5_cca,crisismmd,0,"cd=8,div=4",agr_q25,0.795138
d5_cca,crisismmd,0,"cd=8,div=4",agr_q50,0.883969
d5_cca,crisismmd,0,"cd=8,div=4",agr_q75,0.940374
d5_cca,crisismmd,0,"cd=8,div=4",agr_q95,0.977842
d5_cca,crisismmd,0,"cd=16,div=16",onmi,0.725171
d5_cca,crisismmd,0,"cd=16,div=16",alpha_mean,0.409625
d5_cca,crisismmd,0,"cd=16,div=16",conf_mean,0.370893
d5_cca,crisismmd,0,"cd=16,div=16",agr_n,800.000000
d5_cca,crisismmd,0,"cd=16,div=16",agr_mean,0.545629
d5_cca,crisismmd,0,"cd=16,div=16",agr_sd,0.221982
d5_cca,crisismmd,0,"cd=16,div=16",agr_q05,0.148700
d5_cca,crisismmd,0,"cd=16,div=16",agr_q25,0.405205
d5_cca,crisismmd,0,"cd=16,div=16",agr_q50,0.573969
d5_cca,crisismmd,0,"cd=16,div=16",agr_q75,0.716190
d5_cca,crisismmd,0,"cd=16,div=16",agr_q95,0.854606
d5_cca,crisismmd,0,"cd=16,div=8",onmi,0.613509
d5_cca,crisismmd,0,"cd=16,div=8",alpha_mean,0.485695
d5_cca,crisismmd,0,"cd=16,div=8",conf_mean,0.479565
d5_cca,crisismmd,0,"cd=16,div=8",agr_n,800.000000
d5_cca,crisismmd,0,"cd=16,div=8",agr_mean,0.672877
d5_cca,crisismmd,0,"cd=16,div=8",agr_sd,0.173727
d5_cca,crisismmd,0,"cd=16,div=8",agr_q05,0.363071
d5_cca,crisismmd,0,"cd=16,div=8",agr_q25,0.559449
d5_cca,crisismmd,0,"cd=16,div=8",agr_q50,0.707707
d5_cca,crisismmd,0,"cd=16,div=8",agr_q75,0.808044
d5_cca,crisismmd,0,"cd=16,div=8",agr_q95,0.894658
d5_cca,crisismmd,0,"cd=16,div=4",onmi,0.556155
d5_cca,crisismmd,0,"cd=16,div=4",alpha_mean,0.595042
d5_cca,crisismmd,0,"cd=16,div=4",conf_mean,0.635774
d5_cca,crisismmd,0,"cd=16,div=4",agr_n,800.000000
d5_cca,crisismmd,0,"cd=16,div=4",agr_mean,0.833149
d5_cca,crisismmd,0,"cd=16,div=4",agr_sd,0.113131
d5_cca,crisismmd,0,"cd=16,div=4",agr_q05,0.589827
d5_cca,crisismmd,0,"cd=16,div=4",agr_q25,0.773970
d5_cca,crisismmd,0,"cd=16,div=4",agr_q50,0.863707
d5_cca,crisismmd,0,"cd=16,div=4",agr_q75,0.917524
d5_cca,crisismmd,0,"cd=16,div=4",agr_q95,0.960515
d5_cca,crisismmd,1,"cd=2,div=16",onmi,0.521652
d5_cca,crisismmd,1,"cd=2,div=16",alpha_mean,0.511450
d5_cca,crisismmd,1,"cd=2,div=16",conf_mean,0.516357
d5_cca,crisismmd,1,"cd=2,div=16",agr_n,800.000000
d5_cca,crisismmd,1,"cd=2,div=16",agr_mean,0.583996
d5_cca,crisismmd,1,"cd=2,div=16",agr_sd,0.554118
d5_cca,crisismmd,1,"cd=2,div=16",agr_q05,-0.784662
d5_cca,crisismmd,1,"cd=2,div=16",agr_q25,0.378677
d5_cca,crisismmd,1,"cd=2,div=16",agr_q50,0.853970
d5_cca,crisismmd,1,"cd=2,div=16",agr_q75,0.980505
d5_cca,crisismmd,1,"cd=2,div=16",agr_q95,0.999700
d5_cca,crisismmd,1,"cd=2,div=8",onmi,0.445469
d5_cca,crisismmd,1,"cd=2,div=8",alpha_mean,0.540210
d5_cca,crisismmd,1,"cd=2,div=8",conf_mean,0.557443
d5_cca,crisismmd,1,"cd=2,div=8",agr_n,800.000000
d5_cca,crisismmd,1,"cd=2,div=8",agr_mean,0.661739
d5_cca,crisismmd,1,"cd=2,div=8",agr_sd,0.499726
d5_cca,crisismmd,1,"cd=2,div=8",agr_q05,-0.562111
d5_cca,crisismmd,1,"cd=2,div=8",agr_q25,0.580124
d5_cca,crisismmd,1,"cd=2,div=8",agr_q50,0.898496
d5_cca,crisismmd,1,"cd=2,div=8",agr_q75,0.985193
d5_cca,crisismmd,1,"cd=2,div=8",agr_q95,0.999546
d5_cca,crisismmd,1,"cd=2,div=4",onmi,0.301105
d5_cca,crisismmd,1,"cd=2,div=4",alpha_mean,0.593156
d5_cca,crisismmd,1,"cd=2,div=4",conf_mean,0.633080
d5_cca,crisismmd,1,"cd=2,div=4",agr_n,800.000000
d5_cca,crisismmd,1,"cd=2,div=4",agr_mean,0.790007
d5_cca,crisismmd,1,"cd=2,div=4",agr_sd,0.406770
d5_cca,crisismmd,1,"cd=2,div=4",agr_q05,-0.207804
d5_cca,crisismmd,1,"cd=2,div=4",agr_q25,0.817817
d5_cca,crisismmd,1,"cd=2,div=4",agr_q50,0.960632
d5_cca,crisismmd,1,"cd=2,div=4",agr_q75,0.994178
d5_cca,crisismmd,1,"cd=2,div=4",agr_q95,0.999652
d5_cca,crisismmd,1,"cd=4,div=16",onmi,0.554934
d5_cca,crisismmd,1,"cd=4,div=16",alpha_mean,0.498639
d5_cca,crisismmd,1,"cd=4,div=16",conf_mean,0.498055
d5_cca,crisismmd,1,"cd=4,div=16",agr_n,800.000000
d5_cca,crisismmd,1,"cd=4,div=16",agr_mean,0.635862
d5_cca,crisismmd,1,"cd=4,div=16",agr_sd,0.375326
d5_cca,crisismmd,1,"cd=4,div=16",agr_q05,-0.169086
d5_cca,crisismmd,1,"cd=4,div=16",agr_q25,0.477059
d5_cca,crisismmd,1,"cd=4,div=16",agr_q50,0.771700
d5_cca,crisismmd,1,"cd=4,div=16",agr_q75,0.914104
d5_cca,crisismmd,1,"cd=4,div=16",agr_q95,0.979475
d5_cca,crisismmd,1,"cd=4,div=8",onmi,0.549301
d5_cca,crisismmd,1,"cd=4,div=8",alpha_mean,0.534402
d5_cca,crisismmd,1,"cd=4,div=8",conf_mean,0.549146
d5_cca,crisismmd,1,"cd=4,div=8",agr_n,800.000000
d5_cca,crisismmd,1,"cd=4,div=8",agr_mean,0.720915
d5_cca,crisismmd,1,"cd=4,div=8",agr_sd,0.301265
d5_cca,crisismmd,1,"cd=4,div=8",agr_q05,0.084202
d5_cca,crisismmd,1,"cd=4,div=8",agr_q25,0.602636
d5_cca,crisismmd,1,"cd=4,div=8",agr_q50,0.832909
d5_cca,crisismmd,1,"cd=4,div=8",agr_q75,0.930935
d5_cca,crisismmd,1,"cd=4,div=8",agr_q95,0.983782
d5_cca,crisismmd,1,"cd=4,div=4",onmi,0.416982
d5_cca,crisismmd,1,"cd=4,div=4",alpha_mean,0.599620
d5_cca,crisismmd,1,"cd=4,div=4",conf_mean,0.642314
d5_cca,crisismmd,1,"cd=4,div=4",agr_n,800.000000
d5_cca,crisismmd,1,"cd=4,div=4",agr_mean,0.835540
d5_cca,crisismmd,1,"cd=4,div=4",agr_sd,0.233190
d5_cca,crisismmd,1,"cd=4,div=4",agr_q05,0.369823
d5_cca,crisismmd,1,"cd=4,div=4",agr_q25,0.809505
d5_cca,crisismmd,1,"cd=4,div=4",agr_q50,0.920629
d5_cca,crisismmd,1,"cd=4,div=4",agr_q75,0.969690
d5_cca,crisismmd,1,"cd=4,div=4",agr_q95,0.992977
d5_cca,crisismmd,1,"cd=8,div=16",onmi,0.695740
d5_cca,crisismmd,1,"cd=8,div=16",alpha_mean,0.464393
d5_cca,crisismmd,1,"cd=8,div=16",conf_mean,0.449133
d5_cca,crisismmd,1,"cd=8,div=16",agr_n,800.000000
d5_cca,crisismmd,1,"cd=8,div=16",agr_mean,0.613185
d5_cca,crisismmd,1,"cd=8,div=16",agr_sd,0.282526
d5_cca,crisismmd,1,"cd=8,div=16",agr_q05,0.055481
d5_cca,crisismmd,1,"cd=8,div=16",agr_q25,0.450328
d5_cca,crisismmd,1,"cd=8,div=16",agr_q50,0.687728
d5_cca,crisismmd,1,"cd=8,div=16",agr_q75,0.826690
d5_cca,crisismmd,1,"cd=8,div=16",agr_q95,0.934533
d5_cca,crisismmd,1,"cd=8,div=8",onmi,0.681104
d5_cca,crisismmd,1,"cd=8,div=8",alpha_mean,0.512085
d5_cca,crisismmd,1,"cd=8,div=8",conf_mean,0.517264
d5_cca,crisismmd,1,"cd=8,div=8",agr_n,800.000000
d5_cca,crisismmd,1,"cd=8,div=8",agr_mean,0.700691
d5_cca,crisismmd,1,"cd=8,div=8",agr_sd,0.232934
d5_cca,crisismmd,1,"cd=8,div=8",agr_q05,0.251415
d5_cca,crisismmd,1,"cd=8,div=8",agr_q25,0.583957
d5_cca,crisismmd,1,"cd=8,div=8",agr_q50,0.768705
d5_cca,crisismmd,1,"cd=8,div=8",agr_q75,0.871461
d5_cca,crisismmd,1,"cd=8,div=8",agr_q95,0.949495
d5_cca,crisismmd,1,"cd=8,div=4",onmi,0.629056
d5_cca,crisismmd,1,"cd=8,div=4",alpha_mean,0.602996
d5_cca,crisismmd,1,"cd=8,div=4",conf_mean,0.647137
d5_cca,crisismmd,1,"cd=8,div=4",agr_n,800.000000
d5_cca,crisismmd,1,"cd=8,div=4",agr_mean,0.846580
d5_cca,crisismmd,1,"cd=8,div=4",agr_sd,0.140575
d5_cca,crisismmd,1,"cd=8,div=4",agr_q05,0.573797
d5_cca,crisismmd,1,"cd=8,div=4",agr_q25,0.802247
d5_cca,crisismmd,1,"cd=8,div=4",agr_q50,0.888257
d5_cca,crisismmd,1,"cd=8,div=4",agr_q75,0.941758
d5_cca,crisismmd,1,"cd=8,div=4",agr_q95,0.976620
d5_cca,crisismmd,1,"cd=16,div=16",onmi,0.727565
d5_cca,crisismmd,1,"cd=16,div=16",alpha_mean,0.411948
d5_cca,crisismmd,1,"cd=16,div=16",conf_mean,0.374212
d5_cca,crisismmd,1,"cd=16,div=16",agr_n,800.000000
d5_cca,crisismmd,1,"cd=16,div=16",agr_mean,0.549410
d5_cca,crisismmd,1,"cd=16,div=16",agr_sd,0.221436
d5_cca,crisismmd,1,"cd=16,div=16",agr_q05,0.139978
d5_cca,crisismmd,1,"cd=16,div=16",agr_q25,0.410076
d5_cca,crisismmd,1,"cd=16,div=16",agr_q50,0.593608
d5_cca,crisismmd,1,"cd=16,div=16",agr_q75,0.714888
d5_cca,crisismmd,1,"cd=16,div=16",agr_q95,0.857359
d5_cca,crisismmd,1,"cd=16,div=8",onmi,0.692316
d5_cca,crisismmd,1,"cd=16,div=8",alpha_mean,0.484388
d5_cca,crisismmd,1,"cd=16,div=8",conf_mean,0.477698
d5_cca,crisismmd,1,"cd=16,div=8",agr_n,800.000000
d5_cca,crisismmd,1,"cd=16,div=8",agr_mean,0.670157
d5_cca,crisismmd,1,"cd=16,div=8",agr_sd,0.178557
d5_cca,crisismmd,1,"cd=16,div=8",agr_q05,0.316245
d5_cca,crisismmd,1,"cd=16,div=8",agr_q25,0.563799
d5_cca,crisismmd,1,"cd=16,div=8",agr_q50,0.696067
d5_cca,crisismmd,1,"cd=16,div=8",agr_q75,0.808072
d5_cca,crisismmd,1,"cd=16,div=8",agr_q95,0.896333
d5_cca,crisismmd,1,"cd=16,div=4",onmi,0.502950
d5_cca,crisismmd,1,"cd=16,div=4",alpha_mean,0.595227
