diagnostic,dataset,seed,variant,metric,value
d5_cca,fakeddit,0,"cd=16,div=8",agr_q75,0.789129
d5_cca,fakeddit,0,"cd=16,div=8",agr_q95,0.881345
d5_cca,fakeddit,0,"cd=16,div=4",onmi,0.177007
d5_cca,fakeddit,0,"cd=16,div=4",alpha_mean,0.573402
d5_cca,fakeddit,0,"cd=16,div=4",conf_mean,0.604860
d5_cca,fakeddit,0,"cd=16,div=4",agr_n,1143.000000
d5_cca,fakeddit,0,"cd=16,div=4",agr_mean,0.828931
d5_cca,fakeddit,0,"cd=16,div=4",agr_sd,0.121865
d5_cca,fakeddit,0,"cd=16,div=4",agr_q05,0.599430
d5_cca,fakeddit,0,"cd=16,div=4",agr_q25,0.793182
d5_cca,fakeddit,0,"cd=16,div=4",agr_q50,0.862854
d5_cca,fakeddit,0,"cd=16,div=4",agr_q75,0.909182
d5_cca,fakeddit,0,"cd=16,div=4",agr_q95,0.948208
d5_cca,fakeddit,1,"cd=2,div=16",onmi,0.479106
d5_cca,fakeddit,1,"cd=2,div=16",alpha_mean,0.511002
d5_cca,fakeddit,1,"cd=2,div=16",conf_mean,0.515717
d5_cca,fakeddit,1,"cd=2,div=16",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=2,div=16",agr_mean,0.634157
d5_cca,fakeddit,1,"cd=2,div=16",agr_sd,0.515574
d5_cca,fakeddit,1,"cd=2,div=16",agr_q05,-0.687539
d5_cca,fakeddit,1,"cd=2,div=16",agr_q25,0.539013
d5_cca,fakeddit,1,"cd=2,div=16",agr_q50,0.873213
d5_cca,fakeddit,1,"cd=2,div=16",agr_q75,0.971223
d5_cca,fakeddit,1,"cd=2,div=16",agr_q95,0.999082
d5_cca,fakeddit,1,"cd=2,div=8",onmi,0.410672
d5_cca,fakeddit,1,"cd=2,div=8",alpha_mean,0.536464
d5_cca,fakeddit,1,"cd=2,div=8",conf_mean,0.552092
d5_cca,fakeddit,1,"cd=2,div=8",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=2,div=8",agr_mean,0.703351
d5_cca,fakeddit,1,"cd=2,div=8",agr_sd,0.464776
d5_cca,fakeddit,1,"cd=2,div=8",agr_q05,-0.534704
d5_cca,fakeddit,1,"cd=2,div=8",agr_q25,0.658560
d5_cca,fakeddit,1,"cd=2,div=8",agr_q50,0.911555
d5_cca,fakeddit,1,"cd=2,div=8",agr_q75,0.980510
d5_cca,fakeddit,1,"cd=2,div=8",agr_q95,0.998992
d5_cca,fakeddit,1,"cd=2,div=4",onmi,0.196752
d5_cca,fakeddit,1,"cd=2,div=4",alpha_mean,0.577307
d5_cca,fakeddit,1,"cd=2,div=4",conf_mean,0.610438
d5_cca,fakeddit,1,"cd=2,div=4",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=2,div=4",agr_mean,0.810058
d5_cca,fakeddit,1,"cd=2,div=4",agr_sd,0.369163
d5_cca,fakeddit,1,"cd=2,div=4",agr_q05,0.029916
d5_cca,fakeddit,1,"cd=2,div=4",agr_q25,0.835287
d5_cca,fakeddit,1,"cd=2,div=4",agr_q50,0.954972
d5_cca,fakeddit,1,"cd=2,div=4",agr_q75,0.992087
d5_cca,fakeddit,1,"cd=2,div=4",agr_q95,0.999796
d5_cca,fakeddit,1,"cd=4,div=16",onmi,0.614972
d5_cca,fakeddit,1,"cd=4,div=16",alpha_mean,0.464479
d5_cca,fakeddit,1,"cd=4,div=16",conf_mean,0.449256
d5_cca,fakeddit,1,"cd=4,div=16",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=4,div=16",agr_mean,0.608338
d5_cca,fakeddit,1,"cd=4,div=16",agr_sd,0.366332
d5_cca,fakeddit,1,"cd=4,div=16",agr_q05,-0.207241
d5_cca,fakeddit,1,"cd=4,div=16",agr_q25,0.432295
d5_cca,fakeddit,1,"cd=4,div=16",agr_q50,0.731730
d5_cca,fakeddit,1,"cd=4,div=16",agr_q75,0.882055
d5_cca,fakeddit,1,"cd=4,div=16",agr_q95,0.971407
d5_cca,fakeddit,1,"cd=4,div=8",onmi,0.590510
d5_cca,fakeddit,1,"cd=4,div=8",alpha_mean,0.499106
d5_cca,fakeddit,1,"cd=4,div=8",conf_mean,0.498723
d5_cca,fakeddit,1,"cd=4,div=8",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=4,div=8",agr_mean,0.687775
d5_cca,fakeddit,1,"cd=4,div=8",agr_sd,0.314456
d5_cca,fakeddit,1,"cd=4,div=8",agr_q05,0.001616
d5_cca,fakeddit,1,"cd=4,div=8",agr_q25,0.561911
d5_cca,fakeddit,1,"cd=4,div=8",agr_q50,0.794523
d5_cca,fakeddit,1,"cd=4,div=8",agr_q75,0.915956
d5_cca,fakeddit,1,"cd=4,div=8",agr_q95,0.977912
d5_cca,fakeddit,1,"cd=4,div=4",onmi,0.133723
d5_cca,fakeddit,1,"cd=4,div=4",alpha_mean,0.578558
d5_cca,fakeddit,1,"cd=4,div=4",conf_mean,0.612226
d5_cca,fakeddit,1,"cd=4,div=4",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=4,div=4",agr_mean,0.838276
d5_cca,fakeddit,1,"cd=4,div=4",agr_sd,0.215472
d5_cca,fakeddit,1,"cd=4,div=4",agr_q05,0.382969
d5_cca,fakeddit,1,"cd=4,div=4",agr_q25,0.812440
d5_cca,fakeddit,1,"cd=4,div=4",agr_q50,0.914276
d5_cca,fakeddit,1,"cd=4,div=4",agr_q75,0.964166
d5_cca,fakeddit,1,"cd=4,div=4",agr_q95,0.989925
d5_cca,fakeddit,1,"cd=8,div=16",onmi,0.734581
d5_cca,fakeddit,1,"cd=8,div=16",alpha_mean,0.427833
d5_cca,fakeddit,1,"cd=8,div=16",conf_mean,0.396904
d5_cca,fakeddit,1,"cd=8,div=16",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=8,div=16",agr_mean,0.572564
d5_cca,fakeddit,1,"cd=8,div=16",agr_sd,0.291105
d5_cca,fakeddit,1,"cd=8,div=16",agr_q05,-0.016977
d5_cca,fakeddit,1,"cd=8,div=16",agr_q25,0.417656
d5_cca,fakeddit,1,"cd=8,div=16",agr_q50,0.634030
d5_cca,fakeddit,1,"cd=8,div=16",agr_q75,0.796850
d5_cca,fakeddit,1,"cd=8,div=16",agr_q95,0.922500
d5_cca,fakeddit,1,"cd=8,div=8",onmi,0.408551
d5_cca,fakeddit,1,"cd=8,div=8",alpha_mean,0.486190
d5_cca,fakeddit,1,"cd=8,div=8",conf_mean,0.480271
d5_cca,fakeddit,1,"cd=8,div=8",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=8,div=8",agr_mean,0.686108
d5_cca,fakeddit,1,"cd=8,div=8",agr_sd,0.229275
d5_cca,fakeddit,1,"cd=8,div=8",agr_q05,0.207625
d5_cca,fakeddit,1,"cd=8,div=8",agr_q25,0.583125
d5_cca,fakeddit,1,"cd=8,div=8",agr_q50,0.749437
d5_cca,fakeddit,1,"cd=8,div=8",agr_q75,0.850146
d5_cca,fakeddit,1,"cd=8,div=8",agr_q95,0.939801
d5_cca,fakeddit,1,"cd=8,div=4",onmi,0.364141
d5_cca,fakeddit,1,"cd=8,div=4",alpha_mean,0.581388
d5_cca,fakeddit,1,"cd=8,div=4",conf_mean,0.616269
d5_cca,fakeddit,1,"cd=8,div=4",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=8,div=4",agr_mean,0.844752
d5_cca,fakeddit,1,"cd=8,div=4",agr_sd,0.134502
d5_cca,fakeddit,1,"cd=8,div=4",agr_q05,0.601232
d5_cca,fakeddit,1,"cd=8,div=4",agr_q25,0.800011
d5_cca,fakeddit,1,"cd=8,div=4",agr_q50,0.882212
d5_cca,fakeddit,1,"cd=8,div=4",agr_q75,0.932384
d5_cca,fakeddit,1,"cd=8,div=4",agr_q95,0.972106
d5_cca,fakeddit,1,"cd=16,div=16",onmi,0.690653
d5_cca,fakeddit,1,"cd=16,div=16",alpha_mean,0.385068
d5_cca,fakeddit,1,"cd=16,div=16",conf_mean,0.335811
d5_cca,fakeddit,1,"cd=16,div=16",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=16,div=16",agr_mean,0.521479
d5_cca,fakeddit,1,"cd=16,div=16",agr_sd,0.228333
d5_cca,fakeddit,1,"cd=16,div=16",agr_q05,0.112342
d5_cca,fakeddit,1,"cd=16,div=16",agr_q25,0.383055
d5_cca,fakeddit,1,"cd=16,div=16",agr_q50,0.550061
d5_cca,fakeddit,1,"cd=16,div=16",agr_q75,0.693566
d5_cca,fakeddit,1,"cd=16,div=16",agr_q95,0.842187
d5_cca,fakeddit,1,"cd=16,div=8",onmi,0.554440
d5_cca,fakeddit,1,"cd=16,div=8",alpha_mean,0.458747
d5_cca,fakeddit,1,"cd=16,div=8",conf_mean,0.441068
d5_cca,fakeddit,1,"cd=16,div=8",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=16,div=8",agr_mean,0.655137
d5_cca,fakeddit,1,"cd=16,div=8",agr_sd,0.177973
d5_cca,fakeddit,1,"cd=16,div=8",agr_q05,0.319991
d5_cca,fakeddit,1,"cd=16,div=8",agr_q25,0.555940
d5_cca,fakeddit,1,"cd=16,div=8",agr_q50,0.687487
d5_cca,fakeddit,1,"cd=16,div=8",agr_q75,0.786856
d5_cca,fakeddit,1,"cd=16,div=8",agr_q95,0.889598
d5_cca,fakeddit,1,"cd=16,div=4",onmi,0.207263
d5_cca,fakeddit,1,"cd=16,div=4",alpha_mean,0.573814
d5_cca,fakeddit,1,"cd=16,div=4",conf_mean,0.605449
d5_cca,fakeddit,1,"cd=16,div=4",agr_n,1143.000000
d5_cca,fakeddit,1,"cd=16,div=4",agr_mean,0.830276
d5_cca,fakeddit,1,"cd=16,div=4",agr_sd,0.115227
d5_cca,fakeddit,1,"cd=16,div=4",agr_q05,0.599064
d5_cca,fakeddit,1,"cd=16,div=4",agr_q25,0.787307
d5_cca,fakeddit,1,"cd=16,div=4",agr_q50,0.863757
d5_cca,fakeddit,1,"cd=16,div=4",agr_q75,0.906445
d5_cca,fakeddit,1,"cd=16,div=4",agr_q95,0.949137
d5_cca,fakeddit,2,"cd=2,div=16",onmi,0.507041
d5_cca,fakeddit,2,"cd=2,div=16",alpha_mean,0.507830
d5_cca,fakeddit,2,"cd=2,div=16",conf_mean,0.511186
d5_cca,fakeddit,2,"cd=2,div=16",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=2,div=16",agr_mean,0.634787
d5_cca,fakeddit,2,"cd=2,div=16",agr_sd,0.505562
d5_cca,fakeddit,2,"cd=2,div=16",agr_q05,-0.646028
d5_cca,fakeddit,2,"cd=2,div=16",agr_q25,0.521997
d5_cca,fakeddit,2,"cd=2,div=16",agr_q50,0.864220
d5_cca,fakeddit,2,"cd=2,div=16",agr_q75,0.971621
d5_cca,fakeddit,2,"cd=2,div=16",agr_q95,0.999067
d5_cca,fakeddit,2,"cd=2,div=8",onmi,0.430235
d5_cca,fakeddit,2,"cd=2,div=8",alpha_mean,0.537074
d5_cca,fakeddit,2,"cd=2,div=8",conf_mean,0.552963
d5_cca,fakeddit,2,"cd=2,div=8",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=2,div=8",agr_mean,0.700677
d5_cca,fakeddit,2,"cd=2,div=8",agr_sd,0.472762
d5_cca,fakeddit,2,"cd=2,div=8",agr_q05,-0.537088
d5_cca,fakeddit,2,"cd=2,div=8",agr_q25,0.678733
d5_cca,fakeddit,2,"cd=2,div=8",agr_q50,0.909634
d5_cca,fakeddit,2,"cd=2,div=8",agr_q75,0.981799
d5_cca,fakeddit,2,"cd=2,div=8",agr_q95,0.999299
d5_cca,fakeddit,2,"cd=2,div=4",onmi,0.175863
d5_cca,fakeddit,2,"cd=2,div=4",alpha_mean,0.576858
d5_cca,fakeddit,2,"cd=2,div=4",conf_mean,0.609798
d5_cca,fakeddit,2,"cd=2,div=4",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=2,div=4",agr_mean,0.810824
d5_cca,fakeddit,2,"cd=2,div=4",agr_sd,0.364469
d5_cca,fakeddit,2,"cd=2,div=4",agr_q05,0.037890
d5_cca,fakeddit,2,"cd=2,div=4",agr_q25,0.834951
d5_cca,fakeddit,2,"cd=2,div=4",agr_q50,0.957012
d5_cca,fakeddit,2,"cd=2,div=4",agr_q75,0.992345
d5_cca,fakeddit,2,"cd=2,div=4",agr_q95,0.999736
d5_cca,fakeddit,2,"cd=4,div=16",onmi,0.578890
d5_cca,fakeddit,2,"cd=4,div=16",alpha_mean,0.465278
d5_cca,fakeddit,2,"cd=4,div=16",conf_mean,0.450398
d5_cca,fakeddit,2,"cd=4,div=16",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=4,div=16",agr_mean,0.610563
d5_cca,fakeddit,2,"cd=4,div=16",agr_sd,0.362698
d5_cca,fakeddit,2,"cd=4,div=16",agr_q05,-0.152142
d5_cca,fakeddit,2,"cd=4,div=16",agr_q25,0.458508
d5_cca,fakeddit,2,"cd=4,div=16",agr_q50,0.730020
d5_cca,fakeddit,2,"cd=4,div=16",agr_q75,0.881651
d5_cca,fakeddit,2,"cd=4,div=16",agr_q95,0.969180
d5_cca,fakeddit,2,"cd=4,div=8",onmi,0.497493
d5_cca,fakeddit,2,"cd=4,div=8",alpha_mean,0.499620
d5_cca,fakeddit,2,"cd=4,div=8",conf_mean,0.499458
d5_cca,fakeddit,2,"cd=4,div=8",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=4,div=8",agr_mean,0.683776
d5_cca,fakeddit,2,"cd=4,div=8",agr_sd,0.328258
d5_cca,fakeddit,2,"cd=4,div=8",agr_q05,-0.033174
d5_cca,fakeddit,2,"cd=4,div=8",agr_q25,0.569961
d5_cca,fakeddit,2,"cd=4,div=8",agr_q50,0.798066
d5_cca,fakeddit,2,"cd=4,div=8",agr_q75,0.915439
d5_cca,fakeddit,2,"cd=4,div=8",agr_q95,0.981201
d5_cca,fakeddit,2,"cd=4,div=4",onmi,0.157124
d5_cca,fakeddit,2,"cd=4,div=4",alpha_mean,0.582189
d5_cca,fakeddit,2,"cd=4,div=4",conf_mean,0.617412
d5_cca,fakeddit,2,"cd=4,div=4",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=4,div=4",agr_mean,0.847065
d5_cca,fakeddit,2,"cd=4,div=4",agr_sd,0.193696
d5_cca,fakeddit,2,"cd=4,div=4",agr_q05,0.468820
d5_cca,fakeddit,2,"cd=4,div=4",agr_q25,0.811854
d5_cca,fakeddit,2,"cd=4,div=4",agr_q50,0.916951
d5_cca,fakeddit,2,"cd=4,div=4",agr_q75,0.961853
d5_cca,fakeddit,2,"cd=4,div=4",agr_q95,0.989525
d5_cca,fakeddit,2,"cd=8,div=16",onmi,0.733116
d5_cca,fakeddit,2,"cd=8,div=16",alpha_mean,0.427863
d5_cca,fakeddit,2,"cd=8,div=16",conf_mean,0.396947
d5_cca,fakeddit,2,"cd=8,div=16",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=8,div=16",agr_mean,0.575840
d5_cca,fakeddit,2,"cd=8,div=16",agr_sd,0.283811
d5_cca,fakeddit,2,"cd=8,div=16",agr_q05,0.022419
d5_cca,fakeddit,2,"cd=8,div=16",agr_q25,0.416627
d5_cca,fakeddit,2,"cd=8,div=16",agr_q50,0.640871
d5_cca,fakeddit,2,"cd=8,div=16",agr_q75,0.798614
d5_cca,fakeddit,2,"cd=8,div=16",agr_q95,0.919915
d5_cca,fakeddit,2,"cd=8,div=8",onmi,0.435564
d5_cca,fakeddit,2,"cd=8,div=8",alpha_mean,0.481290
d5_cca,fakeddit,2,"cd=8,div=8",conf_mean,0.473271
d5_cca,fakeddit,2,"cd=8,div=8",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=8,div=8",agr_mean,0.680468
d5_cca,fakeddit,2,"cd=8,div=8",agr_sd,0.226715
d5_cca,fakeddit,2,"cd=8,div=8",agr_q05,0.215994
d5_cca,fakeddit,2,"cd=8,div=8",agr_q25,0.571300
d5_cca,fakeddit,2,"cd=8,div=8",agr_q50,0.735077
d5_cca,fakeddit,2,"cd=8,div=8",agr_q75,0.850838
d5_cca,fakeddit,2,"cd=8,div=8",agr_q95,0.938909
d5_cca,fakeddit,2,"cd=8,div=4",onmi,0.259944
d5_cca,fakeddit,2,"cd=8,div=4",alpha_mean,0.584050
d5_cca,fakeddit,2,"cd=8,div=4",conf_mean,0.620072
d5_cca,fakeddit,2,"cd=8,div=4",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=8,div=4",agr_mean,0.849347
d5_cca,fakeddit,2,"cd=8,div=4",agr_sd,0.125088
d5_cca,fakeddit,2,"cd=8,div=4",agr_q05,0.579958
d5_cca,fakeddit,2,"cd=8,div=4",agr_q25,0.806631
d5_cca,fakeddit,2,"cd=8,div=4",agr_q50,0.886892
d5_cca,fakeddit,2,"cd=8,div=4",agr_q75,0.933591
d5_cca,fakeddit,2,"cd=8,div=4",agr_q95,0.968954
d5_cca,fakeddit,2,"cd=16,div=16",onmi,0.732635
d5_cca,fakeddit,2,"cd=16,div=16",alpha_mean,0.385184
d5_cca,fakeddit,2,"cd=16,div=16",conf_mean,0.335976
d5_cca,fakeddit,2,"cd=16,div=16",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=16,div=16",agr_mean,0.520321
d5_cca,fakeddit,2,"cd=16,div=16",agr_sd,0.231386
d5_cca,fakeddit,2,"cd=16,div=16",agr_q05,0.079906
d5_cca,fakeddit,2,"cd=16,div=16",agr_q25,0.378245
d5_cca,fakeddit,2,"cd=16,div=16",agr_q50,0.555091
d5_cca,fakeddit,2,"cd=16,div=16",agr_q75,0.692832
d5_cca,fakeddit,2,"cd=16,div=16",agr_q95,0.835068
d5_cca,fakeddit,2,"cd=16,div=8",onmi,0.549058
d5_cca,fakeddit,2,"cd=16,div=8",alpha_mean,0.458696
d5_cca,fakeddit,2,"cd=16,div=8",conf_mean,0.440994
d5_cca,fakeddit,2,"cd=16,div=8",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=16,div=8",agr_mean,0.655335
d5_cca,fakeddit,2,"cd=16,div=8",agr_sd,0.175895
d5_cca,fakeddit,2,"cd=16,div=8",agr_q05,0.336563
d5_cca,fakeddit,2,"cd=16,div=8",agr_q25,0.556866
d5_cca,fakeddit,2,"cd=16,div=8",agr_q50,0.687423
d5_cca,fakeddit,2,"cd=16,div=8",agr_q75,0.783775
d5_cca,fakeddit,2,"cd=16,div=8",agr_q95,0.885595
d5_cca,fakeddit,2,"cd=16,div=4",onmi,0.209020
d5_cca,fakeddit,2,"cd=16,div=4",alpha_mean,0.573440
d5_cca,fakeddit,2,"cd=16,div=4",conf_mean,0.604914
d5_cca,fakeddit,2,"cd=16,div=4",agr_n,1143.000000
d5_cca,fakeddit,2,"cd=16,div=4",agr_mean,0.829342
d5_cca,fakeddit,2,"cd=16,div=4",agr_sd,0.121959
d5_cca,fakeddit,2,"cd=16,div=4",agr_q05,0.588376
d5_cca,fakeddit,2,"cd=16,div=4",agr_q25,0.792302
d5_cca,fakeddit,2,"cd=16,div=4",agr_q50,0.865646
d5_cca,fakeddit,2,"cd=16,div=4",agr_q75,0.909861
d5_cca,fakeddit,2,"cd=16,div=4",agr_q95,0.946859
sanity,crisismmd,0,default,nfmcd,0.590905
sanity,crisismmd,0,default,helper,0.590905
sanity,crisismmd,0,default,nfmcd_a05,0.663226
sanity,crisismmd,0,default,helper_a05,0.663226
d1_alpha_conf,crisismmd,0,full,onmi,0.590905
d1_alpha_conf,crisismmd,0,full,alpha_n,800.000000
d1_alpha_conf,crisismmd,0,full,alpha_mean,0.600169
d1_alpha_conf,crisismmd,0,full,alpha_sd,0.095071
d1_alpha_conf,crisismmd,0,full,alpha_q05,0.390653
d1_alpha_conf,crisismmd,0,full,alpha_q25,0.576272
d1_alpha_conf,crisismmd,0,full,alpha_q50,0.636107
d1_alpha_conf,crisismmd,0,full,alpha_q75,0.662725
d1_alpha_conf,crisismmd,0,full,alpha_q95,0.675570
d1_alpha_conf,crisismmd,0,full,conf_n,800.000000
d1_alpha_conf,crisismmd,0,full,conf_mean,0.643099
d1_alpha_conf,crisismmd,0,full,conf_sd,0.135816
d1_alpha_conf,crisismmd,0,full,conf_q05,0.343791
d1_alpha_conf,crisismmd,0,full,conf_q25,0.608960
d1_alpha_conf,crisismmd,0,full,conf_q50,0.694438
d1_alpha_conf,crisismmd,0,full,conf_q75,0.732465
d1_alpha_conf,crisismmd,0,full,conf_q95,0.750814
d1_alpha_conf,crisismmd,0,full,n_flag_both,800.000000
d1_alpha_conf,crisismmd,0,full,n_flag_single,0.000000
d1_alpha_conf,crisismmd,1,full,onmi,0.629056
d1_alpha_conf,crisismmd,1,full,alpha_n,800.000000
d1_alpha_conf,crisismmd,1,full,alpha_mean,0.602996
d1_alpha_conf,crisismmd,1,full,alpha_sd,0.090797
d1_alpha_conf,crisismmd,1,full,alpha_q05,0.401367
d1_alpha_conf,crisismmd,1,full,alpha_q25,0.581768
d1_alpha_conf,crisismmd,1,full,alpha_q50,0.638450
d1_alpha_conf,crisismmd,1,full,alpha_q75,0.663266
d1_alpha_conf,crisismmd,1,full,alpha_q95,0.675209
d1_alpha_conf,crisismmd,1,full,conf_n,800.000000
d1_alpha_conf,crisismmd,1,full,conf_mean,0.647137
d1_alpha_conf,crisismmd,1,full,conf_sd,0.129710
d1_alpha_conf,crisismmd,1,full,conf_q05,0.359096
d1_alpha_conf,crisismmd,1,full,conf_q25,0.616812
d1_alpha_conf,crisismmd,1,full,conf_q50,0.697786
d1_alpha_conf,crisismmd,1,full,conf_q75,0.733238
d1_alpha_conf,crisismmd,1,full,conf_q95,0.750298
d1_alpha_conf,crisismmd,1,full,n_flag_both,800.000000
d1_alpha_conf,crisismmd,1,full,n_flag_single,0.000000
d1_alpha_conf,crisismmd,2,full,onmi,0.607619
d1_alpha_conf,crisismmd,2,full,alpha_n,800.000000
d1_alpha_conf,crisismmd,2,full,alpha_mean,0.600984
d1_alpha_conf,crisismmd,2,full,alpha_sd,0.093734
d1_alpha_conf,crisismmd,2,full,alpha_q05,0.402187
d1_alpha_conf,crisismmd,2,full,alpha_q25,0.573683
d1_alpha_conf,crisismmd,2,full,alpha_q50,0.639193
d1_alpha_conf,crisismmd,2,full,alpha_q75,0.664131
d1_alpha_conf,crisismmd,2,full,alpha_q95,0.674746
d1_alpha_conf,crisismmd,2,full,conf_n,800.000000
d1_alpha_conf,crisismmd,2,full,conf_mean,0.644262
d1_alpha_conf,crisismmd,2,full,conf_sd,0.133906
d1_alpha_conf,crisismmd,2,full,conf_q05,0.360268
d1_alpha_conf,crisismmd,2,full,conf_q25,0.605262
d1_alpha_conf,crisismmd,2,full,conf_q50,0.698847
d1_alpha_conf,crisismmd,2,full,conf_q75,0.734472
d1_alpha_conf,crisismmd,2,full,conf_q95,0.749637
d1_alpha_conf,crisismmd,2,full,n_flag_both,800.000000
d1_alpha_conf,crisismmd,2,full,n_flag_single,0.000000
d1_alpha_conf,crisismmd,0,text_only,onmi,0.669577
d1_alpha_conf,crisismmd,0,text_only,alpha_n,800.000000
d1_alpha_conf,crisismmd,0,text_only,alpha_mean,0.150000
d1_alpha_conf,crisismmd,0,text_only,alpha_sd,0.000000
d1_alpha_conf,crisismmd,0,text_only,alpha_q05,0.150000
d1_alpha_conf,crisismmd,0,text_only,alpha_q25,0.150000
d1_alpha_conf,crisismmd,0,text_only,alpha_q50,0.150000
d1_alpha_conf,crisismmd,0,text_only,alpha_q75,0.150000
d1_alpha_conf,crisismmd,0,text_only,alpha_q95,0.150000
d1_alpha_conf,crisismmd,0,text_only,conf_n,800.000000
d1_alpha_conf,crisismmd,0,text_only,conf_mean,0.000000
d1_alpha_conf,crisismmd,0,text_only,conf_sd,0.000000
d1_alpha_conf,crisismmd,0,text_only,conf_q05,0.000000
d1_alpha_conf,crisismmd,0,text_only,conf_q25,0.000000
d1_alpha_conf,crisismmd,0,text_only,conf_q50,0.000000
d1_alpha_conf,crisismmd,0,text_only,conf_q75,0.000000
d1_alpha_conf,crisismmd,0,text_only,conf_q95,0.000000
d1_alpha_conf,crisismmd,0,text_only,n_flag_both,0.000000
d1_alpha_conf,crisismmd,0,text_only,n_flag_single,800.000000
d1_alpha_conf,crisismmd,1,text_only,onmi,0.669577
d1_alpha_conf,crisismmd,1,text_only,alpha_n,800.000000
d1_alpha_conf,crisismmd,1,text_only,alpha_mean,0.150000
d1_alpha_conf,crisismmd,1,text_only,alpha_sd,0.000000
d1_alpha_conf,crisismmd,1,text_only,alpha_q05,0.150000
d1_alpha_conf,crisismmd,1,text_only,alpha_q25,0.150000
d1_alpha_conf,crisismmd,1,text_only,alpha_q50,0.150000
d1_alpha_conf,crisismmd,1,text_only,alpha_q75,0.150000
d1_alpha_conf,crisismmd,1,text_only,alpha_q95,0.150000
d1_alpha_conf,crisismmd,1,text_only,conf_n,800.000000
d1_alpha_conf,crisismmd,1,text_only,conf_mean,0.000000
d1_alpha_conf,crisismmd,1,text_only,conf_sd,0.000000
d1_alpha_conf,crisismmd,1,text_only,conf_q05,0.000000
d1_alpha_conf,crisismmd,1,text_only,conf_q25,0.000000
d1_alpha_conf,crisismmd,1,text_only,conf_q50,0.000000
d1_alpha_conf,crisismmd,1,text_only,conf_q75,0.000000
d1_alpha_conf,crisismmd,1,text_only,conf_q95,0.000000
d1_alpha_conf,crisismmd,1,text_only,n_flag_both,0.000000
d1_alpha_conf,crisismmd,1,text_only,n_flag_single,800.000000
d1_alpha_conf,crisismmd,2,text_only,onmi,0.552623
d1_alpha_conf,crisismmd,2,text_only,alpha_n,800.000000
d1_alpha_conf,crisismmd,2,text_only,alpha_mean,0.150000
d1_alpha_conf,crisismmd,2,text_only,alpha_sd,0.000000
d1_alpha_conf,crisismmd,2,text_only,alpha_q05,0.150000
d1_alpha_conf,crisismmd,2,text_only,alpha_q25,0.150000
d1_alpha_conf,crisismmd,2,text_only,alpha_q50,0.150000
d1_alpha_conf,crisismmd,2,text_only,alpha_q75,0.150000
d1_alpha_conf,crisismmd,2,text_only,alpha_q95,0.150000
d1_alpha_conf,crisismmd,2,text_only,conf_n,800.000000
d1_alpha_conf,crisismmd,2,text_only,conf_mean,0.000000
d1_alpha_conf,crisismmd,2,text_only,conf_sd,0.000000
d1_alpha_conf,crisismmd,2,text_only,conf_q05,0.000000
d1_alpha_conf,crisismmd,2,text_only,conf_q25,0.000000
d1_alpha_conf,crisismmd,2,text_only,conf_q50,0.000000
d1_alpha_conf,crisismmd,2,text_only,conf_q75,0.000000
d1_alpha_conf,crisismmd,2,text_only,conf_q95,0.000000
d1_alpha_conf,crisismmd,2,text_only,n_flag_both,0.000000
d1_alpha_conf,crisismmd,2,text_only,n_flag_single,800.000000
d1_alpha_conf,crisismmd,0,image_only,onmi,0.674704
d1_alpha_conf,crisismmd,0,image_only,alpha_n,800.000000
d1_alpha_conf,crisismmd,0,image_only,alpha_mean,0.150000
d1_alpha_conf,crisismmd,0,image_only,alpha_sd,0.000000
d1_alpha_conf,crisismmd,0,image_only,alpha_q05,0.150000
d1_alpha_conf,crisismmd,0,image_only,alpha_q25,0.150000
d1_alpha_conf,crisismmd,0,image_only,alpha_q50,0.150000
d1_alpha_conf,crisismmd,0,image_only,alpha_q75,0.150000
d1_alpha_conf,crisismmd,0,image_only,alpha_q95,0.150000
d1_alpha_conf,crisismmd,0,image_only,conf_n,800.000000
d1_alpha_conf,crisismmd,0,image_only,conf_mean,0.000000
d1_alpha_conf,crisismmd,0,image_only,conf_sd,0.000000
d1_alpha_conf,crisismmd,0,image_only,conf_q05,0.000000
d1_alpha_conf,crisismmd,0,image_only,conf_q25,0.000000
d1_alpha_conf,crisismmd,0,image_only,conf_q50,0.000000
