part,setting,seed,method,onmi,modularity,acc_all,acc_clean,acc_bad,auroc_agree,ap_agree,auroc_conf,ap_conf,prevalence,n_both,n_bad,agree_mean_clean,agree_sd_clean,agree_mean_bad,agree_sd_bad,dprime,ovl,conf_mean_clean,conf_mean_bad,error,secs
B,B|fakeddit_real_lcc|q0.0,0,b:text_only,0.2105948863430167,0.7683001310039427,0.3935810810810811,0.39078498293515357,nan,,,,,,586,0,,,,,,,,,,0.33
B,B|fakeddit_real_lcc|q0.0,0,b:image_only,0.21690327448983604,0.7686022433030404,0.3918918918918919,0.39078498293515357,nan,,,,,,586,0,,,,,,,,,,0.24
B,B|fakeddit_real_lcc|q0.0,0,b:structure_only,0.21751675123407788,0.7686022433030404,0.3918918918918919,0.39078498293515357,nan,,,,,,586,0,,,,,,,,,,0.08
B,B|fakeddit_real_lcc|q0.0,0,b:spectral,0.5227766958073978,0.6186289805504904,0.7280405405405406,0.7286689419795221,nan,,,,,,586,0,,,,,,,,,,0.06
B,B|fakeddit_real_lcc|q0.0,0,b:kmeans_content,0.24680504946879145,0.3670097485229628,0.5304054054054054,0.5324232081911263,nan,,,,,,586,0,,,,,,,,,,0.12
B,B|fakeddit_real_lcc|q0.0,0,d:default,,,,,,nan,nan,nan,nan,0.0,586,0,0.8018690995901233,0.1995493333733036,,,,,0.6105239845961195,,,0.0
B,B|fakeddit_real_lcc|q0.0,0,d:rank16,,,,,,nan,nan,nan,nan,0.0,586,0,0.513973279793845,0.3107574530942305,,,,,0.3762515510928396,,,0.0
B,B|fakeddit_real_lcc|q0.0,0,d:cons,,,,,,nan,nan,nan,nan,0.0,586,0,0.8018690995901233,0.1995493333733036,,,,,0.5,,,0.47
B,B|fakeddit_real_lcc|q0.0,0,d:kmmatch,,,,,,nan,nan,,,0.0,586,0,,,,,,,,,,0.08
B,B|fakeddit_real_lcc|q0.0,0,d:random,,,,,,nan,nan,,,0.0,586,0,,,,,,,,,,0.0
B,B|fakeddit_real_lcc|q0.1,0,b:default,0.13099396990325074,0.6089254520441703,0.41047297297297297,0.41412213740458015,0.3709677419354839,,,,,,586,62,,,,,,,,,,0.52
B,B|fakeddit_real_lcc|q0.1,0,b:rank16,0.18210987029082293,0.712131536180819,0.3918918918918919,0.3816793893129771,0.45161290322580644,,,,,,586,62,,,,,,,,,,0.31
B,B|fakeddit_real_lcc|q0.1,0,b:robust,0.22098113959470145,0.7412095155848311,0.46959459459459457,0.46946564885496184,0.46774193548387094,,,,,,586,62,,,,,,,,,,0.52
B,B|fakeddit_real_lcc|q0.1,0,b:alpha05,0.15082116329553807,0.5523360675248447,0.40540540540540543,0.4122137404580153,0.3387096774193548,,,,,,586,62,,,,,,,,,,0.47
B,B|fakeddit_real_lcc|q0.1,0,b:concat05,0.14278393516260546,0.5904573263841558,0.4831081081081081,0.4866412213740458,0.45161290322580644,,,,,,586,62,,,,,,,,,,0.5
B,B|fakeddit_real_lcc|q0.1,0,b:text_only,0.2105948863430167,0.7683001310039427,0.3935810810810811,0.3816793893129771,0.46774193548387094,,,,,,586,62,,,,,,,,,,0.33
B,B|fakeddit_real_lcc|q0.1,0,b:image_only,0.21690327448983604,0.7686022433030404,0.3918918918918919,0.3797709923664122,0.4838709677419355,,,,,,586,62,,,,,,,,,,0.25
B,B|fakeddit_real_lcc|q0.1,0,b:structure_only,0.21751675123407788,0.7686022433030404,0.3918918918918919,0.3797709923664122,0.4838709677419355,,,,,,586,62,,,,,,,,,,0.05
B,B|fakeddit_real_lcc|q0.1,0,b:spectral,0.5226564468597222,0.618194543274261,0.7263513513513513,0.7194656488549618,0.7903225806451613,,,,,,586,62,,,,,,,,,,0.08
B,B|fakeddit_real_lcc|q0.1,0,b:kmeans_content,0.20039890417800033,0.3068260193322722,0.5304054054054054,0.5515267175572519,0.3870967741935484,,,,,,586,62,,,,,,,,,,0.14
B,B|fakeddit_real_lcc|q0.1,0,d:default,,,,,,0.5274255109578921,0.10724706509081625,0.5274255109578921,0.10724706509081625,0.10580204778156997,586,62,0.7975804446984825,0.21167527539150477,0.8173247008116395,0.12987978722038293,-0.1124347493693446,0.7589263728145776,0.6099657200077486,0.6204426397090202,,0.02
B,B|fakeddit_real_lcc|q0.1,0,d:rank16,,,,,,0.7364257572026595,0.2213154404400711,0.7364257572026595,0.2213154404400711,0.10580204778156997,586,62,0.5090134424231749,0.31241403399569995,0.24420589592987743,0.3113984424150144,0.8489961505085983,0.5589140605762127,0.3721665625919819,0.20962832107515025,,0.0
B,B|fakeddit_real_lcc|q0.1,0,d:cons,,,,,,0.5274255109578921,0.10724706509081625,0.6873614873183945,0.21130303149538035,0.10580204778156997,586,62,0.7975804446984825,0.21167527539150477,0.8173247008116395,0.12987978722038293,-0.1124347493693446,0.7589263728145776,0.5198571148952829,0.3321753515301903,,0.48
B,B|fakeddit_real_lcc|q0.1,0,d:kmmatch,,,,,,0.5542661905934498,0.11769668581024822,,,0.10580204778156997,586,62,,,,,,,,,,0.06
B,B|fakeddit_real_lcc|q0.1,0,d:random,,,,,,0.4889805466633834,0.10134980273789153,,,0.10580204778156997,586,62,,,,,,,,,,0.0
B,B|fakeddit_real_lcc|q0.2,0,b:default,0.097638114705761,0.4301990234582254,0.4527027027027027,0.44849785407725323,0.48333333333333334,,,,,,586,120,,,,,,,,,,0.52
B,B|fakeddit_real_lcc|q0.2,0,b:rank16,0.18841932152850682,0.7137665524129277,0.3935810810810811,0.38626609442060084,0.4083333333333333,,,,,,586,120,,,,,,,,,,0.23
B,B|fakeddit_real_lcc|q0.2,0,b:robust,0.21146917475216798,0.7320860238042012,0.46790540540540543,0.4678111587982833,0.4666666666666667,,,,,,586,120,,,,,,,,,,0.56
B,B|fakeddit_real_lcc|q0.2,0,b:alpha05,0.15136722856945695,0.5559796449229644,0.3935810810810811,0.388412017167382,0.4,,,,,,586,120,,,,,,,,,,0.53
B,B|fakeddit_real_lcc|q0.2,0,b:concat05,0.12410353742449165,0.5797682338927279,0.48817567567567566,0.48068669527896996,0.5166666666666667,,,,,,586,120,,,,,,,,,,0.55
B,B|fakeddit_real_lcc|q0.2,0,b:text_only,0.2105948863430167,0.7683001310039427,0.3935810810810811,0.38626609442060084,0.4083333333333333,,,,,,586,120,,,,,,,,,,0.33
B,B|fakeddit_real_lcc|q0.2,0,b:image_only,0.21690327448983604,0.7686022433030404,0.3918918918918919,0.388412017167382,0.4,,,,,,586,120,,,,,,,,,,0.26
B,B|fakeddit_real_lcc|q0.2,0,b:structure_only,0.21751675123407788,0.7686022433030404,0.3918918918918919,0.388412017167382,0.4,,,,,,586,120,,,,,,,,,,0.06
B,B|fakeddit_real_lcc|q0.2,0,b:spectral,0.5227766958073978,0.6118829601725838,0.7280405405405406,0.723175965665236,0.75,,,,,,586,120,,,,,,,,,,0.06
B,B|fakeddit_real_lcc|q0.2,0,b:kmeans_content,0.1949631742168787,0.342912739402077,0.6114864864864865,0.6373390557939914,0.5166666666666667,,,,,,586,120,,,,,,,,,,0.17
B,B|fakeddit_real_lcc|q0.2,0,d:default,,,,,,0.5214771101573678,0.21342612258850294,0.5214771101573678,0.21342612258850294,0.20477815699658702,586,120,0.7914507854999722,0.20719420210703654,0.7917710569465581,0.18677869060917346,-0.0016236766997795322,0.7879113018597997,0.6026010360960703,0.6009257516071819,,0.02
B,B|fakeddit_real_lcc|q0.2,0,d:rank16,,,,,,0.6968526466380544,0.33872167588230395,0.6968526466380544,0.33872167588230395,0.20477815699658702,586,120,0.49668023102598485,0.3137362985123685,0.28123330670174007,0.3278040347225296,0.6714936975865909,0.6016809728183119,0.36476440677428645,0.23154327340580488,,0.0
B,B|fakeddit_real_lcc|q0.2,0,d:cons,,,,,,0.5214771101573678,0.21342612258850294,0.5762517882689557,0.2665741041196453,0.20477815699658702,586,120,0.7914507854999722,0.20719420210703654,0.7917710569465581,0.18677869060917346,-0.0016236766997795322,0.7879113018597997,0.5156413924654268,0.43925925925925924,,0.56
B,B|fakeddit_real_lcc|q0.2,0,d:kmmatch,,,,,,0.5912374821173104,0.24124917109257601,,,0.20477815699658702,586,120,,,,,,,,,,0.08
B,B|fakeddit_real_lcc|q0.2,0,d:random,,,,,,0.5044349070100143,0.20113140044227262,,,0.20477815699658702,586,120,,,,,,,,,,0.0
B,B|fakeddit_real_lcc|q0.4,0,b:default,0.08019686210035037,0.44192910974719257,0.4375,0.42134831460674155,0.46956521739130436,,,,,,586,230,,,,,,,,,,0.47
B,B|fakeddit_real_lcc|q0.4,0,b:rank16,0.17437547905890693,0.7299333439599069,0.3902027027027027,0.398876404494382,0.3695652173913043,,,,,,586,230,,,,,,,,,,0.28
B,B|fakeddit_real_lcc|q0.4,0,b:robust,0.2040530626903927,0.7119267991611746,0.46452702702702703,0.49157303370786515,0.4217391304347826,,,,,,586,230,,,,,,,,,,0.58
B,B|fakeddit_real_lcc|q0.4,0,b:alpha05,0.06545021637917126,0.53577662093404,0.48817567567567566,0.4747191011235955,0.508695652173913,,,,,,586,230,,,,,,,,,,0.47
B,B|fakeddit_real_lcc|q0.4,0,b:concat05,0.1708231184481923,0.5976757827254424,0.48817567567567566,0.4887640449438202,0.48695652173913045,,,,,,586,230,,,,,,,,,,0.53
B,B|fakeddit_real_lcc|q0.4,0,b:text_only,0.2105948863430167,0.7683001310039427,0.3935810810810811,0.40168539325842695,0.3739130434782609,,,,,,586,230,,,,,,,,,,0.33
B,B|fakeddit_real_lcc|q0.4,0,b:image_only,0.21690327448983604,0.7686022433030404,0.3918918918918919,0.40730337078651685,0.3652173913043478,,,,,,586,230,,,,,,,,,,0.25
B,B|fakeddit_real_lcc|q0.4,0,b:structure_only,0.21751675123407788,0.7686022433030404,0.3918918918918919,0.40730337078651685,0.3652173913043478,,,,,,586,230,,,,,,,,,,0.05
B,B|fakeddit_real_lcc|q0.4,0,b:spectral,0.5114435522603629,0.6172815254172448,0.722972972972973,0.7471910112359551,0.6869565217391305,,,,,,586,230,,,,,,,,,,0.06
B,B|fakeddit_real_lcc|q0.4,0,b:kmeans_content,0.16038103450771435,0.18541685008699416,0.44932432432432434,0.5533707865168539,0.2956521739130435,,,,,,586,230,,,,,,,,,,0.17
B,B|fakeddit_real_lcc|q0.4,0,d:default,,,,,,0.5514533463605277,0.4335090840587603,0.5514533463605277,0.4335090840587603,0.3924914675767918,586,230,0.808258578835311,0.19090550699789924,0.7824458035941548,0.20291598007861106,0.13102779026168665,0.8115290669272105,0.6159800821932462,0.5935330710927929,,0.0
B,B|fakeddit_real_lcc|q0.4,0,d:rank16,,,,,,0.6354909623839765,0.5021631117397425,0.6354909623839765,0.5021631117397425,0.3924914675767918,586,230,0.4678651182606886,0.33854618091474725,0.31436135011554367,0.3451830404879025,0.4489980303831605,0.7496336101612115,0.35210275758792603,0.25210660254726375,,0.0
B,B|fakeddit_real_lcc|q0.4,0,d:cons,,,,,,0.5514533463605277,0.4335090840587603,0.5477161700048852,0.4429806848197795,0.3924914675767918,586,230,0.808258578835311,0.19090550699789924,0.7824458035941548,0.20291598007861106,0.13102779026168665,0.8115290669272105,0.5187602035916643,0.4709624674842066,,0.49
B,B|fakeddit_real_lcc|q0.4,0,d:kmmatch,,,,,,0.5963605276013678,0.4465282454598377,,,0.3924914675767918,586,230,,,,,,,,,,0.09
B,B|fakeddit_real_lcc|q0.4,0,d:random,,,,,,0.5034440644846117,0.39816990032141036,,,0.3924914675767918,586,230,,,,,,,,,,0.0
B,B|fakeddit|q0.0,0,b:default,0.32404460142087477,0.28399931936023204,0.45916666666666667,0.4540682414698163,nan,,,,,,1143,0,,,,,,,,,,1.95
B,B|fakeddit|q0.0,0,b:rank16,0.7328147293718531,0.35073453436697943,0.76,0.7541557305336833,nan,,,,,,1143,0,,,,,,,,,,0.66
B,B|fakeddit|q0.0,0,b:robust,0.6767228106637884,0.3431727083405146,0.7658333333333334,0.7567804024496938,nan,,,,,,1143,0,,,,,,,,,,2.31
B,B|fakeddit|q0.0,0,b:alpha05,0.39390940751967973,0.29359760843708427,0.5483333333333333,0.5433070866141733,nan,,,,,,1143,0,,,,,,,,,,2.17
B,B|fakeddit|q0.0,0,b:concat05,0.3364776771910618,0.28878690320251255,0.47833333333333333,0.4715660542432196,nan,,,,,,1143,0,,,,,,,,,,2.55
B,B|fakeddit|q0.0,0,b:text_only,0.7866012417133639,0.33995886666407477,0.7416666666666667,0.7410323709536308,nan,,,,,,1143,0,,,,,,,,,,1.52
B,B|fakeddit|q0.0,0,b:image_only,0.7720185176980454,0.33791322704237015,0.7333333333333333,0.7296587926509186,nan,,,,,,1143,0,,,,,,,,,,1.16
B,B|fakeddit|q0.0,0,b:structure_only,0.8175660382680203,0.37338005725352347,0.8208333333333333,0.8162729658792651,nan,,,,,,1143,0,,,,,,,,,,0.17
B,B|fakeddit|q0.0,0,b:spectral,0.5550827656017339,0.36495366825268355,0.8108333333333333,0.8153980752405949,nan,,,,,,1143,0,,,,,,,,,,0.31
B,B|fakeddit|q0.0,0,b:kmeans_content,0.08148429537517676,0.1358541343951137,0.4225,0.4339457567804024,nan,,,,,,1143,0,,,,,,,,,,0.76
B,B|fakeddit|q0.0,0,d:default,,,,,,nan,nan,nan,nan,0.0,1143,0,0.8424745859106038,0.1373686276618409,,,,,0.6442848189214795,,,0.0
B,B|fakeddit|q0.0,0,d:rank16,,,,,,nan,nan,nan,nan,0.0,1143,0,0.5704187560660275,0.29079368739232164,,,,,0.41487539561426223,,,0.0
B,B|fakeddit|q0.0,0,d:cons,,,,,,nan,nan,nan,nan,0.0,1143,0,0.8424745859106038,0.1373686276618409,,,,,0.5,,,2.31
B,B|fakeddit|q0.0,0,d:kmmatch,,,,,,nan,nan,,,0.0,1143,0,,,,,,,,,,0.23
B,B|fakeddit|q0.0,0,d:random,,,,,,nan,nan,,,0.0,1143,0,,,,,,,,,,0.0
A,A|n300|mis0.0|chi|shi,1,b:default,0.8366911673306238,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.12
A,A|n300|mis0.0|chi|shi,1,b:rank16,0.844996970669928,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.09
A,A|n300|mis0.0|chi|shi,1,b:robust,0.844996970669928,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|chi|shi,1,b:alpha05,0.8366911673306238,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.12
A,A|n300|mis0.0|chi|shi,1,b:concat05,0.844996970669928,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|chi|shi,1,b:text_only,0.844996970669928,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.06
A,A|n300|mis0.0|chi|shi,1,b:image_only,0.844996970669928,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.08
A,A|n300|mis0.0|chi|shi,1,b:structure_only,0.8366911673306238,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.02
A,A|n300|mis0.0|chi|shi,1,b:spectral,0.844996970669928,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.03
A,A|n300|mis0.0|chi|shi,1,b:kmeans_content,0.844996970669928,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.02
A,A|n300|mis0.0|chi|shi,1,d:default,,,,,,nan,nan,nan,nan,0.0,262,0,0.8791232386620075,0.08577740096844194,,,,,0.6791760712807698,,,0.01
A,A|n300|mis0.0|chi|shi,1,d:rank16,,,,,,nan,nan,nan,nan,0.0,262,0,0.5830464267042232,0.23214253623103978,,,,,0.40687927025933707,,,0.0
A,A|n300|mis0.0|chi|shi,1,d:cons,,,,,,nan,nan,nan,nan,0.0,262,0,0.8791232386620075,0.08577740096844194,,,,,0.5,,,0.14
A,A|n300|mis0.0|chi|shi,1,d:kmmatch,,,,,,nan,nan,,,0.0,262,0,,,,,,,,,,0.02
A,A|n300|mis0.0|chi|shi,1,d:random,,,,,,nan,nan,,,0.0,262,0,,,,,,,,,,0.0
A,A|n300|mis0.0|chi|slo,1,b:default,0.3615770341153981,0.12820469584034358,0.9166666666666666,0.9541984732824428,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|chi|slo,1,b:rank16,0.3074076697959014,0.13052250140204352,0.7666666666666667,0.7900763358778626,nan,,,,,,262,0,,,,,,,,,,0.09
A,A|n300|mis0.0|chi|slo,1,b:robust,0.7328359903802493,0.1293005834679519,0.9866666666666667,1.0,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|chi|slo,1,b:alpha05,0.33661376512557895,0.12530261238132903,0.8233333333333334,0.851145038167939,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|chi|slo,1,b:concat05,0.7373954376911807,0.13038416481217088,0.9966666666666667,1.0,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|chi|slo,1,b:text_only,0.22750557296573548,0.12795836070390407,0.67,0.6793893129770993,nan,,,,,,262,0,,,,,,,,,,0.24
A,A|n300|mis0.0|chi|slo,1,b:image_only,0.2174769059529491,0.12959104666738167,0.6733333333333333,0.6755725190839694,nan,,,,,,262,0,,,,,,,,,,0.28
A,A|n300|mis0.0|chi|slo,1,b:structure_only,0.14332404027736612,0.13026923634431956,0.6,0.6068702290076335,nan,,,,,,262,0,,,,,,,,,,0.02
A,A|n300|mis0.0|chi|slo,1,b:spectral,0.844996970669928,0.13000928574540682,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.03
A,A|n300|mis0.0|chi|slo,1,b:kmeans_content,0.844996970669928,0.13000928574540682,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.05
A,A|n300|mis0.0|chi|slo,1,d:default,,,,,,nan,nan,nan,nan,0.0,262,0,0.8791232386620075,0.08577740096844194,,,,,0.6791760712807698,,,0.0
A,A|n300|mis0.0|chi|slo,1,d:rank16,,,,,,nan,nan,nan,nan,0.0,262,0,0.5830464267042232,0.23214253623103978,,,,,0.40687927025933707,,,0.0
A,A|n300|mis0.0|chi|slo,1,d:cons,,,,,,nan,nan,nan,nan,0.0,262,0,0.8791232386620075,0.08577740096844194,,,,,0.5,,,0.14
A,A|n300|mis0.0|chi|slo,1,d:kmmatch,,,,,,nan,nan,,,0.0,262,0,,,,,,,,,,0.0
A,A|n300|mis0.0|chi|slo,1,d:random,,,,,,nan,nan,,,0.0,262,0,,,,,,,,,,0.0
B,B|fakeddit|q0.1,0,b:default,0.22482163726797944,0.2566873809581947,0.4041666666666667,0.3933463796477495,0.4297520661157025,,,,,,1143,121,,,,,,,,,,2.06
B,B|fakeddit|q0.1,0,b:rank16,0.7295942916278253,0.37071669837398735,0.7833333333333333,0.7778864970645792,0.7603305785123967,,,,,,1143,121,,,,,,,,,,0.62
B,B|fakeddit|q0.1,0,b:robust,0.6618938493474729,0.3439617788064598,0.77,0.7544031311154599,0.8181818181818182,,,,,,1143,121,,,,,,,,,,2.34
B,B|fakeddit|q0.1,0,b:alpha05,0.3592272804453678,0.3031642461466411,0.44083333333333335,0.4324853228962818,0.47107438016528924,,,,,,1143,121,,,,,,,,,,2.62
B,B|fakeddit|q0.1,0,b:concat05,0.37394647774229695,0.3416295855360316,0.63,0.6448140900195695,0.49586776859504134,,,,,,1143,121,,,,,,,,,,2.55
B,B|fakeddit|q0.1,0,b:text_only,0.7866012417133639,0.33995886666407477,0.7416666666666667,0.7397260273972602,0.7520661157024794,,,,,,1143,121,,,,,,,,,,1.49
B,B|fakeddit|q0.1,0,b:image_only,0.7830347317201283,0.3387008004626648,0.7425,0.738747553816047,0.7603305785123967,,,,,,1143,121,,,,,,,,,,2.69
B,B|fakeddit|q0.1,0,b:structure_only,0.8175660382680203,0.37338005725352347,0.8208333333333333,0.8170254403131115,0.8099173553719008,,,,,,1143,121,,,,,,,,,,0.14
B,B|fakeddit|q0.1,0,b:spectral,0.6584127241624969,0.39565568245625776,0.8866666666666667,0.8962818003913894,0.8181818181818182,,,,,,1143,121,,,,,,,,,,0.3
B,B|fakeddit|q0.1,0,b:kmeans_content,0.04344441569134472,0.0927187897658723,0.3975,0.4481409001956947,0.1322314049586777,,,,,,1143,121,,,,,,,,,,0.59
B,B|fakeddit|q0.1,0,d:default,,,,,,0.6485419934984069,0.18753440991463216,0.6485419934984069,0.18753440991463216,0.10586176727909011,1143,121,0.832491211192439,0.1542455362786438,0.7418751766376612,0.22822255454559193,0.4652263940776254,0.7487506267082855,0.6360760218393482,0.5581123142435146,,0.02
B,B|fakeddit|q0.1,0,d:rank16,,,,,,0.7542899192961459,0.2568255232497494,0.7542899192961459,0.2568255232497494,0.10586176727909011,1143,121,0.5606367836248032,0.28822681180155185,0.276127915466023,0.3245261223063077,0.9269999137075151,0.6189128430722453,0.40558151915783774,0.22608924383079723,,0.0
B,B|fakeddit|q0.1,0,d:cons,,,,,,0.6485419934984069,0.18753440991463216,0.5947582927657649,0.14961720610277074,0.10586176727909011,1143,121,0.832491211192439,0.1542455362786438,0.7418751766376612,0.22822255454559193,0.4652263940776254,0.7487506267082855,0.5100400642947964,0.4151987957910582,,2.12
B,B|fakeddit|q0.1,0,d:kmmatch,,,,,,0.5871811874302535,0.12585896335600913,,,0.10586176727909011,1143,121,,,,,,,,,,0.2
B,B|fakeddit|q0.1,0,d:random,,,,,,0.5175882647862724,0.12318315547518174,,,0.10586176727909011,1143,121,,,,,,,,,,0.0
A,A|n300|mis0.0|clo|shi,1,b:default,0.7188618436228086,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.12
A,A|n300|mis0.0|clo|shi,1,b:rank16,0.8366911673306238,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.09
A,A|n300|mis0.0|clo|shi,1,b:robust,0.692706244435254,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|clo|shi,1,b:alpha05,0.7879678681857922,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.12
A,A|n300|mis0.0|clo|shi,1,b:concat05,0.7400999971611726,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.14
A,A|n300|mis0.0|clo|shi,1,b:text_only,0.8366911673306238,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.05
A,A|n300|mis0.0|clo|shi,1,b:image_only,0.8366911673306238,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.08
A,A|n300|mis0.0|clo|shi,1,b:structure_only,0.8366911673306238,0.49883619744412244,1.0,1.0,nan,,,,,,262,0,,,,,,,,,,0.0
A,A|n300|mis0.0|clo|shi,1,b:spectral,0.8323643481587404,0.49521189510754127,0.9966666666666667,1.0,nan,,,,,,262,0,,,,,,,,,,0.03
A,A|n300|mis0.0|clo|shi,1,b:kmeans_content,0.0,0.00543900658749065,0.31333333333333335,0.32061068702290074,nan,,,,,,262,0,,,,,,,,,,0.05
A,A|n300|mis0.0|clo|shi,1,d:default,,,,,,nan,nan,nan,nan,0.0,262,0,0.7802153312447229,0.16561344792704547,,,,,0.5881586896014431,,,0.0
A,A|n300|mis0.0|clo|shi,1,d:rank16,,,,,,nan,nan,nan,nan,0.0,262,0,0.3056450748166864,0.32379390885155246,,,,,0.2417958900113019,,,0.0
A,A|n300|mis0.0|clo|shi,1,d:cons,,,,,,nan,nan,nan,nan,0.0,262,0,0.7802153312447229,0.16561344792704547,,,,,0.5,,,0.12
A,A|n300|mis0.0|clo|shi,1,d:kmmatch,,,,,,nan,nan,,,0.0,262,0,,,,,,,,,,0.02
A,A|n300|mis0.0|clo|shi,1,d:random,,,,,,nan,nan,,,0.0,262,0,,,,,,,,,,0.0
A,A|n300|mis0.1|chi|shi,1,b:default,0.8366525133339977,0.49883619744412244,1.0,1.0,1.0,,,,,,268,28,,,,,,,,,,0.11
A,A|n300|mis0.1|chi|shi,1,b:rank16,0.844996970669928,0.49883619744412244,1.0,1.0,1.0,,,,,,268,28,,,,,,,,,,0.09
A,A|n300|mis0.1|chi|shi,1,b:robust,0.8165426327565561,0.49883619744412244,1.0,1.0,1.0,,,,,,268,28,,,,,,,,,,0.16
A,A|n300|mis0.1|chi|shi,1,b:alpha05,0.8366525133339977,0.49883619744412244,1.0,1.0,1.0,,,,,,268,28,,,,,,,,,,0.16
A,A|n300|mis0.1|chi|shi,1,b:concat05,0.8114714406682634,0.49883619744412244,1.0,1.0,1.0,,,,,,268,28,,,,,,,,,,0.17
A,A|n300|mis0.1|chi|shi,1,b:text_only,0.844996970669928,0.49883619744412244,1.0,1.0,1.0,,,,,,268,28,,,,,,,,,,0.05
A,A|n300|mis0.1|chi|shi,1,b:image_only,0.8366525133339977,0.49883619744412244,1.0,1.0,1.0,,,,,,268,28,,,,,,,,,,0.08
A,A|n300|mis0.1|chi|shi,1,b:structure_only,0.8366911673306238,0.49883619744412244,1.0,1.0,1.0,,,,,,268,28,,,,,,,,,,0.02
A,A|n300|mis0.1|chi|shi,1,b:spectral,0.77642449699244,0.4775881001625373,0.98,1.0,0.8928571428571429,,,,,,268,28,,,,,,,,,,0.03
A,A|n300|mis0.1|chi|shi,1,b:kmeans_content,0.5686814566871765,0.3746080346316251,0.89,1.0,0.0,,,,,,268,28,,,,,,,,,,0.05
A,A|n300|mis0.1|chi|shi,1,d:default,,,,,,0.8813988095238096,0.549381955273427,0.8813988095238096,0.549381955273427,0.1044776119402985,268,28,0.8721331149162543,0.08302908563942346,0.6671012200869829,0.19357423207536387,1.3766295843847036,0.3220238095238095,0.6737948182007502,0.48124853052109656,,0.0
A,A|n300|mis0.1|chi|shi,1,d:rank16,,,,,,0.8867559523809525,0.5508313612973449,0.8867559523809525,0.5508313612973449,0.1044776119402985,268,28,0.5827019969683999,0.23029035744467236,0.11787763550798942,0.2939423216916318,1.760422175521385,0.31607142857142856,0.40607394080010334,0.1600804629559567,,0.0
A,A|n300|mis0.1|chi|shi,1,d:cons,,,,,,0.8813988095238096,0.549381955273427,0.9029761904761905,0.632323780372545,0.1044776119402985,268,28,0.8721331149162543,0.08302908563942346,0.6671012200869829,0.19357423207536387,1.3766295843847036,0.3220238095238095,0.5422596754057428,0.13777421080791868,,0.16
A,A|n300|mis0.1|chi|shi,1,d:kmmatch,,,,,,1.0,1.0,,,0.1044776119402985,268,28,,,,,,,,,,0.02
A,A|n300|mis0.1|chi|shi,1,d:random,,,,,,0.48125,0.09862969797611328,,,0.1044776119402985,268,28,,,,,,,,,,0.0
A,A|n300|mis0.0|clo|slo,1,b:default,0.0,0.09577145978425296,0.32,0.30916030534351147,nan,,,,,,262,0,,,,,,,,,,0.14
A,A|n300|mis0.0|clo|slo,1,b:rank16,0.132262424801312,0.12617478748706884,0.5733333333333334,0.5763358778625954,nan,,,,,,262,0,,,,,,,,,,0.11
A,A|n300|mis0.0|clo|slo,1,b:robust,0.12381483328509191,0.12716567895214287,0.5933333333333334,0.5992366412213741,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|clo|slo,1,b:alpha05,0.0,0.097581583152911,0.35,0.33969465648854963,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|clo|slo,1,b:concat05,0.0,0.1115857321683525,0.4533333333333333,0.4618320610687023,nan,,,,,,262,0,,,,,,,,,,0.16
A,A|n300|mis0.0|clo|slo,1,b:text_only,0.14435885002325355,0.12936438412864396,0.5866666666666667,0.5916030534351145,nan,,,,,,262,0,,,,,,,,,,0.3
A,A|n300|mis0.0|clo|slo,1,b:image_only,0.14471947217038794,0.12932676704963125,0.6,0.6068702290076335,nan,,,,,,262,0,,,,,,,,,,0.38
