dataset,mode,p,method,mask_seed,seed,k_used,onmi,modularity,f1,frac_nocontent,frac_no_text,frac_no_image,mean_conf,mean_alpha,fl_both,fl_text,fl_image,fl_none,fl_unaligned,error,secs
crisismmd,text,0.20,spectral_graph+content,1,0,7,0.8159397483220564,0.5031635839883499,0.9269725185963101,0.0,0.18375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.09
crisismmd,text,0.20,nfmcd_full,1,1,7,0.5169857579840806,0.5150514044221898,0.6186407523982123,0.0,0.18375,0.0,0.5301829663700133,0.5211280764590093,0.81625,0.0,0.18375,0.0,0.0,,0.61
crisismmd,text,0.20,nfmcd_rank16,1,0,7,0.739871525946627,0.3991615500436129,0.6448577753223186,0.0,0.18375,0.0,0.36313224220163265,0.4041925695411429,0.81625,0.0,0.18375,0.0,0.0,,0.24
crisismmd,text,0.20,nfmcd_rank16,1,1,7,0.6610235818568895,0.5233261866075684,0.7516832200205062,0.0,0.18375,0.0,0.36319815653606713,0.404238709575247,0.81625,0.0,0.18375,0.0,0.0,,0.22
crisismmd,text,0.20,spectral_graph+content,1,1,7,0.8159397483220564,0.5031635839883499,0.9269725185963101,0.0,0.18375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.09
crisismmd,text,0.20,kmeans_content,1,1,7,0.2708660735533296,0.13628383620151363,0.4897016839402978,0.0,0.18375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.26
crisismmd,text,0.20,kmeans_content,1,0,7,0.3310825110101949,0.1822342273790064,0.5527986104459186,0.0,0.18375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.31
crisismmd,text,0.20,nfmcd_all_changes,2,0,7,0.6843890448914993,0.44703514357455076,0.7174333963257717,0.0,0.205,0.0,0.396875,0.32859375,0.795,0.0,0.205,0.0,0.0,,0.25
crisismmd,text,0.20,nfmcd_all_changes,2,1,7,0.7182675742038175,0.3933967333130535,0.6376863033836647,0.0,0.205,0.0,0.396875,0.32859375,0.795,0.0,0.205,0.0,0.0,,0.24
crisismmd,text,0.20,nfmcd_full,2,0,7,0.563189275389038,0.519914446802049,0.6194369290010175,0.0,0.205,0.0,0.513678020237064,0.5095746141659449,0.795,0.0,0.205,0.0,0.0,,0.58
crisismmd,text,0.20,nfmcd_full,2,1,7,0.5980982047657979,0.5242239446119061,0.612982630245624,0.0,0.205,0.0,0.5083122302588235,0.5058185611811764,0.795,0.0,0.205,0.0,0.0,,0.58
crisismmd,text,0.20,spectral_graph+content,2,0,7,0.8237228449765647,0.5078794649272763,0.932156245088098,0.0,0.205,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.20,spectral_graph+content,2,1,7,0.8237228449765647,0.5078794649272763,0.932156245088098,0.0,0.205,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.20,nfmcd_rank16,2,0,7,0.6481706134931868,0.5146552713437326,0.7424917231404784,0.0,0.205,0.0,0.35044488157445697,0.3953114171021198,0.795,0.0,0.205,0.0,0.0,,0.24
crisismmd,text,0.20,nfmcd_rank16,2,1,7,0.6940017985785911,0.45311911341162225,0.6939301178545227,0.0,0.205,0.0,0.3499338570141359,0.39495369990989504,0.795,0.0,0.205,0.0,0.0,,0.25
crisismmd,text,0.20,kmeans_content,2,0,7,0.2506385875610664,0.11752492571746484,0.4748931179591079,0.0,0.205,0.0,nan,nan,nan,nan,nan,nan,nan,,0.23
crisismmd,text,0.20,kmeans_content,2,1,7,0.27655515941064013,0.1367873437897516,0.49669963521726374,0.0,0.205,0.0,nan,nan,nan,nan,nan,nan,nan,,0.26
crisismmd,text,0.20,nfmcd_all_changes,3,0,7,0.6396045976914119,0.5256492664457146,0.7404311163816886,0.0,0.2075,0.0,0.395,0.32774999999999993,0.7925,0.0,0.2075,0.0,0.0,,0.23
crisismmd,text,0.20,nfmcd_full,3,0,7,0.5952949762327893,0.5250083454238608,0.6174487958454993,0.0,0.2075,0.0,0.5159741511773721,0.5111819058241605,0.7925,0.0,0.2075,0.0,0.0,,0.5
crisismmd,text,0.20,nfmcd_all_changes,3,1,7,0.6906425350059862,0.44879834054609175,0.7202440944565585,0.0,0.2075,0.0,0.395,0.32775,0.7925,0.0,0.2075,0.0,0.0,,0.28
crisismmd,text,0.20,nfmcd_full,3,1,7,0.562943960213949,0.5235590091857607,0.6093897869346258,0.0,0.2075,0.0,0.515741938799696,0.5110193571597871,0.7925,0.0,0.2075,0.0,0.0,,0.53
crisismmd,text,0.20,spectral_graph+content,3,0,7,0.8043663717797694,0.4979222938224284,0.9235598103284247,0.0,0.2075,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.20,spectral_graph+content,3,1,7,0.8043663717797694,0.4979222938224284,0.9235598103284247,0.0,0.2075,0.0,nan,nan,nan,nan,nan,nan,nan,,0.09
crisismmd,text,0.20,nfmcd_rank16,3,1,7,0.6832118231253657,0.4464493218043553,0.6921682293755568,0.0,0.2075,0.0,0.35217715285035467,0.3965240069952482,0.7925,0.0,0.2075,0.0,0.0,,0.23
crisismmd,text,0.20,nfmcd_rank16,3,0,7,0.6849483602688452,0.4446242270781988,0.6911768804368449,0.0,0.2075,0.0,0.35042814840275854,0.3952997038819309,0.7925,0.0,0.2075,0.0,0.0,,0.31
crisismmd,text,0.20,kmeans_content,3,1,7,0.30508010721847656,0.11320519877546618,0.477523412159838,0.0,0.2075,0.0,nan,nan,nan,nan,nan,nan,nan,,0.3
crisismmd,text,0.20,kmeans_content,3,0,7,0.271153430141162,0.11673824479221075,0.47313991789649396,0.0,0.2075,0.0,nan,nan,nan,nan,nan,nan,nan,,0.3
crisismmd,text,0.20,nfmcd_all_changes,4,0,7,0.7032720962185469,0.4570093004775561,0.7275268089598983,0.0,0.17875,0.0,0.40875,0.3339375,0.82125,0.0,0.17875,0.0,0.0,,0.25
crisismmd,text,0.20,nfmcd_all_changes,4,1,7,0.7247755230582449,0.3851870284898274,0.6393377495288141,0.0,0.17875,0.0,0.40875,0.3339375,0.82125,0.0,0.17875,0.0,0.0,,0.28
crisismmd,text,0.20,nfmcd_full,4,1,7,0.4936514523961164,0.5150463421522956,0.6778392146494875,0.0,0.17875,0.0,0.5295732834249814,0.520701298397487,0.82125,0.0,0.17875,0.0,0.0,,0.58
crisismmd,text,0.20,nfmcd_full,4,0,7,0.6493347686167399,0.5130286719854528,0.7525643455701724,0.0,0.17875,0.0,0.5303951932368808,0.5212766352658166,0.82125,0.0,0.17875,0.0,0.0,,0.58
crisismmd,text,0.20,spectral_graph+content,4,1,7,0.7985751949220111,0.5043027829807825,0.9180783929930183,0.0,0.17875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.09
crisismmd,text,0.20,nfmcd_rank16,4,0,7,0.6980280193661866,0.44732124549745605,0.6951378913123119,0.0,0.17875,0.0,0.37066486105666613,0.40946540273966625,0.82125,0.0,0.17875,0.0,0.0,,0.22
crisismmd,text,0.20,spectral_graph+content,4,0,7,0.7984683271921589,0.505131530950488,0.9174827982892022,0.0,0.17875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.12
crisismmd,text,0.20,nfmcd_rank16,4,1,7,0.7428715696386761,0.396718168080832,0.6461618978866136,0.0,0.17875,0.0,0.37084184501902206,0.40958929151331547,0.82125,0.0,0.17875,0.0,0.0,,0.31
crisismmd,text,0.20,kmeans_content,4,0,7,0.2820883799151026,0.12318977307684889,0.4996762364391727,0.0,0.17875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.3
crisismmd,text,0.20,kmeans_content,4,1,7,0.25413549457051643,0.11543408274033304,0.49277277083185167,0.0,0.17875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.33
crisismmd,text,0.40,nfmcd_full,0,0,7,0.5723749674125179,0.5243230144888439,0.6265753910666162,0.0,0.41375,0.0,0.3762537500947377,0.4133776250663164,0.58625,0.0,0.41375,0.0,0.0,,0.41
crisismmd,text,0.40,nfmcd_all_changes,0,1,7,0.6645717138847936,0.4628463486872258,0.726357034533991,0.0,0.41375,0.0,0.28937499999999994,0.28021874999999996,0.58625,0.0,0.41375,0.0,0.0,,0.19
crisismmd,text,0.40,nfmcd_full,0,1,7,0.5721213160911469,0.5078842761755228,0.7260256717807805,0.0,0.41375,0.0,0.3715768527019111,0.41010379689133786,0.58625,0.0,0.41375,0.0,0.0,,0.42
crisismmd,text,0.40,nfmcd_all_changes,0,0,7,0.6767106596454684,0.44897959909416324,0.7199042583378862,0.0,0.41375,0.0,0.289375,0.28021874999999996,0.58625,0.0,0.41375,0.0,0.0,,0.27
crisismmd,text,0.40,nfmcd_rank16,0,0,7,0.6368568504433243,0.46721435545945517,0.6843447033000618,0.0,0.41375,0.0,0.2536571498352388,0.3275600048846672,0.58625,0.0,0.41375,0.0,0.0,,0.2
crisismmd,text,0.40,spectral_graph+content,0,0,7,0.5933399576333929,0.4264554684877674,0.7976239581181603,0.0,0.41375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.40,spectral_graph+content,0,1,7,0.5932827684986195,0.42670828912388886,0.7975915416332567,0.0,0.41375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.40,nfmcd_rank16,0,1,7,0.6169795112752369,0.5228084335408264,0.7261678620793158,0.0,0.41375,0.0,0.25230611690684573,0.326614281834792,0.58625,0.0,0.41375,0.0,0.0,,0.22
crisismmd,text,0.40,kmeans_content,0,0,7,0.11799288706586819,0.0440517052716345,0.3553476526222331,0.0,0.41375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.3
crisismmd,text,0.40,kmeans_content,0,1,7,0.1544417175816839,0.05558732141535542,0.3845891159661893,0.0,0.41375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.27
crisismmd,text,0.40,nfmcd_full,1,0,7,0.5743548811286384,0.5267139329272668,0.6333744335097754,0.0,0.41875,0.0,0.3701069738744269,0.4090748817120988,0.58125,0.0,0.41875,0.0,0.0,,0.31
crisismmd,text,0.40,nfmcd_full,1,1,7,0.5760402343068612,0.5250510818593725,0.6307257921576189,0.0,0.41875,0.0,0.37164933781024473,0.41015453646717126,0.58125,0.0,0.41875,0.0,0.0,,0.31
crisismmd,text,0.40,nfmcd_all_changes,1,0,7,0.6750600293822664,0.4526817500275392,0.7206983622210996,0.0,0.41875,0.0,0.2875,0.279375,0.58125,0.0,0.41875,0.0,0.0,,0.23
crisismmd,text,0.40,nfmcd_all_changes,1,1,7,0.6778635343816816,0.45248363119213403,0.7328215806082977,0.0,0.41875,0.0,0.2875,0.279375,0.58125,0.0,0.41875,0.0,0.0,,0.23
crisismmd,text,0.40,nfmcd_rank16,1,0,7,0.6281795445851832,0.5243455227632496,0.732157335915573,0.0,0.41875,0.0,0.25624815197881107,0.32937370638516766,0.58125,0.0,0.41875,0.0,0.0,,0.22
crisismmd,text,0.40,spectral_graph+content,1,1,7,0.7114975122498068,0.4755057050735784,0.8742081691408624,0.0,0.41875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.40,spectral_graph+content,1,0,7,0.714718506475516,0.475980345172337,0.8759696334142114,0.0,0.41875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.40,nfmcd_rank16,1,1,7,0.6499121678836409,0.46520586850122214,0.6855247701484074,0.0,0.41875,0.0,0.2575776353604921,0.33030434475234444,0.58125,0.0,0.41875,0.0,0.0,,0.22
crisismmd,text,0.40,kmeans_content,1,0,7,0.16607211521229392,0.05995409399781719,0.3924046765620392,0.0,0.41875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.28
crisismmd,text,0.40,kmeans_content,1,1,7,0.16607211521229392,0.05647261201119338,0.3776555224247629,0.0,0.41875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.3
crisismmd,text,0.40,nfmcd_full,2,1,7,0.5882254903710997,0.524102052683503,0.6281922338580055,0.0,0.41875,0.0,0.369455436203489,0.4086188053424424,0.58125,0.0,0.41875,0.0,0.0,,0.33
crisismmd,text,0.40,nfmcd_full,2,0,7,0.5854808831304394,0.5252565849149126,0.634191610136716,0.0,0.41875,0.0,0.3688500652449476,0.40819504567146336,0.58125,0.0,0.41875,0.0,0.0,,0.38
crisismmd,text,0.40,nfmcd_all_changes,2,0,7,0.6014530623081442,0.5175600729318295,0.7698116835653528,0.0,0.41875,0.0,0.2875,0.279375,0.58125,0.0,0.41875,0.0,0.0,,0.19
crisismmd,text,0.40,nfmcd_all_changes,2,1,7,0.6499884490916683,0.46385940930171593,0.7214927634006274,0.0,0.41875,0.0,0.2875,0.279375,0.58125,0.0,0.41875,0.0,0.0,,0.19
crisismmd,text,0.40,spectral_graph+content,2,0,7,0.720478095114887,0.4768537959137943,0.8833048806522158,0.0,0.41875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.40,nfmcd_rank16,2,0,7,0.6109979039307913,0.5197167881729979,0.7227074212394434,0.0,0.41875,0.0,0.2515125840694886,0.3260588088486421,0.58125,0.0,0.41875,0.0,0.0,,0.19
crisismmd,text,0.40,nfmcd_rank16,2,1,7,0.6346690077505212,0.4580848654823103,0.6850036877462512,0.0,0.41875,0.0,0.25296374507954744,0.32707462155568323,0.58125,0.0,0.41875,0.0,0.0,,0.2
crisismmd,text,0.40,spectral_graph+content,2,1,7,0.720478095114887,0.4768537959137943,0.8833048806522158,0.0,0.41875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.40,kmeans_content,2,0,7,0.15073207002551503,0.043053685037532555,0.3780063130852512,0.0,0.41875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.27
crisismmd,text,0.40,kmeans_content,2,1,7,0.0756592988334619,0.03177538700112009,0.3446968334455553,0.0,0.41875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.27
crisismmd,text,0.40,nfmcd_full,3,1,7,0.5764921555487152,0.5254995947883052,0.633290652681665,0.0,0.42625,0.0,0.3676539149301866,0.4073577404511306,0.57375,0.0,0.42625,0.0,0.0,,0.38
crisismmd,text,0.40,nfmcd_all_changes,3,1,7,0.6548826109361717,0.45802392997734404,0.7145672527741943,0.0,0.42625,0.0,0.285625,0.27853124999999995,0.57375,0.0,0.42625,0.0,0.0,,0.2
crisismmd,text,0.40,nfmcd_full,3,0,7,0.5616508396850471,0.5191573655127466,0.6357930237470955,0.0,0.42625,0.0,0.3676750449797487,0.4073725314858241,0.57375,0.0,0.42625,0.0,0.0,,0.41
crisismmd,text,0.40,nfmcd_all_changes,3,0,7,0.6692472957814667,0.40821006462092113,0.636338687386021,0.0,0.42625,0.0,0.285625,0.27853125,0.57375,0.0,0.42625,0.0,0.0,,0.25
crisismmd,text,0.40,spectral_graph+content,3,0,7,0.7507750077724351,0.4736146544095027,0.9008232003548303,0.0,0.42625,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.40,spectral_graph+content,3,1,7,0.7445413743240827,0.4737123436673786,0.8963855884623408,0.0,0.42625,0.0,nan,nan,nan,nan,nan,nan,nan,,0.09
crisismmd,text,0.40,nfmcd_rank16,3,1,7,0.594756906504283,0.5229244892159217,0.725399638498506,0.0,0.42625,0.0,0.24670144074436287,0.32269100852105403,0.57375,0.0,0.42625,0.0,0.0,,0.2
crisismmd,text,0.40,nfmcd_rank16,3,0,7,0.5951187989450091,0.5235499514879748,0.7258267888307797,0.0,0.42625,0.0,0.24641041334605468,0.3224872893422382,0.57375,0.0,0.42625,0.0,0.0,,0.26
crisismmd,text,0.40,kmeans_content,3,1,7,0.13317232961979442,0.06511564295366963,0.3996331743720218,0.0,0.42625,0.0,nan,nan,nan,nan,nan,nan,nan,,0.24
crisismmd,text,0.40,kmeans_content,3,0,7,0.11820457987880317,0.05125991739463292,0.36684019927851563,0.0,0.42625,0.0,nan,nan,nan,nan,nan,nan,nan,,0.31
crisismmd,text,0.40,nfmcd_all_changes,4,0,7,0.6876686083381962,0.46462289164303333,0.7329212092449143,0.0,0.36875,0.0,0.313125,0.29090625,0.63125,0.0,0.36875,0.0,0.0,,0.19
crisismmd,text,0.40,nfmcd_full,4,0,7,0.5860344907278281,0.524322617037902,0.6299578582522941,0.0,0.36875,0.0,0.4049103246472386,0.43343722725306705,0.63125,0.0,0.36875,0.0,0.0,,0.36
crisismmd,text,0.40,nfmcd_all_changes,4,1,7,0.6675080169882684,0.40466802366180255,0.6368038301052561,0.0,0.36875,0.0,0.313125,0.29090625,0.63125,0.0,0.36875,0.0,0.0,,0.19
crisismmd,text,0.40,nfmcd_full,4,1,7,0.5948087337727452,0.5248936703678274,0.6254322194474613,0.0,0.36875,0.0,0.40554111141152416,0.4338787779880669,0.63125,0.0,0.36875,0.0,0.0,,0.39
crisismmd,text,0.40,spectral_graph+content,4,0,7,0.5993747438030209,0.4223544441562809,0.8065466752149104,0.0,0.36875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.40,spectral_graph+content,4,1,7,0.5993747438030209,0.4223544441562809,0.8065466752149104,0.0,0.36875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.09
crisismmd,text,0.40,nfmcd_rank16,4,1,7,0.6336365010118805,0.5237916434977172,0.7342021389819376,0.0,0.36875,0.0,0.27130693742181683,0.33991485619527184,0.63125,0.0,0.36875,0.0,0.0,,0.2
crisismmd,text,0.40,nfmcd_rank16,4,0,7,0.6512980385427771,0.46769842978847115,0.6858783801770046,0.0,0.36875,0.0,0.2724137078942352,0.3406895955259646,0.63125,0.0,0.36875,0.0,0.0,,0.23
crisismmd,text,0.60,nfmcd_full,0,0,7,0.5820759009197827,0.5200985711805979,0.7182218071134482,0.0,0.60875,0.0,0.2467910617162042,0.3227537432013429,0.39125,0.0,0.60875,0.0,0.0,,0.22
crisismmd,text,0.60,nfmcd_full,0,1,7,0.5821962399194606,0.5198659996240532,0.7207182797043156,0.0,0.60875,0.0,0.2476930033017697,0.3233851023112388,0.39125,0.0,0.60875,0.0,0.0,,0.2
crisismmd,text,0.40,kmeans_content,4,0,7,0.17817591405270972,0.05656011397386889,0.41889706901977863,0.0,0.36875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.3
crisismmd,text,0.40,kmeans_content,4,1,7,0.18052861265780018,0.05612925623415399,0.41964828375144225,0.0,0.36875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.33
crisismmd,text,0.60,nfmcd_all_changes,0,0,7,0.6515135047043146,0.469907880494116,0.7262070712611968,0.0,0.60875,0.0,0.188125,0.23465624999999996,0.39125,0.0,0.60875,0.0,0.0,,0.14
crisismmd,text,0.60,nfmcd_rank16,0,0,7,0.6037157457506397,0.5131622991758834,0.7728946571153178,0.0,0.60875,0.0,0.16221303157855743,0.26354912210499015,0.39125,0.0,0.60875,0.0,0.0,,0.16
crisismmd,text,0.60,nfmcd_all_changes,0,1,7,0.6458754278931345,0.4636809956656511,0.7217239994761039,0.0,0.60875,0.0,0.188125,0.23465624999999996,0.39125,0.0,0.60875,0.0,0.0,,0.19
crisismmd,text,0.60,nfmcd_rank16,0,1,7,0.605436438801528,0.5125997596635071,0.7738537928701579,0.0,0.60875,0.0,0.16151716372356137,0.2630620146064929,0.39125,0.0,0.60875,0.0,0.0,,0.19
crisismmd,text,0.60,spectral_graph+content,0,0,7,0.4572906686050353,0.34474091449110733,0.6904921375959102,0.0,0.60875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.12
crisismmd,text,0.60,spectral_graph+content,0,1,7,0.4572906686050353,0.34474091449110733,0.6904921375959102,0.0,0.60875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.60,kmeans_content,0,0,7,0.029241917017029273,0.026304830397014565,0.2540201401603146,0.0,0.60875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.27
crisismmd,text,0.60,nfmcd_full,1,0,7,0.5934370055939218,0.5250430282481772,0.7184400089670947,0.0,0.61625,0.0,0.24432643718093314,0.3210285060266531,0.38375,0.0,0.61625,0.0,0.0,,0.19
crisismmd,text,0.60,nfmcd_full,1,1,7,0.5964521698935179,0.5244956755454836,0.7212065562269342,0.0,0.61625,0.0,0.2455983652502978,0.3219188556752085,0.38375,0.0,0.61625,0.0,0.0,,0.2
crisismmd,text,0.60,kmeans_content,0,1,7,0.031832681374547867,0.033953648267044854,0.2682467860701322,0.0,0.60875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.27
crisismmd,text,0.60,nfmcd_all_changes,1,1,7,0.6540524361008395,0.4717998306524291,0.7243458187982067,0.0,0.61625,0.0,0.18875,0.2349375,0.38375,0.0,0.61625,0.0,0.0,,0.14
crisismmd,text,0.60,nfmcd_all_changes,1,0,7,0.6537294847834544,0.47304736640429185,0.7261096381261314,0.0,0.61625,0.0,0.18875,0.23493749999999994,0.38375,0.0,0.61625,0.0,0.0,,0.19
crisismmd,text,0.60,nfmcd_rank16,1,0,7,0.5999796450254233,0.5124003020459812,0.7708824904255968,0.0,0.61625,0.0,0.16148276814478602,0.2630379377013502,0.38375,0.0,0.61625,0.0,0.0,,0.19
crisismmd,text,0.60,nfmcd_rank16,1,1,7,0.5999796450254233,0.5127644507828341,0.7685212153370491,0.0,0.61625,0.0,0.16156314835483399,0.2630942038483838,0.38375,0.0,0.61625,0.0,0.0,,0.17
crisismmd,text,0.60,spectral_graph+content,1,0,7,0.43385733255176695,0.2805223810691857,0.6737048519065992,0.0,0.61625,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.60,spectral_graph+content,1,1,7,0.4346327435807631,0.2813927567954593,0.6738398424034562,0.0,0.61625,0.0,nan,nan,nan,nan,nan,nan,nan,,0.12
crisismmd,text,0.60,nfmcd_full,2,0,7,0.6017176647607383,0.5159700390602235,0.7156356328249966,0.0,0.62375,0.0,0.23999381474335593,0.31799567032034914,0.37625,0.0,0.62375,0.0,0.0,,0.17
crisismmd,text,0.60,nfmcd_full,2,1,7,0.6029652274026752,0.5155121755749159,0.7159445850171212,0.0,0.62375,0.0,0.2413515342368985,0.3189460739658289,0.37625,0.0,0.62375,0.0,0.0,,0.2
crisismmd,text,0.60,kmeans_content,1,0,7,0.06665395562967502,0.02247091401709482,0.27900022318807005,0.0,0.61625,0.0,nan,nan,nan,nan,nan,nan,nan,,0.31
crisismmd,text,0.60,kmeans_content,1,1,7,0.0,0.025882925762732406,0.24922373511612772,0.0,0.61625,0.0,nan,nan,nan,nan,nan,nan,nan,,0.31
crisismmd,text,0.60,nfmcd_all_changes,2,0,7,0.6438661743508158,0.47103005185144986,0.7238414829415069,0.0,0.62375,0.0,0.18,0.23099999999999998,0.37625,0.0,0.62375,0.0,0.0,,0.14
crisismmd,text,0.60,spectral_graph+content,2,0,7,0.3092298197747112,0.29466747183254716,0.5063401748254426,0.0,0.62375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.60,nfmcd_all_changes,2,1,7,0.5555065520038526,0.5129032029985707,0.7658340407729082,0.0,0.62375,0.0,0.18,0.23099999999999996,0.37625,0.0,0.62375,0.0,0.0,,0.17
crisismmd,text,0.60,nfmcd_rank16,2,0,7,0.5908355289543206,0.5115204502525089,0.7628553217157581,0.0,0.62375,0.0,0.1563822534396934,0.2594675774077853,0.37625,0.0,0.62375,0.0,0.0,,0.14
crisismmd,text,0.60,nfmcd_rank16,2,1,7,0.5908355289543206,0.5111537285437677,0.7632487127464428,0.0,0.62375,0.0,0.15574618520570402,0.2590223296439928,0.37625,0.0,0.62375,0.0,0.0,,0.14
crisismmd,text,0.60,spectral_graph+content,2,1,7,0.3115604106549491,0.2964532607523763,0.5068344075882341,0.0,0.62375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.12
crisismmd,text,0.60,nfmcd_full,3,0,7,0.5888479886884428,0.519718398895237,0.7195959899270706,0.0,0.60875,0.0,0.24971410865078297,0.32479987605554805,0.39125,0.0,0.60875,0.0,0.0,,0.19
crisismmd,text,0.60,kmeans_content,2,0,7,0.061029289182299884,0.017038805562020524,0.32145320840112185,0.0,0.62375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.24
crisismmd,text,0.60,kmeans_content,2,1,7,0.061029289182299884,0.02103032169972112,0.3002881770754678,0.0,0.62375,0.0,nan,nan,nan,nan,nan,nan,nan,,0.27
crisismmd,text,0.60,nfmcd_full,3,1,7,0.5867103962529951,0.5208429967951648,0.7194634669162454,0.0,0.60875,0.0,0.2505118965786164,0.32535832760503147,0.39125,0.0,0.60875,0.0,0.0,,0.22
crisismmd,text,0.60,nfmcd_all_changes,3,0,7,0.640025342970114,0.4719031051419651,0.7211348261420676,0.0,0.60875,0.0,0.190625,0.23578124999999994,0.39125,0.0,0.60875,0.0,0.0,,0.17
crisismmd,text,0.60,nfmcd_all_changes,3,1,7,0.6400833234020264,0.46841187514802435,0.7220161261955372,0.0,0.60875,0.0,0.190625,0.23578124999999994,0.39125,0.0,0.60875,0.0,0.0,,0.16
crisismmd,text,0.60,nfmcd_rank16,3,0,7,0.6514892543480393,0.4634223596946924,0.7254681430963104,0.0,0.60875,0.0,0.15494166017787214,0.2584591621245104,0.39125,0.0,0.60875,0.0,0.0,,0.16
crisismmd,text,0.60,nfmcd_rank16,3,1,7,0.6517689047569508,0.4657311731358641,0.7262992103303197,0.0,0.60875,0.0,0.15559171215150072,0.25891419850605046,0.39125,0.0,0.60875,0.0,0.0,,0.14
crisismmd,text,0.60,spectral_graph+content,3,0,7,0.46427696398588925,0.34395691113009486,0.7134259360280518,0.0,0.60875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.09
crisismmd,text,0.60,spectral_graph+content,3,1,7,0.4654632004877317,0.34770267707474933,0.7143188321688791,0.0,0.60875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.09
crisismmd,text,0.60,kmeans_content,3,0,7,0.0431618149849029,0.01900472343250682,0.2579354976541063,0.0,0.60875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.27
crisismmd,text,0.60,nfmcd_full,4,0,7,0.6034434486824252,0.5197936217156485,0.7178180051422929,0.0,0.59125,0.0,0.25724016897753366,0.3300681182842735,0.40875,0.0,0.59125,0.0,0.0,,0.24
crisismmd,text,0.60,nfmcd_full,4,1,7,0.6031207319188467,0.5173268110657538,0.7174042893759117,0.0,0.59125,0.0,0.25816671565823396,0.3307167009607637,0.40875,0.0,0.59125,0.0,0.0,,0.22
crisismmd,text,0.60,kmeans_content,3,1,7,0.0,0.014535805957923486,0.2367103739451936,0.0,0.60875,0.0,nan,nan,nan,nan,nan,nan,nan,,0.25
crisismmd,text,0.60,nfmcd_rank16,4,0,7,0.647172187529627,0.4683531779194163,0.7255524675146086,0.0,0.59125,0.0,0.16967951458610547,0.26877566021027377,0.40875,0.0,0.59125,0.0,0.0,,0.16
crisismmd,text,0.60,nfmcd_all_changes,4,0,7,0.6589299331524872,0.4617786699459019,0.7257778299764361,0.0,0.59125,0.0,0.1975,0.23887499999999995,0.40875,0.0,0.59125,0.0,0.0,,0.17
crisismmd,text,0.60,nfmcd_rank16,4,1,7,0.6467758628687759,0.4675078206840248,0.7257234915072696,0.0,0.59125,0.0,0.16926660449054254,0.26848662314337973,0.40875,0.0,0.59125,0.0,0.0,,0.16
crisismmd,text,0.60,nfmcd_all_changes,4,1,7,0.6589299331524872,0.4612395172836981,0.7257778299764361,0.0,0.59125,0.0,0.1975,0.23887499999999995,0.40875,0.0,0.59125,0.0,0.0,,0.2
crisismmd,text,0.60,spectral_graph+content,4,1,7,0.49738887262379683,0.3593212977099588,0.7224424654246234,0.0,0.59125,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
crisismmd,text,0.60,spectral_graph+content,4,0,7,0.496329130511202,0.3566858214313162,0.7205829774499584,0.0,0.59125,0.0,nan,nan,nan,nan,nan,nan,nan,,0.11
