part,dataset,method,seed,n_nodes,true_overlap_rate,n_true_overlap,auroc,ap,best_thr,best_f1,precision_at_best,recall_at_best,f1_at_0.2,precision_at_0.2,recall_at_0.2,second_comm_acc,n_eval_second,note,error,secs
A,r0.4,nfmcd_default,3,300,0.3233,97,0.5702605251129957,0.37870476021194877,0.05,0.48322147651006714,0.3582089552238806,0.7422680412371134,0.02,0.3333333333333333,0.010309278350515464,0.2474,97,,,0.17
A,r0.4,nfmcd_robust,3,300,0.3233,97,0.5302422426489259,0.3496461578803982,0.05,0.2649006622516556,0.37037037037037035,0.20618556701030927,0.0,0.0,0.0,0.2887,97,,,0.16
A,r0.4,demon,3,300,0.3233,97,,,,0.4342,0.3188,0.6804,,,,,,"single fixed operating point, not threshold-based",,0.14
A,r0.4,slpa,3,300,0.3233,97,,,,0.0,0.0,0.0,,,,,,"single fixed operating point, not threshold-based",,0.22
A,r0.4,always_overlap (= naive top-2-FCM-center: every node forced to a 2nd community),3,300,0.3233,97,,,,0.4887,0.3233,1.0,,,,,,single fixed operating point,,0.0
A,r0.4,always_no_overlap,3,300,0.3233,97,,,,0.0,0.0,0.0,,,,,,single fixed operating point,,0.0
B,amazon,nfmcd_default,1,146,0.4658,68,0.7262443438914027,0.6800644103942857,0.05,0.3863636363636363,0.85,0.25,0.275,0.9166666666666666,0.16176470588235295,,,"structure-only dataset, no content",,0.02
B,amazon,nfmcd_robust,1,146,0.4658,68,0.7262443438914028,0.6800644103942857,0.05,0.3863636363636363,0.85,0.25,0.275,0.9166666666666666,0.16176470588235295,,,"structure-only dataset, no content",,0.02
B,amazon,demon,1,146,0.4658,68,,,,0.56,0.614,0.5147,,,,,,single fixed operating point,,0.03
B,amazon,slpa,1,146,0.4658,68,,,,0.3043,0.5833,0.2059,,,,,,single fixed operating point,,0.03
B,amazon,always_overlap,1,146,0.4658,68,,,,0.6355,0.4658,1.0,,,,,,single fixed operating point,,0.0
B,amazon,always_no_overlap,1,146,0.4658,68,,,,0.0,0.0,0.0,,,,,,single fixed operating point,,0.0
B,amazon,nfmcd_default,2,146,0.4658,68,0.7273755656108598,0.6807028783979987,0.05,0.3863636363636363,0.85,0.25,0.275,0.9166666666666666,0.16176470588235295,,,"structure-only dataset, no content",,0.02
B,amazon,nfmcd_robust,2,146,0.4658,68,0.7262443438914027,0.6801968958208888,0.05,0.3863636363636363,0.85,0.25,0.275,0.9166666666666666,0.16176470588235295,,,"structure-only dataset, no content",,0.01
B,amazon,demon,2,146,0.4658,68,,,,0.5344,0.5556,0.5147,,,,,,single fixed operating point,,0.02
B,amazon,slpa,2,146,0.4658,68,,,,0.0779,0.3333,0.0441,,,,,,single fixed operating point,,0.05
B,amazon,always_overlap,2,146,0.4658,68,,,,0.6355,0.4658,1.0,,,,,,single fixed operating point,,0.0
B,amazon,always_no_overlap,2,146,0.4658,68,,,,0.0,0.0,0.0,,,,,,single fixed operating point,,0.0
A,r0.4,nfmcd_default,4,300,0.3167,95,0.4807188703465982,0.30092484969884564,0.05,0.38735177865612647,0.310126582278481,0.5157894736842106,0.0,0.0,0.0,0.2632,95,,,0.12
A,r0.4,nfmcd_robust,4,300,0.3167,95,0.4962772785622593,0.30835713614030424,0.05,0.2222222222222222,0.32653061224489793,0.16842105263157894,0.0,0.0,0.0,0.3474,95,,,0.09
A,r0.4,demon,4,300,0.3167,95,,,,0.4757,0.3142,0.9789,,,,,,"single fixed operating point, not threshold-based",,0.19
A,r0.4,slpa,4,300,0.3167,95,,,,0.0,0.0,0.0,,,,,,"single fixed operating point, not threshold-based",,0.2
A,r0.4,always_overlap (= naive top-2-FCM-center: every node forced to a 2nd community),4,300,0.3167,95,,,,0.481,0.3167,1.0,,,,,,single fixed operating point,,0.0
A,r0.4,always_no_overlap,4,300,0.3167,95,,,,0.0,0.0,0.0,,,,,,single fixed operating point,,0.0
B,dblp,nfmcd_default,0,1072,0.0103,11,0.6210264758803872,0.14050149940270618,0.3,0.2105263157894737,0.25,0.18181818181818182,0.1702127659574468,0.1111111111111111,0.36363636363636365,,,"structure-only dataset, no content",,0.12
