part,dataset,method,seed,n_nodes,true_overlap_rate,n_true_overlap,auroc,ap,best_thr,best_f1,precision_at_best,recall_at_best,f1_at_0.2,precision_at_0.2,recall_at_0.2,second_comm_acc,n_eval_second,note,error,secs
A,r0.4,slpa,2,300,0.3033,91,,,,0.0,0.0,0.0,,,,,,"single fixed operating point, not threshold-based",,0.23
A,r0.4,always_overlap (= naive top-2-FCM-center: every node forced to a 2nd community),2,300,0.3033,91,,,,0.4655,0.3033,1.0,,,,,,single fixed operating point,,0.0
A,r0.4,always_no_overlap,2,300,0.3033,91,,,,0.0,0.0,0.0,,,,,,single fixed operating point,,0.0
A,r0.4,nfmcd_default,0,300,0.3367,101,0.48281009005423153,0.32861506972449145,0.05,0.4229390681003584,0.33146067415730335,0.5841584158415841,0.0,0.0,0.0,0.2079,101,,,0.17
A,r0.4,nfmcd_robust,0,300,0.3367,101,0.5228618339220856,0.35514869680534583,0.05,0.18055555555555555,0.3023255813953488,0.12871287128712872,0.0,0.0,0.0,0.1782,101,,,0.12
A,r0.4,demon,0,300,0.3367,101,,,,0.505,0.3378,1.0,,,,,,"single fixed operating point, not threshold-based",,0.19
A,r0.4,slpa,0,300,0.3367,101,,,,0.4382,0.3667,0.5446,,,,,,"single fixed operating point, not threshold-based",,0.3
A,r0.4,always_overlap (= naive top-2-FCM-center: every node forced to a 2nd community),0,300,0.3367,101,,,,0.5037,0.3367,1.0,,,,,,single fixed operating point,,0.0
A,r0.4,always_no_overlap,0,300,0.3367,101,,,,0.0,0.0,0.0,,,,,,single fixed operating point,,0.0
B,amazon,nfmcd_default,0,146,0.4658,68,0.7262443438914027,0.6802044664166946,0.05,0.3863636363636363,0.85,0.25,0.275,0.9166666666666666,0.16176470588235295,,,"structure-only dataset, no content",,0.02
B,amazon,nfmcd_robust,0,146,0.4658,68,0.7262443438914028,0.6814299566127731,0.05,0.3863636363636363,0.85,0.25,0.275,0.9166666666666666,0.16176470588235295,,,"structure-only dataset, no content",,0.02
B,amazon,demon,0,146,0.4658,68,,,,0.5,0.5769,0.4412,,,,,,single fixed operating point,,0.05
B,amazon,slpa,0,146,0.4658,68,,,,0.433,0.7241,0.3088,,,,,,single fixed operating point,,0.05
B,amazon,always_overlap,0,146,0.4658,68,,,,0.6355,0.4658,1.0,,,,,,single fixed operating point,,0.0
B,amazon,always_no_overlap,0,146,0.4658,68,,,,0.0,0.0,0.0,,,,,,single fixed operating point,,0.0
