dataset,seed,phase,param,cfg,m,alpha_min,alpha_max,sd_mult,common_dim,anfis,modularity,onmi,f1,error,secs
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.36585214883525324,0.0,0.0,,3.92
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale1.5"", ""cd"": 32, ""m"": 1.5, ""sd"": 1.5}",1.5,0.15,0.85,1.5,32,scale1.5,0.810932613731349,0.0,0.14187489187589072,,14.53
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.5505945066224961,0.0,0.0,,9.73
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.4951672640893452,0.0,0.0,,9.66
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale1.5"", ""cd"": 32, ""m"": 1.5, ""sd"": 1.5}",1.5,0.15,0.85,1.5,32,scale1.5,0.3873640403047753,0.24239791492885265,0.061724137931034484,,17.83
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale1.5"", ""cd"": 32, ""m"": 1.5, ""sd"": 1.5}",1.5,0.15,0.85,1.5,32,scale1.5,0.38769693229418656,0.24322464990245485,0.06196213425129088,,18.62
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.7754760918753789,0.6497585135906618,0.7379314969049009,,0.14
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.7329080536588138,0.43243839249809746,0.4304203832562774,,0.08
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale1.5"", ""cd"": 32, ""m"": 1.5, ""sd"": 1.5}",1.5,0.15,0.85,1.5,32,scale1.5,0.38765438116047424,0.2415728484471058,0.0614853195164076,,18.38
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.7440027128084169,0.5875487092032972,0.647414525157491,,0.08
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.7842352235011651,0.6720646933468475,0.7250443187181292,,0.11
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.8449526869571358,0.8431436882535843,0.9161549545821226,,0.08
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.850632370595297,0.7897010055046502,0.8129803514075193,,0.19
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.5239735923553198,0.5603932564637175,0.2747667193983997,,2.52
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.5253522659996073,0.572667473864594,0.27669945017233966,,2.67
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.6276123165945815,0.0,0.05102606766500277,,8.41
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.3885366857184094,0.0,0.0,,7.5
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.5224895314559619,0.5642792492361399,0.2755091177320497,,2.34
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8716605380315176,0.014640460157382629,0.24594719271036672,,4.39
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.3885249960215215,0.0,0.0,,13.86
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""pct"", ""cd"": 16, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,16,pct,0.3887714001799806,0.0,0.0,,13.92
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8010260587066711,0.4267003573946585,0.499038551619428,,0.08
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8031852903930077,0.5839681615754341,0.6035147157655197,,0.06
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8055838875278951,0.4707217855065464,0.5063820984567613,,0.09
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.7205317421086082,0.5502169957708728,0.6791294574647029,,0.08
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.7720644728479628,0.6681014288042969,0.7231574834135075,,0.06
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.7761044417767107,0.6686777641894626,0.7235609595153076,,0.08
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.2757984077307794,0.3393762588683156,0.08240469208211144,,8.91
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8623337811175881,0.019089593726778986,0.23754277745248611,,10.5
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.2631091398325428,0.34505746575139706,0.08326055312954876,,9.25
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.47414847286169404,0.0,0.0,,4.77
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.4684249491921726,0.0,0.0,,4.7
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.8509011203261104,0.009935265187873799,0.24105483654645335,,14.0
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.47098053783145155,0.0,0.0,,4.58
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 16, ""m"": 1.3, ""sd"": 2.0}",1.3,0.15,0.85,2.0,16,default,0.273233796530512,0.34277063112757955,0.08291970802919708,,8.28
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.5505945066224961,0.0,0.0,,5.5
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.7754760918753789,0.6497585135906618,0.7379314969049009,,0.09
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.7329080536588138,0.43243839249809746,0.4304203832562774,,0.06
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.7440027128084169,0.5875487092032972,0.647414525157491,,0.08
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.7842352235011651,0.6720646933468475,0.7250443187181292,,0.06
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.850632370595297,0.7897010055046502,0.8129803514075193,,0.06
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.8449526869571358,0.8431436882535843,0.9161549545821226,,0.09
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.12666983260746936,0.21387031153853342,0.4545491069632166,,1.12
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.6276123165945815,0.0,0.05102606766500277,,5.28
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.12394156199308008,0.22367796425672026,0.4650042845046122,,1.28
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.05438536701101119,0.12257527148816305,0.3673008013705092,,1.11
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.4951672640893452,0.0,0.0,,9.08
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8699499982444654,0.01398898655495473,0.2443906276835264,,3.86
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8668904997844675,0.01531787138624785,0.24412471835845015,,4.33
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.09306360397202777,0.0743665419107975,0.2820529684601185,,3.62
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.09468547456292972,0.0748395631872667,0.29839579140092,,3.75
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8057097485638957,0.4786412009917632,0.5158867019247688,,0.09
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.7981501428602195,0.5036892781486488,0.6206078241230003,,0.09
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.7968781167376114,0.3293783938716397,0.44207953842694103,,0.06
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.7438722547842667,0.5539773172847998,0.6319628201081315,,0.08
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.7776724807570087,0.6348664002878011,0.7079177643374712,,0.09
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.7711637596214956,0.6044733933958888,0.6817666224454075,,0.08
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.3724492905939971,0.5741060121237981,0.6169181815492183,,1.62
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.08901408911706356,0.06909287317816648,0.2837282817967238,,3.5
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.3887973946258393,0.0,0.0,,17.39
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.3887973946258393,0.0,0.0,,17.62
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.36614402425605447,0.5722191490227421,0.6181146133129615,,1.58
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.37366203892919014,0.5772056253962509,0.618928758368811,,1.52
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 4, ""m"": 1.2, ""sd"": 2.0}",1.2,0.15,0.85,2.0,4,scale0.6,0.8683090897449931,0.012057574432937979,0.256682998527171,,10.55
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift-0.1"", ""cd"": 32, ""m"": 1.75, ""sd"": 1.5}",1.75,0.15,0.85,1.5,32,shift-0.1,0.3887973946258393,0.0,0.0,,17.33
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8738967055254492,0.0,0.2464408860592352,,2.77
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.7768790982065596,0.6114676822300876,0.6848228757873215,,0.08
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.7781535956538578,0.5786553229924298,0.6046941979493299,,0.09
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.7681888614571848,0.5971881961302058,0.6930217436992954,,0.11
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.7761570510557164,0.5721278990154091,0.6778504949734836,,0.06
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8012527363886731,0.5248015643483567,0.6981563782271367,,0.05
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.6917611750582586,0.34959940311824234,0.4457244585687382,,0.06
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8793817921854222,0.012546497684847724,0.2494193273775462,,4.02
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.3184332182636155,0.45428211226342174,0.5999953522050854,,1.25
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.34114894114257777,0.4807563251343242,0.5995589120880856,,1.16
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.33213161600498964,0.49263100913987834,0.6204923407697737,,1.19
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.2612331377794625,0.5630517211676676,0.5842970754689978,,4.86
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.3449087143288501,0.7751311369169811,0.8214198652856508,,4.56
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.2624780554607763,0.569248505731439,0.5912806708698646,,4.94
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 8, ""m"": 1.2, ""sd"": 1.0}",1.2,0.15,0.85,1.0,8,shift+0.1,0.8584900455288305,0.0,0.24688605629337904,,6.92
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.8810108987717453,0.0,0.23665819315315742,,1.81
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.7578620781934193,1.0,1.0,,0.02
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.7578620781934193,1.0,1.0,,0.05
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.7578620781934193,1.0,1.0,,0.03
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.8583814702351529,1.0,1.0,,0.01
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.8583814702351529,1.0,1.0,,0.03
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.8583814702351529,1.0,1.0,,0.03
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.2257843007829466,0.3919078831753473,0.4968859432672483,,3.56
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.23310512157090466,0.3749906654826536,0.5104020783255421,,3.23
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.869023695586173,0.0,0.25646578111544555,,4.42
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.22092710750312208,0.3522744306737984,0.5005966367991818,,3.19
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.48025294279999,0.6257394471067522,0.728743909083071,,2.77
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""default"", ""cd"": 4, ""m"": 1.5, ""sd"": 0.5}",1.5,0.15,0.85,0.5,4,default,0.8713663753462755,0.0,0.22349243113669603,,4.75
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.4784110296234412,0.6327325105842846,0.7291662285690464,,2.33
crisismmd,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.47693136160291716,0.6297320265938943,0.7281580546553433,,2.39
pheme,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8699395240465456,0.026210939200164485,0.2584064021447418,,2.98
dblp,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.7685060736334722,0.5867727391108091,0.6777234364604676,,0.08
dblp,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.7351760236315128,0.450364437103268,0.4951942837311896,,0.08
dblp,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.7523760904278887,0.5380878610132613,0.6582579579544341,,0.09
amazon,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.7821209660334723,0.548289760387153,0.6240776307669053,,0.08
amazon,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8460013417131559,0.8503062099618639,0.9284562775096946,,0.11
amazon,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8420863639573477,0.6946524908582907,0.7553244724256686,,0.12
pheme,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8756287838039986,0.02168298042831096,0.2639796006596018,,3.86
pheme,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.8720368715370606,0.039866799171532685,0.2702034348302884,,6.2
crisismmd,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 32, ""m"": 1.3, ""sd"": 1.5}",1.3,0.15,0.85,1.5,32,shift+0.1,0.4933352079072153,0.5918280665613102,0.601342406784001,,4.62
fakeddit,0,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.29693374281715107,0.46267974271313583,0.1863213611129066,,8.14
crisismmd,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""shift+0.1"", ""cd"": 32, ""m"": 1.3, ""sd"": 1.5}",1.3,0.15,0.85,1.5,32,shift+0.1,0.4443213694603131,0.6719223784526134,0.588582811699662,,4.78
fakeddit,1,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.28338997718763614,0.4370284382482459,0.18482107803934683,,8.25
fakeddit,2,B,search,"{""alpha"": [0.15, 0.85], ""anfis"": ""scale0.6"", ""cd"": 16, ""m"": 1.2, ""sd"": 1.5}",1.2,0.15,0.85,1.5,16,scale0.6,0.30101518615211625,0.4783894591629121,0.18940174520069808,,7.95
