method,dataset,seed,k_used,modularity,onmi,f1,note,error,secs
var:default,fakeddit@r0.5,2,10,0.03271982983096377,0.021073499831535503,0.18902113591664088,homophily=0.291 edges=12618,,2.36
var:default,fakeddit@r1.0,0,10,0.006530563349267972,0.01681997271593927,0.2329386334635517,homophily=0.182 edges=12562,,2.36
var:default,fakeddit@r1.0,2,10,-0.0011024860068179695,0.008853226538583892,0.16010087642030796,homophily=0.173 edges=12631,,2.31
var:default,fakeddit@r1.0,1,10,0.0005117083056510951,0.034363630900981046,0.19806540863559477,homophily=0.178 edges=12585,,2.34
var:cons_a60,fakeddit_real_lcc,0,6,0.7692619210328983,0.14624766009377654,0.3046578964011955,homophily=0.907 edges=9261,,0.5
var:cons_a60,fakeddit_real_lcc,1,6,0.7203946999072046,0.19987720125046748,0.35465655610541597,homophily=0.907 edges=9261,,0.53
var:cons_a60,fakeddit_real_full,0,9,0.5671576566463312,0.014198546564760273,0.20231989292494662,homophily=0.887 edges=13108,,3.17
var:cons_a60,fakeddit_real_lcc,2,6,0.7315448310877906,0.20363053856032387,0.3614350348500503,homophily=0.907 edges=9261,,0.52
var:cons_a60,crisismmd@r0.02,0,7,0.4544365395102496,0.7595021232623194,0.6715513367852666,homophily=0.927 edges=4884,,0.91
var:cons_a60,crisismmd@r0.02,1,7,0.5635989378489835,0.8300856106655535,0.7982648599220148,homophily=0.922 edges=4926,,0.89
var:cons_a60,crisismmd@r0.02,2,7,0.5682790712203248,0.8026567867071392,0.7906363396031895,homophily=0.928 edges=4900,,0.81
var:cons_a60,fakeddit_real_full,2,9,0.5309157600261633,0.04729530110938651,0.11522639391531839,homophily=0.887 edges=13108,,2.86
var:cons_a60,fakeddit_real_full,1,9,0.6458552817330617,0.024740874376843358,0.17012779852437995,homophily=0.887 edges=13108,,3.02
var:cons_a60,crisismmd@r0.1,0,7,0.4330430325486922,0.5794170128085134,0.6025749779179274,homophily=0.724 edges=4908,,0.8
var:cons_a60,crisismmd@r0.1,1,7,0.3644260757007736,0.654735367358275,0.6478493440756763,homophily=0.715 edges=4924,,0.8
var:cons_a60,crisismmd@r0.1,2,7,0.4076429533386292,0.6598832020087984,0.6228875748672767,homophily=0.717 edges=4921,,0.78
var:cons_a60,crisismmd@r0.25,0,7,0.26059587900078296,0.18261242662039867,0.3694068654306219,homophily=0.506 edges=4943,,0.78
var:cons_a60,crisismmd@r0.25,1,7,0.24265090725897132,0.14656539077334663,0.4045933761141951,homophily=0.500 edges=4979,,0.78
var:cons_a60,crisismmd@r0.5,0,7,0.20366522381198754,0.0,0.16545886007124186,homophily=0.334 edges=4898,,0.81
var:cons_a60,crisismmd@r0.25,2,7,0.21186031133819042,0.1252136170923437,0.3168660379071867,homophily=0.503 edges=4946,,0.89
var:cons_a60,crisismmd@r0.5,1,7,0.206490833122444,0.0,0.18401164811177298,homophily=0.330 edges=4908,,0.86
var:cons_a60,crisismmd@r0.5,2,7,0.20437203947139684,0.0,0.17055973941007924,homophily=0.337 edges=4959,,0.86
var:cons_a60,crisismmd@r1.0,0,7,0.19579107108955487,0.0,0.17562844697080301,homophily=0.198 edges=4881,,0.89
var:cons_a60,crisismmd@r1.0,1,7,0.1990882880969663,0.0,0.1549393501561155,homophily=0.201 edges=4973,,0.89
var:cons_a60,crisismmd@r1.0,2,7,0.20080179050039795,0.0,0.15590648916266206,homophily=0.205 edges=4982,,0.86
var:cons_a60,fakeddit@r0.02,0,10,0.34570003068859023,0.8059935606095194,0.7534563475569163,homophily=0.916 edges=12551,,2.31
var:cons_a60,fakeddit@r0.02,2,10,0.4033446325068313,0.8255363140946691,0.7544572505521053,homophily=0.913 edges=12513,,2.33
var:cons_a60,fakeddit@r0.02,1,10,0.40052980321157683,0.7488749644659709,0.6405465821452553,homophily=0.915 edges=12522,,2.41
var:cons_a60,fakeddit@r0.1,0,10,0.28357384159014964,0.2858976123872782,0.3413037948824892,homophily=0.684 edges=12623,,2.38
var:cons_a60,fakeddit@r0.1,1,10,0.2703015194165936,0.3822750239497128,0.2667163060828371,homophily=0.682 edges=12442,,2.41
var:cons_a60,fakeddit@r0.1,2,10,0.27972616591191524,0.28249640465882186,0.2970669443578945,homophily=0.679 edges=12516,,2.28
var:cons_a60,fakeddit@r0.25,1,10,0.19599537882066193,0.15877788743436527,0.13878668534234162,homophily=0.461 edges=12519,,2.23
var:cons_a60,fakeddit@r0.25,0,10,0.2019967911873608,0.2616330734642741,0.1329044163117094,homophily=0.467 edges=12589,,2.3
var:cons_a60,fakeddit@r0.25,2,10,0.19440455785764063,0.14049997685203897,0.14299924050597154,homophily=0.460 edges=12618,,2.08
var:cons_a60,fakeddit@r0.5,2,10,0.13762658095155042,0.0,0.15628281494211574,homophily=0.291 edges=12618,,2.22
var:cons_a60,fakeddit@r0.5,0,10,0.12905091549550293,0.01306253975228322,0.17216320161092244,homophily=0.306 edges=12621,,2.41
var:cons_a60,fakeddit@r0.5,1,10,0.12589706411037896,0.0076704083883886165,0.15856875012419508,homophily=0.301 edges=12578,,2.39
var:cons_a60,fakeddit@r1.0,0,10,0.13611708660278263,0.0,0.1350745154383923,homophily=0.182 edges=12562,,2.34
var:cons_a60,fakeddit@r1.0,1,10,0.1422368703306195,0.0,0.12227107129034584,homophily=0.178 edges=12585,,2.25
var:cons_a60,fakeddit@r1.0,2,10,0.133256171075682,0.0,0.12188244197885272,homophily=0.173 edges=12631,,2.22
var:agree_a50,fakeddit_real_lcc,0,6,0.7451739539438889,0.16498862752162147,0.32665468346006615,homophily=0.907 edges=9261,,0.55
var:agree_a50,fakeddit_real_full,0,9,0.6537941431430107,0.021936743115483104,0.12264358916076373,homophily=0.887 edges=13108,,3.19
var:agree_a50,fakeddit_real_lcc,1,6,0.7079928506968387,0.21970447997175468,0.3839256984754725,homophily=0.907 edges=9261,,0.5
var:agree_a50,fakeddit_real_lcc,2,6,0.7329874228542994,0.20676966027933086,0.3595254666197368,homophily=0.907 edges=9261,,0.5
var:agree_a50,crisismmd@r0.02,0,7,0.45253995898959043,0.759799309632863,0.6832174954017816,homophily=0.927 edges=4884,,0.89
var:agree_a50,crisismmd@r0.02,1,7,0.5494538825448962,0.8476611434146306,0.7970631034336556,homophily=0.922 edges=4926,,0.94
var:agree_a50,fakeddit_real_full,1,9,0.6721231249759632,0.02969957861825334,0.1254329637652734,homophily=0.887 edges=13108,,3.14
var:agree_a50,crisismmd@r0.02,2,7,0.4564506247396918,0.7559587206055758,0.6869109136173629,homophily=0.928 edges=4900,,0.8
var:agree_a50,fakeddit_real_full,2,9,0.5708669556006116,0.037521942808972586,0.09834470577070838,homophily=0.887 edges=13108,,2.91
var:agree_a50,crisismmd@r0.1,0,7,0.42558687013003405,0.588936160075908,0.6012275031101365,homophily=0.724 edges=4908,,0.81
var:agree_a50,crisismmd@r0.1,1,7,0.3650790966640952,0.6547034900047612,0.6447638068678677,homophily=0.715 edges=4924,,0.83
var:agree_a50,crisismmd@r0.1,2,7,0.4381741575829213,0.6183604065449392,0.6656742459493495,homophily=0.717 edges=4921,,0.83
var:agree_a50,crisismmd@r0.25,0,7,0.24461378427404398,0.15775705764611825,0.35829013892724987,homophily=0.506 edges=4943,,0.78
