rate,blend,method,seed,n_nodes,true_overlap_rate,n_true_overlap,auroc,ap,best_thr,best_f1,precision_at_best,recall_at_best,f1_at_0.2,precision_at_0.2,recall_at_0.2,second_comm_acc,n_eval_second,primary_onmi,primary_modularity,primary_f1,note,error,secs
0.1,0.5,slpa,2,300,0.08,24,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.27
0.1,0.5,always_overlap,2,300,0.08,24,,,,0.1481,0.08,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.5,always_no_overlap,2,300,0.08,24,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.5,nfmcd_default,3,300,0.0867,26,0.7994104435710275,0.5021360170012401,0.2,0.42424242424242425,1.0,0.2692307692307692,0.42424242424242425,1.0,0.2692307692307692,0.6923,26,0.8931,0.4513,0.9701,,,0.12
0.1,0.5,nfmcd_robust,3,300,0.0867,26,0.8090960134755756,0.4119398582363995,0.1,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.2666666666666667,1.0,0.15384615384615385,0.8462,26,0.8783,0.4491,0.9652,,,0.12
0.1,0.5,demon,3,300,0.0867,26,,,,0.1961,0.1092,0.9615,,,,,,,,,single fixed operating point,,0.14
0.1,0.5,slpa,3,300,0.0867,26,,,,0.0339,0.0303,0.0385,,,,,,,,,single fixed operating point,,0.27
0.1,0.5,always_overlap,3,300,0.0867,26,,,,0.1595,0.0867,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.5,always_no_overlap,3,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.5,nfmcd_default,4,300,0.0867,26,0.7615103874227962,0.38441340160618676,0.1,0.3589743589743589,0.2692307692307692,0.5384615384615384,0.25806451612903225,0.8,0.15384615384615385,0.7308,26,0.8509,0.4742,0.9574,,,0.14
0.1,0.5,nfmcd_robust,4,300,0.0867,26,0.7297866367209433,0.3092837837177037,0.2,0.2666666666666667,1.0,0.15384615384615385,0.2666666666666667,1.0,0.15384615384615385,0.7308,26,0.8585,0.4754,0.959,,,0.14
0.1,0.5,demon,4,300,0.0867,26,,,,0.16,0.087,1.0,,,,,,,,,single fixed operating point,,0.14
0.1,0.5,slpa,4,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.25
0.1,0.5,always_overlap,4,300,0.0867,26,,,,0.1595,0.0867,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.5,always_no_overlap,4,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,nfmcd_default,0,300,0.08,24,0.7518115942028986,0.453618813864216,0.15,0.5,0.55,0.4583333333333333,0.36363636363636365,0.6666666666666666,0.25,0.75,24,0.8653,0.4522,0.9638,,,0.12
0.1,0.7,nfmcd_robust,0,300,0.08,24,0.7957427536231884,0.40688487076851304,0.15,0.35294117647058826,0.6,0.25,0.2857142857142857,1.0,0.16666666666666666,0.875,24,0.8755,0.4521,0.9651,,,0.11
0.1,0.7,demon,0,300,0.08,24,,,,0.1486,0.0803,1.0,,,,,,,,,single fixed operating point,,0.22
0.1,0.7,slpa,0,300,0.08,24,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.27
0.1,0.7,always_overlap,0,300,0.08,24,,,,0.1481,0.08,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,always_no_overlap,0,300,0.08,24,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,nfmcd_default,2,300,0.08,24,0.7815519323671498,0.3307511503244868,0.15,0.35555555555555557,0.38095238095238093,0.3333333333333333,0.3076923076923077,0.4,0.25,0.7917,24,0.8481,0.4335,0.9583,,,0.14
0.1,0.7,nfmcd_robust,2,300,0.08,24,0.8060084541062802,0.31681316128962306,0.15,0.3076923076923077,0.4,0.25,0.20689655172413793,0.6,0.125,0.9167,24,0.8769,0.4319,0.964,,,0.14
0.1,0.7,demon,2,300,0.08,24,,,,0.1505,0.0814,1.0,,,,,,,,,single fixed operating point,,0.19
0.1,0.7,slpa,2,300,0.08,24,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.2
0.1,0.7,always_overlap,2,300,0.08,24,,,,0.1481,0.08,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,always_no_overlap,2,300,0.08,24,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,nfmcd_default,1,300,0.0633,19,0.89604794905413,0.5404982523615002,0.15,0.5,0.47619047619047616,0.5263157894736842,0.3846153846153846,0.7142857142857143,0.2631578947368421,0.6842,19,0.8891,0.4698,0.9713,,,0.14
0.1,0.7,nfmcd_robust,1,300,0.0633,19,0.8475369919460574,0.4314463447349685,0.1,0.380952380952381,0.34782608695652173,0.42105263157894735,0.2727272727272727,1.0,0.15789473684210525,0.7895,19,0.9043,0.4698,0.9743,,,0.14
0.1,0.7,demon,1,300,0.0633,19,,,,0.1191,0.0633,1.0,,,,,,,,,single fixed operating point,,0.19
0.1,0.7,slpa,1,300,0.0633,19,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.24
0.1,0.7,always_overlap,1,300,0.0633,19,,,,0.1191,0.0633,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,always_no_overlap,1,300,0.0633,19,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,nfmcd_default,3,300,0.0867,26,0.8660864682762494,0.5842499639668639,0.2,0.5405405405405405,0.9090909090909091,0.38461538461538464,0.5405405405405405,0.9090909090909091,0.38461538461538464,0.7308,26,0.8881,0.4444,0.9703,,,0.14
