rate,blend,method,seed,n_nodes,true_overlap_rate,n_true_overlap,auroc,ap,best_thr,best_f1,precision_at_best,recall_at_best,f1_at_0.2,precision_at_0.2,recall_at_0.2,second_comm_acc,n_eval_second,primary_onmi,primary_modularity,primary_f1,note,error,secs
0.1,0.7,nfmcd_robust,3,300,0.0867,26,0.9074957888826503,0.6299718104027393,0.1,0.5769230769230769,0.5769230769230769,0.5769230769230769,0.32258064516129037,1.0,0.19230769230769232,0.7692,26,0.8837,0.4447,0.9668,,,0.14
0.1,0.7,demon,3,300,0.0867,26,,,,0.1946,0.1082,0.9615,,,,,,,,,single fixed operating point,,0.16
0.1,0.7,slpa,3,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.26
0.1,0.7,always_overlap,3,300,0.0867,26,,,,0.1595,0.0867,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,always_no_overlap,3,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,nfmcd_default,4,300,0.0867,26,0.7999719258843346,0.5483747657294324,0.15,0.5714285714285715,0.6086956521739131,0.5384615384615384,0.4864864864864865,0.8181818181818182,0.34615384615384615,0.6154,26,0.865,0.4626,0.9641,,,0.14
0.1,0.7,nfmcd_robust,4,300,0.0867,26,0.8238349241998877,0.5126755979399793,0.1,0.4583333333333333,0.5,0.4230769230769231,0.411764705882353,0.875,0.2692307692307692,0.8077,26,0.8631,0.4626,0.9624,,,0.11
0.1,0.7,demon,4,300,0.0867,26,,,,0.1605,0.0872,1.0,,,,,,,,,single fixed operating point,,0.17
0.1,0.7,slpa,4,300,0.0867,26,,,,0.1364,0.0849,0.3462,,,,,,,,,single fixed operating point,,0.31
0.1,0.7,always_overlap,4,300,0.0867,26,,,,0.1595,0.0867,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,0.7,always_no_overlap,4,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,nfmcd_default,1,300,0.0633,19,0.9554223637385277,0.7098289868007193,0.2,0.7567567567567567,0.7777777777777778,0.7368421052631579,0.7567567567567567,0.7777777777777778,0.7368421052631579,0.6842,19,0.9177,0.4558,0.9813,,,0.12
0.1,1.0,nfmcd_robust,1,300,0.0633,19,0.9601048885559094,0.7672722629786339,0.15,0.717948717948718,0.7,0.7368421052631579,0.6666666666666666,0.9090909090909091,0.5263157894736842,0.6842,19,0.9334,0.4555,0.9842,,,0.12
0.1,1.0,demon,1,300,0.0633,19,,,,0.1191,0.0633,1.0,,,,,,,,,single fixed operating point,,0.14
0.1,1.0,slpa,1,300,0.0633,19,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.22
0.1,1.0,always_overlap,1,300,0.0633,19,,,,0.1191,0.0633,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,always_no_overlap,1,300,0.0633,19,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,nfmcd_default,0,300,0.08,24,0.8654891304347826,0.6251952771431519,0.15,0.6037735849056604,0.5517241379310345,0.6666666666666666,0.6,0.75,0.5,0.6667,24,0.89,0.4426,0.9719,,,0.17
0.1,1.0,nfmcd_robust,0,300,0.08,24,0.9417270531400966,0.7341447260465856,0.15,0.6666666666666666,0.7142857142857143,0.625,0.5714285714285715,0.9090909090909091,0.4166666666666667,0.8333,24,0.8968,0.4431,0.9733,,,0.14
0.1,1.0,demon,0,300,0.08,24,,,,0.1486,0.0803,1.0,,,,,,,,,single fixed operating point,,0.14
0.1,1.0,slpa,0,300,0.08,24,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.2
0.1,1.0,always_overlap,0,300,0.08,24,,,,0.1481,0.08,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,always_no_overlap,0,300,0.08,24,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,nfmcd_default,2,300,0.08,24,0.8596014492753624,0.3507881628377115,0.15,0.5,0.4375,0.5833333333333334,0.35000000000000003,0.4375,0.2916666666666667,0.7083,24,0.8415,0.4294,0.9569,,,0.14
0.1,1.0,nfmcd_robust,2,300,0.08,24,0.9118357487922706,0.45044313439611056,0.1,0.4814814814814815,0.43333333333333335,0.5416666666666666,0.30303030303030304,0.5555555555555556,0.20833333333333334,0.8333,24,0.8698,0.43,0.9645,,,0.16
0.1,1.0,demon,2,300,0.08,24,,,,0.1505,0.0814,1.0,,,,,,,,,single fixed operating point,,0.19
0.1,1.0,slpa,2,300,0.08,24,,,,0.0909,0.0526,0.3333,,,,,,,,,single fixed operating point,,0.2
0.1,1.0,always_overlap,2,300,0.08,24,,,,0.1481,0.08,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,always_no_overlap,2,300,0.08,24,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,nfmcd_default,3,300,0.0867,26,0.8968276249298147,0.7100892155789696,0.15,0.6875,0.5789473684210527,0.8461538461538461,0.5454545454545455,0.6666666666666666,0.46153846153846156,0.6154,26,0.8695,0.4315,0.9659,,,0.12
0.1,1.0,nfmcd_robust,3,300,0.0867,26,0.9598540145985401,0.7873340148436845,0.15,0.7083333333333333,0.7727272727272727,0.6538461538461539,0.5263157894736842,0.8333333333333334,0.38461538461538464,0.6538,26,0.8958,0.432,0.9718,,,0.14
0.1,1.0,demon,3,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.16
0.1,1.0,slpa,3,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.2
0.1,1.0,always_overlap,3,300,0.0867,26,,,,0.1595,0.0867,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,always_no_overlap,3,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,nfmcd_default,0,300,0.1933,58,0.47884012539184956,0.21366075318375086,0.05,0.2834008097165992,0.18518518518518517,0.603448275862069,0.03333333333333333,0.5,0.017241379310344827,0.2069,58,0.7449,0.4942,0.9101,,,0.12
0.2,0.0,nfmcd_robust,0,300,0.1933,58,0.49886007409518385,0.24662535688315496,0.05,0.22,0.2619047619047619,0.1896551724137931,0.03389830508474576,1.0,0.017241379310344827,0.1897,58,0.7523,0.4942,0.9116,,,0.16
0.2,0.0,demon,0,300,0.1933,58,,,,0.3193,0.1906,0.9828,,,,,,,,,single fixed operating point,,0.16
0.2,0.0,slpa,0,300,0.1933,58,,,,0.3269,0.2267,0.5862,,,,,,,,,single fixed operating point,,0.22
0.2,0.0,always_overlap,0,300,0.1933,58,,,,0.324,0.1933,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,always_no_overlap,0,300,0.1933,58,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,nfmcd_default,4,300,0.0867,26,0.8875631667602469,0.6591997796860131,0.15,0.6101694915254238,0.5454545454545454,0.6923076923076923,0.5365853658536585,0.7333333333333333,0.4230769230769231,0.5,26,0.8657,0.4551,0.9657,,,0.16
0.1,1.0,nfmcd_robust,4,300,0.0867,26,0.929533969679955,0.7323582951206827,0.15,0.6808510638297872,0.7619047619047619,0.6153846153846154,0.6153846153846155,0.9230769230769231,0.46153846153846156,0.6538,26,0.8851,0.4524,0.9702,,,0.11
0.1,1.0,demon,4,300,0.0867,26,,,,0.16,0.087,1.0,,,,,,,,,single fixed operating point,,0.22
0.1,1.0,slpa,4,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.22
0.1,1.0,always_overlap,4,300,0.0867,26,,,,0.1595,0.0867,1.0,,,,,,,,,single fixed operating point,,0.0
0.1,1.0,always_no_overlap,4,300,0.0867,26,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,nfmcd_default,1,300,0.15,45,0.49742919389978213,0.14582235855543485,0.05,0.272,0.16585365853658537,0.7555555555555555,0.0,0.0,0.0,0.2222,45,0.7861,0.5047,0.9289,,,0.16
0.2,0.0,nfmcd_robust,1,300,0.15,45,0.44331154684095864,0.14407961687563148,0.05,0.11764705882352941,0.125,0.1111111111111111,0.0,0.0,0.0,0.2444,45,0.7717,0.5047,0.926,,,0.14
0.2,0.0,demon,1,300,0.15,45,,,,0.2632,0.1515,1.0,,,,,,,,,single fixed operating point,,0.17
0.2,0.0,slpa,1,300,0.15,45,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.28
0.2,0.0,always_overlap,1,300,0.15,45,,,,0.2609,0.15,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,always_no_overlap,1,300,0.15,45,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,nfmcd_default,2,300,0.1533,46,0.5067613830879836,0.1657548747537789,0.05,0.25296442687747034,0.15458937198067632,0.6956521739130435,0.041666666666666664,0.5,0.021739130434782608,0.1957,46,0.7786,0.4782,0.9265,,,0.14
0.2,0.0,nfmcd_robust,2,300,0.1533,46,0.5434782608695653,0.18008104632594957,0.05,0.20408163265306123,0.19230769230769232,0.21739130434782608,0.0,0.0,0.0,0.1522,46,0.7929,0.4782,0.9293,,,0.11
0.2,0.0,demon,2,300,0.1533,46,,,,0.2581,0.1492,0.9565,,,,,,,,,single fixed operating point,,0.12
0.2,0.0,slpa,2,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.31
0.2,0.0,always_overlap,2,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,always_no_overlap,2,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,nfmcd_default,3,300,0.1767,53,0.52020472080055,0.1773901373187916,0.05,0.282258064516129,0.1794871794871795,0.660377358490566,0.0,0.0,0.0,0.2264,53,0.7248,0.4878,0.9094,,,0.11
0.2,0.0,nfmcd_robust,3,300,0.1767,53,0.5549614238790009,0.19166318931762905,0.05,0.16822429906542055,0.16666666666666666,0.16981132075471697,0.0,0.0,0.0,0.2264,53,0.7481,0.4878,0.915,,,0.11
0.2,0.0,demon,3,300,0.1767,53,,,,0.2769,0.1739,0.6792,,,,,,,,,single fixed operating point,,0.12
0.2,0.0,slpa,3,300,0.1767,53,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.23
0.2,0.0,always_overlap,3,300,0.1767,53,,,,0.3003,0.1767,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,always_no_overlap,3,300,0.1767,53,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,nfmcd_default,4,300,0.1533,46,0.5096713454296473,0.17678448119828072,0.05,0.22522522522522523,0.14204545454545456,0.5434782608695652,0.0,0.0,0.0,0.2391,46,0.7776,0.512,0.9262,,,0.12
0.2,0.0,nfmcd_robust,4,300,0.1533,46,0.5069325573433756,0.16765272231240397,0.05,0.10869565217391304,0.10869565217391304,0.10869565217391304,0.0,0.0,0.0,0.1957,46,0.783,0.512,0.9275,,,0.11
0.2,0.0,demon,4,300,0.1533,46,,,,0.2573,0.1486,0.9565,,,,,,,,,single fixed operating point,,0.12
0.2,0.0,slpa,4,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.3
0.2,0.0,always_overlap,4,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.0,always_no_overlap,4,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,nfmcd_default,0,300,0.1933,58,0.628312909660872,0.28338854577073447,0.05,0.35971223021582727,0.22727272727272727,0.8620689655172413,0.09375,0.5,0.05172413793103448,0.5345,58,0.7381,0.454,0.9107,,,0.16
0.2,0.3,nfmcd_robust,0,300,0.1933,58,0.6013821601595897,0.3114243506530219,0.05,0.2727272727272727,0.28846153846153844,0.25862068965517243,0.09836065573770492,1.0,0.05172413793103448,0.6724,58,0.7577,0.4543,0.9148,,,0.09
0.2,0.3,demon,0,300,0.1933,58,,,,0.3252,0.1978,0.9138,,,,,,,,,single fixed operating point,,0.2
0.2,0.3,slpa,0,300,0.1933,58,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.25
0.2,0.3,always_overlap,0,300,0.1933,58,,,,0.324,0.1933,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,always_no_overlap,0,300,0.1933,58,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,nfmcd_default,1,300,0.15,45,0.6277124183006536,0.2574490956693237,0.1,0.3114754098360656,0.24675324675324675,0.4222222222222222,0.0851063829787234,1.0,0.044444444444444446,0.5111,45,0.8002,0.47,0.9337,,,0.12
0.2,0.3,nfmcd_robust,1,300,0.15,45,0.5467538126361655,0.19923951776630489,0.05,0.2222222222222222,0.2037037037037037,0.24444444444444444,0.0,0.0,0.0,0.7556,45,0.7862,0.47,0.9289,,,0.17
0.2,0.3,demon,1,300,0.15,45,,,,0.2609,0.15,1.0,,,,,,,,,single fixed operating point,,0.19
0.2,0.3,slpa,1,300,0.15,45,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.25
0.2,0.3,always_overlap,1,300,0.15,45,,,,0.2609,0.15,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,always_no_overlap,1,300,0.15,45,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,nfmcd_default,2,300,0.1533,46,0.6246148579253681,0.2966565834992944,0.1,0.3015873015873016,0.2375,0.41304347826086957,0.21818181818181817,0.6666666666666666,0.13043478260869565,0.5652,46,0.7831,0.437,0.9318,,,0.14
0.2,0.3,nfmcd_robust,2,300,0.1533,46,0.6151146867511126,0.25993736155283526,0.05,0.2982456140350877,0.25,0.3695652173913043,0.04081632653061224,0.3333333333333333,0.021739130434782608,0.7174,46,0.7839,0.4378,0.9281,,,0.12
0.2,0.3,demon,2,300,0.1533,46,,,,0.2682,0.1549,1.0,,,,,,,,,single fixed operating point,,0.16
0.2,0.3,slpa,2,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.25
0.2,0.3,always_overlap,2,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,always_no_overlap,2,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,nfmcd_default,3,300,0.1767,53,0.6873424490107707,0.28238635125444883,0.05,0.3475177304964539,0.21397379912663755,0.9245283018867925,0.06779661016949153,0.3333333333333333,0.03773584905660377,0.6226,53,0.749,0.4458,0.9167,,,0.11
0.2,0.3,nfmcd_robust,3,300,0.1767,53,0.6594606981895959,0.29981753857694915,0.05,0.38655462184873957,0.3484848484848485,0.4339622641509434,0.03636363636363636,0.5,0.018867924528301886,0.8113,53,0.7655,0.4458,0.9194,,,0.12
0.2,0.3,demon,3,300,0.1767,53,,,,0.3106,0.1859,0.9434,,,,,,,,,single fixed operating point,,0.16
0.2,0.3,slpa,3,300,0.1767,53,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.22
0.2,0.3,always_overlap,3,300,0.1767,53,,,,0.3003,0.1767,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,always_no_overlap,3,300,0.1767,53,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,nfmcd_default,4,300,0.1533,46,0.6791338582677164,0.30740185873004133,0.1,0.3247863247863248,0.2676056338028169,0.41304347826086957,0.08,0.5,0.043478260869565216,0.6739,46,0.7844,0.469,0.9294,,,0.16
0.2,0.3,nfmcd_robust,4,300,0.1533,46,0.6485792536802465,0.28191560674538313,0.05,0.2830188679245283,0.25,0.32608695652173914,0.0,0.0,0.0,0.7609,46,0.783,0.469,0.9275,,,0.12
0.2,0.3,demon,4,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.12
0.2,0.3,slpa,4,300,0.1533,46,,,,0.2642,0.2333,0.3043,,,,,,,,,single fixed operating point,,0.25
0.2,0.3,always_overlap,4,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.3,always_no_overlap,4,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,nfmcd_default,0,300,0.1933,58,0.7359646622969507,0.43042126697079364,0.1,0.47619047619047616,0.39325842696629215,0.603448275862069,0.2222222222222222,0.5714285714285714,0.13793103448275862,0.6897,58,0.7341,0.425,0.9132,,,0.16
0.2,0.5,nfmcd_robust,0,300,0.1933,58,0.7277714448560844,0.42513094679584607,0.05,0.37398373983739835,0.35384615384615387,0.39655172413793105,0.12903225806451613,1.0,0.06896551724137931,0.7586,58,0.7718,0.425,0.9194,,,0.12
0.2,0.5,demon,0,300,0.1933,58,,,,0.3249,0.194,1.0,,,,,,,,,single fixed operating point,,0.16
0.2,0.5,slpa,0,300,0.1933,58,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.25
0.2,0.5,always_overlap,0,300,0.1933,58,,,,0.324,0.1933,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,always_no_overlap,0,300,0.1933,58,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,nfmcd_default,1,300,0.15,45,0.7373420479302834,0.4127330397852542,0.1,0.4409448818897638,0.34146341463414637,0.6222222222222222,0.18867924528301885,0.625,0.1111111111111111,0.6667,45,0.7897,0.4474,0.9343,,,0.12
0.2,0.5,nfmcd_robust,1,300,0.15,45,0.6861002178649238,0.32228929748155855,0.05,0.2909090909090909,0.24615384615384617,0.35555555555555557,0.15999999999999998,0.8,0.08888888888888889,0.8667,45,0.8002,0.4463,0.9355,,,0.11
0.2,0.5,demon,1,300,0.15,45,,,,0.2624,0.151,1.0,,,,,,,,,single fixed operating point,,0.14
0.2,0.5,slpa,1,300,0.15,45,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.25
0.2,0.5,always_overlap,1,300,0.15,45,,,,0.2609,0.15,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,always_no_overlap,1,300,0.15,45,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,nfmcd_default,2,300,0.1533,46,0.7674597740499829,0.44332434091255624,0.15,0.44705882352941173,0.48717948717948717,0.41304347826086957,0.3174603174603175,0.5882352941176471,0.21739130434782608,0.5652,46,0.772,0.4202,0.9325,,,0.11
0.2,0.5,nfmcd_robust,2,300,0.1533,46,0.7466621020198563,0.41394212851091605,0.05,0.4285714285714286,0.3375,0.5869565217391305,0.22222222222222218,0.75,0.13043478260869565,0.7826,46,0.7983,0.4185,0.9362,,,0.11
0.2,0.5,demon,2,300,0.1533,46,,,,0.269,0.1554,1.0,,,,,,,,,single fixed operating point,,0.14
0.2,0.5,slpa,2,300,0.1533,46,,,,0.1261,0.1077,0.1522,,,,,,,,,single fixed operating point,,0.23
0.2,0.5,always_overlap,2,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,always_no_overlap,2,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,nfmcd_default,3,300,0.1767,53,0.7612099915972805,0.46236710081292365,0.1,0.44578313253012053,0.3274336283185841,0.6981132075471698,0.36363636363636365,0.5833333333333334,0.2641509433962264,0.8113,53,0.7393,0.421,0.9207,,,0.14
0.2,0.5,nfmcd_robust,3,300,0.1767,53,0.7645710793675043,0.4539607565142493,0.05,0.4460431654676259,0.36046511627906974,0.5849056603773585,0.22580645161290322,0.7777777777777778,0.1320754716981132,0.9057,53,0.768,0.4183,0.9248,,,0.09
0.2,0.5,demon,3,300,0.1767,53,,,,0.3011,0.1773,1.0,,,,,,,,,single fixed operating point,,0.17
0.2,0.5,slpa,3,300,0.1767,53,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.3
0.2,0.5,always_overlap,3,300,0.1767,53,,,,0.3003,0.1767,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,always_no_overlap,3,300,0.1767,53,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,nfmcd_default,4,300,0.1533,46,0.7495720643615202,0.4671438240883589,0.1,0.42424242424242425,0.32558139534883723,0.6086956521739131,0.3103448275862069,0.75,0.1956521739130435,0.6739,46,0.7833,0.4472,0.9332,,,0.16
0.2,0.5,nfmcd_robust,4,300,0.1533,46,0.7540225950017118,0.4067199794780219,0.05,0.3508771929824562,0.29411764705882354,0.43478260869565216,0.18867924528301885,0.7142857142857143,0.10869565217391304,0.8696,46,0.7843,0.4459,0.9312,,,0.11
0.2,0.5,demon,4,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.14
0.2,0.5,slpa,4,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.28
0.2,0.5,always_overlap,4,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.5,always_no_overlap,4,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,nfmcd_default,1,300,0.15,45,0.8259694989106754,0.5303942146462668,0.1,0.5000000000000001,0.36363636363636365,0.8,0.3939393939393939,0.6190476190476191,0.28888888888888886,0.7778,45,0.7843,0.4233,0.9371,,,0.14
0.2,0.7,nfmcd_robust,1,300,0.15,45,0.8187363834422657,0.45242973601313113,0.05,0.4800000000000001,0.375,0.6666666666666666,0.1509433962264151,0.5,0.08888888888888889,0.8667,45,0.7711,0.4225,0.9298,,,0.12
0.2,0.7,demon,1,300,0.15,45,,,,0.2616,0.1505,1.0,,,,,,,,,single fixed operating point,,0.17
0.2,0.7,slpa,1,300,0.15,45,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.22
0.2,0.7,always_overlap,1,300,0.15,45,,,,0.2609,0.15,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,always_no_overlap,1,300,0.15,45,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,nfmcd_default,0,300,0.1933,58,0.7832003419777714,0.5262013469062986,0.1,0.5061728395061729,0.3942307692307692,0.7068965517241379,0.41463414634146345,0.7083333333333334,0.29310344827586204,0.6724,58,0.7545,0.4006,0.9245,,,0.12
0.2,0.7,nfmcd_robust,0,300,0.1933,58,0.8101310914790538,0.5295108225771794,0.05,0.47826086956521735,0.4125,0.5689655172413793,0.33333333333333326,0.8571428571428571,0.20689655172413793,0.8103,58,0.7764,0.3979,0.9281,,,0.17
0.2,0.7,demon,0,300,0.1933,58,,,,0.324,0.1933,1.0,,,,,,,,,single fixed operating point,,0.22
0.2,0.7,slpa,0,300,0.1933,58,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.27
0.2,0.7,always_overlap,0,300,0.1933,58,,,,0.324,0.1933,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,always_no_overlap,0,300,0.1933,58,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,nfmcd_default,2,300,0.1533,46,0.8152173913043479,0.5434322003714681,0.15,0.5306122448979592,0.5,0.5652173913043478,0.4864864864864865,0.6428571428571429,0.391304347826087,0.6087,46,0.7794,0.4004,0.9384,,,0.14
0.2,0.7,nfmcd_robust,2,300,0.1533,46,0.829168093118795,0.5703907357492198,0.1,0.5168539325842696,0.5348837209302325,0.5,0.41935483870967744,0.8125,0.2826086956521739,0.7609,46,0.816,0.4013,0.9459,,,0.17
0.2,0.7,demon,2,300,0.1533,46,,,,0.2682,0.1549,1.0,,,,,,,,,single fixed operating point,,0.19
0.2,0.7,slpa,2,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.27
0.2,0.7,always_overlap,2,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,always_no_overlap,2,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,nfmcd_default,3,300,0.1767,53,0.8202581926514401,0.5722126649016283,0.2,0.5411764705882353,0.71875,0.4339622641509434,0.5411764705882353,0.71875,0.4339622641509434,0.6792,53,0.7793,0.4043,0.9376,,,0.11
0.2,0.7,nfmcd_robust,3,300,0.1767,53,0.8236956687800779,0.5622854367455761,0.1,0.49019607843137253,0.5102040816326531,0.4716981132075472,0.36619718309859156,0.7222222222222222,0.24528301886792453,0.8113,53,0.7723,0.4046,0.9303,,,0.12
0.2,0.7,demon,3,300,0.1767,53,,,,0.3003,0.1767,1.0,,,,,,,,,single fixed operating point,,0.22
0.2,0.7,slpa,3,300,0.1767,53,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.23
0.2,0.7,always_overlap,3,300,0.1767,53,,,,0.3003,0.1767,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,always_no_overlap,3,300,0.1767,53,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,nfmcd_default,4,300,0.1533,46,0.8596371105785691,0.5810640472059126,0.15,0.5652173913043478,0.5652173913043478,0.5652173913043478,0.4411764705882353,0.6818181818181818,0.32608695652173914,0.7391,46,0.7838,0.4285,0.9386,,,0.16
0.2,0.7,nfmcd_robust,4,300,0.1533,46,0.8694796302636083,0.5786904371962515,0.05,0.546875,0.4268292682926829,0.7608695652173914,0.41935483870967744,0.8125,0.2826086956521739,0.8696,46,0.7973,0.4267,0.9395,,,0.12
0.2,0.7,demon,4,300,0.1533,46,,,,0.2667,0.1538,1.0,,,,,,,,,single fixed operating point,,0.16
0.2,0.7,slpa,4,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.22
0.2,0.7,always_overlap,4,300,0.1533,46,,,,0.2659,0.1533,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,0.7,always_no_overlap,4,300,0.1533,46,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,1.0,nfmcd_default,0,300,0.1933,58,0.8709033912795668,0.6773256008607293,0.15,0.6166666666666667,0.5967741935483871,0.6379310344827587,0.6138613861386139,0.7209302325581395,0.5344827586206896,0.5345,58,0.7825,0.3879,0.9402,,,0.12
0.2,1.0,nfmcd_robust,0,300,0.1933,58,0.9353092049016813,0.7723783402893348,0.05,0.6797385620915034,0.5473684210526316,0.896551724137931,0.5909090909090909,0.8666666666666667,0.4482758620689655,0.6724,58,0.8153,0.39,0.9479,,,0.14
0.2,1.0,demon,0,300,0.1933,58,,,,0.324,0.1933,1.0,,,,,,,,,single fixed operating point,,0.2
0.2,1.0,slpa,0,300,0.1933,58,,,,0.1359,0.1556,0.1207,,,,,,,,,single fixed operating point,,0.25
0.2,1.0,always_overlap,0,300,0.1933,58,,,,0.324,0.1933,1.0,,,,,,,,,single fixed operating point,,0.0
0.2,1.0,always_no_overlap,0,300,0.1933,58,,,,0.0,0.0,0.0,,,,,,,,,single fixed operating point,,0.0
0.2,1.0,nfmcd_default,2,300,0.1533,46,0.8779527559055119,0.5541937596989008,0.15,0.5825242718446602,0.5263157894736842,0.6521739130434783,0.5316455696202532,0.6363636363636364,0.45652173913043476,0.6304,46,0.7859,0.4022,0.9403,,,0.17
