part,dataset,variant,k,seed,k_true,onmi,modularity,f1,error,secs
A,pheme,default,7,2,9,0.0,0.8468521789724723,0.295956335239373,,5.31
A,pheme,robust,8,0,9,0.025003867026090032,0.8413893684235683,0.2739868776878349,,0.3
A,pheme,robust,8,1,9,0.0,0.8672275919287896,0.24396832467869026,,0.3
A,pheme,default,8,1,9,0.0,0.8666255468342696,0.24243502202444558,,2.55
A,pheme,robust,8,2,9,0.013382880401909159,0.8526613756723034,0.29584958783978454,,0.47
A,pheme,default,8,0,9,0.027399208403340425,0.8484327501909698,0.27857036851248,,3.3
A,pheme,default,6,0,9,0.0,0.8252161741679135,0.2564810958638764,,10.64
A,pheme,robust,9,0,9,0.0,0.8602112070377169,0.2742479831933565,,0.36
A,pheme,robust,9,1,9,0.0,0.8397728013699661,0.28372327917185414,,0.42
A,pheme,default,8,2,9,0.01324336641841306,0.8680336625968752,0.2849770088000543,,6.12
A,pheme,robust,9,2,9,0.012365841865821459,0.8317326005132062,0.3082998102221146,,0.36
A,pheme,default,9,0,9,0.0,0.8651647650342359,0.24983831226709954,,4.03
A,pheme,default,7,1,9,0.0,0.8416134572494874,0.2831608888905657,,12.67
A,pheme,robust,10,0,9,0.012113421771832389,0.8586629435564652,0.3027516962266077,,0.34
A,pheme,robust,10,1,9,0.0,0.84690956577516,0.28245756314014686,,0.45
A,pheme,robust,10,2,9,0.0,0.8520234822665929,0.22298432464707035,,0.33
A,pheme,default,9,1,9,0.0,0.8570915188206584,0.26870436471210807,,7.0
A,pheme,default,10,1,9,1.1102230246251565e-16,0.8818467692705326,0.271742527297157,,3.61
A,pheme,default,10,2,9,0.0,0.8523527556434536,0.30198066060407575,,5.22
A,pheme,robust,11,0,9,0.03253818195112157,0.8755458753641259,0.25494672951790387,,0.5
A,pheme,robust,11,1,9,0.0,0.888116388107094,0.26347488626752047,,0.8
A,pheme,default,9,2,9,0.015056576023737778,0.8543142336088391,0.2816022363559687,,10.14
A,pheme,robust,11,2,9,0.016573099564500593,0.8784144778789366,0.29297918326995426,,0.34
A,pheme,default,10,0,9,0.0,0.8908287627965931,0.24640431283193406,,10.02
A,pheme,default,11,1,9,0.014624908666329484,0.6971963965218582,0.18220182791908404,,6.53
A,pheme,robust,12,0,9,0.0,0.8659619842674596,0.23193972850215275,,0.67
A,pheme,robust,12,1,9,0.0,0.866564176885894,0.20750232740462488,,0.55
A,pheme,robust,12,2,9,0.01440490127952787,0.9018635515910307,0.23910810615575073,,0.44
A,pheme,default,12,1,9,0.00977561348302658,0.6269649816583517,0.13682883598378823,,4.83
A,pheme,default,11,0,9,0.025832763141135695,0.8244984703245319,0.2556190607093249,,9.7
A,pheme,default,12,2,9,0.0,0.8447653056798772,0.23039682412453688,,4.45
A,pheme,robust,13,0,9,0.014819161420998483,0.8924785227309273,0.31074122160035705,,0.45
A,pheme,default,12,0,9,0.0,0.752834303204721,0.2136628413533236,,7.84
A,pheme,robust,13,2,9,0.0,0.8957272943730543,0.22000968641611648,,0.47
A,pheme,robust,13,1,9,0.0,0.855133728953132,0.28759910712625675,,0.52
A,pheme,default,11,2,9,0.010158053110388643,0.8576364721603196,0.21265429038539782,,14.97
A,pheme,default,14,1,9,0.022140639293165787,0.8959457772902276,0.2563268162054543,,5.55
A,pheme,robust,14,0,9,0.0,0.8640264705110022,0.26905185007976523,,0.44
A,pheme,robust,14,1,9,0.02521311052222741,0.8895455997894538,0.2758649249823859,,0.55
A,pheme,robust,14,2,9,0.02682504292940735,0.8794341631750214,0.2801122109126213,,0.74
A,pheme,default,13,1,9,0.0,0.9037006668966072,0.27975462136065476,,10.94
A,pheme,default,13,0,9,0.0,0.8985919137421772,0.28349415659922267,,11.55
A,pheme,default,13,2,9,0.0,0.8677737254597656,0.2024124999225374,,13.38
A,pheme,default,15,0,9,0.04104275296665616,0.7007269388404208,0.19921002861249276,,4.7
A,pheme,robust,15,0,9,0.016304741577478188,0.8713820128811981,0.30058706531377655,,1.28
A,pheme,robust,15,1,9,0.011973464792160105,0.8995500815659723,0.24315809818250964,,0.64
A,pheme,robust,15,2,9,0.0,0.8476727069841656,0.2705092650089408,,0.73
A,pheme,default,14,0,9,0.011150215976657663,0.8753304904491542,0.3036085926418123,,13.99
A,pheme,default,15,1,9,0.0,0.8356590970179221,0.21314896935356953,,10.84
A,pheme,robust,16,0,9,0.0,0.8969687081124286,0.23512024699514958,,0.75
A,pheme,default,16,0,9,0.01642005243874678,0.860608341415185,0.247410418684118,,6.78
A,pheme,robust,16,1,9,0.0,0.9109206347895026,0.2145417529018042,,0.56
A,pheme,robust,16,2,9,0.0,0.8623733175266376,0.2723963732097396,,0.41
A,dblp,default,2,0,8,0.1746270846989999,0.49602150428009995,0.5129478964168286,,0.09
A,dblp,default,2,1,8,0.1746270846989999,0.49602150428009995,0.5129478964168286,,0.14
A,dblp,default,2,2,8,0.1746270846989999,0.49602150428009995,0.5129478964168286,,0.14
A,dblp,robust,2,0,8,0.1746270846989999,0.4960225499283992,0.5129478964168286,,0.06
A,dblp,robust,2,1,8,0.1746270846989999,0.4960225499283992,0.5129478964168286,,0.16
A,dblp,robust,2,2,8,0.1746270846989999,0.4960225499283992,0.5129478964168286,,0.14
A,dblp,default,3,1,8,0.43906759057913625,0.6136918364668799,0.7651106051577549,,0.08
A,dblp,default,3,0,8,0.43906759057913625,0.6136918364668799,0.7651106051577546,,0.14
A,dblp,default,3,2,8,0.43906759057913625,0.6136918364668799,0.7651106051577549,,0.09
A,dblp,robust,3,0,8,0.43906759057913625,0.6136918364668799,0.7651106051577549,,0.09
A,dblp,robust,3,1,8,0.43906759057913625,0.6136918364668799,0.7651106051577549,,0.11
A,dblp,robust,3,2,8,0.43906759057913625,0.6136918364668799,0.7651106051577546,,0.09
A,dblp,default,4,0,8,0.43953470708407405,0.7356234468855105,0.7536622998611092,,0.08
A,pheme,default,15,2,9,0.011724311118172848,0.8104519808183506,0.23998231517566312,,12.61
A,dblp,default,4,1,8,0.43953470708407405,0.7356234468855105,0.7536622998611092,,0.11
A,dblp,default,4,2,8,0.43953470708407405,0.7356234468855105,0.7536622998611091,,0.06
A,dblp,robust,4,0,8,0.43953470708407405,0.7356234468855105,0.7536622998611091,,0.09
A,dblp,robust,4,2,8,0.43953470708407405,0.7356234468855105,0.7536622998611091,,0.09
A,dblp,robust,4,1,8,0.43953470708407405,0.7356234468855105,0.7536622998611091,,0.12
A,dblp,default,5,0,8,0.47109561824851665,0.7872124009705708,0.7774977336454584,,0.08
A,dblp,default,5,1,8,0.47109561824851665,0.7872124009705708,0.7774977336454584,,0.06
A,dblp,default,5,2,8,0.47109561824851665,0.7872124009705708,0.7774977336454584,,0.06
A,dblp,robust,5,0,8,0.47109561824851665,0.7872124009705708,0.7774977336454583,,0.08
A,dblp,robust,5,1,8,0.47109561824851665,0.7872124009705708,0.7774977336454583,,0.08
A,dblp,robust,5,2,8,0.47109561824851665,0.7872124009705708,0.7774977336454584,,0.08
A,dblp,default,6,1,8,0.5151839906788895,0.8047356365828423,0.7837975915243245,,0.08
A,dblp,default,6,2,8,0.5446686690919083,0.8146033542306146,0.8021395162890527,,0.06
A,dblp,default,6,0,8,0.5151839906788895,0.8047356365828423,0.7837975915243245,,0.09
A,dblp,robust,6,0,8,0.5446686690919083,0.8146033542306146,0.8021395162890527,,0.09
A,dblp,robust,6,1,8,0.5446686690919083,0.8146033542306146,0.8021395162890528,,0.11
A,dblp,robust,6,2,8,0.5446686690919083,0.8146033542306146,0.8021395162890528,,0.11
A,dblp,default,7,0,8,0.5722274275458283,0.820699941286848,0.7713205052213318,,0.09
A,dblp,default,7,2,8,0.5722274275458283,0.820699941286848,0.7713205052213318,,0.08
A,dblp,default,7,1,8,0.5069060223337305,0.8285775941619364,0.7248436048211344,,0.11
A,dblp,robust,7,1,8,0.609965528902215,0.826670070251881,0.7291228824017371,,0.09
A,dblp,robust,7,0,8,0.609965528902215,0.826670070251881,0.7291228824017372,,0.11
A,dblp,robust,7,2,8,0.609965528902215,0.826670070251881,0.7291228824017371,,0.09
A,dblp,default,8,0,8,0.6702689982017619,0.8475776772909762,0.7331002190599035,,0.08
A,dblp,default,8,1,8,0.6702689982017619,0.8475776772909762,0.7331002190599035,,0.08
A,dblp,default,8,2,8,0.6702689982017619,0.8475776772909762,0.7331002190599034,,0.08
A,dblp,robust,8,1,8,0.6702689982017619,0.8475776772909762,0.7331002190599036,,0.08
A,dblp,robust,8,0,8,0.6702689982017619,0.8475776772909762,0.7331002190599035,,0.11
A,pheme,default,14,2,9,0.0,0.8582867575748366,0.23493545174966338,,18.12
A,dblp,default,9,0,8,0.6154674744113686,0.8520061285446824,0.7125319101114824,,0.08
A,dblp,default,9,1,8,0.5791487451647007,0.857334882984113,0.6850438746932566,,0.08
A,dblp,robust,8,2,8,0.6702689982017619,0.8475776772909762,0.7331002190599035,,0.14
A,dblp,default,9,2,8,0.6623698676587152,0.8599132556312082,0.8143278429754303,,0.12
A,dblp,robust,9,0,8,0.6623698676587152,0.8599132556312082,0.8143278429754303,,0.11
A,dblp,robust,9,1,8,0.6623698676587152,0.8599132556312082,0.8143278429754304,,0.11
A,dblp,robust,9,2,8,0.6623698676587152,0.8599132556312082,0.8143278429754303,,0.12
A,dblp,default,10,0,8,0.5354684957882786,0.8667093813996943,0.7182836258904635,,0.08
A,dblp,default,10,1,8,0.5447475270676005,0.8607725824742025,0.7293604209158571,,0.08
A,dblp,default,10,2,8,0.5489583218409112,0.8620351374426266,0.7360463589431293,,0.11
A,dblp,robust,10,0,8,0.6463876785737614,0.8635765537418786,0.8126286409404694,,0.09
A,dblp,robust,10,2,8,0.6463876785737614,0.8635765537418786,0.8126286409404695,,0.09
A,dblp,robust,10,1,8,0.6463876785737614,0.8635765537418786,0.8126286409404695,,0.14
A,dblp,default,11,1,8,0.6009967833382601,0.8600413475478763,0.7965207285425786,,0.11
A,dblp,default,11,2,8,0.6504924838181745,0.863512377077507,0.8318215589123272,,0.08
A,dblp,default,11,0,8,0.5887418256901674,0.8785913444370727,0.7756177089515831,,0.14
A,dblp,robust,11,1,8,0.6504924838181745,0.863512377077507,0.8318215589123272,,0.08
A,dblp,robust,11,0,8,0.6504924838181745,0.863512377077507,0.8318215589123272,,0.14
A,dblp,robust,11,2,8,0.6504924838181745,0.863512377077507,0.8318215589123272,,0.09
A,dblp,default,12,1,8,0.5240884391222634,0.8781846526016513,0.7595350862976287,,0.09
A,dblp,robust,12,0,8,0.6019488504595176,0.8779076865083659,0.8041145469075697,,0.08
A,dblp,default,12,0,8,0.49662230511672134,0.8844248855930055,0.714185807991023,,0.17
A,dblp,default,12,2,8,0.5127877923911335,0.8829345753543832,0.7206303843537176,,0.14
A,dblp,robust,12,1,8,0.6019488504595176,0.8779076865083659,0.8041145469075697,,0.12
A,dblp,robust,12,2,8,0.6019488504595176,0.8779076865083659,0.8041145469075697,,0.12
A,dblp,default,13,0,8,0.5125846060408265,0.8837677609898943,0.7457340184356058,,0.11
A,dblp,default,13,1,8,0.42051439969592797,0.8864024679391161,0.6639410331027155,,0.11
A,dblp,robust,13,1,8,0.5173425511230145,0.889453277558453,0.7545370030649605,,0.09
A,dblp,default,13,2,8,0.46590342206530355,0.8855384356787748,0.6913089065696235,,0.12
A,dblp,robust,13,2,8,0.5173425511230145,0.889453277558453,0.7545370030649604,,0.09
A,dblp,robust,13,0,8,0.5173425511230145,0.889453277558453,0.7545370030649605,,0.16
A,dblp,default,14,0,8,0.4753687490427514,0.8969088152857051,0.7135663490190167,,0.12
A,dblp,default,14,1,8,0.4872495322906626,0.8950485416081757,0.7294999006627163,,0.12
A,dblp,default,14,2,8,0.49194686663052045,0.8865968278167543,0.7468961798615956,,0.19
A,dblp,robust,14,0,8,0.5136478982595483,0.8895372561874931,0.7707891233881732,,0.2
A,dblp,robust,14,1,8,0.5136478982595483,0.8895372561874931,0.7707891233881732,,0.14
A,dblp,robust,14,2,8,0.4753687490427514,0.8969088152857051,0.7135663490190167,,0.12
A,dblp,default,15,2,8,0.36437789230473605,0.8950934391320283,0.6452498579057442,,0.11
A,dblp,default,15,0,8,0.4106439712008023,0.8968145762327279,0.6309688009409751,,0.16
A,dblp,robust,15,0,8,0.4905513792095091,0.8942659392091449,0.756349002818794,,0.11
A,amazon,default,2,0,4,0.8394119445144792,0.48178500986193296,1.0,,0.02
A,dblp,default,15,1,8,0.4905513792095091,0.8942659392091449,0.756349002818794,,0.12
A,amazon,default,2,1,4,0.8394119445144792,0.48178500986193296,1.0,,0.01
A,amazon,default,2,2,4,0.8394119445144792,0.48178500986193296,1.0,,0.03
A,amazon,robust,2,1,4,0.8394119445144792,0.48178500986193296,1.0,,0.02
A,amazon,robust,2,0,4,0.8394119445144792,0.48178500986193296,1.0,,0.03
A,amazon,robust,2,2,4,0.8394119445144792,0.48178500986193296,1.0,,0.0
A,amazon,default,3,0,4,0.682473175016431,0.6432905982905983,0.88991188991189,,0.01
A,amazon,default,3,1,4,0.682473175016431,0.6432905982905983,0.88991188991189,,0.01
A,amazon,default,3,2,4,0.682473175016431,0.6432905982905983,0.88991188991189,,0.02
A,amazon,robust,3,0,4,0.682473175016431,0.6432905982905983,0.88991188991189,,0.02
A,amazon,robust,3,2,4,0.682473175016431,0.6432905982905983,0.88991188991189,,0.02
A,amazon,robust,3,1,4,0.682473175016431,0.6432905982905983,0.88991188991189,,0.03
A,amazon,default,4,1,4,0.5535487568737809,0.7172353714661406,0.7972215846095806,,0.0
A,amazon,default,4,0,4,0.5535487568737809,0.7172353714661406,0.7972215846095807,,0.01
A,dblp,robust,15,2,8,0.4905513792095091,0.8942659392091449,0.756349002818794,,0.14
A,dblp,robust,15,1,8,0.47415669887757717,0.8954542531483164,0.7191080078620123,,0.14
A,amazon,default,4,2,4,0.5535487568737809,0.7172353714661406,0.7972215846095806,,0.03
A,amazon,robust,4,0,4,0.5535487568737809,0.7172353714661406,0.7972215846095806,,0.03
A,amazon,robust,4,1,4,0.5535487568737809,0.7172353714661406,0.7972215846095807,,0.03
A,amazon,robust,4,2,4,0.5535487568737809,0.7172353714661406,0.7972215846095807,,0.02
A,amazon,default,5,0,4,0.3570403076438595,0.7339513477975017,0.6902355144956533,,0.03
A,amazon,default,5,1,4,0.3570403076438595,0.7339513477975017,0.6902355144956533,,0.03
A,amazon,default,5,2,4,0.3570403076438595,0.7339513477975017,0.6902355144956533,,0.02
A,amazon,default,6,0,4,0.40427768474900017,0.7437541091387245,0.7122069046777424,,0.01
A,amazon,robust,5,0,4,0.3570403076438595,0.7339513477975017,0.6902355144956533,,0.03
A,amazon,robust,5,1,4,0.3570403076438595,0.7339513477975017,0.6902355144956532,,0.01
A,amazon,robust,5,2,4,0.3570403076438595,0.7339513477975017,0.6902355144956532,,0.03
A,amazon,default,6,1,4,0.40427768474900017,0.7437541091387245,0.7122069046777424,,0.02
A,amazon,default,6,2,4,0.40427768474900017,0.7437541091387245,0.7122069046777424,,0.0
A,amazon,robust,6,0,4,0.40427768474900017,0.7437541091387245,0.7122069046777424,,0.03
A,amazon,robust,6,2,4,0.40427768474900017,0.7437541091387245,0.7122069046777424,,0.03
A,amazon,robust,6,1,4,0.40427768474900017,0.7437541091387245,0.7122069046777424,,0.03
A,amazon,default,7,0,4,0.3789695814953846,0.7459368836291913,0.6851672630048768,,0.05
A,amazon,default,7,1,4,0.3789695814953846,0.7459368836291913,0.6851672630048768,,0.02
A,amazon,default,7,2,4,0.35320630958458255,0.7248980933596318,0.6494497851305363,,0.03
A,amazon,robust,7,0,4,0.3789695814953846,0.7459368836291913,0.6851672630048768,,0.03
A,amazon,default,8,0,4,0.35117386923325467,0.7437146614069691,0.6567832182785034,,0.02
A,amazon,robust,7,1,4,0.3789695814953846,0.7459368836291913,0.685167263004877,,0.03
A,amazon,robust,7,2,4,0.3789695814953846,0.7459368836291913,0.685167263004877,,0.05
A,amazon,default,8,2,4,0.35117386923325467,0.7437146614069691,0.6567832182785034,,0.02
A,amazon,default,8,1,4,0.35117386923325467,0.7437146614069691,0.6567832182785034,,0.03
A,amazon,robust,8,0,4,0.35117386923325467,0.7437146614069691,0.6567832182785034,,0.03
A,amazon,robust,8,2,4,0.35117386923325467,0.7437146614069691,0.6567832182785034,,0.01
A,amazon,default,9,0,4,0.31068702077649724,0.7042702169625247,0.5949984758692494,,0.03
A,amazon,robust,8,1,4,0.35117386923325467,0.7437146614069691,0.6567832182785034,,0.03
A,amazon,default,9,1,4,0.33372667929826105,0.7034878369493754,0.608818430071338,,0.02
A,amazon,default,9,2,4,0.3141331353398913,0.7327679158448389,0.5799773755656108,,0.03
A,amazon,robust,9,2,4,0.3141331353398913,0.7327679158448389,0.5799773755656108,,0.03
A,amazon,default,10,0,4,0.3068849340566402,0.7020216962524655,0.5527543145357317,,0.01
A,amazon,robust,9,0,4,0.3141331353398913,0.7327679158448389,0.5799773755656108,,0.05
A,amazon,robust,9,1,4,0.3141331353398913,0.7327679158448389,0.5799773755656108,,0.05
A,amazon,default,10,2,4,0.29320753380128095,0.6902103879026956,0.569589887236946,,0.02
A,amazon,default,10,1,4,0.30535337659695483,0.7030078895463511,0.5460871848739496,,0.02
A,amazon,default,11,0,4,0.286962862779204,0.6583037475345168,0.5542005420054201,,0.03
A,amazon,robust,10,2,4,0.3068849340566402,0.7020216962524655,0.5527543145357317,,0.03
A,amazon,robust,10,0,4,0.3068849340566402,0.7020216962524655,0.5527543145357317,,0.05
A,amazon,robust,10,1,4,0.3068849340566402,0.7020216962524655,0.5527543145357317,,0.05
A,amazon,default,11,1,4,0.2788227702649423,0.6729947403024327,0.5463697540419676,,0.02
A,amazon,default,11,2,4,0.2986704450044123,0.6934385272846811,0.5494485294117647,,0.02
A,amazon,robust,11,0,4,0.2986704450044123,0.6934385272846811,0.5494485294117647,,0.05
A,amazon,robust,11,1,4,0.3010218435731775,0.6870282708744248,0.5592046269727402,,0.05
A,amazon,robust,11,2,4,0.3010218435731775,0.6870282708744248,0.5592046269727403,,0.05
C,crisismmd@r0.02,default,2,0,7,0.09161338141495756,0.40998132513795904,0.4657921318447634,,1.25
C,crisismmd@r0.02,default,3,0,7,0.31691245892829634,0.5767368049309082,0.7165286914269489,,1.25
C,crisismmd@r0.02,default,2,1,7,0.10786320815073802,0.4204435758853443,0.4862844654343733,,1.34
C,crisismmd@r0.02,default,2,2,7,0.09382071308922513,0.4193352561432737,0.46830441967241354,,1.45
C,crisismmd@r0.02,default,3,1,7,0.3151220038330561,0.5774163877930935,0.7107690690289715,,1.19
C,crisismmd@r0.02,default,4,0,7,0.4314691575726961,0.642587912627839,0.7626809342243648,,1.19
C,crisismmd@r0.02,default,3,2,7,0.2890010803608989,0.5695107663473553,0.6806903410782589,,1.3
C,crisismmd@r0.02,default,4,1,7,0.4937640047860007,0.6305966757050222,0.8253664147037352,,1.34
C,crisismmd@r0.02,default,4,2,7,0.45273705277273557,0.6458878592253228,0.766140101123618,,1.19
A,pheme,default,16,2,9,0.0,0.8674850211593551,0.23788586140783113,,12.81
C,crisismmd@r0.02,default,5,0,7,0.6242151421933151,0.6429993414790712,0.8388513782911822,,1.36
C,crisismmd@r0.02,default,5,1,7,0.6447927546327126,0.645483772912594,0.8244443357215324,,1.45
C,crisismmd@r0.02,default,5,2,7,0.6628041487010417,0.6554068721366098,0.8481944880324536,,1.25
C,crisismmd@r0.02,default,6,0,7,0.6760599463223987,0.6471436675675005,0.7829217162162347,,1.12
A,pheme,default,16,1,9,0.0,0.8404148254452788,0.2009205893495028,,15.02
C,crisismmd@r0.02,default,6,2,7,0.691849344827276,0.6440290712203248,0.7897136572038809,,1.24
C,crisismmd@r0.02,default,6,1,7,0.6770916443918811,0.6435188001257424,0.76946551257207,,1.44
C,crisismmd@r0.02,default,7,0,7,0.709720553143145,0.641266552737683,0.7691106355705715,,1.34
C,crisismmd@r0.02,default,7,1,7,0.7495061627542517,0.4642692976638909,0.7009353634415244,,1.42
C,crisismmd@r0.02,default,7,2,7,0.6942578521435157,0.6428687838400666,0.7603208662372991,,1.17
C,crisismmd@r0.02,default,8,0,7,0.8016915845613508,0.36697403512514076,0.6871051180874385,,1.08
C,crisismmd@r0.02,default,8,1,7,0.7386514498925789,0.3594034792476356,0.7034440740919717,,1.12
C,crisismmd@r0.02,default,8,2,7,0.7689231259957128,0.3743469179508538,0.6895655204314802,,1.36
C,crisismmd@r0.02,default,9,0,7,0.7891047518597794,0.36290885899301134,0.7865335823383932,,1.27
C,crisismmd@r0.02,default,9,1,7,0.7665528649683678,0.35842103406502307,0.783822087305378,,1.16
C,crisismmd@r0.02,default,9,2,7,0.757837824249161,0.37342290712203247,0.7419676320983568,,1.17
C,crisismmd@r0.02,default,10,0,7,0.7041829715110179,0.3533117171784248,0.7894984511458629,,1.39
C,crisismmd@r0.02,default,10,1,7,0.7162572676829477,0.33436846654069347,0.7754524617898867,,1.42
C,crisismmd@r0.02,default,10,2,7,0.6682078157461162,0.446293377759267,0.7056306621734086,,1.16
C,crisismmd@r0.02,default,11,0,7,0.6677779201196674,0.3490043539183588,0.7750503522007736,,1.27
C,crisismmd@r0.02,default,11,1,7,0.6040324426689405,0.32979812553440124,0.8152283549761116,,1.26
C,crisismmd@r0.02,default,11,2,7,0.5984960745584751,0.361267055393586,0.7584104362295137,,1.33
C,crisismmd@r0.02,default,12,0,7,0.6069914375238301,0.344028429255702,0.785037012891421,,1.12
C,crisismmd@r0.02,default,12,1,7,0.649852920180036,0.3531778647161094,0.7659489404089693,,1.39
C,crisismmd@r0.02,default,13,1,7,0.49325132322936494,0.32339095676507645,0.6796459219578036,,1.28
C,crisismmd@r0.02,default,12,2,7,0.5547263004338343,0.3577512494793836,0.6901430492276452,,1.49
C,crisismmd@r0.02,default,13,0,7,0.47942267895409163,0.33546132686181823,0.7253603290830467,,1.44
C,crisismmd@r0.02,default,13,2,7,0.5881626067824753,0.36419745939192005,0.6105617602326514,,1.38
C,crisismmd@r0.02,default,14,0,7,0.49700548698106817,0.3394189085221026,0.6796360077897957,,1.27
C,crisismmd@r0.25,default,2,0,7,0.05713825186057098,0.21108883227114006,0.4333077883477596,,1.08
C,crisismmd@r0.25,default,2,1,7,0.05569029425265826,0.21090032242669665,0.4294828018934552,,1.12
C,crisismmd@r0.02,default,14,2,7,0.49605193082768895,0.35858577675968345,0.6293745471952626,,1.31
C,crisismmd@r0.02,default,14,1,7,0.5191335515807494,0.3277665972841415,0.6861875324150812,,1.48
C,crisismmd@r0.25,default,2,2,7,0.04928658402574593,0.19872733078918314,0.4314918789086645,,1.11
C,crisismmd@r0.25,default,3,0,7,0.0,0.20154927001316936,0.3971995922558869,,1.12
C,crisismmd@r0.25,default,4,1,7,0.0,0.20116394863649256,0.3469414078334034,,0.97
C,crisismmd@r0.25,default,3,1,7,0.0,0.20262977572686175,0.3971995922558869,,1.23
C,crisismmd@r0.25,default,4,0,7,0.0,0.24001541915281102,0.3469414078334034,,1.05
C,crisismmd@r0.25,default,3,2,7,0.0,0.20741981454704747,0.3971995922558869,,1.12
C,crisismmd@r0.25,default,4,2,7,0.0,0.18252486743608165,0.3469414078334034,,1.2
C,crisismmd@r0.25,default,5,0,7,0.16782438044978876,0.2152714319737011,0.482588596919787,,1.09
C,crisismmd@r0.25,default,5,2,7,0.14152589776505897,0.1533636464271062,0.4298537924573876,,1.08
C,crisismmd@r0.25,default,6,0,7,0.1455044081177358,0.1338224400692679,0.44442442908361607,,1.11
C,crisismmd@r0.25,default,5,1,7,0.1445422446983482,0.1666596007711198,0.4259867173362154,,1.14
C,crisismmd@r0.25,default,6,1,7,0.05961941820976746,0.1082985373273513,0.3266188891344366,,1.12
C,crisismmd@r0.25,default,6,2,7,0.06139551110942998,0.10272185049402945,0.3036809491971573,,1.06
C,crisismmd@r0.25,default,7,0,7,0.057915009241260695,0.05728194396087069,0.34620217927918995,,1.2
C,crisismmd@r0.25,default,7,2,7,0.09467060406443739,0.08687040825386476,0.34528397481455547,,1.09
C,crisismmd@r0.25,default,7,1,7,0.08554032161618008,0.07837153844903365,0.3213738325174664,,1.16
C,crisismmd@r0.25,default,8,0,7,0.0803949837019372,0.0679322058233025,0.34793762601127753,,1.09
C,crisismmd@r0.25,default,8,1,7,0.08161028912869028,0.07402195870577696,0.27651311792593536,,1.2
C,crisismmd@r0.25,default,8,2,7,0.08021262328656387,0.07723662215902637,0.2721446027030307,,1.14
C,crisismmd@r0.25,default,9,0,7,0.04246048604093855,0.040874527165830475,0.263372595647209,,1.11
C,crisismmd@r0.25,default,10,0,7,0.06543331608739944,0.04891971182383481,0.3269516468592018,,1.17
C,crisismmd@r0.25,default,9,1,7,0.0715837524177293,0.06428463696954806,0.3242171211666303,,1.2
C,crisismmd@r0.25,default,9,2,7,0.08105142693343281,0.06458089460798541,0.27929469347846525,,1.36
C,crisismmd@r0.25,default,10,1,7,0.05817647626840694,0.05230929534492751,0.30577261895096824,,1.28
C,crisismmd@r0.25,default,10,2,7,0.04859943565510316,0.05053032107864819,0.24807351769885927,,1.14
C,crisismmd@r0.25,default,11,0,7,0.050423486449250654,0.046617398283789434,0.30553321605514355,,1.12
C,crisismmd@r0.25,default,12,1,7,0.04903487239391002,0.03397726970649695,0.28317369536330944,,1.08
C,crisismmd@r0.25,default,11,2,7,0.0512611362665365,0.04899522199234138,0.26267502246781815,,1.34
C,crisismmd@r0.25,default,11,1,7,0.06417160344460604,0.044475872776930436,0.31577816808753073,,1.44
C,crisismmd@r0.25,default,12,0,7,0.07427355570394623,0.043916120201615436,0.34893501583906156,,1.41
C,crisismmd@r0.25,default,13,0,7,0.03982569289042548,0.01939279544853,0.34553487536449623,,0.97
C,crisismmd@r0.25,default,12,2,7,0.03305735930274101,0.03238632712469765,0.22389193172707494,,1.25
C,crisismmd@r0.25,default,13,2,7,0.058123210114380486,0.03501166827372502,0.3314967988191051,,1.11
C,crisismmd@r0.25,default,13,1,7,0.04709361286161995,0.03286357431075954,0.2790292146143923,,1.33
C,crisismmd@r0.25,default,14,0,7,0.03862574437786259,0.028682145383121187,0.19543934589820935,,1.27
C,crisismmd@r0.25,default,14,1,7,0.04041026376186019,0.03255272869086922,0.26249844719170545,,1.24
C,crisismmd@r0.25,default,14,2,7,0.03469060990869688,0.034416563421956745,0.24673334968221863,,1.2
C,crisismmd@r1.0,default,2,0,7,0.016644013242054667,0.17772921783058804,0.39455316403620316,,1.2
C,crisismmd@r1.0,default,2,2,7,0.014807395646988408,0.17705731802695246,0.40200674397565594,,1.05
C,crisismmd@r1.0,default,2,1,7,0.01407432777011075,0.17873745250291648,0.3957465725889985,,1.3
C,crisismmd@r1.0,default,3,0,7,0.0,0.17623443276764283,0.3971995922558869,,1.11
C,crisismmd@r1.0,default,3,2,7,0.0,0.17731116241673553,0.3971995922558869,,1.08
C,crisismmd@r1.0,default,3,1,7,0.0,0.17867989253369768,0.3971995922558869,,1.26
C,crisismmd@r1.0,default,4,0,7,0.0,0.18481410531099082,0.3469414078334034,,1.26
C,crisismmd@r1.0,default,4,1,7,0.0,0.20425433071544313,0.3469414078334034,,1.06
C,crisismmd@r1.0,default,4,2,7,0.0,0.2107729939383547,0.3469414078334034,,1.05
C,crisismmd@r1.0,default,5,0,7,0.018487069144809132,0.15251254808091666,0.303177717839987,,1.05
C,crisismmd@r1.0,default,5,1,7,0.017556271151977554,0.13280641666487064,0.30864678385376276,,1.3
C,crisismmd@r1.0,default,6,0,7,0.031376921206202724,0.0641486178673826,0.23699159834338177,,1.14
C,crisismmd@r1.0,default,5,2,7,0.014386964518956269,0.12906670759011848,0.29699085764333033,,1.33
C,crisismmd@r1.0,default,6,2,7,0.005211743953802861,0.04453938635128209,0.2293539783467384,,1.03
C,crisismmd@r1.0,default,6,1,7,0.03979153909926103,0.026284890348359718,0.33521428651579505,,1.2
