part,dataset,variant,k,seed,k_true,onmi,modularity,f1,error,secs
A,fakeddit,default,4,0,10,0.3250144009171321,0.42784878916495184,0.5570258843098105,,3.38
A,fakeddit,robust,5,0,10,0.4217274022262083,0.4309123242728797,0.6991608568513306,,0.81
A,fakeddit,robust,5,1,10,0.42093310671973716,0.4325861104958183,0.6982339610649511,,0.88
A,fakeddit,robust,5,2,10,0.4242865942396028,0.43234202198031224,0.7026275403267301,,0.77
A,fakeddit,default,5,0,10,0.3476411947815625,0.3899074985685217,0.5528965219239337,,3.12
A,fakeddit,default,5,1,10,0.34478016564394154,0.4236273370244278,0.5500965222128632,,3.12
A,fakeddit,default,5,2,10,0.35037516199288055,0.42191828422820804,0.5534004992222262,,2.89
A,fakeddit,robust,6,0,10,0.6078618963609475,0.44873838261519494,0.8423571627213106,,0.74
A,fakeddit,robust,6,1,10,0.6002692879236158,0.4483266695796839,0.8337112295392046,,0.64
A,fakeddit,robust,6,2,10,0.5961289950784838,0.4473405337576755,0.8306759193194165,,0.97
A,fakeddit,default,6,0,10,0.4226775180012401,0.31906378510818106,0.4775778610126145,,2.78
A,fakeddit,default,6,1,10,0.42567044697335177,0.31810457062625325,0.4779387510286727,,3.17
A,fakeddit,robust,7,0,10,0.6667243796306815,0.4457546145588097,0.8820988731358319,,0.76
A,fakeddit,default,6,2,10,0.42038188964801215,0.31927580180952814,0.47738224649959843,,3.33
A,fakeddit,robust,7,1,10,0.6662155616192283,0.4456999150589039,0.8805138018958928,,0.73
A,fakeddit,default,7,0,10,0.3904443996989424,0.3066301552733838,0.4721557820574727,,3.2
A,fakeddit,robust,7,2,10,0.6640313308088648,0.44589266127900534,0.8812219530915556,,0.83
A,fakeddit,default,7,1,10,0.4075705165533745,0.3112610366585008,0.4641799468926417,,3.36
A,fakeddit,default,7,2,10,0.39277198937808677,0.3000910057236132,0.46671101347486577,,3.14
A,fakeddit,robust,8,0,10,0.7454748469156285,0.3507924604780426,0.7892080591706124,,0.73
A,fakeddit,robust,8,1,10,0.7467985136019339,0.3524166180450659,0.789691613488551,,0.69
A,fakeddit,robust,8,2,10,0.7437817923241197,0.35053605478055694,0.7892080591706123,,0.89
A,fakeddit,default,8,2,10,0.3077980275288077,0.2776093870393725,0.4193916911121117,,2.39
A,fakeddit,default,8,0,10,0.3613250493783874,0.29650897681764926,0.4235681651338352,,3.61
A,fakeddit,default,8,1,10,0.32591567009163247,0.28392875436163456,0.41716640961960705,,3.38
A,fakeddit,robust,9,0,10,0.6171361882384082,0.354386083524789,0.6080736327851066,,0.94
A,fakeddit,robust,9,1,10,0.616958695054025,0.3661671288641161,0.605957169371906,,0.91
A,fakeddit,robust,9,2,10,0.6177197425058625,0.36356608849128574,0.6081067558368219,,0.8
A,fakeddit,default,9,0,10,0.33186827497211346,0.2911744425691594,0.42080825376183567,,3.2
A,fakeddit,default,9,1,10,0.3447513443945316,0.2916603676612887,0.2291275054669074,,3.34
A,fakeddit,default,9,2,10,0.39718283028222934,0.34252864426443813,0.26831891179717265,,3.28
A,fakeddit,robust,10,0,10,0.8113488531490279,0.3942959636699764,0.8392229208185844,,0.89
A,fakeddit,robust,10,1,10,0.8506792410141415,0.3564787112686977,0.8487619277035814,,0.86
A,fakeddit,robust,10,2,10,0.8468286440980985,0.3514289405845578,0.8467300513295998,,0.89
A,fakeddit,default,10,0,10,0.32404460142087477,0.28399931936023204,0.26519627888330477,,3.14
A,fakeddit,default,10,2,10,0.23679795396036396,0.29091205824468236,0.29866808636115544,,3.05
