dataset,scheme,p,method,seed,k_used,onmi,modularity,f1,frac_nocontent,mean_conf,mean_alpha,acc_overall,acc_affected,acc_background,n_affected,n_background,error,secs
fakeddit,by_degree_high,0.40,kmeans_content,1,10,0.006662658950649769,0.04586278024782171,0.2176803698910707,0.22,nan,nan,0.35833333333333334,0.65,0.2611111111111111,300.0,900.0,,0.66
fakeddit,by_degree_high,0.40,kmeans_content,0,10,0.008016105050689726,0.05680499905714789,0.23521378557365558,0.20833333333333334,nan,nan,0.3925,0.69,0.29333333333333333,300.0,900.0,,0.69
fakeddit,by_degree_high,0.60,nfmcd_robust,0,10,0.7612014293312845,0.44588335729954776,0.8543545991985326,0.43,0.0969544649641435,0.2178681254749004,0.9533333333333334,0.9933333333333333,0.94,300.0,900.0,,0.3
fakeddit,by_degree_high,0.60,nfmcd_robust,2,10,0.7659564670680636,0.44587450243378535,0.8588144879709538,0.455,0.10168372975145386,0.22117861082601764,0.955,0.9933333333333333,0.9422222222222222,300.0,900.0,,0.28
fakeddit,by_degree_high,0.60,nfmcd_robust,1,10,0.7534329724356255,0.4450266203702008,0.8298118894496271,0.4716666666666667,0.0967332035270622,0.21771324246894352,0.9483333333333334,0.9933333333333333,0.9333333333333333,300.0,900.0,,0.34
fakeddit,by_degree_high,0.60,spectral_graph+content,0,10,0.5897280764006043,0.381861486571045,0.7452661087765227,0.43,nan,nan,0.8391666666666666,0.9966666666666667,0.7866666666666666,300.0,900.0,,0.31
fakeddit,by_degree_high,0.60,spectral_graph+content,2,10,0.6909280938688607,0.4109949823425377,0.8178514542418492,0.455,nan,nan,0.9008333333333334,1.0,0.8677777777777778,300.0,900.0,,0.33
fakeddit,by_degree_high,0.60,spectral_graph+content,1,10,0.5872855072206324,0.3942397193463675,0.7259208585328806,0.4716666666666667,nan,nan,0.8466666666666667,1.0,0.7955555555555556,300.0,900.0,,0.34
fakeddit,by_degree_high,0.80,nfmcd_full,1,10,0.728633756628785,0.4424442038823031,0.827744019269914,0.5991666666666666,0.11992329097227795,0.23394630368059458,0.9408333333333333,0.9833333333333333,0.9266666666666666,300.0,900.0,,0.27
fakeddit,by_degree_high,0.80,nfmcd_full,0,10,0.7129462441391128,0.3740127119306212,0.735915022549983,0.58,0.12438232252303434,0.237067625766124,0.7958333333333333,0.61,0.8577777777777778,300.0,900.0,,0.41
fakeddit,by_degree_high,0.60,kmeans_content,1,10,0.09146428327020262,0.06475596458183652,0.3144341690987487,0.4716666666666667,nan,nan,0.4691666666666667,0.9933333333333333,0.29444444444444445,300.0,900.0,,0.53
fakeddit,by_degree_high,0.80,nfmcd_full,2,10,0.7305845809365852,0.37461402420516415,0.7384465059259824,0.5933333333333334,0.13334303134162956,0.24334012193914067,0.7983333333333333,0.6133333333333333,0.86,300.0,900.0,,0.36
fakeddit,by_degree_high,0.60,kmeans_content,2,10,0.08707375169371634,0.0773925332879727,0.32590231800777253,0.455,nan,nan,0.48583333333333334,0.98,0.3211111111111111,300.0,900.0,,0.59
fakeddit,by_degree_high,0.60,kmeans_content,0,10,0.09656974762787285,0.06460684290903079,0.30615525331045496,0.43,nan,nan,0.46416666666666667,0.98,0.2922222222222222,300.0,900.0,,0.67
fakeddit,by_degree_high,0.80,nfmcd_robust,0,10,0.7389131006378299,0.4456204028236421,0.831994208775596,0.58,0.07155099420142058,0.20008569594099437,0.95,0.9833333333333333,0.9388888888888889,300.0,900.0,,0.2
fakeddit,by_degree_high,0.80,nfmcd_robust,2,10,0.7370410228878382,0.4463696932829301,0.8331906089680379,0.5933333333333334,0.07372278547142895,0.20160594983000024,0.9491666666666667,0.9866666666666667,0.9366666666666666,300.0,900.0,,0.28
fakeddit,by_degree_high,0.80,nfmcd_robust,1,10,0.7294683798445006,0.44442887552359095,0.8283096324219528,0.5991666666666666,0.0669942733539811,0.19689599134778674,0.9466666666666667,0.9833333333333333,0.9344444444444444,300.0,900.0,,0.3
fakeddit,by_degree_high,0.80,spectral_graph+content,0,10,0.5954484845017575,0.3976642781611216,0.7403257535843691,0.58,nan,nan,0.8425,1.0,0.79,300.0,900.0,,0.31
fakeddit,by_degree_high,0.80,spectral_graph+content,1,10,0.722427861449935,0.4137062371272787,0.848880301957205,0.5991666666666666,nan,nan,0.9158333333333334,1.0,0.8877777777777778,300.0,900.0,,0.31
fakeddit,by_degree_high,0.80,spectral_graph+content,2,10,0.7670828086877062,0.41224122506851235,0.8833178137593721,0.5933333333333334,nan,nan,0.9258333333333333,1.0,0.9011111111111111,300.0,900.0,,0.34
fakeddit,by_degree_high,0.80,kmeans_content,0,10,0.10673818245800848,0.048728507847268024,0.28937447437603375,0.58,nan,nan,0.4608333333333333,1.0,0.2811111111111111,300.0,900.0,,0.59
fakeddit,by_degree_high,0.80,kmeans_content,2,10,0.1474769241435112,0.05059982765118613,0.3154382216942085,0.5933333333333334,nan,nan,0.4525,1.0,0.27,300.0,900.0,,0.52
fakeddit,by_degree_high,0.80,kmeans_content,1,10,0.1507496265422228,0.053776131704241045,0.34283564499442,0.5991666666666666,nan,nan,0.4683333333333333,1.0,0.2911111111111111,300.0,900.0,,0.62
fakeddit,by_typical,0.20,nfmcd_robust,0,10,0.6613788480380876,0.3372598812832606,0.7467385312895669,0.049166666666666664,0.2456238683097081,0.3219367078167956,0.7725,0.7366666666666667,0.7844444444444445,300.0,900.0,,0.52
fakeddit,by_typical,0.20,nfmcd_robust,1,10,0.7835410761212837,0.34744550596164664,0.8092154169619773,0.055,0.24147734612481922,0.3190341422873734,0.8166666666666667,0.7433333333333333,0.8411111111111111,300.0,900.0,,0.45
fakeddit,by_typical,0.20,nfmcd_full,1,10,0.4611082578008341,0.33136968191175353,0.4800196778271716,0.055,0.3888316691706324,0.4221821684194426,0.6316666666666667,0.6466666666666666,0.6266666666666667,300.0,900.0,,0.94
fakeddit,by_typical,0.20,nfmcd_robust,2,10,0.7066881780789847,0.3466996714481689,0.7227055605158057,0.06583333333333333,0.2399093646192289,0.3179365552334602,0.7883333333333333,0.74,0.8044444444444444,300.0,900.0,,0.44
fakeddit,by_typical,0.20,nfmcd_full,2,10,0.41827842618621847,0.322441852692479,0.49773887564617925,0.06583333333333333,0.38264714396023075,0.41785300077216153,0.635,0.63,0.6366666666666667,300.0,900.0,,1.02
fakeddit,by_typical,0.20,nfmcd_full,0,10,0.4939686637702141,0.33130865341247,0.508408968381506,0.049166666666666664,0.3922572051484421,0.4245800436039094,0.65,0.63,0.6566666666666666,300.0,900.0,,1.16
fakeddit,by_typical,0.20,spectral_graph+content,0,10,0.554843786758497,0.37018571857818555,0.7094616905785782,0.049166666666666664,nan,nan,0.8225,0.8233333333333334,0.8222222222222222,300.0,900.0,,0.42
fakeddit,by_typical,0.20,spectral_graph+content,1,10,0.5582268135223161,0.35634513657423245,0.7124068181996773,0.055,nan,nan,0.7866666666666666,0.83,0.7722222222222223,300.0,900.0,,0.45
fakeddit,by_typical,0.20,spectral_graph+content,2,10,0.6614750862924099,0.3939974049892175,0.8073433153409469,0.06583333333333333,nan,nan,0.8808333333333334,0.89,0.8777777777777778,300.0,900.0,,0.41
fakeddit,by_typical,0.20,kmeans_content,0,10,0.027656704431841872,0.10627034003276975,0.22475723252708835,0.049166666666666664,nan,nan,0.3975,0.42333333333333334,0.3888888888888889,300.0,900.0,,0.8
fakeddit,by_typical,0.20,kmeans_content,1,10,0.018403757749452132,0.06415504090212201,0.22422872280939904,0.055,nan,nan,0.295,0.2833333333333333,0.29888888888888887,300.0,900.0,,0.7
fakeddit,by_typical,0.20,kmeans_content,2,10,0.028376961199720885,0.09579160974203668,0.19870535776866494,0.06583333333333333,nan,nan,0.38333333333333336,0.3466666666666667,0.39555555555555555,300.0,900.0,,0.67
fakeddit,by_typical,0.40,nfmcd_full,1,10,0.7143285245168717,0.35528225645881395,0.755107645267356,0.23166666666666666,0.23005602882152867,0.3110392201750701,0.765,0.7733333333333333,0.7622222222222222,300.0,900.0,,0.56
fakeddit,by_typical,0.40,nfmcd_full,0,10,0.6424999574555255,0.3567977826600719,0.6322858956445672,0.1875,0.24246136287518227,0.31972295401262757,0.7291666666666666,0.7833333333333333,0.7111111111111111,300.0,900.0,,0.62
fakeddit,by_typical,0.40,nfmcd_full,2,10,0.6579989993406672,0.3548879983385469,0.7404512607482092,0.21083333333333334,0.2236037480974946,0.3065226236682462,0.7641666666666667,0.8266666666666667,0.7433333333333333,300.0,900.0,,0.56
fakeddit,by_typical,0.40,nfmcd_robust,0,10,0.755630522660033,0.353280203161963,0.7762184052885734,0.1875,0.13989182802351474,0.24792427961646032,0.81,0.7366666666666667,0.8344444444444444,300.0,900.0,,0.41
fakeddit,by_typical,0.40,spectral_graph+content,0,10,0.5420524771624322,0.36432164106067766,0.7192201692228511,0.1875,nan,nan,0.8183333333333334,0.89,0.7944444444444444,300.0,900.0,,0.31
fakeddit,by_typical,0.40,nfmcd_robust,1,10,0.7174069475977427,0.3467856687577804,0.761649916629716,0.23166666666666666,0.12817480571783213,0.23972236400248248,0.7875,0.6666666666666666,0.8277777777777777,300.0,900.0,,0.44
fakeddit,by_typical,0.40,nfmcd_robust,2,10,0.7199664038509304,0.3548727730657611,0.7562552023185941,0.21083333333333334,0.1276154380989145,0.23933080666924014,0.7858333333333334,0.6766666666666666,0.8222222222222222,300.0,900.0,,0.47
fakeddit,by_typical,0.40,spectral_graph+content,2,10,0.6442747179602615,0.3858742218810601,0.8113580859270421,0.21083333333333334,nan,nan,0.8783333333333333,0.8566666666666667,0.8855555555555555,300.0,900.0,,0.36
fakeddit,by_typical,0.40,spectral_graph+content,1,10,0.6602994359638745,0.3929725848705598,0.8139691306099772,0.23166666666666666,nan,nan,0.8833333333333333,0.8666666666666667,0.8888888888888888,300.0,900.0,,0.41
fakeddit,by_typical,0.60,nfmcd_full,0,10,0.679658676419069,0.3591677842961835,0.7225934930493617,0.4325,0.14988777160098155,0.25492144012068707,0.7591666666666667,0.79,0.7488888888888889,300.0,900.0,,0.47
fakeddit,by_typical,0.60,nfmcd_full,1,10,0.7056734209570432,0.3582747647136351,0.7450104826119459,0.4666666666666667,0.14915292046724907,0.2544070443270743,0.79,0.8166666666666667,0.7811111111111111,300.0,900.0,,0.45
fakeddit,by_typical,0.60,nfmcd_full,2,10,0.8075358529530605,0.3585908229024873,0.8221370034219166,0.455,0.14387824536286273,0.2507147717540039,0.8058333333333333,0.8066666666666666,0.8055555555555556,300.0,900.0,,0.42
fakeddit,by_typical,0.40,kmeans_content,0,10,0.0,0.028689714107026195,0.19191268810172163,0.1875,nan,nan,0.2925,0.31666666666666665,0.28444444444444444,300.0,900.0,,0.59
fakeddit,by_typical,0.40,kmeans_content,2,10,0.010103365557716182,0.029691995725635256,0.19110789937790515,0.21083333333333334,nan,nan,0.2816666666666667,0.31333333333333335,0.27111111111111114,300.0,900.0,,0.59
fakeddit,by_typical,0.40,kmeans_content,1,10,0.0008574024622048926,0.03157856309876372,0.1821132399778085,0.23166666666666666,nan,nan,0.2925,0.3333333333333333,0.2788888888888889,300.0,900.0,,0.67
fakeddit,by_typical,0.60,nfmcd_robust,1,10,0.8209002040622981,0.35371188423828864,0.8302532162165213,0.4666666666666667,0.07769825220533844,0.20438877654373688,0.7875,0.8233333333333334,0.7755555555555556,300.0,900.0,,0.28
fakeddit,by_typical,0.60,nfmcd_robust,0,10,0.8165705608467929,0.3547110411722528,0.8293480450927735,0.4325,0.07938458043143741,0.20556920630200615,0.7883333333333333,0.8233333333333334,0.7766666666666666,300.0,900.0,,0.31
fakeddit,by_typical,0.60,nfmcd_robust,2,10,0.8172038636389976,0.36254517343213344,0.8304457304653503,0.455,0.07493470943061419,0.2024542966014299,0.8041666666666667,0.8166666666666667,0.8,300.0,900.0,,0.38
fakeddit,by_typical,0.60,spectral_graph+content,0,10,0.6086135481944116,0.3893962670344923,0.7949004352585013,0.4325,nan,nan,0.8758333333333334,0.9433333333333334,0.8533333333333334,300.0,900.0,,0.38
fakeddit,by_typical,0.60,spectral_graph+content,1,10,0.6594120908482636,0.39600126748166303,0.8069936656765178,0.4666666666666667,nan,nan,0.8875,0.91,0.88,300.0,900.0,,0.38
fakeddit,by_typical,0.60,spectral_graph+content,2,10,0.6660889372062162,0.4051653942086541,0.7996162130475633,0.455,nan,nan,0.9008333333333334,0.93,0.8911111111111111,300.0,900.0,,0.38
fakeddit,by_typical,0.60,kmeans_content,0,10,0.006036023343433117,0.016112890263158416,0.12215157445220468,0.4325,nan,nan,0.2875,0.3433333333333333,0.2688888888888889,300.0,900.0,,0.53
fakeddit,by_typical,0.80,nfmcd_full,1,10,0.8136927134094174,0.364741517772789,0.8281736140931548,0.5875,0.095165569635309,0.21661589874471626,0.8125,0.8066666666666666,0.8144444444444444,300.0,900.0,,0.38
fakeddit,by_typical,0.80,nfmcd_full,0,10,0.8192874685694915,0.36444890268178276,0.8312327559474497,0.575,0.10454872447283997,0.22318410713098794,0.8158333333333333,0.8133333333333334,0.8166666666666667,300.0,900.0,,0.44
fakeddit,by_typical,0.60,kmeans_content,1,10,0.008822357673619496,0.011782408606430086,0.14980761786862412,0.4666666666666667,nan,nan,0.295,0.34,0.28,300.0,900.0,,0.55
fakeddit,by_typical,0.80,nfmcd_full,2,10,0.8024386047936182,0.366828482224854,0.8209754791267315,0.58,0.10418670595462605,0.2229306941682382,0.8108333333333333,0.8033333333333333,0.8133333333333334,300.0,900.0,,0.34
fakeddit,by_typical,0.60,kmeans_content,2,10,0.008876334163678834,0.009215567763704458,0.17730069947679908,0.455,nan,nan,0.31666666666666665,0.3433333333333333,0.30777777777777776,300.0,900.0,,0.5
fakeddit,by_typical,0.80,nfmcd_robust,0,10,0.8154485670604332,0.36609566563812834,0.8292324530012101,0.575,0.048682287945371015,0.18407760156175967,0.8125,0.8066666666666666,0.8144444444444444,300.0,900.0,,0.27
fakeddit,by_typical,0.80,nfmcd_robust,1,10,0.8249239131296808,0.43555139163102174,0.9054853713920241,0.5875,0.04230923075335789,0.17961646152735053,0.9583333333333334,0.9466666666666667,0.9622222222222222,300.0,900.0,,0.26
fakeddit,by_typical,0.80,spectral_graph+content,0,10,0.6616795755833895,0.4000184079281347,0.8390563034506826,0.575,nan,nan,0.9008333333333334,0.95,0.8844444444444445,300.0,900.0,,0.34
fakeddit,by_typical,0.80,nfmcd_robust,2,10,0.8172795741006968,0.36911861169770704,0.8297491892583956,0.58,0.04969634736337396,0.18478744315436174,0.8125,0.7966666666666666,0.8177777777777778,300.0,900.0,,0.34
fakeddit,by_typical,0.80,spectral_graph+content,1,10,0.6322632991436703,0.41909156263096564,0.7520264482036553,0.5875,nan,nan,0.8941666666666667,0.95,0.8755555555555555,300.0,900.0,,0.38
fakeddit,by_typical,0.80,spectral_graph+content,2,10,0.6799567237604051,0.39990199192498677,0.821666265764095,0.58,nan,nan,0.9025,0.9466666666666667,0.8877777777777778,300.0,900.0,,0.36
fakeddit,by_typical,0.80,kmeans_content,0,10,0.007101602760808956,0.00713324096795247,0.1338015871133041,0.575,nan,nan,0.31583333333333335,0.3433333333333333,0.30666666666666664,300.0,900.0,,0.48
fakeddit,by_typical,0.80,kmeans_content,1,10,0.009930371307423025,0.006238166929139167,0.12155284543088651,0.5875,nan,nan,0.31083333333333335,0.3433333333333333,0.3,300.0,900.0,,0.49
fakeddit,by_typical,0.80,kmeans_content,2,10,0.00928905104007649,0.00775967494259196,0.14585011923632749,0.58,nan,nan,0.32166666666666666,0.3433333333333333,0.31444444444444447,300.0,900.0,,0.47
fakeddit,by_atypical,0.20,nfmcd_robust,0,10,0.7064591456166469,0.3506829595517185,0.724229620648268,0.058333333333333334,0.2661717302799454,0.3363202111959617,0.7816666666666666,0.7166666666666667,0.8033333333333333,300.0,900.0,,0.52
fakeddit,by_atypical,0.20,nfmcd_robust,1,10,0.662417623706939,0.34843994560921,0.7031804003563609,0.0625,0.27757979849832604,0.3443058589488282,0.7708333333333334,0.71,0.7911111111111111,300.0,900.0,,0.56
fakeddit,by_atypical,0.20,nfmcd_robust,2,10,0.7125658638689981,0.3462564217126889,0.7200845433639838,0.065,0.25536520433918447,0.3287556430374291,0.77,0.7133333333333334,0.7888888888888889,300.0,900.0,,0.56
fakeddit,by_atypical,0.20,nfmcd_full,0,10,0.5113013630742682,0.3330395917420184,0.5978319373540486,0.058333333333333334,0.41121066346855534,0.43784746442798866,0.695,0.69,0.6966666666666667,300.0,900.0,,1.16
fakeddit,by_atypical,0.20,nfmcd_full,2,10,0.5522406369545567,0.3201351378649406,0.5721870933467372,0.065,0.4089312016656534,0.43625184116595733,0.6716666666666666,0.6633333333333333,0.6744444444444444,300.0,900.0,,1.12
fakeddit,by_atypical,0.20,spectral_graph+content,0,10,0.5704074214718668,0.37564961031169125,0.7217993441642732,0.058333333333333334,nan,nan,0.835,0.8133333333333334,0.8422222222222222,300.0,900.0,,0.3
fakeddit,by_atypical,0.20,nfmcd_full,1,10,0.6215602253932644,0.34945183380161027,0.6238613550201978,0.0625,0.42124712230423955,0.4448729856129677,0.7341666666666666,0.7366666666666667,0.7333333333333333,300.0,900.0,,1.19
fakeddit,by_atypical,0.20,spectral_graph+content,1,10,0.5279885312302905,0.36140958786135763,0.6924772329275075,0.0625,nan,nan,0.8058333333333333,0.73,0.8311111111111111,300.0,900.0,,0.42
fakeddit,by_atypical,0.20,spectral_graph+content,2,10,0.6441572137754545,0.3730206006668249,0.8027921865074094,0.065,nan,nan,0.8583333333333333,0.8266666666666667,0.8688888888888889,300.0,900.0,,0.42
fakeddit,by_atypical,0.20,kmeans_content,1,10,0.03608981432193281,0.098469767077088,0.23799302776410575,0.0625,nan,nan,0.3825,0.23,0.43333333333333335,300.0,900.0,,0.67
fakeddit,by_atypical,0.20,kmeans_content,2,10,0.03753910796302029,0.10171336810993736,0.1831018989662439,0.065,nan,nan,0.3566666666666667,0.2633333333333333,0.3877777777777778,300.0,900.0,,0.78
fakeddit,by_atypical,0.40,nfmcd_full,2,10,0.6773576041887776,0.34283152208115897,0.735151316936541,0.24,0.26186539224266825,0.3333057745698677,0.76,0.87,0.7233333333333334,300.0,900.0,,0.53
fakeddit,by_atypical,0.40,nfmcd_full,0,10,0.6697215177872943,0.3459142671514657,0.7312337173727856,0.20333333333333334,0.265000000265454,0.3355000001858178,0.7466666666666667,0.9,0.6955555555555556,300.0,900.0,,0.77
fakeddit,by_atypical,0.20,kmeans_content,0,10,0.0652070834986489,0.10922459080821234,0.25683530714474184,0.058333333333333334,nan,nan,0.4033333333333333,0.23,0.46111111111111114,300.0,900.0,,0.86
fakeddit,by_atypical,0.40,nfmcd_full,1,10,0.6797141103608648,0.3501004049406558,0.7266795722266199,0.21833333333333332,0.2663508383958723,0.33644558687711057,0.7691666666666667,0.9,0.7255555555555555,300.0,900.0,,0.62
fakeddit,by_atypical,0.40,spectral_graph+content,0,10,0.682789276623703,0.3989172289256918,0.8050538124159272,0.20333333333333334,nan,nan,0.8875,0.8833333333333333,0.8888888888888888,300.0,900.0,,0.3
fakeddit,by_atypical,0.40,nfmcd_robust,0,10,0.7193834235733687,0.34686487521350495,0.7470759226769522,0.20333333333333334,0.1660369320776971,0.26622585245438796,0.7866666666666666,0.79,0.7855555555555556,300.0,900.0,,0.44
fakeddit,by_atypical,0.40,spectral_graph+content,1,10,0.6877998890249707,0.38935619080390843,0.8256264737435209,0.21833333333333332,nan,nan,0.8875,0.88,0.89,300.0,900.0,,0.34
fakeddit,by_atypical,0.40,spectral_graph+content,2,10,0.7247550594163737,0.4188627662775191,0.8266242336047146,0.24,nan,nan,0.9191666666666667,0.8966666666666666,0.9266666666666666,300.0,900.0,,0.38
fakeddit,by_atypical,0.40,nfmcd_robust,1,10,0.74444471823886,0.3511117070556099,0.689262909843998,0.21833333333333332,0.17543251639156915,0.2728027614740984,0.7891666666666667,0.9266666666666666,0.7433333333333333,300.0,900.0,,0.44
fakeddit,by_atypical,0.40,nfmcd_robust,2,10,0.7172226973886773,0.3504338479702746,0.7360875759720635,0.24,0.16528293360961313,0.26569805352672915,0.7816666666666666,0.7733333333333333,0.7844444444444445,300.0,900.0,,0.44
fakeddit,by_atypical,0.60,nfmcd_full,1,10,0.8122081275706128,0.3528936436785836,0.8220597955161366,0.44333333333333336,0.1689983988351332,0.2682988791845932,0.8033333333333333,0.9066666666666666,0.7688888888888888,300.0,900.0,,0.44
fakeddit,by_atypical,0.60,nfmcd_full,0,10,0.8000802071178342,0.3440545096362949,0.8205306174930055,0.43333333333333335,0.18254427153730898,0.27778099007611623,0.7975,0.9133333333333333,0.7588888888888888,300.0,900.0,,0.47
fakeddit,by_atypical,0.60,nfmcd_full,2,10,0.7132672327380616,0.35394413016713827,0.73591604538577,0.44583333333333336,0.17056755892048467,0.2693972912443392,0.7808333333333334,0.9033333333333333,0.74,300.0,900.0,,0.52
fakeddit,by_atypical,0.40,kmeans_content,1,10,0.07144404606860344,0.04760276774054677,0.23915162566339854,0.21833333333333332,nan,nan,0.30666666666666664,0.20333333333333334,0.3411111111111111,300.0,900.0,,0.69
fakeddit,by_atypical,0.40,kmeans_content,2,10,0.006113287081845442,0.037414343268274,0.15354028623368582,0.24,nan,nan,0.26916666666666667,0.23666666666666666,0.28,300.0,900.0,,0.62
fakeddit,by_atypical,0.40,kmeans_content,0,10,0.07792001020591022,0.04651393458691519,0.3047732975127255,0.20333333333333334,nan,nan,0.3358333333333333,0.22333333333333333,0.37333333333333335,300.0,900.0,,0.7
fakeddit,by_atypical,0.60,nfmcd_robust,1,10,0.8096533584765726,0.34497187372928295,0.818995973999027,0.44333333333333336,0.11023597535706041,0.2271651827499423,0.7791666666666667,0.7833333333333333,0.7777777777777778,300.0,900.0,,0.26
fakeddit,by_atypical,0.60,nfmcd_robust,0,10,0.8162019035910961,0.3458698112660534,0.8237056289099561,0.43333333333333335,0.11167565742181736,0.22817296019527214,0.7825,0.79,0.78,300.0,900.0,,0.36
fakeddit,by_atypical,0.60,nfmcd_robust,2,10,0.8103757526518438,0.3526840477319055,0.8199556537786441,0.44583333333333336,0.10564678541695902,0.2239527497918713,0.7858333333333334,0.8933333333333333,0.75,300.0,900.0,,0.31
fakeddit,by_atypical,0.60,spectral_graph+content,2,10,0.691251868667836,0.410955896710246,0.791868532419415,0.44583333333333336,nan,nan,0.8891666666666667,0.8766666666666667,0.8933333333333333,300.0,900.0,,0.41
fakeddit,by_atypical,0.60,spectral_graph+content,0,10,0.7222132640820993,0.4141485663389438,0.8262609994262216,0.43333333333333335,nan,nan,0.905,0.9333333333333333,0.8955555555555555,300.0,900.0,,0.44
fakeddit,by_atypical,0.60,spectral_graph+content,1,10,0.7190416243100974,0.4163905482755146,0.8223605535267028,0.44333333333333336,nan,nan,0.9116666666666666,0.91,0.9122222222222223,300.0,900.0,,0.44
fakeddit,by_atypical,0.80,nfmcd_full,1,10,0.8029657670452572,0.35336413964490243,0.8153956144091377,0.5916666666666667,0.12462150493392457,0.23723505345374718,0.7983333333333333,0.87,0.7744444444444445,300.0,900.0,,0.34
fakeddit,by_atypical,0.60,kmeans_content,0,10,0.07364417959587155,0.022955752152969855,0.1953533611191884,0.43333333333333335,nan,nan,0.27416666666666667,0.21,0.29555555555555557,300.0,900.0,,0.62
fakeddit,by_atypical,0.60,kmeans_content,1,10,0.06430383583409227,0.029471605124256083,0.22443372002582812,0.44333333333333336,nan,nan,0.29833333333333334,0.21666666666666667,0.32555555555555554,300.0,900.0,,0.62
fakeddit,by_atypical,0.80,nfmcd_full,2,10,0.8063992494513146,0.363997263120253,0.8171770723561075,0.5791666666666667,0.12630811806629927,0.23841568264640944,0.8033333333333333,0.8733333333333333,0.78,300.0,900.0,,0.42
fakeddit,by_atypical,0.80,nfmcd_full,0,10,0.7785615599799612,0.35389714523013766,0.8191454648068321,0.565,0.13354731019450847,0.24348311713615592,0.8008333333333333,0.8866666666666667,0.7722222222222223,300.0,900.0,,0.53
fakeddit,by_atypical,0.60,kmeans_content,2,10,0.005073267645872459,0.020683921674291242,0.19264695055307682,0.44583333333333336,nan,nan,0.305,0.21666666666666667,0.33444444444444443,300.0,900.0,,0.69
fakeddit,by_atypical,0.80,nfmcd_robust,0,10,0.8135603562982424,0.358745684312021,0.8217843281788454,0.565,0.07880210134737667,0.20516147094316364,0.7941666666666667,0.8733333333333333,0.7677777777777778,300.0,900.0,,0.24
fakeddit,by_atypical,0.80,nfmcd_robust,1,10,0.8086923986552297,0.364343998004126,0.8183771522213223,0.5916666666666667,0.07776599731797626,0.20443619812258335,0.7975,0.8666666666666667,0.7744444444444445,300.0,900.0,,0.28
fakeddit,by_atypical,0.80,nfmcd_robust,2,10,0.81045381689079,0.36609958980885476,0.8193750922333196,0.5791666666666667,0.07783129321122358,0.20448190524785648,0.7933333333333333,0.86,0.7711111111111111,300.0,900.0,,0.33
fakeddit,by_atypical,0.80,spectral_graph+content,0,10,0.7189935596575643,0.42413724988420354,0.8133721120034725,0.565,nan,nan,0.9141666666666667,0.9233333333333333,0.9111111111111111,300.0,900.0,,0.36
fakeddit,by_atypical,0.80,spectral_graph+content,1,10,0.7468088045736256,0.4281186969401234,0.830638043359851,0.5916666666666667,nan,nan,0.9241666666666667,0.9266666666666666,0.9233333333333333,300.0,900.0,,0.34
fakeddit,by_atypical,0.80,spectral_graph+content,2,10,0.740932191844471,0.4235984599693911,0.8303246648226892,0.5791666666666667,nan,nan,0.9241666666666667,0.93,0.9222222222222223,300.0,900.0,,0.41
fakeddit,by_atypical,0.80,kmeans_content,0,10,0.06705612337185551,0.017339155392707837,0.2017036630981092,0.565,nan,nan,0.30333333333333334,0.21666666666666667,0.3322222222222222,300.0,900.0,,0.64
fakeddit,by_atypical,0.80,kmeans_content,1,10,0.018047759236249794,0.02237042004444495,0.16382072826453117,0.5916666666666667,nan,nan,0.31416666666666665,0.21666666666666667,0.3466666666666667,300.0,900.0,,0.59
fakeddit,by_atypical,0.80,kmeans_content,2,10,0.05897606322349591,0.016253673073170518,0.23338112966854804,0.5791666666666667,nan,nan,0.3333333333333333,0.21666666666666667,0.37222222222222223,300.0,900.0,,0.61
fakeddit_real_lcc,mcar_control,0.00,nfmcd_full,0,6,0.13624927109591334,0.5471847152793584,0.29870584349690205,0.0,0.6043362415089966,0.5730353690562975,0.4797297297297297,nan,nan,nan,nan,,0.64
fakeddit_real_lcc,mcar_control,0.00,nfmcd_robust,0,6,0.1954455469796429,0.7288552201165773,0.35139405265614915,0.0,0.37243819077770945,0.4107067335443966,0.3885135135135135,nan,nan,nan,nan,,0.3
fakeddit_real_lcc,mcar_control,0.00,spectral_graph+content,0,6,0.5227766958073978,0.6186289805504904,0.6185039315384402,0.0,nan,nan,0.7280405405405406,nan,nan,nan,nan,,0.08
fakeddit_real_lcc,mcar_control,0.00,nfmcd_full,1,6,0.1421476531269955,0.5522990132665555,0.27249832332118,0.0,0.6035126094902826,0.5724588266431978,0.47635135135135137,nan,nan,nan,nan,,0.67
fakeddit_real_lcc,mcar_control,0.00,nfmcd_full,2,6,0.09889430041556457,0.539708464837765,0.22137966064493023,0.0,0.6017649818530731,0.5712354872971512,0.40033783783783783,nan,nan,nan,nan,,0.61
fakeddit_real_lcc,mcar_control,0.00,nfmcd_robust,1,6,0.19559573397441066,0.7245019977060639,0.35082438192583126,0.0,0.37129703695998084,0.4099079258719866,0.3885135135135135,nan,nan,nan,nan,,0.33
fakeddit_real_lcc,mcar_control,0.00,spectral_graph+content,1,6,0.5227766958073978,0.6186289805504904,0.6185039315384402,0.0,nan,nan,0.7280405405405406,nan,nan,nan,nan,,0.09
fakeddit_real_lcc,mcar_control,0.00,spectral_graph+content,2,6,0.5227766958073978,0.6186289805504904,0.6185039315384402,0.0,nan,nan,0.7280405405405406,nan,nan,nan,nan,,0.11
