dataset,scheme,p,method,seed,k_used,onmi,modularity,f1,frac_nocontent,mean_conf,mean_alpha,acc_overall,acc_affected,acc_background,n_affected,n_background,error,secs
crisismmd,by_typical,0.80,kmeans_content,0,7,0.01192960560653189,0.004091464590405227,0.15403915496081394,0.5725,nan,nan,0.25,0.215,0.26166666666666666,200.0,600.0,,0.27
crisismmd,by_typical,0.80,kmeans_content,1,7,0.01613197052459303,-0.0027890178531198204,0.12398336863095775,0.595,nan,nan,0.265,0.215,0.2816666666666667,200.0,600.0,,0.25
crisismmd,by_typical,0.80,kmeans_content,2,7,0.016227664257835173,0.011638723285491773,0.1527105417716735,0.5875,nan,nan,0.255,0.205,0.27166666666666667,200.0,600.0,,0.36
crisismmd,by_atypical,0.20,nfmcd_robust,0,7,0.6826418528448832,0.4544447796513151,0.6962335632431632,0.04375,0.2886337836983037,0.35204364858881254,0.84375,0.955,0.8066666666666666,200.0,600.0,,0.31
crisismmd,by_atypical,0.20,nfmcd_full,0,7,0.5893784446283061,0.5263586954589053,0.627549502066782,0.04375,0.4211538685739866,0.44480770800179065,0.88625,0.87,0.8916666666666667,200.0,600.0,,0.5
crisismmd,by_atypical,0.20,nfmcd_robust,1,7,0.6714040550420112,0.46082020653977496,0.6932878982741985,0.06875,0.30621832500549373,0.36435282750384557,0.83625,0.945,0.8,200.0,600.0,,0.34
crisismmd,by_atypical,0.20,nfmcd_full,2,7,0.6359664578107515,0.5081848955170504,0.7404533016039707,0.055,0.4122014025059586,0.43854098175417106,0.8825,0.885,0.8816666666666667,200.0,600.0,,0.48
crisismmd,by_atypical,0.20,nfmcd_full,1,7,0.6389676632350103,0.5134177137023639,0.7469925819660128,0.06875,0.4404516010804702,0.45831612075632916,0.90875,0.925,0.9033333333333333,200.0,600.0,,0.52
crisismmd,by_atypical,0.20,nfmcd_robust,2,7,0.6704518723844117,0.4573953090162248,0.6938652692479902,0.055,0.28292106407268186,0.3480447448508772,0.8425,0.945,0.8083333333333333,200.0,600.0,,0.3
crisismmd,by_atypical,0.20,spectral_graph+content,0,7,0.8532494799452864,0.5179405380757793,0.9462248084027808,0.04375,nan,nan,0.9675,0.94,0.9766666666666667,200.0,600.0,,0.14
crisismmd,by_atypical,0.20,spectral_graph+content,1,7,0.8499246377895877,0.51098638077867,0.9435106552784652,0.06875,nan,nan,0.96,0.935,0.9683333333333334,200.0,600.0,,0.14
crisismmd,by_atypical,0.20,spectral_graph+content,2,7,0.8334467675990926,0.5108371065722027,0.9367983893498681,0.055,nan,nan,0.95375,0.9,0.9716666666666667,200.0,600.0,,0.19
crisismmd,by_atypical,0.20,kmeans_content,2,7,0.22870625885743223,0.09832846358309723,0.4362894883633772,0.055,nan,nan,0.4325,0.21,0.5066666666666667,200.0,600.0,,0.28
crisismmd,by_atypical,0.40,nfmcd_full,0,7,0.6351247849493992,0.5254262964671924,0.7370589489636874,0.2075,0.2700830912058207,0.33905816384407444,0.925,0.955,0.915,200.0,600.0,,0.27
crisismmd,by_atypical,0.40,nfmcd_full,1,7,0.6064745861924256,0.5230903726880749,0.7317918801831206,0.22,0.2691592099707593,0.3384114469795314,0.915,0.955,0.9016666666666666,200.0,600.0,,0.27
crisismmd,by_atypical,0.20,kmeans_content,0,7,0.22668664554289542,0.07123676399459282,0.4385717976805732,0.04375,nan,nan,0.4125,0.24,0.47,200.0,600.0,,0.38
crisismmd,by_atypical,0.20,kmeans_content,1,7,0.23284965166661198,0.07115765033864282,0.4133640711973526,0.06875,nan,nan,0.4,0.26,0.44666666666666666,200.0,600.0,,0.36
crisismmd,by_atypical,0.40,nfmcd_full,2,7,0.6276948318503562,0.5220335715514823,0.7297088356022808,0.23625,0.26618173695819874,0.33632721587073916,0.91375,0.95,0.9016666666666666,200.0,600.0,,0.28
crisismmd,by_atypical,0.40,spectral_graph+content,1,7,0.6284611390508162,0.45735621239460383,0.7814415450007081,0.22,nan,nan,0.86125,0.8,0.8816666666666667,200.0,600.0,,0.12
crisismmd,by_atypical,0.40,spectral_graph+content,0,7,0.8161088621204406,0.5161603343876103,0.9247351458404188,0.2075,nan,nan,0.95625,0.92,0.9683333333333334,200.0,600.0,,0.16
crisismmd,by_atypical,0.40,nfmcd_robust,0,7,0.6397274061810126,0.5259391546118053,0.7399306093246575,0.2075,0.18198199211586782,0.27738739448110744,0.92875,0.955,0.92,200.0,600.0,,0.25
crisismmd,by_atypical,0.40,nfmcd_robust,1,7,0.6365022592455474,0.5249260103234326,0.736502720167582,0.22,0.1837498097390758,0.278624866817353,0.92125,0.95,0.9116666666666666,200.0,600.0,,0.26
crisismmd,by_atypical,0.40,spectral_graph+content,2,7,0.7219161587874205,0.5091034255627308,0.8349561642941458,0.23625,nan,nan,0.925,0.86,0.9466666666666667,200.0,600.0,,0.17
crisismmd,by_atypical,0.40,nfmcd_robust,2,7,0.6025297804638758,0.5220578369774216,0.7317655429014783,0.23625,0.17429218740194954,0.27200453118136464,0.9225,0.945,0.915,200.0,600.0,,0.3
crisismmd,by_atypical,0.40,kmeans_content,0,7,0.19560070458103418,0.051389235380112225,0.37744605073763315,0.2075,nan,nan,0.3775,0.22,0.43,200.0,600.0,,0.24
crisismmd,by_atypical,0.40,kmeans_content,1,7,0.1887614840415751,0.05220110214401354,0.3974236138499793,0.22,nan,nan,0.375,0.175,0.44166666666666665,200.0,600.0,,0.23
crisismmd,by_atypical,0.60,nfmcd_full,1,7,0.6139730094672811,0.5197262851586671,0.7517068554896484,0.4625,0.18042550889533154,0.27629785622673203,0.91875,0.93,0.915,200.0,600.0,,0.17
crisismmd,by_atypical,0.60,nfmcd_full,2,7,0.6098664301568261,0.5152591875910294,0.7747585762348971,0.455,0.18109874592500025,0.2767691221475001,0.9125,0.94,0.9033333333333333,200.0,600.0,,0.19
crisismmd,by_atypical,0.60,nfmcd_full,0,7,0.6247256123471375,0.5196970202182457,0.7546800608975427,0.445,0.1896703262928817,0.28276922840501717,0.91375,0.94,0.905,200.0,600.0,,0.24
crisismmd,by_atypical,0.40,kmeans_content,2,7,0.18065666875159758,0.05810027821147576,0.3927105096254198,0.23625,nan,nan,0.36,0.225,0.405,200.0,600.0,,0.26
crisismmd,by_atypical,0.60,nfmcd_robust,0,7,0.6205941878441339,0.5189664007942995,0.7885291898342389,0.445,0.11996364068587864,0.23397454848011498,0.91625,0.94,0.9083333333333333,200.0,600.0,,0.2
crisismmd,by_atypical,0.60,spectral_graph+content,0,7,0.7219986346132744,0.5177759724672764,0.835557667461745,0.445,nan,nan,0.93625,0.885,0.9533333333333334,200.0,600.0,,0.11
crisismmd,by_atypical,0.60,nfmcd_robust,1,7,0.6173049752888875,0.5144508142117244,0.7848344847595959,0.4625,0.11574176425536914,0.23101923497875837,0.91125,0.915,0.91,200.0,600.0,,0.2
crisismmd,by_atypical,0.60,spectral_graph+content,1,7,0.6933533934081039,0.522114777054496,0.8378873791365148,0.4625,nan,nan,0.93125,0.89,0.945,200.0,600.0,,0.12
crisismmd,by_atypical,0.60,nfmcd_robust,2,7,0.6124477213981664,0.5155202710230525,0.7805186427354938,0.455,0.11760193853085546,0.23232135697159875,0.91125,0.935,0.9033333333333333,200.0,600.0,,0.19
crisismmd,by_atypical,0.60,spectral_graph+content,2,7,0.7952577563860981,0.5184863009747045,0.8919267276137964,0.455,nan,nan,0.945,0.925,0.9516666666666667,200.0,600.0,,0.16
crisismmd,by_atypical,0.80,nfmcd_full,0,7,0.6053173409708221,0.5122260721040438,0.7732689997040181,0.575,0.13945030568521644,0.24761521397965147,0.8975,0.925,0.8883333333333333,200.0,600.0,,0.17
crisismmd,by_atypical,0.80,nfmcd_full,1,7,0.5983407325478298,0.5130200326570796,0.76873301402224,0.58375,0.13746319586165778,0.2462242371031604,0.90375,0.915,0.9,200.0,600.0,,0.16
crisismmd,by_atypical,0.60,kmeans_content,2,7,0.07397415896573334,0.02638768845920862,0.3168786641290543,0.455,nan,nan,0.32125,0.29,0.33166666666666667,200.0,600.0,,0.22
crisismmd,by_atypical,0.60,kmeans_content,1,7,0.1575452680189504,0.036163559179043715,0.3319828506137447,0.4625,nan,nan,0.32625,0.29,0.3383333333333333,200.0,600.0,,0.23
crisismmd,by_atypical,0.60,kmeans_content,0,7,0.10570516178843792,0.028907903964640075,0.34400558550141397,0.445,nan,nan,0.33625,0.25,0.365,200.0,600.0,,0.27
crisismmd,by_atypical,0.80,nfmcd_full,2,7,0.5989066852446103,0.5129321332434621,0.7639138059809294,0.5925,0.1298757173935053,0.24091300217545367,0.90375,0.925,0.8966666666666666,200.0,600.0,,0.17
crisismmd,by_atypical,0.80,nfmcd_robust,1,7,0.5636399724243548,0.515073473408712,0.772237691625919,0.58375,0.08588380325706577,0.210118662279946,0.9025,0.895,0.905,200.0,600.0,,0.14
crisismmd,by_atypical,0.80,spectral_graph+content,1,7,0.7515519896255293,0.5219820284398322,0.8613854750244675,0.58375,nan,nan,0.9375,0.905,0.9483333333333334,200.0,600.0,,0.14
crisismmd,by_atypical,0.80,spectral_graph+content,2,7,0.8535891811794589,0.5276942142982683,0.9340101492401072,0.5925,nan,nan,0.96375,0.94,0.9716666666666667,200.0,600.0,,0.14
crisismmd,by_atypical,0.80,spectral_graph+content,0,7,0.7273949701314529,0.521226034911003,0.8824562639153214,0.575,nan,nan,0.9425,0.91,0.9533333333333334,200.0,600.0,,0.14
crisismmd,by_atypical,0.80,nfmcd_robust,2,7,0.557237829999566,0.515282616278143,0.7704669562760336,0.5925,0.07641852367553603,0.2034929665728752,0.90125,0.895,0.9033333333333333,200.0,600.0,,0.17
crisismmd,by_atypical,0.80,nfmcd_robust,0,7,0.5623113115423116,0.5154637283969201,0.774801844755211,0.575,0.08419040860245053,0.2089332860217153,0.90125,0.895,0.9033333333333333,200.0,600.0,,0.2
crisismmd,by_atypical,0.80,kmeans_content,2,7,0.10313436136017606,0.023162311308596365,0.2979831403445384,0.5925,nan,nan,0.32625,0.295,0.33666666666666667,200.0,600.0,,0.24
crisismmd,by_atypical,0.80,kmeans_content,0,7,0.07051456741351525,0.015262743731037604,0.3240790148541485,0.575,nan,nan,0.3325,0.26,0.3566666666666667,200.0,600.0,,0.28
crisismmd,by_atypical,0.80,kmeans_content,1,7,0.07374867591091705,0.021278184658301554,0.27976055833307883,0.58375,nan,nan,0.31375,0.295,0.32,200.0,600.0,,0.27
fakeddit,mcar_control,0.00,nfmcd_robust,0,10,0.8113488531490279,0.3942959636699764,0.8392229208185844,0.0,0.39516881432258477,0.4266181700258093,0.8908333333333334,nan,nan,nan,nan,,0.78
fakeddit,mcar_control,0.00,nfmcd_robust,2,10,0.8468286440980985,0.3514289405845578,0.8467300513295998,0.0,0.39694679515503584,0.42786275660852513,0.8116666666666666,nan,nan,nan,nan,,0.78
fakeddit,mcar_control,0.00,nfmcd_robust,1,10,0.8506792410141415,0.3564787112686977,0.8487619277035814,0.0,0.39690448737647016,0.42783314116352905,0.8216666666666667,nan,nan,nan,nan,,0.89
fakeddit,mcar_control,0.00,spectral_graph+content,1,10,0.558267171382854,0.3665328857833608,0.7135813227392899,0.0,nan,nan,0.8166666666666667,nan,nan,nan,nan,,0.41
fakeddit,mcar_control,0.00,spectral_graph+content,0,10,0.5550827656017339,0.36495366825268355,0.7086974478858832,0.0,nan,nan,0.8108333333333333,nan,nan,nan,nan,,0.47
fakeddit,mcar_control,0.00,spectral_graph+content,2,10,0.5489359502033544,0.3624479068724976,0.7063716959117723,0.0,nan,nan,0.8058333333333333,nan,nan,nan,nan,,0.41
fakeddit,mcar_control,0.00,kmeans_content,1,10,0.05281184324661137,0.11747181848192807,0.3080640691677653,0.0,nan,nan,0.44083333333333335,nan,nan,nan,nan,,0.88
fakeddit,mcar_control,0.00,kmeans_content,0,10,0.08148429537517676,0.1358541343951137,0.27069755766412107,0.0,nan,nan,0.4225,nan,nan,nan,nan,,1.05
fakeddit,mcar_control,0.00,louvain,0,6,0.630828565951995,0.4501480804297777,0.887446322743587,0.0,nan,nan,0.85,nan,nan,nan,nan,,0.19
fakeddit,mcar_control,0.00,kmeans_content,2,10,0.08074720016748604,0.13111921789289857,0.27483072454287527,0.0,nan,nan,0.4241666666666667,nan,nan,nan,nan,,1.0
fakeddit,mcar_control,0.00,louvain,2,7,0.6948810755712067,0.44826334773387194,0.9183184744705358,0.0,nan,nan,0.8841666666666667,nan,nan,nan,nan,,0.22
fakeddit,mcar_control,0.00,louvain,1,6,0.6685839387881221,0.4511259251670453,0.8949522173875257,0.0,nan,nan,0.85,nan,nan,nan,nan,,0.38
fakeddit,mcar_control,0.00,nfmcd_full,0,10,0.32404460142087477,0.28399931936023204,0.26519627888330477,0.0,0.6136812900227092,0.5795769030158964,0.45916666666666667,nan,nan,nan,nan,,3.09
fakeddit,mcar_control,0.00,nfmcd_full,1,10,0.3641407378164382,0.3173147611930934,0.19635999725760228,0.0,0.6162685661119895,0.5813879962783927,0.49,nan,nan,nan,nan,,3.08
fakeddit,mcar_control,0.00,nfmcd_full,2,10,0.23679795396036396,0.29091205824468236,0.29866808636115544,0.0,0.6200718612517995,0.5840503028762597,0.54,nan,nan,nan,nan,,3.22
fakeddit,mcar_control,0.20,nfmcd_full,0,10,0.5851568856081446,0.34014555781230055,0.5991086106190283,0.043333333333333335,0.38715634107353575,0.42100943875147495,0.725,nan,nan,nan,nan,,0.98
fakeddit,mcar_control,0.20,nfmcd_robust,0,10,0.668826991217142,0.34779107187583086,0.7109410452623203,0.043333333333333335,0.2453976858827835,0.3217783801179484,0.7816666666666666,nan,nan,nan,nan,,0.45
fakeddit,mcar_control,0.20,nfmcd_robust,1,10,0.6710007463052504,0.34654917058224266,0.7069377767491074,0.04416666666666667,0.25714654365356326,0.3300025805574942,0.765,nan,nan,nan,nan,,0.5
fakeddit,mcar_control,0.20,nfmcd_robust,2,10,0.7046794390692271,0.34471916923827783,0.7176942938262721,0.0475,0.24498581202007302,0.3214900684140511,0.7908333333333334,nan,nan,nan,nan,,0.51
fakeddit,mcar_control,0.20,nfmcd_full,1,10,0.43832190863508114,0.33901562916296146,0.4834647264251249,0.04416666666666667,0.39841389864824456,0.4288897290537712,0.6325,nan,nan,nan,nan,,1.01
fakeddit,mcar_control,0.20,nfmcd_full,2,10,0.4652493391188164,0.31624843468747527,0.4604717263354077,0.0475,0.3883040743952864,0.42181285207670055,0.6216666666666667,nan,nan,nan,nan,,0.97
fakeddit,mcar_control,0.20,spectral_graph+content,0,10,0.5455751984188597,0.3726003895083448,0.7024679918228331,0.043333333333333335,nan,nan,0.8225,nan,nan,nan,nan,,0.42
fakeddit,mcar_control,0.20,spectral_graph+content,1,10,0.5431209895074651,0.3476354555730649,0.6917201579736301,0.04416666666666667,nan,nan,0.7783333333333333,nan,nan,nan,nan,,0.41
fakeddit,mcar_control,0.20,spectral_graph+content,2,10,0.6767135001310314,0.4012294860073404,0.814752791873522,0.0475,nan,nan,0.8891666666666667,nan,nan,nan,nan,,0.39
fakeddit,mcar_control,0.20,kmeans_content,2,10,0.035412204606022124,0.10162892517963959,0.22770204702241115,0.0475,nan,nan,0.3933333333333333,nan,nan,nan,nan,,0.55
fakeddit,mcar_control,0.40,nfmcd_full,1,10,0.7050673471123936,0.3545638146955365,0.7304008195732737,0.1775,0.21164802438394678,0.29815361706876264,0.7666666666666667,nan,nan,nan,nan,,0.45
fakeddit,mcar_control,0.20,kmeans_content,0,10,0.061942023633186905,0.06629932946178642,0.2788306851787471,0.043333333333333335,nan,nan,0.33916666666666667,nan,nan,nan,nan,,0.66
fakeddit,mcar_control,0.40,nfmcd_full,0,10,0.6784849409780592,0.3509249267216858,0.7283083910321939,0.15083333333333335,0.21734312776135997,0.3021401894329519,0.7641666666666667,nan,nan,nan,nan,,0.47
fakeddit,mcar_control,0.20,kmeans_content,1,10,0.028890440114093252,0.08182923511140801,0.22554924516796043,0.04416666666666667,nan,nan,0.36583333333333334,nan,nan,nan,nan,,0.69
fakeddit,mcar_control,0.40,nfmcd_full,2,10,0.7047842610341668,0.3518047213392537,0.7398248253059668,0.17916666666666667,0.20831527881092132,0.29582069516764486,0.7725,nan,nan,nan,nan,,0.58
fakeddit,mcar_control,0.40,nfmcd_robust,1,10,0.7187049862244079,0.34934756616465584,0.757552519089338,0.1775,0.13006393098238692,0.24104475168767076,0.8041666666666667,nan,nan,nan,nan,,0.34
fakeddit,mcar_control,0.40,nfmcd_robust,0,10,0.7156674589966384,0.35611251797657195,0.7654693712976819,0.15083333333333335,0.13105781278751763,0.2417404689512623,0.8191666666666667,nan,nan,nan,nan,,0.38
fakeddit,mcar_control,0.40,spectral_graph+content,0,10,0.558372500073201,0.38167698684283524,0.7241343371306408,0.15083333333333335,nan,nan,0.8291666666666667,nan,nan,nan,nan,,0.34
fakeddit,mcar_control,0.40,nfmcd_robust,2,10,0.7240245270246396,0.35137302115170704,0.7553999582278339,0.17916666666666667,0.12912572016652876,0.24038800411657013,0.8033333333333333,nan,nan,nan,nan,,0.38
fakeddit,mcar_control,0.40,spectral_graph+content,1,10,0.6358033484625494,0.3811077654936724,0.7883524712961716,0.1775,nan,nan,0.8533333333333334,nan,nan,nan,nan,,0.34
fakeddit,mcar_control,0.40,spectral_graph+content,2,10,0.7034968220773347,0.41536440311219613,0.8187835861090269,0.17916666666666667,nan,nan,0.9091666666666667,nan,nan,nan,nan,,0.34
fakeddit,mcar_control,0.60,nfmcd_full,1,10,0.8155636144711979,0.3674366203905224,0.8266967217581414,0.38416666666666666,0.08110671796475327,0.2067747025753273,0.8166666666666667,nan,nan,nan,nan,,0.28
fakeddit,mcar_control,0.60,nfmcd_full,2,10,0.8147855432687638,0.3712352558760937,0.8275805717546472,0.37833333333333335,0.08031559790645666,0.20622091853451963,0.8083333333333333,nan,nan,nan,nan,,0.39
fakeddit,mcar_control,0.40,kmeans_content,0,10,0.006141518255678213,0.02847307249018018,0.1923752915814577,0.15083333333333335,nan,nan,0.2775,nan,nan,nan,nan,,0.62
fakeddit,mcar_control,0.60,nfmcd_full,0,10,0.8013694929106292,0.3625232751579907,0.8160071885946824,0.3541666666666667,0.09401326294932488,0.21580928406452737,0.805,nan,nan,nan,nan,,0.61
fakeddit,mcar_control,0.60,nfmcd_robust,0,10,0.8244912848966095,0.34705770743410125,0.8316141692875189,0.3541666666666667,0.048459230366113874,0.1839214612562797,0.8075,nan,nan,nan,nan,,0.31
fakeddit,mcar_control,0.40,kmeans_content,2,10,0.007346590910907613,0.03241193656035261,0.18296619489261284,0.17916666666666667,nan,nan,0.28,nan,nan,nan,nan,,0.67
fakeddit,mcar_control,0.60,nfmcd_robust,1,10,0.816494621526294,0.35301304740262546,0.8288092848446921,0.38416666666666666,0.03882497371996049,0.17717748160397231,0.8058333333333333,nan,nan,nan,nan,,0.22
fakeddit,mcar_control,0.40,kmeans_content,1,10,0.01074505919888602,0.04103650573848494,0.23880367840680145,0.1775,nan,nan,0.29333333333333333,nan,nan,nan,nan,,0.75
fakeddit,mcar_control,0.60,nfmcd_robust,2,10,0.8160834811354827,0.3481301463452583,0.8277660377657086,0.37833333333333335,0.03916612688753045,0.17741628882127128,0.7958333333333333,nan,nan,nan,nan,,0.25
fakeddit,mcar_control,0.60,spectral_graph+content,0,10,0.6694313109092817,0.41670524956767063,0.7895372626511219,0.3541666666666667,nan,nan,0.9008333333333334,nan,nan,nan,nan,,0.36
fakeddit,mcar_control,0.60,spectral_graph+content,2,10,0.6982601049062185,0.4208386340163006,0.8115001403406554,0.37833333333333335,nan,nan,0.915,nan,nan,nan,nan,,0.36
fakeddit,mcar_control,0.60,spectral_graph+content,1,10,0.6619213732098186,0.3770807795831462,0.8108064063794906,0.38416666666666666,nan,nan,0.865,nan,nan,nan,nan,,0.39
fakeddit,mcar_control,0.80,nfmcd_full,0,10,0.7559194039234102,0.33732377328050117,0.7252577817494479,0.6191666666666666,0.008936675821530097,0.15625567307507104,0.73,nan,nan,nan,nan,,0.22
fakeddit,mcar_control,0.80,nfmcd_full,1,10,0.8199750708161463,0.3714349426546471,0.8303397512134068,0.65,0.013768917388419476,0.1596382421718936,0.8216666666666667,nan,nan,nan,nan,,0.2
fakeddit,mcar_control,0.60,kmeans_content,1,10,0.0003635028265183138,0.01471716912158478,0.11914181143816542,0.38416666666666666,nan,nan,0.2725,nan,nan,nan,nan,,0.59
fakeddit,mcar_control,0.80,nfmcd_full,2,10,0.818772196490968,0.37235977604987003,0.8299732640806303,0.6525,0.014867816790195007,0.16040747175313647,0.8166666666666667,nan,nan,nan,nan,,0.31
fakeddit,mcar_control,0.60,kmeans_content,0,10,0.0015196406328716883,0.0066978714259603635,0.15039854636387456,0.3541666666666667,nan,nan,0.29083333333333333,nan,nan,nan,nan,,0.62
fakeddit,mcar_control,0.80,nfmcd_robust,0,10,0.8321994476623001,0.43735144569156986,0.909081596932686,0.6191666666666666,0.010966655087209667,0.15767665856104673,0.9608333333333333,nan,nan,nan,nan,,0.17
fakeddit,mcar_control,0.80,nfmcd_robust,1,10,0.8220761005549568,0.43649088014760185,0.902196725461916,0.65,0.014264960052154442,0.1599854720365081,0.9583333333333334,nan,nan,nan,nan,,0.17
fakeddit,mcar_control,0.80,nfmcd_robust,2,10,0.8213778552527885,0.43538737913179903,0.9020458045303853,0.6525,0.014326627427726925,0.16002863919940882,0.9575,nan,nan,nan,nan,,0.22
fakeddit,mcar_control,0.60,kmeans_content,2,10,0.0019535052918386864,0.011007840372073564,0.20782151940099994,0.37833333333333335,nan,nan,0.3375,nan,nan,nan,nan,,0.7
fakeddit,mcar_control,0.80,spectral_graph+content,0,10,0.6820521765079521,0.4085385151718983,0.7982431133458147,0.6191666666666666,nan,nan,0.8991666666666667,nan,nan,nan,nan,,0.34
fakeddit,mcar_control,0.80,spectral_graph+content,2,10,0.7074832413739378,0.39081247221984944,0.8495405431903478,0.6525,nan,nan,0.8941666666666667,nan,nan,nan,nan,,0.33
fakeddit,mcar_control,0.80,spectral_graph+content,1,10,0.6448580767568883,0.3807630404732152,0.7881470022907908,0.65,nan,nan,0.8608333333333333,nan,nan,nan,nan,,0.38
fakeddit,mcar_control,0.80,kmeans_content,0,10,0.0006263414848857174,0.004281381744595938,0.1424134040119531,0.6191666666666666,nan,nan,0.31916666666666665,nan,nan,nan,nan,,0.47
fakeddit,mcar_control,0.80,kmeans_content,1,10,0.0011863759641739247,0.00689213698813697,0.11372743057205636,0.65,nan,nan,0.30083333333333334,nan,nan,nan,nan,,0.45
fakeddit,mcar_control,0.80,kmeans_content,2,10,0.0013325530519721074,0.002953540475059536,0.1350176787150164,0.6525,nan,nan,0.3225,nan,nan,nan,nan,,0.5
fakeddit,by_community,0.20,nfmcd_robust,0,10,0.7612439081697089,0.3578857271419237,0.7065538977757088,0.055,0.26639631193900465,0.3364774183573032,0.7783333333333333,0.6059850374064838,0.8648310387984981,401.0,799.0,,0.47
fakeddit,by_community,0.20,nfmcd_robust,1,10,0.7964498149587871,0.3514049878541501,0.72979735359838,0.058333333333333334,0.2692221918599877,0.3384555343019914,0.7683333333333333,0.5536159600997507,0.8760951188986232,401.0,799.0,,0.58
fakeddit,by_community,0.20,nfmcd_robust,2,10,0.7901550939815944,0.35247682794704693,0.7259491554293063,0.06333333333333334,0.2596109608865067,0.33172767262055464,0.7816666666666666,0.5935162094763092,0.8760951188986232,401.0,799.0,,0.55
fakeddit,by_community,0.20,spectral_graph+content,0,10,0.5412252934085788,0.3618794690833987,0.7026658805541123,0.055,nan,nan,0.8033333333333333,0.9900249376558603,0.7096370463078848,401.0,799.0,,0.28
fakeddit,by_community,0.20,nfmcd_full,0,10,0.33759927102620924,0.37573191278522916,0.3812678710744823,0.055,0.4103181209933512,0.43722268469534575,0.6891666666666667,0.9750623441396509,0.5456821026282853,401.0,799.0,,1.08
fakeddit,by_community,0.20,nfmcd_full,2,10,0.45146484876605264,0.3958483617870854,0.44700815566715635,0.06333333333333334,0.4033847116441056,0.4323692981508738,0.7566666666666667,0.9825436408977556,0.6433041301627034,401.0,799.0,,1.05
fakeddit,by_community,0.20,nfmcd_full,1,10,0.28430212580421843,0.30340768488063075,0.36550090454971834,0.058333333333333334,0.4195579180827752,0.4436905426579426,0.5541666666666667,0.5511221945137157,0.5556946182728411,401.0,799.0,,1.14
fakeddit,by_community,0.20,spectral_graph+content,1,10,0.5364410828475181,0.35679195373764555,0.6974799473584327,0.058333333333333334,nan,nan,0.7975,0.9900249376558603,0.7008760951188986,401.0,799.0,,0.38
fakeddit,by_community,0.20,spectral_graph+content,2,10,0.535731928345106,0.35443792908234845,0.7003069432999391,0.06333333333333334,nan,nan,0.7925,0.9850374064837906,0.6958698372966208,401.0,799.0,,0.42
fakeddit,by_community,0.20,kmeans_content,1,10,0.020191675596487935,0.09710633752871564,0.18029533663014527,0.058333333333333334,nan,nan,0.33416666666666667,0.45885286783042395,0.2715894868585732,401.0,799.0,,0.66
fakeddit,by_community,0.20,kmeans_content,2,10,0.003987678702214614,0.0813398477030615,0.23522742220587917,0.06333333333333334,nan,nan,0.3541666666666667,0.4763092269326683,0.2928660826032541,401.0,799.0,,0.66
fakeddit,by_community,0.40,nfmcd_full,0,10,0.626950714327652,0.36745269929784924,0.4307679721002728,0.23583333333333334,0.2580549765888103,0.3306384836121672,0.6258333333333334,0.5810473815461347,0.6483103879849812,401.0,799.0,,0.62
fakeddit,by_community,0.20,kmeans_content,0,10,0.009142109982521296,0.0711561596284106,0.22049283033376543,0.055,nan,nan,0.2841666666666667,0.15211970074812967,0.3504380475594493,401.0,799.0,,0.84
fakeddit,by_community,0.40,nfmcd_full,1,10,0.742697422948462,0.3721838668155312,0.6352090769110503,0.24833333333333332,0.2795410731202962,0.3456787511842073,0.7558333333333334,0.5985037406483791,0.8347934918648311,401.0,799.0,,0.58
fakeddit,by_community,0.40,nfmcd_full,2,10,0.47344551283724956,0.358642085567804,0.3215229482301838,0.25333333333333335,0.2710989178789962,0.3397692425152973,0.5366666666666666,0.5685785536159601,0.5206508135168961,401.0,799.0,,0.61
fakeddit,by_community,0.40,spectral_graph+content,0,10,0.5304366026820431,0.3698584675841935,0.6948116935161541,0.23583333333333334,nan,nan,0.8133333333333334,0.9950124688279302,0.7221526908635795,401.0,799.0,,0.26
fakeddit,by_community,0.40,nfmcd_robust,2,10,0.6724831070252358,0.444393822358945,0.748668278235358,0.25333333333333335,0.17045608555933567,0.26931925989153493,0.9191666666666667,0.9950124688279302,0.8811013767209012,401.0,799.0,,0.33
fakeddit,by_community,0.40,spectral_graph+content,1,10,0.5406475841159827,0.34525115555838937,0.6890421669984387,0.24833333333333332,nan,nan,0.7683333333333333,0.9950124688279302,0.6545682102628285,401.0,799.0,,0.28
fakeddit,by_community,0.40,nfmcd_robust,0,10,0.6950780195456139,0.44677294960311753,0.7135844704804319,0.23583333333333334,0.16639583570875607,0.26647708499612915,0.9116666666666666,0.9950124688279302,0.869837296620776,401.0,799.0,,0.41
fakeddit,by_community,0.40,nfmcd_robust,1,10,0.7035774984612855,0.44509128000148757,0.7381415503058399,0.24833333333333332,0.17977502536541473,0.2758425177557903,0.9158333333333334,0.9925187032418953,0.8773466833541927,401.0,799.0,,0.39
fakeddit,by_community,0.40,spectral_graph+content,2,10,0.5734050105721088,0.35616257026455433,0.7034075808304806,0.25333333333333335,nan,nan,0.7766666666666666,0.9975062344139651,0.6658322903629537,401.0,799.0,,0.36
fakeddit,by_community,0.40,kmeans_content,0,10,0.08457879352256725,0.12863063113004758,0.2987130008778456,0.23583333333333334,nan,nan,0.49083333333333334,0.7855361596009975,0.3429286608260325,401.0,799.0,,0.55
fakeddit,by_community,0.60,nfmcd_full,0,10,0.6963475871960826,0.3742998866940296,0.7345382998379071,0.39666666666666667,0.19293656014895078,0.2850555921042655,0.78,0.5935162094763092,0.8735919899874843,401.0,799.0,,0.45
